Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,LastGame,dvp,value,fvalue,odds,O/U
SG,Tony Allen,5100,Uta@Mem 08:00PM ET,22.883,Mem,1,0,27.214,16.265,26.250,43.000,1.000,30.600,0.195,0.000,187.500
C,Tristan Thompson,5000,Cle@Pho 08:30PM ET,24.114,Cle,0,0,27.500,18.100,21.688,33.250,24.000,30.000,0.247,0.000,221.000
PF/C,Derrick Favors,4900,Uta@Mem 08:00PM ET,20.946,Uta,0,0,19.179,14.286,23.688,34.500,1.750,29.400,0.210,2.500,187.500
C,Tyson Chandler,4900,Cle@Pho 08:30PM ET,24.578,Pho,1,0,30.250,17.562,27.188,30.000,6.000,29.400,0.300,8.500,221.000
SG,Lou Williams,4900,Orl@LAL 09:30PM ET,28.250,LAL,1,0,24.000,20.013,19.438,30.750,24.500,29.400,0.454,0.000,217.000
SF,T.J. Warren,4800,Cle@Pho 08:30PM ET,23.833,Pho,1,0,24.929,10.545,15.500,15.250,27.000,28.800,0.363,8.500,221.000
SF,Luol Deng,4800,Orl@LAL 09:30PM ET,20.994,LAL,1,0,26.179,13.511,19.562,41.000,23.000,28.800,0.217,0.000,217.000
PG,Darren Collison,4700,GS@Sac 09:00PM ET,23.196,Sac,1,0,23.179,16.917,28.188,30.750,15.000,28.200,0.233,12.000,226.000
SG/SF,Kyle Korver,4700,Cle@Pho 08:30PM ET,19.141,Cle,0,1,17.036,12.183,26.938,20.250,20.250,28.200,0.127,0.000,221.000
PF,JaMychal Green,4500,Uta@Mem 08:00PM ET,23.145,Mem,1,0,23.964,15.389,22.562,11.500,1.000,27.000,0.330,0.000,187.500
SG,Nick Young,4400,Orl@LAL 09:30PM ET,21.894,LAL,1,0,22.893,14.567,23.188,13.250,24.500,26.400,0.306,0.000,217.000
PG,Shelvin Mack,4300,Uta@Mem 08:00PM ET,17.059,Uta,0,0,16.964,10.472,18.250,3.750,8.000,25.800,0.135,2.500,187.500
SG,Rodney Hood,4300,Uta@Mem 08:00PM ET,23.008,Uta,0,0,13.536,15.125,17.312,13.250,8.000,25.800,0.385,2.500,187.500
PG/SG,Jordan Clarkson,4300,Orl@LAL 09:30PM ET,23.125,LAL,1,0,16.893,15.461,17.688,4.000,20.750,25.800,0.384,0.000,217.000
PG,Ty Lawson,4200,GS@Sac 09:00PM ET,20.157,Sac,1,0,23.679,12.188,18.812,32.000,15.000,25.200,0.288,12.000,226.000
SF,P.J. Tucker,4100,Cle@Pho 08:30PM ET,17.804,Pho,1,0,23.929,9.338,20.625,19.750,27.000,24.600,0.247,8.500,221.000
PG,Andrew Harrison,4000,Uta@Mem 08:00PM ET,18.053,Mem,1,0,14.179,11.545,14.938,2.750,6.000,24.000,0.258,0.000,187.500
PF/C,Channing Frye,4000,Cle@Pho 08:30PM ET,17.125,Cle,0,0,15.179,10.964,20.062,21.750,22.500,24.000,0.182,0.000,221.000
SF,Brandon Ingram,4000,Orl@LAL 09:30PM ET,16.969,LAL,1,0,15.000,12.239,19.250,30.500,23.000,24.000,0.156,0.000,217.000
SF/PF,Matt Barnes,3900,GS@Sac 09:00PM ET,19.537,Sac,1,0,20.071,12.816,25.625,21.000,9.750,23.400,0.342,12.000,226.000
PG/SG,Brandon Knight,3900,Cle@Pho 08:30PM ET,20.708,Pho,1,0,19.357,13.986,11.375,25.000,25.500,23.400,0.379,8.500,221.000
SG,Jordan McRae,3900,Cle@Pho 08:30PM ET,9.120,Cle,0,0,11.286,3.771,18.562,3.750,15.000,23.400,0.047,0.000,221.000
C,Alex Len,3900,Cle@Pho 08:30PM ET,21.929,Pho,1,0,19.179,15.711,19.750,23.750,6.000,23.400,0.435,8.500,221.000
PG/SG,Garrett Temple,3800,GS@Sac 09:00PM ET,17.354,Sac,1,0,17.286,11.618,20.312,18.250,13.500,22.800,0.243,12.000,226.000
SG/SF,Joe Ingles,3700,Uta@Mem 08:00PM ET,15.237,Uta,0,0,19.500,7.274,21.750,25.500,6.500,22.200,0.253,2.500,187.500
SF,James Ennis III,3600,Uta@Mem 08:00PM ET,17.620,Mem,1,0,14.750,11.404,15.875,18.250,1.000,21.600,0.308,0.000,187.500
PG,Shaun Livingston,3600,GS@Sac 09:00PM ET,11.104,GS,0,0,11.036,7.806,14.438,13.000,19.000,21.600,0.010,0.000,226.000
SG/SF,Vince Carter,3500,Uta@Mem 08:00PM ET,17.898,Mem,1,0,16.821,12.917,19.125,7.500,1.000,21.000,0.334,0.000,187.500
PG/SG,Iman Shumpert,3500,Cle@Pho 08:30PM ET,15.471,Cle,0,0,14.893,11.237,12.188,14.250,20.250,21.000,0.177,0.000,221.000
SG,J.R. Smith,3500,Cle@Pho 08:30PM ET,17.321,Cle,0,1,13.429,11.300,19.688,8.250,15.000,21.000,0.317,0.000,221.000
PF,Marquese Chriss,3500,Cle@Pho 08:30PM ET,13.858,Pho,1,0,17.750,9.239,14.938,12.000,14.000,21.000,0.170,8.500,221.000
SF/PF,Larry Nance Jr.,3500,Orl@LAL 09:30PM ET,19.214,LAL,1,0,21.929,12.214,21.000,21.500,17.000,21.000,0.414,0.000,217.000
C,Bismack Biyombo,3500,Orl@LAL 09:30PM ET,20.507,Orl,0,0,22.786,14.588,13.188,14.750,29.500,21.000,0.475,2.500,217.000
SF,Andre Iguodala,3400,GS@Sac 09:00PM ET,17.201,GS,0,0,18.000,12.292,14.812,5.750,15.000,20.400,0.295,0.000,226.000
C,Zaza Pachulia,3400,GS@Sac 09:00PM ET,17.333,GS,0,0,18.893,11.987,19.500,19.250,7.500,20.400,0.360,0.000,226.000
SG,Jodie Meeks,3400,Orl@LAL 09:30PM ET,15.833,Orl,0,0,20.143,7.344,17.375,2.750,19.500,20.400,0.315,2.500,217.000
PF,Thomas Robinson,3400,Orl@LAL 09:30PM ET,12.500,LAL,1,0,16.286,4.673,17.688,22.750,11.000,20.400,0.192,0.000,217.000
SF/PF,Anthony Tolliver,3300,GS@Sac 09:00PM ET,12.438,Sac,1,0,15.286,5.712,16.188,3.750,9.750,19.800,0.211,12.000,226.000
PG,Kay Felder,3300,Cle@Pho 08:30PM ET,10.889,Cle,0,0,13.929,4.425,14.312,1.250,25.500,19.800,0.150,0.000,221.000
SF/PF,Richard Jefferson,3300,Cle@Pho 08:30PM ET,10.500,Cle,0,0,8.036,6.447,12.688,4.250,23.250,19.800,0.068,0.000,221.000
SG/SF,Joe Johnson,3200,Uta@Mem 08:00PM ET,15.987,Uta,0,0,14.250,8.833,15.688,4.750,6.500,19.200,0.358,2.500,187.500
SF,Chandler Parsons,3200,Uta@Mem 08:00PM ET,11.385,Mem,1,0,11.188,6.667,11.000,13.750,1.000,19.200,0.090,0.000,187.500
C,Kosta Koufos,3200,GS@Sac 09:00PM ET,15.917,Sac,1,0,13.714,10.013,18.250,12.750,21.500,19.200,0.348,12.000,226.000
PG,D.J. Augustin,3200,Orl@LAL 09:30PM ET,16.224,Orl,0,0,12.893,11.488,15.188,26.250,28.000,19.200,0.316,2.500,217.000
SF/PF,Jeff Green,3200,Orl@LAL 09:30PM ET,16.034,Orl,0,0,19.714,9.579,17.312,11.250,27.000,19.200,0.344,2.500,217.000
PF,Trey Lyles,3100,Uta@Mem 08:00PM ET,17.072,Uta,0,0,10.643,10.569,9.688,18.750,2.500,18.600,0.422,2.500,187.500
C,Timofey Mozgov,3100,Orl@LAL 09:30PM ET,16.128,LAL,1,0,15.107,10.857,14.562,6.500,18.000,18.600,0.364,0.000,217.000
PG,Raul Neto,3000,Uta@Mem 08:00PM ET,5.638,Uta,0,0,7.893,1.159,8.125,11.500,8.000,18.000,0.027,2.500,187.500
PG,Dante Exum,3000,Uta@Mem 08:00PM ET,12.190,Uta,0,0,11.607,6.542,7.875,5.000,8.000,18.000,0.164,2.500,187.500
PG,Wade Baldwin IV,3000,Uta@Mem 08:00PM ET,9.402,Mem,1,0,9.214,3.327,3.125,6.250,6.000,18.000,0.179,0.000,187.500
SG,Alec Burks,3000,Uta@Mem 08:00PM ET,3.417,Uta,0,0,3.417,0.000,3.417,5.500,8.000,18.000,0.053,2.500,187.500
SG,Troy Daniels,3000,Uta@Mem 08:00PM ET,15.482,Mem,1,0,18.036,7.578,16.125,17.750,1.000,18.000,0.415,0.000,187.500
SG,Troy Williams,3000,Uta@Mem 08:00PM ET,10.720,Mem,1,0,12.964,2.729,4.188,0.000,1.000,18.000,0.234,0.000,187.500
PF/C,Boris Diaw,3000,Uta@Mem 08:00PM ET,10.698,Uta,0,0,10.643,5.639,8.188,5.750,1.750,18.000,0.170,2.500,187.500
PF/C,Jarell Martin,3000,Uta@Mem 08:00PM ET,10.395,Mem,1,0,12.393,4.862,5.875,5.750,1.500,18.000,0.152,0.000,187.500
PF,Brandan Wright,3000,Uta@Mem 08:00PM ET,0.000,Mem,1,1,0.000,0.000,0.000,0.000,1.000,18.000,,0.000,187.500
PF,Joel Bolomboy,3000,Uta@Mem 08:00PM ET,2.833,Uta,0,0,3.550,1.050,2.812,3.500,2.500,18.000,0.004,2.500,187.500
PF,Deyonta Davis,3000,Uta@Mem 08:00PM ET,5.881,Mem,1,1,7.286,2.062,4.750,11.000,1.000,18.000,0.041,0.000,187.500
C,Jeff Withey,3000,Uta@Mem 08:00PM ET,7.948,Uta,0,0,9.714,3.875,8.438,0.000,1.000,18.000,0.041,2.500,187.500
PG/SG,Ian Clark,3000,GS@Sac 09:00PM ET,11.919,GS,0,0,10.000,6.862,9.812,0.000,20.500,18.000,0.230,0.000,226.000
SG/SF,Patrick McCaw,3000,GS@Sac 09:00PM ET,6.500,GS,0,0,4.643,2.779,1.062,0.000,18.500,18.000,0.033,0.000,226.000
SG,Arron Afflalo,3000,GS@Sac 09:00PM ET,12.759,Sac,1,0,12.857,6.212,13.062,4.500,12.000,18.000,0.225,12.000,226.000
SG,Ben McLemore,3000,GS@Sac 09:00PM ET,9.474,Sac,1,0,6.357,4.308,5.375,0.000,12.000,18.000,0.085,12.000,226.000
SG,Malachi Richardson,3000,GS@Sac 09:00PM ET,5.700,Sac,1,0,8.750,1.167,7.125,8.750,12.000,18.000,0.079,12.000,226.000
SF,Omri Casspi,3000,GS@Sac 09:00PM ET,13.813,Sac,1,0,13.417,7.361,9.625,9.750,9.500,18.000,0.279,12.000,226.000
PF,David West,3000,GS@Sac 09:00PM ET,12.412,GS,0,0,16.964,7.461,13.875,16.500,24.000,18.000,0.180,0.000,226.000
PF,James Michael McAdoo,3000,GS@Sac 09:00PM ET,3.036,GS,0,0,1.607,1.333,1.375,0.000,24.000,18.000,0.001,0.000,226.000
PF,Kevon Looney,3000,GS@Sac 09:00PM ET,8.078,GS,0,0,8.500,3.656,5.938,0.000,24.000,18.000,0.060,0.000,226.000
PF,Skal Labissiere,3000,GS@Sac 09:00PM ET,4.625,Sac,1,0,4.000,2.250,4.625,4.000,10.000,18.000,0.054,12.000,226.000
C,Anderson Varejao,3000,GS@Sac 09:00PM ET,6.000,GS,0,0,6.667,2.650,5.688,1.250,7.500,18.000,0.022,0.000,226.000
C,JaVale McGee,3000,GS@Sac 09:00PM ET,10.121,GS,0,0,10.214,4.403,7.688,3.500,7.500,18.000,0.139,0.000,226.000
C,Willie Cauley-Stein,3000,GS@Sac 09:00PM ET,9.008,Sac,1,0,7.821,3.985,2.688,9.250,21.500,18.000,0.091,12.000,226.000
C,Damian Jones,3000,GS@Sac 09:00PM ET,-1.000,GS,0,0,0.000,0.000,0.000,-1.000,7.500,18.000,0.159,0.000,226.000
C,Georgios Papagiannis,3000,GS@Sac 09:00PM ET,1.375,Sac,1,0,0.000,0.000,1.375,0.000,21.500,18.000,0.081,12.000,226.000
PG/SG,Leandro Barbosa,3000,Cle@Pho 08:30PM ET,11.028,Pho,1,0,10.107,5.028,13.812,10.250,25.500,18.000,0.186,8.500,221.000
PG,Tyler Ulis,3000,Cle@Pho 08:30PM ET,7.489,Pho,1,0,5.071,3.985,7.875,6.750,23.000,18.000,0.086,8.500,221.000
SG,James Jones,3000,Cle@Pho 08:30PM ET,4.762,Cle,0,0,7.429,1.654,4.500,9.750,15.000,18.000,0.011,0.000,221.000
SG,DeAndre Liggins,3000,Cle@Pho 08:30PM ET,9.009,Cle,0,0,12.214,2.432,11.938,12.750,15.000,18.000,0.081,0.000,221.000
SF/PF,Dragan Bender,3000,Cle@Pho 08:30PM ET,7.600,Pho,1,0,4.571,3.145,4.625,0.750,20.500,18.000,0.115,8.500,221.000
SF,Derrick Jones Jr.,3000,Cle@Pho 08:30PM ET,1.500,Pho,1,0,3.000,0.000,1.500,3.000,27.000,18.000,0.081,8.500,221.000
PF,Jared Dudley,3000,Cle@Pho 08:30PM ET,16.858,Pho,1,0,16.821,11.000,7.750,2.000,14.000,18.000,0.443,8.500,221.000
C,Chris Andersen,3000,Cle@Pho 08:30PM ET,7.979,Cle,0,1,7.688,4.607,8.312,11.000,24.000,18.000,0.035,0.000,221.000
C,Alan Williams,3000,Cle@Pho 08:30PM ET,9.768,Pho,1,0,3.000,3.659,4.375,0.000,6.000,18.000,0.275,8.500,221.000
PG/SG,C.J. Watson,3000,Orl@LAL 09:30PM ET,7.130,Orl,0,0,7.893,3.286,10.000,1.500,23.750,18.000,0.028,2.500,217.000
PG,Jose Calderon,3000,Orl@LAL 09:30PM ET,10.453,LAL,1,0,13.750,3.714,7.750,2.500,17.000,18.000,0.220,0.000,217.000
PG,Marcelo Huertas,3000,Orl@LAL 09:30PM ET,9.267,LAL,1,0,6.750,3.917,8.938,3.500,17.000,18.000,0.154,0.000,217.000
SG,C.J. Wilcox,3000,Orl@LAL 09:30PM ET,2.783,Orl,0,0,3.214,0.675,3.562,0.000,19.500,18.000,0.001,2.500,217.000
SG,Mario Hezonja,3000,Orl@LAL 09:30PM ET,6.050,Orl,0,0,2.429,1.683,7.375,3.500,19.500,18.000,0.040,2.500,217.000
SF,Metta World Peace,3000,Orl@LAL 09:30PM ET,2.911,LAL,1,0,1.900,0.694,0.000,0.000,23.000,18.000,0.003,0.000,217.000
SF,Damjan Rudez,3000,Orl@LAL 09:30PM ET,4.250,Orl,0,0,3.821,0.854,2.812,1.250,28.000,18.000,0.006,2.500,217.000
PF,Stephen Zimmerman Jr.,3000,Orl@LAL 09:30PM ET,4.125,Orl,0,0,2.583,1.950,5.000,11.000,26.000,18.000,0.011,2.500,217.000
C,Tarik Black,3000,Orl@LAL 09:30PM ET,14.848,LAL,1,0,19.750,9.865,18.750,29.750,18.000,18.000,0.308,0.000,217.000
C,Ivica Zubac,3000,Orl@LAL 09:30PM ET,4.036,LAL,1,0,0.000,1.150,3.062,9.500,18.000,18.000,0.029,0.000,217.000
