Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,dvp,value,LastGame,fvalue,O/U,odds,penalty,Final
SG/SF,Denzel Valentine,3000,Chi@Atl 08:00PM ET,6.865,Chi,0,0,13.179,2.922,15.125,23.000,18.000,27.000,0.096,204.500,4.000,-5.496,27.000
SF,Mike Dunleavy,3000,Chi@Atl 08:00PM ET,10.130,Atl,1,0,13.536,5.641,13.875,12.000,18.000,10.500,0.129,204.500,-4.000,-9005.496,10.500
SF,Taurean Prince,3000,Chi@Atl 08:00PM ET,8.170,Atl,1,0,6.393,2.446,4.125,12.000,18.000,1.000,0.081,204.500,-4.000,-9012.445,1.000
SF,DeAndre' Bembry,3000,Chi@Atl 08:00PM ET,4.656,Atl,1,0,2.643,2.125,6.125,12.000,18.000,4.000,0.011,204.500,-4.000,-9005.496,4.000
SF,Paul Zipser,3000,Chi@Atl 08:00PM ET,4.462,Chi,0,0,5.607,1.688,10.938,22.000,18.000,11.750,0.014,204.500,4.000,-5.496,11.750
PF/C,Mike Muscala,3000,Chi@Atl 08:00PM ET,16.594,Atl,1,0,10.286,9.344,11.375,12.500,18.000,0.000,0.422,204.500,-4.000,-9012.687,0.000
PF,Mike Scott,3000,Chi@Atl 08:00PM ET,7.725,Atl,1,0,10.917,3.650,5.875,16.500,18.000,14.000,0.060,204.500,-4.000,-5.496,14.000
PF,Bobby Portis,3000,Chi@Atl 08:00PM ET,9.500,Chi,0,0,12.429,5.361,10.375,19.000,18.000,20.250,0.125,204.500,4.000,-5.496,20.250
C,Cristiano Felicio,3000,Chi@Atl 08:00PM ET,12.407,Chi,0,0,13.321,6.737,10.188,4.000,18.000,3.500,0.222,204.500,4.000,-9013.075,3.500
PG,Brian Roberts,3000,Tor@Cha 07:00PM ET,3.045,Cha,1,0,2.500,0.542,2.375,9.000,18.000,5.250,0.003,215.500,1.000,-8997.723,5.250
PG,Fred VanVleet,3000,Tor@Cha 07:00PM ET,5.673,Tor,0,0,9.333,2.100,8.375,19.000,18.000,4.500,0.056,215.500,-1.000,2.277,4.500
SF,Treveon Graham,3000,Tor@Cha 07:00PM ET,3.231,Cha,1,0,3.357,0.929,2.125,12.000,18.000,3.250,0.001,215.500,1.000,-8997.723,3.250
PF,Jared Sullinger,3000,Tor@Cha 07:00PM ET,11.750,Tor,0,0,10.625,9.500,10.625,10.000,18.000,9.500,0.086,215.500,-1.000,-8999.314,9.500
PF,Pascal Siakam,3000,Tor@Cha 07:00PM ET,11.949,Tor,0,0,11.179,6.400,11.688,10.000,18.000,14.500,0.187,215.500,-1.000,-8997.723,14.500
C,Roy Hibbert,3000,Tor@Cha 07:00PM ET,13.293,Cha,1,0,13.036,8.537,14.125,8.500,18.000,9.500,0.266,215.500,1.000,-8997.723,9.500
C,Jakob Poeltl,3000,Tor@Cha 07:00PM ET,6.906,Tor,0,0,6.536,3.054,3.688,26.000,18.000,6.500,0.029,215.500,-1.000,2.277,6.500
PG,Wade Baldwin IV,3000,Sac@Mem 08:00PM ET,9.402,Mem,1,0,9.214,3.327,3.125,21.500,18.000,6.250,0.179,199.500,-8.500,-9.029,0.000
SG,Arron Afflalo,3000,Sac@Mem 08:00PM ET,12.301,Sac,0,0,10.536,6.706,12.250,3.000,18.000,15.000,0.197,199.500,8.500,-9013.029,15.000
SG,Troy Daniels,3000,Sac@Mem 08:00PM ET,14.617,Mem,1,0,11.643,5.368,6.188,21.000,18.000,-0.500,0.370,199.500,-8.500,-20.571,-0.500
SG,Ben McLemore,3000,Sac@Mem 08:00PM ET,8.641,Sac,0,0,9.929,2.554,1.312,3.000,18.000,3.500,0.071,199.500,8.500,-9013.029,3.500
SG,Troy Williams,3000,Sac@Mem 08:00PM ET,10.720,Mem,1,0,12.964,2.729,4.188,21.000,18.000,0.000,0.234,199.500,-8.500,-18.337,0.000
SG,Malachi Richardson,3000,Sac@Mem 08:00PM ET,4.750,Sac,0,0,4.700,1.450,3.125,3.000,18.000,3.750,0.044,199.500,8.500,-9013.029,3.750
PF/C,Jarell Martin,3000,Sac@Mem 08:00PM ET,10.395,Mem,1,0,8.714,4.631,4.375,17.500,18.000,0.000,0.147,199.500,-8.500,-16.429,0.000
PF,Deyonta Davis,3000,Sac@Mem 08:00PM ET,5.881,Mem,1,0,6.500,2.000,4.500,24.000,18.000,1.250,0.037,199.500,-8.500,-9.029,1.250
PF,Skal Labissiere,3000,Sac@Mem 08:00PM ET,4.625,Sac,0,0,5.812,2.250,3.875,4.500,18.000,8.750,0.044,199.500,8.500,-9013.029,8.750
C,Kosta Koufos,3000,Sac@Mem 08:00PM ET,15.896,Sac,0,0,21.821,10.457,13.125,1.000,18.000,14.000,0.392,199.500,8.500,-9013.029,14.000
C,Willie Cauley-Stein,3000,Sac@Mem 08:00PM ET,8.331,Sac,0,0,6.893,3.587,4.125,1.000,18.000,12.500,0.079,199.500,8.500,-9013.029,12.500
PG/SG,C.J. Watson,3000,Mil@Orl 07:00PM ET,7.031,Orl,1,0,8.643,3.500,9.188,9.500,18.000,14.750,0.027,211.000,3.500,-9000.903,14.750
SG,Jason Terry,3000,Mil@Orl 07:00PM ET,8.458,Mil,0,0,8.857,4.382,5.750,19.000,18.000,4.000,0.031,211.000,-3.500,-0.903,4.000
SG,C.J. Wilcox,3000,Mil@Orl 07:00PM ET,2.609,Orl,1,0,2.000,0.614,3.375,16.000,18.000,0.000,0.001,211.000,3.500,-0.903,0.000
SG,Mario Hezonja,3000,Mil@Orl 07:00PM ET,6.105,Orl,1,0,6.000,2.079,9.312,16.000,18.000,10.500,0.033,211.000,3.500,-0.903,10.500
SG,Rashad Vaughn,3000,Mil@Orl 07:00PM ET,7.176,Mil,0,0,5.786,2.136,6.812,19.000,18.000,15.000,0.126,211.000,-3.500,-0.903,15.000
SF,Damjan Rudez,3000,Mil@Orl 07:00PM ET,3.800,Orl,1,0,3.500,0.828,0.750,29.000,18.000,1.500,0.003,211.000,3.500,-0.903,1.500
PF,Mirza Teletovic,3000,Mil@Orl 07:00PM ET,13.022,Mil,0,0,8.536,6.603,2.188,14.000,18.000,2.750,0.252,211.000,-3.500,-8.745,2.750
PF,Stephen Zimmerman Jr.,3000,Mil@Orl 07:00PM ET,4.125,Orl,1,0,5.050,1.950,5.000,18.000,18.000,11.000,0.011,211.000,3.500,-0.903,0.000
PF,Thon Maker,3000,Mil@Orl 07:00PM ET,4.292,Mil,0,0,3.214,1.886,3.500,14.000,18.000,3.250,0.001,211.000,-3.500,-0.903,3.250
C,Miles Plumlee,3000,Mil@Orl 07:00PM ET,5.563,Mil,0,0,2.536,1.618,3.188,22.500,18.000,9.000,0.027,211.000,-3.500,-0.903,9.000
PG/SG,Ian Clark,3000,GS@Hou 08:00PM ET,11.827,GS,0,0,6.786,6.510,9.625,18.500,18.000,2.750,0.217,240.500,-5.000,11.832,2.750
PG,Bobby Brown,3000,GS@Hou 08:00PM ET,1.159,Hou,1,0,2.550,0.583,3.750,14.500,18.000,7.500,0.001,240.500,5.000,15.942,7.500
PG,Tyler Ennis,3000,GS@Hou 08:00PM ET,4.560,Hou,1,0,2.929,1.600,2.062,14.500,18.000,7.000,0.005,240.500,5.000,15.942,7.000
SG/SF,Corey Brewer,3000,GS@Hou 08:00PM ET,9.811,Hou,1,0,13.036,6.080,11.250,11.750,18.000,9.750,0.073,240.500,5.000,-8984.058,9.750
SG/SF,Patrick McCaw,3000,GS@Hou 08:00PM ET,6.117,GS,0,0,5.929,2.712,4.000,25.500,18.000,9.000,0.024,240.500,-5.000,19.942,9.000
SF,K.J. McDaniels,3000,GS@Hou 08:00PM ET,5.870,Hou,1,0,2.143,2.033,3.062,9.500,18.000,1.500,0.024,240.500,5.000,-8984.058,1.500
PF,David West,3000,GS@Hou 08:00PM ET,12.405,GS,0,0,17.000,7.287,12.250,14.000,18.000,15.750,0.172,240.500,-5.000,19.942,0.000
PF,Kyle Wiltjer,3000,GS@Hou 08:00PM ET,2.306,Hou,1,0,4.833,0.375,1.000,9.000,18.000,3.250,0.006,240.500,5.000,-8984.058,0.000
PF,James Michael McAdoo,3000,GS@Hou 08:00PM ET,2.703,GS,0,0,3.107,1.159,2.812,14.000,18.000,10.500,0.001,240.500,-5.000,19.942,10.500
PF,Kevon Looney,3000,GS@Hou 08:00PM ET,7.797,GS,0,0,8.000,2.733,6.250,14.000,18.000,9.750,0.049,240.500,-5.000,19.942,9.750
C,Nene Hilario,3000,GS@Hou 08:00PM ET,15.388,Hou,1,0,16.893,9.803,18.312,22.500,18.000,12.000,0.340,240.500,5.000,15.942,0.000
C,Anderson Varejao,3000,GS@Hou 08:00PM ET,5.295,GS,0,0,6.667,2.500,3.312,20.500,18.000,0.000,0.015,240.500,-5.000,15.544,0.000
C,JaVale McGee,3000,GS@Hou 08:00PM ET,9.967,GS,0,0,9.071,4.841,10.375,20.500,18.000,6.000,0.126,240.500,-5.000,19.942,0.000
PG/SG,Devin Harris,3000,Uta@Dal 08:30PM ET,10.942,Dal,1,0,17.893,5.383,13.938,3.500,18.000,14.500,0.187,188.000,5.500,-9021.155,14.500
PG,Pierre Jackson,3000,Uta@Dal 08:30PM ET,4.333,Dal,1,0,3.062,0.375,0.375,6.000,18.000,0.000,0.050,188.000,5.500,-9021.155,0.000
PG,Raul Neto,3000,Uta@Dal 08:30PM ET,5.716,Uta,0,0,9.250,1.500,7.625,1.000,18.000,8.000,0.020,188.000,-5.500,-9017.155,8.000
PG,Dante Exum,3000,Uta@Dal 08:30PM ET,11.719,Uta,0,0,8.857,5.385,6.125,1.000,18.000,0.000,0.156,188.000,-5.500,-9023.333,0.000
SG,Nicolas Brussino,3000,Uta@Dal 08:30PM ET,4.750,Dal,1,0,2.714,1.062,3.562,1.000,18.000,0.000,0.009,188.000,5.500,-9021.155,0.000
SF,Dorian Finney-Smith,3000,Uta@Dal 08:30PM ET,11.049,Dal,1,0,11.679,6.170,7.375,1.000,18.000,12.000,0.195,188.000,5.500,-9021.155,12.000
SF,Justin Anderson,3000,Uta@Dal 08:30PM ET,13.480,Dal,1,0,9.143,6.329,0.812,1.000,18.000,2.000,0.288,188.000,5.500,-9029.713,2.000
PF/C,Boris Diaw,3000,Uta@Dal 08:30PM ET,10.757,Uta,0,0,10.607,5.773,14.438,7.500,18.000,9.000,0.170,188.000,-5.500,-9017.155,9.000
PF,Joel Bolomboy,3000,Uta@Dal 08:30PM ET,2.833,Uta,0,0,3.550,1.050,2.812,3.000,18.000,3.500,0.004,188.000,-5.500,-9017.155,0.000
PF,Trey Lyles,3000,Uta@Dal 08:30PM ET,16.657,Uta,0,0,10.500,9.800,9.938,3.000,18.000,11.500,0.427,188.000,-5.500,-9017.155,11.500
C,Jeff Withey,3000,Uta@Dal 08:30PM ET,7.615,Uta,0,0,9.714,3.538,4.250,12.000,18.000,1.000,0.035,188.000,-5.500,-9022.517,0.000
C,Salah Mejri,3000,Uta@Dal 08:30PM ET,10.966,Dal,1,0,9.821,5.091,10.750,2.000,18.000,6.500,0.190,188.000,5.500,-9021.155,6.500
C,A.J. Hammons,3000,Uta@Dal 08:30PM ET,3.794,Dal,1,0,4.571,1.750,3.875,2.000,18.000,2.000,0.002,188.000,5.500,-9021.155,0.000
PG,Jerryd Bayless,3000,Por@Phi 07:00PM ET,21.333,Phi,1,0,21.333,15.750,21.333,13.000,18.000,18.500,0.635,209.500,2.000,-9001.963,0.000
PG,Shabazz Napier,3000,Por@Phi 07:00PM ET,7.232,Por,0,0,8.500,2.650,5.125,12.000,18.000,0.750,0.040,209.500,-2.000,-9007.767,0.000
PG,Tim Quarterman,3000,Por@Phi 07:00PM ET,3.250,Por,0,0,3.357,1.750,1.750,12.000,18.000,3.750,0.001,209.500,-2.000,-9001.963,0.000
SG/SF,Timothe Luwawu-Cabarrot,3000,Por@Phi 07:00PM ET,5.944,Phi,1,0,7.143,2.125,10.938,15.000,18.000,7.000,0.010,209.500,2.000,-1.963,7.000
SF,Pat Connaughton,3000,Por@Phi 07:00PM ET,3.345,Por,0,0,3.714,1.227,4.938,24.000,18.000,4.000,0.001,209.500,-2.000,-1.963,0.000
PF/C,Meyers Leonard,3000,Por@Phi 07:00PM ET,11.853,Por,0,0,7.679,5.310,12.312,16.500,18.000,13.500,0.242,209.500,-2.000,-1.963,0.000
PF,Jake Layman,3000,Por@Phi 07:00PM ET,4.348,Por,0,0,2.321,1.516,3.750,6.000,18.000,3.500,0.017,209.500,-2.000,-9001.963,0.000
PF,Noah Vonleh,3000,Por@Phi 07:00PM ET,8.854,Por,0,0,9.964,4.333,16.188,6.000,18.000,18.750,0.088,209.500,-2.000,-9001.963,18.750
C,Ed Davis,3000,Por@Phi 07:00PM ET,12.769,Por,0,0,8.250,6.714,10.125,27.000,18.000,11.000,0.241,209.500,-2.000,-1.963,11.000
PG,Randy Foye,3000,Bkn@NO 08:00PM ET,11.705,Bkn,0,0,14.429,7.031,17.500,27.000,18.000,17.250,0.174,221.500,9.500,2.517,17.250
PG,Langston Galloway,3000,Bkn@NO 08:00PM ET,16.887,NO,1,0,18.857,9.707,16.688,30.000,18.000,17.500,0.453,221.500,-9.500,6.517,17.500
SF/PF,Dante Cunningham,3000,Bkn@NO 08:00PM ET,14.425,NO,1,0,21.143,8.717,17.812,29.000,18.000,27.750,0.341,221.500,-9.500,6.517,27.750
SF,Joe Harris,3000,Bkn@NO 08:00PM ET,15.801,Bkn,0,0,17.179,9.816,14.312,16.500,18.000,16.000,0.384,221.500,9.500,2.517,16.000
PF/C,Luis Scola,3000,Bkn@NO 08:00PM ET,12.342,Bkn,0,0,12.286,6.446,12.562,21.750,18.000,18.250,0.227,221.500,9.500,2.517,18.250
PF,Quincy Acy,3000,Bkn@NO 08:00PM ET,6.100,Bkn,0,0,8.000,3.607,14.562,25.000,18.000,23.500,0.094,221.500,9.500,2.517,23.500
PF,Cheick Diallo,3000,Bkn@NO 08:00PM ET,10.375,NO,1,0,7.500,4.650,11.938,28.000,18.000,15.000,0.328,221.500,-9.500,6.517,15.000
C,Alexis Ajinca,3000,Bkn@NO 08:00PM ET,11.988,NO,1,0,11.714,5.909,7.750,30.000,18.000,2.750,0.224,221.500,-9.500,-1.310,0.000
C,Omer Asik,3000,Bkn@NO 08:00PM ET,11.569,NO,1,0,13.607,6.721,5.438,30.000,18.000,1.250,0.183,221.500,-9.500,-0.492,0.000
PG/SG,Rodney Stuckey,3000,Ind@LAL 10:30PM ET,15.794,Ind,0,0,17.357,8.306,14.625,24.500,18.000,2.000,0.409,220.500,-3.500,-3.809,0.000
PG,Aaron Brooks,3000,Ind@LAL 10:30PM ET,12.138,Ind,0,0,14.964,7.523,13.250,28.000,18.000,10.000,0.202,220.500,-3.500,5.810,10.000
PG,Jose Calderon,3000,Ind@LAL 10:30PM ET,8.863,LAL,1,0,13.500,3.273,7.438,16.500,18.000,19.750,0.177,220.500,3.500,5.810,19.750
PG,Marcelo Huertas,3000,Ind@LAL 10:30PM ET,8.806,LAL,1,0,5.536,4.212,4.875,16.500,18.000,0.000,0.113,220.500,3.500,-1.859,0.000
SG,Joe Young,3000,Ind@LAL 10:30PM ET,4.875,Ind,0,0,9.071,0.479,2.188,21.000,18.000,6.000,0.037,220.500,-3.500,5.810,0.000
SF,Metta World Peace,3000,Ind@LAL 10:30PM ET,2.797,LAL,1,0,1.286,0.523,0.875,12.000,18.000,-0.500,0.001,220.500,3.500,-8994.190,-0.500
PF/C,Kevin Seraphin,3000,Ind@LAL 10:30PM ET,10.260,Ind,0,0,8.571,4.214,8.938,28.000,18.000,4.250,0.163,220.500,-3.500,5.810,4.250
PF,Thomas Robinson,3000,Ind@LAL 10:30PM ET,12.000,LAL,1,0,12.036,4.706,4.812,29.000,18.000,2.750,0.235,220.500,3.500,-2.808,2.750
PF,Rakeem Christmas,3000,Ind@LAL 10:30PM ET,3.417,Ind,0,0,1.375,1.375,3.417,27.000,18.000,0.000,0.055,220.500,-3.500,5.810,0.000
PF,Georges Niang,3000,Ind@LAL 10:30PM ET,2.235,Ind,0,0,2.036,0.568,2.000,27.000,18.000,6.000,0.000,220.500,-3.500,5.810,6.000
C,Lavoy Allen,3000,Ind@LAL 10:30PM ET,6.700,Ind,0,0,3.964,3.639,2.312,29.000,18.000,2.750,0.005,220.500,-3.500,1.902,2.750
C,Tarik Black,3000,Ind@LAL 10:30PM ET,14.669,LAL,1,0,18.000,9.838,20.188,17.000,18.000,30.250,0.331,220.500,3.500,5.810,30.250
C,Timofey Mozgov,3000,Ind@LAL 10:30PM ET,15.856,LAL,1,0,17.393,10.520,16.375,17.000,18.000,29.750,0.404,220.500,3.500,5.810,29.750
