Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,LastGame,dvp,value,fvalue,odds,O/U,penalty,Final
SF/PF,Rondae Hollis-Jefferson,3900,SA@Bkn 07:30PM ET,19.545,Bkn,1,0,20.536,13.670,25.375,16.000,2.500,23.400,0.328,8.500,215.000,-9002.946,12.250
C,Willie Reed,3900,GS@Mia 07:30PM ET,13.436,Mia,1,0,11.214,7.641,11.250,9.750,24.000,23.400,0.192,11.000,218.500,-0.487,18.250
SG/SF,Kyle Korver,3900,Cle@NO 08:00PM ET,18.441,Cle,0,0,16.000,11.474,19.375,9.500,21.500,23.400,0.276,-10.000,216.000,1.756,10.500
PF/C,Channing Frye,3900,Cle@NO 08:00PM ET,16.957,Cle,0,0,13.357,11.053,18.875,12.500,22.750,23.400,0.214,-10.000,216.000,-6.173,6.750
SG/SF,Marco Belinelli,3800,Was@Cha 07:00PM ET,18.571,Cha,1,0,15.429,12.762,19.125,23.750,14.000,22.800,0.296,-6.000,213.000,-0.351,27.750
C,Zaza Pachulia,3800,GS@Mia 07:30PM ET,18.394,GS,0,0,23.000,12.512,23.312,25.250,17.000,22.800,0.292,-11.000,218.500,3.513,23.750
SG,Reggie Bullock,3700,Sac@Det 07:30PM ET,13.031,Det,1,0,14.700,5.438,18.500,17.750,24.000,22.200,0.180,-7.000,205.500,-5.621,14.000
C,Aron Baynes,3700,Sac@Det 07:30PM ET,10.610,Det,1,0,10.500,6.560,13.812,12.250,12.000,22.200,0.039,-7.000,205.500,-5.621,7.750
SF,Andre Iguodala,3700,GS@Mia 07:30PM ET,18.029,GS,0,1,19.179,12.550,23.375,21.000,9.000,22.200,0.243,-11.000,218.500,3.513,0.000
SF,Mindaugas Kuzminskas,3700,NY@Ind 08:00PM ET,11.145,NY,0,0,13.286,5.913,18.938,10.250,13.500,22.200,0.096,5.500,217.500,2.810,5.250
SG/SF,Thabo Sefolosha,3600,LAC@Atl 07:30PM ET,19.683,Atl,1,0,16.286,12.825,13.562,16.500,10.750,21.600,0.411,-7.500,206.500,-4.918,18.250
SG,Manu Ginobili,3600,SA@Bkn 07:30PM ET,18.108,SA,0,1,19.393,12.807,21.938,15.500,30.000,21.600,0.324,-8.500,215.000,1.054,0.000
SG,Buddy Hield,3600,Cle@NO 08:00PM ET,15.778,NO,1,0,21.036,8.137,14.312,16.750,28.000,21.600,0.252,10.000,216.000,-2.244,9.000
PG/SG,Matthew Dellavedova,3500,Hou@Mil 08:00PM ET,19.362,Mil,1,0,18.536,13.079,14.000,28.500,17.000,21.000,0.417,5.000,226.500,9.133,29.750
C,John Henson,3500,Hou@Mil 08:00PM ET,18.134,Mil,1,0,18.286,11.607,19.375,23.250,22.000,21.000,0.369,5.000,226.500,9.133,0.000
SF,Omri Casspi,3500,Sac@Det 07:30PM ET,13.614,Sac,0,1,16.964,7.100,9.062,4.750,5.500,21.000,0.155,7.000,205.500,-12.724,0.000
SG,Danny Green,3500,SA@Bkn 07:30PM ET,17.600,SA,0,0,16.607,10.900,15.562,12.500,30.000,21.000,0.312,-8.500,215.000,1.054,17.000
C,Dewayne Dedmon,3500,SA@Bkn 07:30PM ET,15.223,SA,0,0,9.286,8.819,13.438,7.000,29.000,21.000,0.240,-8.500,215.000,1.054,24.500
PF/C,Spencer Hawes,3500,Was@Cha 07:00PM ET,16.258,Cha,1,0,11.321,9.235,20.062,7.750,16.000,21.000,0.313,-6.000,213.000,-0.351,0.000
SG,J.R. Smith,3500,Cle@NO 08:00PM ET,17.321,Cle,0,1,13.429,11.300,19.688,8.250,20.000,21.000,0.317,-10.000,216.000,-5.925,0.000
SF,Solomon Hill,3500,Cle@NO 08:00PM ET,15.542,NO,1,0,13.679,10.820,15.188,11.500,27.000,21.000,0.229,10.000,216.000,-2.244,13.500
PF/C,Kris Humphries,3400,LAC@Atl 07:30PM ET,11.379,Atl,1,0,12.286,5.083,22.062,18.250,7.250,20.400,0.160,-7.500,206.500,-4.918,3.750
PG,Spencer Dinwiddie,3400,SA@Bkn 07:30PM ET,13.688,Bkn,1,0,16.500,6.825,12.875,9.250,6.000,20.400,0.209,8.500,215.000,-2.946,22.500
PF/C,Justin Hamilton,3400,SA@Bkn 07:30PM ET,16.682,Bkn,1,1,18.964,10.472,18.062,12.250,3.000,20.400,0.321,8.500,215.000,-9002.946,11.000
PG,Ramon Sessions,3400,Was@Cha 07:00PM ET,13.540,Cha,1,0,15.071,9.950,18.000,23.500,4.000,20.400,0.101,-6.000,213.000,-9000.351,16.750
PG,Shaun Livingston,3400,GS@Mia 07:30PM ET,11.202,GS,0,1,10.929,8.080,12.125,7.500,8.000,20.400,0.014,-11.000,218.500,3.513,20.250
SF,Wayne Ellington,3400,GS@Mia 07:30PM ET,17.667,Mia,1,0,17.571,10.396,18.250,26.750,9.000,20.400,0.385,11.000,218.500,-0.487,24.500
SG,Courtney Lee,3400,NY@Ind 08:00PM ET,18.750,NY,0,0,19.143,12.833,21.125,26.000,27.000,20.400,0.402,5.500,217.500,2.810,23.000
SG,Monta Ellis,3400,NY@Ind 08:00PM ET,19.443,Ind,1,0,13.679,11.958,16.312,25.000,26.000,20.400,0.461,-5.500,217.500,2.810,13.250
SF,Andre Roberson,3400,OKC@Uta 09:00PM ET,18.244,OKC,0,0,16.464,10.900,15.625,6.500,1.000,20.400,0.395,5.000,203.000,-9007.377,24.750
PG,Tim Frazier,3400,Cle@NO 08:00PM ET,24.660,NO,1,0,14.000,14.607,3.812,11.000,18.500,20.400,0.611,10.000,216.000,-2.244,0.000
PF/C,Donatas Motiejunas,3400,Cle@NO 08:00PM ET,11.429,NO,1,0,7.375,4.667,6.375,11.500,10.000,20.400,0.139,10.000,216.000,-2.244,24.500
PG,Isaiah Whitehead,3300,SA@Bkn 07:30PM ET,15.800,Bkn,1,0,16.893,11.355,14.375,13.250,6.000,19.800,0.261,8.500,215.000,-2.946,25.250
SG/SF,Kelly Oubre Jr.,3300,Was@Cha 07:00PM ET,13.494,Was,0,0,15.679,7.812,19.188,20.500,20.000,19.800,0.236,6.000,213.000,-0.351,19.000
PG,Brandon Jennings,3300,NY@Ind 08:00PM ET,19.917,NY,0,0,22.821,12.304,11.938,2.750,18.500,19.800,0.505,5.500,217.500,2.810,22.000
SG/SF,Joe Johnson,3300,OKC@Uta 09:00PM ET,15.580,Uta,1,0,7.321,8.262,15.938,9.000,7.000,19.800,0.315,-5.000,203.000,-7.377,8.750
SF/PF,Jerami Grant,3300,OKC@Uta 09:00PM ET,13.390,OKC,0,0,13.500,9.463,14.125,15.750,1.000,19.800,0.103,5.000,203.000,-9012.341,8.000
SG,E'Twaun Moore,3300,Cle@NO 08:00PM ET,18.056,NO,1,0,16.250,13.167,18.312,8.250,28.000,19.800,0.386,10.000,216.000,-2.244,15.500
SF,Tony Snell,3200,Hou@Mil 08:00PM ET,16.214,Mil,1,0,17.429,10.957,12.938,11.000,25.000,19.200,0.332,5.000,226.500,9.133,16.000
PG,Ish Smith,3200,Sac@Det 07:30PM ET,20.653,Det,1,0,15.179,14.230,15.688,18.500,21.500,19.200,0.564,-7.000,205.500,-14.562,10.000
SG,Justin Holiday,3200,NY@Ind 08:00PM ET,14.739,NY,0,0,16.607,8.438,16.062,6.000,27.000,19.200,0.297,5.500,217.500,2.810,28.250
SF,C.J. Miles,3200,NY@Ind 08:00PM ET,18.061,Ind,1,0,14.643,11.487,11.125,13.500,13.500,19.200,0.445,-5.500,217.500,2.810,18.250
SF/PF,Dante Cunningham,3200,Cle@NO 08:00PM ET,14.855,NO,1,0,21.143,8.717,17.812,27.750,20.500,19.200,0.286,10.000,216.000,-2.244,24.500
SG/SF,Glenn Robinson III,3100,NY@Ind 08:00PM ET,13.652,Ind,1,0,17.679,6.050,9.250,1.500,19.750,18.600,0.291,-5.500,217.500,2.810,13.250
PF,Domantas Sabonis,3100,OKC@Uta 09:00PM ET,14.148,OKC,0,0,13.071,9.045,13.938,9.500,1.000,18.600,0.255,5.000,203.000,-9013.928,6.250
PG,Gary Neal,3000,LAC@Atl 07:30PM ET,3.375,Atl,1,0,0.000,0.000,3.375,0.000,2.000,18.000,0.095,-7.500,206.500,-9004.918,0.000
PG,Malcolm Delaney,3000,LAC@Atl 07:30PM ET,13.233,Atl,1,0,17.750,7.361,14.875,16.500,2.000,18.000,0.233,-7.500,206.500,-9004.918,13.000
SG,Alan Anderson,3000,LAC@Atl 07:30PM ET,5.412,LAC,0,0,7.429,2.450,4.812,5.500,21.500,18.000,0.013,7.500,206.500,-8.918,0.000
SF,Paul Pierce,3000,LAC@Atl 07:30PM ET,6.917,LAC,0,0,9.542,3.500,6.938,8.250,24.000,18.000,0.012,7.500,206.500,-8.918,0.000
SF,Mike Dunleavy,3000,LAC@Atl 07:30PM ET,10.138,Atl,1,0,13.607,5.897,9.312,10.000,15.000,18.000,0.124,-7.500,206.500,-4.918,8.250
SF,Wesley Johnson,3000,LAC@Atl 07:30PM ET,10.316,LAC,0,0,11.714,5.475,10.312,10.750,24.000,18.000,0.120,7.500,206.500,-8.918,24.500
SF,Taurean Prince,3000,LAC@Atl 07:30PM ET,7.894,Atl,1,0,6.393,2.446,4.125,1.000,15.000,18.000,0.081,-7.500,206.500,-11.714,0.000
SF,DeAndre' Bembry,3000,LAC@Atl 07:30PM ET,4.618,Atl,1,0,2.643,2.125,6.125,4.000,15.000,18.000,0.011,-7.500,206.500,-4.918,0.000
