Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,dvp,value,LastGame,fvalue,O/U,odds,penalty,Final
PG,Russell Westbrook,12300,OKC@Hou 08:00PM ET,63.882,OKC,0,0,63.036,53.361,63.875,13.500,73.800,72.000,0.243,227.500,8.000,8.447,72.000
PG/SG,James Harden,12100,OKC@Hou 08:00PM ET,60.660,Hou,1,0,68.179,54.136,74.438,16.750,72.600,57.500,0.148,227.500,-8.000,10.447,57.500
PF/C,Anthony Davis,10000,Atl@NO 08:00PM ET,54.860,NO,1,0,55.786,41.471,47.812,11.250,60.000,51.000,0.377,208.500,-2.000,-2.953,51.000
PG/SG,C.J. McCollum,9000,LAL@Por 10:30PM ET,36.676,Por,1,0,34.107,28.989,49.500,24.250,54.000,45.000,0.078,222.000,-6.500,6.568,45.000
SF/PF,Paul George,8700,Bkn@Ind 07:00PM ET,39.267,Ind,1,0,40.000,33.625,39.500,30.000,52.200,38.750,0.045,219.000,-10.500,4.452,38.750
SF,Kawhi Leonard,8500,SA@Den 09:00PM ET,41.477,SA,0,0,41.036,32.696,42.375,16.000,51.000,44.000,0.157,213.500,-7.000,0.573,44.000
PG,Damian Lillard,8000,LAL@Por 10:30PM ET,44.398,Por,1,0,41.750,34.188,44.812,27.500,48.000,44.750,0.386,222.000,-6.500,6.568,44.750
PG,Kemba Walker,7900,Cha@Det 07:30PM ET,39.943,Cha,0,0,39.500,33.475,49.562,24.000,47.400,48.750,0.224,208.000,5.000,-3.306,48.750
C,Andre Drummond,7800,Cha@Det 07:30PM ET,38.250,Det,1,0,36.321,29.325,42.312,25.000,46.800,28.000,0.227,208.000,-5.000,-3.306,28.000
PG,Kyle Lowry,7800,Uta@Tor 07:30PM ET,42.779,Tor,1,0,44.571,33.929,43.875,7.000,46.800,55.000,0.359,197.000,-4.500,-22.492,55.000
SF,Gordon Hayward,7800,Uta@Tor 07:30PM ET,38.216,Uta,0,0,36.393,29.143,34.688,8.500,46.800,23.000,0.184,197.000,4.500,-21.018,23.000
SG/SF,Nicolas Batum,7700,Cha@Det 07:30PM ET,36.707,Cha,0,0,37.500,27.750,32.312,4.750,46.200,20.500,0.168,208.000,5.000,-25.671,20.500
C,Dwight Howard,7500,Atl@NO 08:00PM ET,36.863,Atl,0,0,36.821,25.768,29.688,21.000,45.000,31.500,0.246,208.500,2.000,-2.953,31.500
PG,Jeff Teague,7400,Bkn@Ind 07:00PM ET,35.569,Ind,1,0,42.179,26.542,40.750,30.000,44.400,57.250,0.232,219.000,-10.500,4.452,57.250
PF,Paul Millsap,7400,Atl@NO 08:00PM ET,38.367,Atl,0,0,38.679,27.375,44.812,26.500,44.400,42.500,0.309,208.500,2.000,-2.953,42.500
PG,Eric Bledsoe,7300,Pho@Dal 08:30PM ET,38.201,Pho,0,0,36.071,29.462,41.750,1.000,43.800,38.000,0.316,206.000,5.500,-24.716,38.000
C,Rudy Gobert,7300,Uta@Tor 07:30PM ET,35.444,Uta,0,0,39.464,26.750,38.625,9.000,43.800,41.500,0.182,197.000,4.500,-11.064,41.500
