Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,dvp,value,LastGame,fvalue,O/U,odds,penalty,Final
PG/SG,Justin Holiday,3600,Ind@NY 07:30PM ET,14.898,NY,1,0,17.786,9.719,19.750,21.750,21.600,16.500,0.212,210.500,-4.500,14.922,16.500
PG,Langston Galloway,3600,NO@Phi 07:00PM ET,17.802,NO,0,0,12.393,10.438,19.688,9.000,21.600,21.750,0.349,206.000,-3.500,-8988.604,0.000
SG/SF,Joe Harris,3600,Bkn@Tor 07:30PM ET,17.817,Bkn,0,0,18.571,13.328,20.250,5.250,21.600,16.000,0.288,224.000,15.500,-8978.501,16.000
SF,Rondae Hollis-Jefferson,3600,Bkn@Tor 07:30PM ET,18.707,Bkn,0,0,23.643,13.071,21.438,8.500,21.600,35.500,0.409,224.000,15.500,-8978.501,35.500
PG,Jameer Nelson,3600,Den@LAC 10:30PM ET,19.688,Den,0,0,22.571,11.844,13.625,2.000,21.600,18.250,0.429,218.000,8.000,-8983.202,18.250
PG/SG,Iman Shumpert,3500,Cle@Mil 08:00PM ET,15.500,Cle,0,0,13.071,10.769,13.750,10.000,21.000,16.500,0.193,212.500,-3.500,-8983.511,16.500
SF,Andre Iguodala,3500,Uta@GS 10:30PM ET,17.824,GS,1,0,18.429,13.268,18.000,1.000,21.000,16.250,0.281,210.500,-12.500,-8985.078,16.250
PG,Terry Rozier,3500,Bos@Mem 08:00PM ET,15.556,Bos,0,0,14.179,9.383,10.750,8.000,21.000,2.750,0.211,194.500,-2.000,-9004.880,2.750
SG,Troy Daniels,3500,Bos@Mem 08:00PM ET,13.958,Mem,1,0,15.500,5.727,17.750,14.000,21.000,29.500,0.324,194.500,2.000,2.386,29.500
PF,David Lee,3500,SA@Hou 08:00PM ET,16.407,SA,0,0,13.500,11.531,17.875,16.500,21.000,14.500,0.258,1.000,1.000,-151.217,14.500
PG/SG,Jamal Murray,3500,Den@LAC 10:30PM ET,17.241,Den,0,0,19.857,10.375,13.250,4.250,21.000,24.750,0.365,218.000,8.000,-8983.202,24.750
PF/C,Trey Lyles,3400,Uta@GS 10:30PM ET,17.938,Uta,0,0,16.571,11.929,13.125,16.000,20.400,17.750,0.367,210.500,12.500,10.922,17.750
SG/SF,Jeremy Lamb,3400,LAL@Cha 07:00PM ET,17.971,Cha,1,0,17.786,8.225,11.438,24.500,20.400,5.750,0.401,212.500,-8.500,16.489,5.750
C,Timofey Mozgov,3400,LAL@Cha 07:00PM ET,16.517,LAL,0,0,16.357,11.681,15.125,25.000,20.400,9.000,0.283,212.500,8.500,5.315,9.000
C,Dewayne Dedmon,3400,SA@Hou 08:00PM ET,15.369,SA,0,0,15.929,7.575,14.562,23.000,20.400,3.250,0.242,1.000,1.000,-159.128,3.250
C,Al Jefferson,3400,Ind@NY 07:30PM ET,15.543,Ind,0,0,17.893,10.062,20.312,26.000,20.400,21.750,0.276,210.500,4.500,14.922,21.750
SG,E'Twaun Moore,3400,NO@Phi 07:00PM ET,19.120,NO,0,0,16.643,14.000,14.250,18.500,20.400,19.000,0.417,206.000,-3.500,11.396,19.000
SG,Nik Stauskas,3400,NO@Phi 07:00PM ET,17.308,Phi,1,0,14.750,11.062,14.875,18.500,20.400,16.250,0.328,206.000,3.500,11.396,16.250
SF,Solomon Hill,3400,NO@Phi 07:00PM ET,16.148,NO,0,0,16.286,10.900,13.938,19.500,20.400,10.750,0.273,206.000,-3.500,11.396,10.750
PF,Richaun Holmes,3400,NO@Phi 07:00PM ET,16.393,Phi,1,0,14.143,7.667,16.438,26.500,20.400,10.750,0.321,206.000,3.500,11.396,0.000
SG/SF,Tony Snell,3300,Cle@Mil 08:00PM ET,16.813,Mil,1,0,15.536,12.346,20.750,27.500,19.800,26.000,0.335,212.500,3.500,16.489,26.000
SF,Joe Ingles,3300,Uta@GS 10:30PM ET,13.188,Uta,0,0,11.929,7.237,14.500,10.500,19.800,26.250,0.286,210.500,12.500,-8989.078,26.250
PF,Jarell Martin,3300,Bos@Mem 08:00PM ET,11.688,Mem,1,0,11.964,6.903,12.188,24.000,19.800,11.500,0.144,194.500,2.000,2.386,11.500
PF/C,Montrezl Harrell,3300,SA@Hou 08:00PM ET,12.868,Hou,1,0,14.607,6.708,15.688,2.500,19.800,19.750,0.251,1.000,-1.000,-9149.217,19.750
PG,Ty Lawson,3300,Por@Sac 10:30PM ET,19.120,Sac,1,0,25.321,12.019,21.312,13.500,19.800,32.500,0.489,217.500,1.000,20.406,32.500
PF,Anthony Tolliver,3300,Por@Sac 10:30PM ET,10.267,Sac,1,0,9.071,4.825,22.062,29.000,19.800,17.500,0.168,217.500,1.000,20.406,17.500
PG,Isaiah Whitehead,3300,Bkn@Tor 07:30PM ET,15.682,Bkn,0,0,15.500,10.318,17.000,11.000,19.800,13.250,0.274,224.000,15.500,-8978.501,0.000
PG/SG,Ian Clark,3200,Uta@GS 10:30PM ET,12.480,GS,1,0,16.500,7.426,17.062,4.000,19.200,10.250,0.222,210.500,-12.500,-8985.078,10.250
SG,Vince Carter,3200,Bos@Mem 08:00PM ET,18.420,Mem,1,0,14.679,14.133,14.688,14.000,19.200,18.000,0.456,194.500,2.000,2.386,18.000
SF,Troy Williams,3200,Bos@Mem 08:00PM ET,11.167,Mem,1,0,12.964,3.667,9.438,13.000,19.200,1.500,0.209,194.500,2.000,-9006.816,0.000
PF/C,Ed Davis,3200,Por@Sac 10:30PM ET,13.483,Por,0,0,15.250,7.350,10.500,16.000,19.200,17.250,0.236,217.500,-1.000,20.406,17.250
PF/C,Josh McRoberts,3200,Orl@Mia 07:30PM ET,14.487,Mia,1,0,15.179,9.050,12.688,15.000,19.200,5.750,0.204,199.000,-3.500,-0.218,5.750
C,Alexis Ajinca,3200,NO@Phi 07:00PM ET,12.868,NO,0,0,16.500,7.300,20.812,27.000,19.200,11.750,0.210,206.000,-3.500,11.396,11.750
PG/SG,Raymond Felton,3200,Den@LAC 10:30PM ET,11.288,LAC,1,0,12.893,6.875,11.312,29.000,19.200,17.750,0.105,218.000,-8.000,20.798,17.750
C,Jusuf Nurkic,3200,Den@LAC 10:30PM ET,22.306,Den,0,0,20.214,14.133,14.812,13.000,19.200,10.250,0.609,218.000,8.000,-8994.510,0.000
PG/SG,Malcolm Brogdon,3100,Cle@Mil 08:00PM ET,16.440,Mil,1,0,17.607,11.058,14.312,24.000,18.600,15.750,0.372,212.500,3.500,16.489,15.750
PF,Amir Johnson,3100,Bos@Mem 08:00PM ET,15.787,Bos,0,0,13.893,9.500,12.125,4.000,18.600,11.750,0.374,194.500,-2.000,-8997.614,11.750
C,Willie Cauley-Stein,3100,Por@Sac 10:30PM ET,9.641,Sac,1,0,8.964,4.635,10.812,28.000,18.600,6.000,0.082,217.500,1.000,20.406,6.000
PG,Jason Terry,3000,Cle@Mil 08:00PM ET,7.913,Mil,1,0,7.714,3.841,8.000,20.000,18.000,6.000,0.037,212.500,3.500,16.489,6.000
PG,Kay Felder,3000,Cle@Mil 08:00PM ET,8.977,Cle,0,0,11.700,5.375,13.062,4.000,18.000,28.250,0.130,212.500,-3.500,-8983.511,0.000
SG/SF,Mike Dunleavy,3000,Cle@Mil 08:00PM ET,9.028,Cle,0,0,7.107,5.091,10.875,22.500,18.000,5.000,0.070,212.500,-3.500,16.489,5.000
SG,James Jones,3000,Cle@Mil 08:00PM ET,5.732,Cle,0,0,7.643,1.583,5.562,16.000,18.000,1.000,0.024,212.500,-3.500,16.489,1.000
SG,DeAndre Liggins,3000,Cle@Mil 08:00PM ET,8.456,Cle,0,0,10.500,1.438,13.688,16.000,18.000,12.000,0.108,212.500,-3.500,16.489,12.000
SG,Jordan McRae,3000,Cle@Mil 08:00PM ET,6.250,Cle,0,0,9.062,1.357,4.062,16.000,18.000,0.000,0.022,212.500,-3.500,11.470,0.000
SG,Rashad Vaughn,3000,Cle@Mil 08:00PM ET,7.577,Mil,1,0,11.458,1.406,1.188,28.000,18.000,2.500,0.156,212.500,3.500,16.489,0.000
SF/PF,Michael Beasley,3000,Cle@Mil 08:00PM ET,15.098,Mil,1,0,19.679,8.812,16.438,20.750,18.000,9.000,0.363,212.500,3.500,16.489,0.000
SF,Richard Jefferson,3000,Cle@Mil 08:00PM ET,9.800,Cle,0,0,9.321,6.058,9.375,29.000,18.000,12.500,0.061,212.500,-3.500,16.489,12.500
PF,Thon Maker,3000,Cle@Mil 08:00PM ET,3.972,Mil,1,0,7.583,1.350,2.938,14.500,18.000,3.500,0.008,212.500,3.500,16.489,0.000
C,Chris Andersen,3000,Cle@Mil 08:00PM ET,7.979,Cle,0,0,7.688,4.607,8.312,14.000,18.000,11.000,0.035,212.500,-3.500,16.489,0.000
C,Miles Plumlee,3000,Cle@Mil 08:00PM ET,7.171,Mil,1,0,9.071,2.455,-0.062,7.000,18.000,0.250,0.064,212.500,3.500,-8990.200,0.000
PG,Shaun Livingston,3000,Uta@GS 10:30PM ET,10.944,GS,1,0,12.500,8.031,12.438,7.000,18.000,10.500,0.051,210.500,-12.500,-8985.078,10.500
PG,Raul Neto,3000,Uta@GS 10:30PM ET,3.875,Uta,0,0,5.625,1.278,10.188,16.500,18.000,12.250,0.027,210.500,12.500,10.922,12.250
PG,Dante Exum,3000,Uta@GS 10:30PM ET,12.657,Uta,0,0,12.393,6.682,10.188,16.500,18.000,6.750,0.172,210.500,12.500,5.148,6.750
SG/SF,Patrick McCaw,3000,Uta@GS 10:30PM ET,7.663,GS,1,0,6.286,3.953,3.875,1.000,18.000,1.500,0.044,210.500,-12.500,-8990.916,1.500
PF/C,Boris Diaw,3000,Uta@GS 10:30PM ET,11.658,Uta,0,0,11.464,6.385,11.875,16.000,18.000,5.250,0.199,210.500,12.500,10.922,5.250
PF,David West,3000,Uta@GS 10:30PM ET,11.759,GS,1,0,10.321,7.078,11.438,1.000,18.000,8.750,0.151,210.500,-12.500,-8985.078,8.750
PF,James Michael McAdoo,3000,Uta@GS 10:30PM ET,3.269,GS,1,0,4.167,1.500,1.875,1.000,18.000,2.250,0.001,210.500,-12.500,-8985.078,0.000
PF,Joel Bolomboy,3000,Uta@GS 10:30PM ET,2.750,Uta,0,0,3.550,1.050,2.812,10.000,18.000,3.500,0.004,210.500,12.500,-8989.078,3.500
PF,Kevon Looney,3000,Uta@GS 10:30PM ET,8.438,GS,1,0,9.607,4.442,8.625,1.000,18.000,8.000,0.040,210.500,-12.500,-8985.078,8.000
C,Zaza Pachulia,3000,Uta@GS 10:30PM ET,16.823,GS,1,0,15.179,11.304,12.438,2.000,18.000,7.250,0.420,210.500,-12.500,-8992.770,7.250
C,Anderson Varejao,3000,Uta@GS 10:30PM ET,6.429,GS,1,0,5.667,3.000,6.188,2.000,18.000,7.750,0.027,210.500,-12.500,-8985.078,7.750
C,Jeff Withey,3000,Uta@GS 10:30PM ET,8.227,Uta,0,0,9.714,4.542,10.188,22.000,18.000,9.750,0.042,210.500,12.500,10.922,9.750
PG,Brian Roberts,3000,LAL@Cha 07:00PM ET,3.464,Cha,1,0,2.800,0.562,4.000,27.500,18.000,10.250,0.017,212.500,-8.500,16.489,0.000
PG,Jose Calderon,3000,LAL@Cha 07:00PM ET,10.983,LAL,0,0,9.964,5.750,9.938,18.000,18.000,7.250,0.240,212.500,8.500,12.489,0.000
PG,Marcelo Huertas,3000,LAL@Cha 07:00PM ET,9.346,LAL,0,0,10.286,3.969,14.188,18.000,18.000,0.000,0.168,212.500,8.500,3.803,0.000
PG,Aaron Harrison,3000,LAL@Cha 07:00PM ET,1.625,Cha,1,0,1.333,0.625,1.625,27.500,18.000,1.250,0.024,212.500,-8.500,16.489,0.000
SF,Metta World Peace,3000,LAL@Cha 07:00PM ET,3.705,LAL,0,0,4.464,1.357,3.375,23.000,18.000,-0.500,0.006,212.500,8.500,8.676,0.000
SF,Treveon Graham,3000,LAL@Cha 07:00PM ET,4.625,Cha,1,0,4.250,0.625,5.438,28.000,18.000,5.250,0.018,212.500,-8.500,16.489,0.000
PF/C,Spencer Hawes,3000,LAL@Cha 07:00PM ET,15.909,Cha,1,0,16.571,8.875,7.875,28.250,18.000,6.250,0.414,212.500,-8.500,6.844,0.000
PF,Thomas Robinson,3000,LAL@Cha 07:00PM ET,8.972,LAL,0,0,10.179,3.925,13.312,13.000,18.000,22.000,0.111,212.500,8.500,-8987.511,0.000
C,Roy Hibbert,3000,LAL@Cha 07:00PM ET,13.307,Cha,1,0,14.393,8.615,12.312,30.000,18.000,10.500,0.282,212.500,-8.500,16.489,10.500
C,Tarik Black,3000,LAL@Cha 07:00PM ET,14.281,LAL,0,0,11.571,9.386,11.125,25.000,18.000,0.750,0.257,212.500,8.500,6.825,0.000
C,Ivica Zubac,3000,LAL@Cha 07:00PM ET,3.500,LAL,0,0,3.750,1.150,1.438,25.000,18.000,1.250,0.029,212.500,8.500,12.489,1.250
PG,Demetrius Jackson,3000,Bos@Mem 08:00PM ET,5.000,Bos,0,0,2.375,1.583,5.000,8.000,18.000,2.750,0.082,194.500,-2.000,-8997.614,0.000
PG,Wade Baldwin IV,3000,Bos@Mem 08:00PM ET,10.213,Mem,1,0,10.429,4.125,1.375,25.500,18.000,-1.000,0.210,194.500,2.000,-7.215,0.000
SG,Gerald Green,3000,Bos@Mem 08:00PM ET,8.438,Bos,0,0,5.393,4.393,7.875,6.500,18.000,8.750,0.057,194.500,-2.000,-8997.614,8.750
SG,James Young,3000,Bos@Mem 08:00PM ET,3.523,Bos,0,0,4.750,0.594,2.125,6.500,18.000,1.250,0.033,194.500,-2.000,-8997.614,0.000
SF,Jaylen Brown,3000,Bos@Mem 08:00PM ET,10.046,Bos,0,0,10.071,4.672,5.750,6.000,18.000,3.250,0.151,194.500,-2.000,-8997.614,3.250
PF,Jonas Jerebko,3000,Bos@Mem 08:00PM ET,12.019,Bos,0,0,8.929,7.446,10.438,4.000,18.000,1.250,0.116,194.500,-2.000,-9002.805,1.250
PF,Jordan Mickey,3000,Bos@Mem 08:00PM ET,5.306,Bos,0,0,6.200,1.812,5.500,4.000,18.000,7.750,0.014,194.500,-2.000,-8997.614,0.000
C,Tyler Zeller,3000,Bos@Mem 08:00PM ET,11.292,Bos,0,0,7.964,4.643,4.875,1.000,18.000,1.250,0.246,194.500,-2.000,-9007.294,0.000
C,Deyonta Davis,3000,Bos@Mem 08:00PM ET,5.881,Mem,1,0,7.286,2.062,4.750,20.000,18.000,11.000,0.041,194.500,2.000,2.386,0.000
PG,Nicolas Laprovittola,3000,SA@Hou 08:00PM ET,6.912,SA,0,0,5.714,1.444,4.562,13.500,18.000,2.250,0.069,1.000,1.000,-151.217,0.000
PG,Bryn Forbes,3000,SA@Hou 08:00PM ET,1.727,SA,0,0,0.250,0.156,1.500,13.500,18.000,0.000,0.002,1.000,1.000,-151.217,0.000
PG,Tyler Ennis,3000,SA@Hou 08:00PM ET,5.559,Hou,1,0,5.393,2.625,1.938,3.000,18.000,6.750,0.012,1.000,-1.000,-9149.217,0.000
PG,Dejounte Murray,3000,SA@Hou 08:00PM ET,2.773,SA,0,0,1.438,0.375,3.688,13.500,18.000,4.250,0.004,1.000,1.000,-151.217,0.000
SG/SF,Corey Brewer,3000,SA@Hou 08:00PM ET,8.804,Hou,1,0,7.321,5.094,4.375,9.500,18.000,2.750,0.035,1.000,-1.000,-9154.119,2.750
SG/SF,Jonathon Simmons,3000,SA@Hou 08:00PM ET,12.954,SA,0,0,13.143,7.536,6.562,25.500,18.000,6.000,0.232,1.000,1.000,-151.217,6.000
SG,Kyle Anderson,3000,SA@Hou 08:00PM ET,8.698,SA,0,0,8.571,4.500,6.438,26.000,18.000,2.750,0.105,1.000,1.000,-151.217,0.000
SF/PF,Davis Bertans,3000,SA@Hou 08:00PM ET,7.136,SA,0,0,5.571,3.017,4.125,20.750,18.000,1.000,0.051,1.000,1.000,-151.217,1.000
SF,K.J. McDaniels,3000,SA@Hou 08:00PM ET,7.172,Hou,1,0,3.357,2.188,2.062,2.000,18.000,1.750,0.053,1.000,-1.000,-9149.217,0.000
PF,Kyle Wiltjer,3000,SA@Hou 08:00PM ET,3.350,Hou,1,0,10.500,0.500,4.188,2.000,18.000,10.500,0.032,1.000,-1.000,-9149.217,0.000
C,Nene Hilario,3000,SA@Hou 08:00PM ET,14.402,Hou,1,0,13.500,9.333,12.625,3.000,18.000,23.250,0.312,1.000,-1.000,-9149.217,23.250
PG,Shabazz Napier,3000,Por@Sac 10:30PM ET,6.059,Por,0,0,6.321,2.636,7.812,21.000,18.000,10.750,0.032,217.500,-1.000,20.406,10.750
PG,Tim Quarterman,3000,Por@Sac 10:30PM ET,3.225,Por,0,0,3.292,1.542,2.125,21.000,18.000,0.250,0.003,217.500,-1.000,17.938,0.000
SG,Arron Afflalo,3000,Por@Sac 10:30PM ET,12.424,Sac,1,0,12.357,6.614,4.875,10.000,18.000,13.250,0.198,217.500,1.000,-8979.594,13.250
SG,Ben McLemore,3000,Por@Sac 10:30PM ET,10.071,Sac,1,0,6.286,4.400,8.812,10.000,18.000,8.500,0.114,217.500,1.000,-8979.594,8.500
SF,Pat Connaughton,3000,Por@Sac 10:30PM ET,3.500,Por,0,0,3.964,1.071,3.562,12.000,18.000,10.000,0.004,217.500,-1.000,-8979.594,0.000
PF/C,Meyers Leonard,3000,Por@Sac 10:30PM ET,11.824,Por,0,0,7.964,5.625,10.125,16.000,18.000,5.500,0.231,217.500,-1.000,20.406,5.500
PF,Jake Layman,3000,Por@Sac 10:30PM ET,5.000,Por,0,0,2.071,1.646,1.062,24.000,18.000,1.000,0.036,217.500,-1.000,20.406,0.000
PF,Noah Vonleh,3000,Por@Sac 10:30PM ET,8.793,Por,0,0,9.071,4.589,13.000,24.000,18.000,6.500,0.068,217.500,-1.000,20.406,6.500
PG/SG,C.J. Watson,3000,Orl@Mia 07:30PM ET,6.113,Orl,0,0,5.964,2.875,3.125,4.500,18.000,4.000,0.008,199.000,3.500,-8994.088,0.000
SG,Jodie Meeks,3000,Orl@Mia 07:30PM ET,14.700,Orl,0,0,18.000,6.792,8.188,3.000,18.000,4.750,0.331,199.000,3.500,-9003.639,4.750
SG,Rodney McGruder,3000,Orl@Mia 07:30PM ET,14.667,Mia,1,0,15.750,7.646,12.500,22.000,18.000,18.250,0.330,199.000,-3.500,5.912,0.000
SG,C.J. Wilcox,3000,Orl@Mia 07:30PM ET,2.625,Orl,0,0,2.857,0.679,2.312,3.000,18.000,7.500,0.004,199.000,3.500,-8994.088,0.000
SF/PF,Luke Babbitt,3000,Orl@Mia 07:30PM ET,7.774,Mia,1,0,4.964,3.354,5.250,16.250,18.000,13.500,0.058,199.000,-3.500,5.912,13.500
SF,Derrick Williams,3000,Orl@Mia 07:30PM ET,11.938,Mia,1,0,11.893,7.425,15.500,21.000,18.000,4.250,0.193,199.000,-3.500,-0.923,0.000
SF,Damjan Rudez,3000,Orl@Mia 07:30PM ET,4.838,Orl,0,0,4.000,1.600,6.625,10.500,18.000,4.250,0.011,199.000,3.500,-8994.088,0.000
SF,Mario Hezonja,3000,Orl@Mia 07:30PM ET,6.722,Orl,0,0,4.464,1.900,4.562,10.500,18.000,6.750,0.057,199.000,3.500,-8994.088,0.000
PF,Udonis Haslem,3000,Orl@Mia 07:30PM ET,3.143,Mia,1,0,2.688,1.150,2.750,11.500,18.000,1.000,0.012,199.000,-3.500,-8994.088,0.000
PF,Arinze Onuaku,3000,Orl@Mia 07:30PM ET,1.800,Orl,0,0,1.312,0.625,1.938,7.000,18.000,3.750,0.014,199.000,3.500,-8994.088,0.000
PF,Stephen Zimmerman Jr.,3000,Orl@Mia 07:30PM ET,3.250,Orl,0,0,3.875,1.625,3.250,7.000,18.000,1.250,0.028,199.000,3.500,-8994.088,0.000
PG,Aaron Brooks,3000,Ind@NY 07:30PM ET,11.298,Ind,0,0,7.821,6.942,8.375,13.500,18.000,10.000,0.102,210.500,4.500,14.922,10.000
SG,Sasha Vujacic,3000,Ind@NY 07:30PM ET,4.971,NY,1,0,8.750,0.722,2.125,27.000,18.000,0.000,0.018,210.500,-4.500,14.922,0.000
SG,Joe Young,3000,Ind@NY 07:30PM ET,5.547,Ind,0,0,9.714,1.182,5.375,23.500,18.000,0.000,0.059,210.500,4.500,14.922,0.000
SG,Ron Baker,3000,Ind@NY 07:30PM ET,7.750,NY,1,0,7.000,4.000,11.188,27.000,18.000,11.250,0.061,210.500,-4.500,14.922,0.000
SF/PF,Lance Thomas,3000,Ind@NY 07:30PM ET,8.971,NY,1,0,7.821,5.475,7.188,21.000,18.000,3.250,0.028,210.500,-4.500,10.518,3.250
SF,Mindaugas Kuzminskas,3000,Ind@NY 07:30PM ET,8.120,NY,1,0,8.536,4.396,5.688,14.000,18.000,0.000,0.035,210.500,-4.500,9.871,0.000
PF,Lavoy Allen,3000,Ind@NY 07:30PM ET,7.550,Ind,0,0,6.250,4.173,3.062,20.500,18.000,3.750,0.006,210.500,4.500,11.205,3.750
PF,Rakeem Christmas,3000,Ind@NY 07:30PM ET,3.417,Ind,0,0,1.375,1.375,3.417,20.500,18.000,0.000,0.055,210.500,4.500,14.922,0.000
PF,Georges Niang,3000,Ind@NY 07:30PM ET,2.571,Ind,0,0,2.071,0.750,2.062,20.500,18.000,0.750,0.001,210.500,4.500,14.922,0.000
PF,Maurice Ndour,3000,Ind@NY 07:30PM ET,5.231,NY,1,0,5.393,2.833,4.625,28.000,18.000,4.500,0.003,210.500,-4.500,14.922,0.000
C,Kevin Seraphin,3000,Ind@NY 07:30PM ET,10.173,Ind,0,0,8.214,4.094,13.562,26.000,18.000,2.750,0.202,210.500,4.500,14.922,0.000
C,Marshall Plumlee,3000,Ind@NY 07:30PM ET,5.000,NY,1,0,1.250,0.625,5.000,16.000,18.000,0.000,0.105,210.500,-4.500,14.922,0.000
SG/SF,Hollis Thompson,3000,NO@Phi 07:00PM ET,12.529,Phi,1,0,7.071,7.708,7.750,20.250,18.000,5.500,0.254,206.000,3.500,11.396,5.500
SG,Timothe Luwawu-Cabarrot,3000,NO@Phi 07:00PM ET,4.611,Phi,1,0,5.679,1.900,4.688,18.500,18.000,1.500,0.003,206.000,3.500,11.396,0.000
SF/PF,Dante Cunningham,3000,NO@Phi 07:00PM ET,13.844,NO,0,0,17.536,7.562,15.062,12.250,18.000,18.250,0.314,206.000,-3.500,-8988.604,18.250
PF,Cheick Diallo,3000,NO@Phi 07:00PM ET,13.833,NO,0,0,16.600,5.812,19.938,5.000,18.000,11.000,0.382,206.000,-3.500,-8988.604,0.000
C,Omer Asik,3000,NO@Phi 07:00PM ET,12.260,NO,0,0,8.321,7.267,6.125,27.000,18.000,11.500,0.201,206.000,-3.500,11.396,11.500
PG,Spencer Dinwiddie,3000,Bkn@Tor 07:30PM ET,4.875,Bkn,0,0,9.062,2.583,7.188,11.000,18.000,21.000,0.147,224.000,15.500,-8978.501,21.000
PG,Fred VanVleet,3000,Bkn@Tor 07:30PM ET,5.036,Tor,1,0,2.792,1.167,7.438,30.000,18.000,0.000,0.046,224.000,-15.500,25.499,0.000
SG,Randy Foye,3000,Bkn@Tor 07:30PM ET,12.281,Bkn,0,0,12.821,7.444,9.062,2.000,18.000,10.250,0.169,224.000,15.500,-8978.501,10.250
SG,Caris LeVert,3000,Bkn@Tor 07:30PM ET,10.250,Bkn,0,0,8.650,5.750,9.625,2.000,18.000,5.750,0.050,224.000,15.500,-8982.545,5.750
SF,Bruno Caboclo,3000,Bkn@Tor 07:30PM ET,4.000,Tor,1,0,4.312,1.500,3.500,30.000,18.000,1.250,0.020,224.000,-15.500,25.499,1.250
PF/C,Luis Scola,3000,Bkn@Tor 07:30PM ET,12.620,Bkn,0,0,12.607,7.271,13.062,15.500,18.000,15.250,0.240,224.000,15.500,21.499,15.250
PF,Anthony Bennett,3000,Bkn@Tor 07:30PM ET,10.382,Bkn,0,0,14.821,6.729,12.938,22.000,18.000,26.000,0.173,224.000,15.500,21.499,26.000
PF,Chris McCullough,3000,Bkn@Tor 07:30PM ET,5.167,Bkn,0,0,8.150,1.857,3.188,22.000,18.000,-0.500,0.065,224.000,15.500,21.499,0.000
PF,Pascal Siakam,3000,Bkn@Tor 07:30PM ET,13.287,Tor,1,0,14.250,8.700,16.188,30.000,18.000,18.250,0.231,224.000,-15.500,25.499,18.250
C,Jakob Poeltl,3000,Bkn@Tor 07:30PM ET,8.357,Tor,1,0,6.893,3.781,2.562,29.000,18.000,2.500,0.045,224.000,-15.500,20.149,2.500
PG,Malik Beasley,3000,Den@LAC 10:30PM ET,4.611,Den,0,0,3.200,0.417,5.500,2.000,18.000,7.500,0.027,218.000,8.000,-8983.202,0.000
SG,Mike Miller,3000,Den@LAC 10:30PM ET,5.250,Den,0,0,1.125,1.125,5.250,6.500,18.000,5.500,0.068,218.000,8.000,-8983.202,0.000
SF,Paul Pierce,3000,Den@LAC 10:30PM ET,6.714,LAC,1,0,4.750,3.583,5.125,16.000,18.000,8.250,0.013,218.000,-8.000,20.798,8.250
SF,Alan Anderson,3000,Den@LAC 10:30PM ET,4.500,LAC,1,0,4.700,1.625,2.062,16.000,18.000,1.250,0.010,218.000,-8.000,20.798,1.250
SF,Luc Richard Mbah a Moute,3000,Den@LAC 10:30PM ET,12.837,LAC,1,0,13.714,9.191,14.062,16.000,18.000,21.250,0.226,218.000,-8.000,20.798,21.250
SF,Alonzo Gee,3000,Den@LAC 10:30PM ET,3.938,Den,0,0,2.125,0.571,0.312,17.500,18.000,1.250,0.033,218.000,8.000,16.798,0.000
SF,Wesley Johnson,3000,Den@LAC 10:30PM ET,9.648,LAC,1,0,9.500,5.231,8.875,16.000,18.000,5.250,0.080,218.000,-8.000,20.798,5.250
PF/C,Darrell Arthur,3000,Den@LAC 10:30PM ET,9.654,Den,0,0,10.964,4.929,8.875,9.500,18.000,2.000,0.104,218.000,8.000,-8989.444,0.000
PF,Brandon Bass,3000,Den@LAC 10:30PM ET,6.538,LAC,1,0,8.250,2.050,7.812,8.500,18.000,10.250,0.015,218.000,-8.000,-8979.202,10.250
PF,Juancho Hernangomez,3000,Den@LAC 10:30PM ET,8.774,Den,0,0,12.000,3.917,11.688,6.000,18.000,8.500,0.144,218.000,8.000,-8983.202,8.500
C,Diamond Stone,3000,Den@LAC 10:30PM ET,3.750,LAC,1,0,2.812,0.250,2.812,18.500,18.000,0.000,0.048,218.000,-8.000,20.798,0.000
