Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,dvp,value,LastGame,fvalue,O/U,odds,penalty,Final
SG,Zach LaVine,6800,Min@Atl 07:30PM ET,31.817,Min,0,0,34.000,24.519,36.500,25.000,40.800,31.500,0.179,216.000,4.000,5.957,31.500
SF,Andrew Wiggins,6800,Min@Atl 07:30PM ET,32.565,Min,0,0,34.000,23.607,37.500,24.000,40.800,32.250,0.248,216.000,4.000,5.957,32.250
PG/SG,C.J. McCollum,6800,Dal@Por 10:00PM ET,35.750,Por,1,0,33.321,27.778,30.625,2.500,40.800,21.000,0.311,210.000,-6.000,-23.642,21.000
PG,Jrue Holiday,6700,OKC@NO 08:00PM ET,31.000,NO,1,0,35.607,25.972,29.188,22.500,40.200,46.000,0.167,209.000,2.000,0.903,46.000
SF/PF,Jabari Parker,6600,Mil@Cle 07:00PM ET,32.798,Mil,0,0,26.821,24.804,37.000,20.750,39.600,34.750,0.251,207.500,6.500,-2.181,34.750
PG/SG,George Hill,6500,Sac@Uta 09:00PM ET,33.750,Uta,1,0,31.042,22.667,32.562,22.250,39.000,16.750,0.256,194.000,-8.000,-17.812,0.000
PG,Rajon Rondo,6300,Was@Chi 08:00PM ET,29.761,Chi,1,0,35.679,21.429,29.000,5.000,37.800,24.000,0.245,209.500,-4.000,-10.736,24.000
SF/PF,Harrison Barnes,6200,Dal@Por 10:00PM ET,31.063,Dal,0,0,29.750,23.731,33.188,24.250,37.200,36.750,0.247,210.000,6.000,-0.375,36.750
C,Marcin Gortat,6100,Was@Chi 08:00PM ET,31.917,Was,0,0,34.750,26.333,32.812,10.000,36.600,32.750,0.281,209.500,4.000,1.264,32.750
PG,Mike Conley,6000,Mem@Det 07:30PM ET,35.375,Mem,0,0,39.464,26.979,28.688,24.000,36.000,26.250,0.462,188.500,6.000,-15.899,26.250
SF,Rudy Gay,6000,Sac@Uta 09:00PM ET,34.804,Sac,0,0,39.929,26.792,29.250,1.000,36.000,22.250,0.457,194.000,8.000,-42.351,0.000
PG,Deron Williams,6000,Dal@Por 10:00PM ET,27.213,Dal,0,0,24.714,18.438,33.500,13.500,36.000,35.750,0.195,210.000,6.000,-0.375,35.750
SG/SF,Devin Booker,5900,Hou@Pho 09:00PM ET,28.315,Pho,1,0,31.000,21.922,37.062,25.500,35.400,46.500,0.268,227.500,6.500,12.260,46.500
PG,Ricky Rubio,5800,Min@Atl 07:30PM ET,24.920,Min,0,0,26.071,19.625,33.062,22.500,34.800,30.250,0.121,216.000,4.000,5.957,30.250
SG,Victor Oladipo,5700,OKC@NO 08:00PM ET,28.500,OKC,0,0,29.321,19.479,20.188,18.500,34.200,2.750,0.314,209.000,-2.000,-10.800,0.000
PG,Patrick Beverley,5700,Hou@Pho 09:00PM ET,26.514,Hou,0,0,26.643,19.781,33.875,25.500,34.200,44.750,0.222,227.500,-6.500,14.260,44.750
SG,Eric Gordon,5700,Hou@Pho 09:00PM ET,28.147,Hou,0,0,33.964,22.406,34.250,15.000,34.200,36.500,0.249,227.500,-6.500,14.260,36.500
PF/C,Gorgui Dieng,5600,Min@Atl 07:30PM ET,27.222,Min,0,0,26.536,19.808,27.062,11.250,33.600,31.750,0.245,216.000,4.000,5.957,31.750
SF/PF,Otto Porter,5600,Was@Chi 08:00PM ET,29.972,Was,0,0,28.500,20.683,25.812,11.500,33.600,13.000,0.371,209.500,4.000,-11.590,13.000
PG,Tim Frazier,5600,OKC@NO 08:00PM ET,28.931,NO,1,0,24.393,19.618,26.000,22.500,33.600,23.250,0.354,209.000,2.000,0.903,23.250
SF,Trevor Ariza,5600,Hou@Pho 09:00PM ET,27.871,Hou,0,0,24.929,21.350,28.812,26.000,33.600,19.250,0.220,227.500,-6.500,6.533,19.250
SG,Wesley Matthews,5500,Dal@Por 10:00PM ET,26.389,Dal,0,0,25.536,18.577,23.625,10.000,33.000,31.500,0.231,210.000,6.000,-0.375,31.500
C,Mason Plumlee,5500,Dal@Por 10:00PM ET,30.000,Por,1,0,32.643,23.125,34.562,11.000,33.000,27.250,0.383,210.000,-6.000,1.625,27.250
PF,Ryan Anderson,5500,Hou@Pho 09:00PM ET,23.871,Hou,0,0,30.143,16.797,25.125,20.500,33.000,24.250,0.158,227.500,-6.500,14.260,24.250
SG,Rodney Hood,5400,Sac@Uta 09:00PM ET,25.410,Uta,1,0,23.929,17.682,18.875,23.500,32.400,4.000,0.217,194.000,-8.000,-18.767,0.000
C,Tyson Chandler,5300,Hou@Pho 09:00PM ET,25.275,Pho,1,0,29.143,17.500,18.188,23.000,31.800,11.000,0.228,227.500,6.500,2.589,11.000
SF/PF,Tobias Harris,5200,Mem@Det 07:30PM ET,26.958,Det,1,0,25.250,19.406,22.562,5.000,31.200,22.500,0.317,188.500,-6.000,-25.899,22.500
PF/C,Zach Randolph,5200,Mem@Det 07:30PM ET,26.424,Mem,0,0,26.500,21.295,24.312,8.250,31.200,18.500,0.222,188.500,6.000,-22.507,18.500
SG/SF,Tyreke Evans,5200,OKC@NO 08:00PM ET,14.625,NO,1,0,12.250,12.250,13.500,9.000,31.200,11.250,0.045,209.000,2.000,-1.482,11.250
C,Steven Adams,5200,OKC@NO 08:00PM ET,25.946,OKC,0,0,23.679,19.900,25.938,21.000,31.200,22.500,0.243,209.000,-2.000,0.903,22.500
SG/SF,Kent Bazemore,5100,Min@Atl 07:30PM ET,22.625,Atl,1,0,16.286,13.562,26.125,6.250,30.600,24.000,0.217,216.000,-4.000,-5.643,24.000
PG,Reggie Jackson,5100,Mem@Det 07:30PM ET,24.056,Det,1,0,27.750,19.250,26.250,8.000,30.600,29.750,0.223,188.500,-6.000,-13.899,29.750
PF,JaMychal Green,5100,Mem@Det 07:30PM ET,23.575,Mem,0,0,26.964,15.875,25.625,11.500,30.600,24.750,0.213,188.500,6.000,-15.899,24.750
SF/PF,Markieff Morris,5100,Was@Chi 08:00PM ET,26.144,Was,0,0,25.071,19.809,28.750,11.500,30.600,26.000,0.333,209.500,4.000,1.264,26.000
SG,Kentavious Caldwell-Pope,5000,Mem@Det 07:30PM ET,26.405,Det,1,0,29.286,16.617,24.562,6.500,30.000,15.250,0.361,188.500,-6.000,-36.534,15.250
PF/C,Taj Gibson,4900,Was@Chi 08:00PM ET,26.343,Chi,1,0,22.679,20.411,26.188,15.000,29.400,38.250,0.367,209.500,-4.000,1.264,38.250
C,Tristan Thompson,4900,Mil@Cle 07:00PM ET,24.058,Cle,1,0,21.786,17.339,24.375,14.000,29.400,30.250,0.287,207.500,-6.500,-0.181,30.250
SF,Maurice Harkless,4900,Dal@Por 10:00PM ET,24.336,Por,1,0,29.607,15.438,24.562,3.000,29.400,23.000,0.270,210.000,-6.000,-11.709,23.000
C,Clint Capela,4900,Hou@Pho 09:00PM ET,26.804,Hou,0,0,24.286,20.607,20.062,24.000,29.400,14.500,0.362,227.500,-6.500,6.915,0.000
SG,Tony Allen,4800,Mem@Det 07:30PM ET,22.598,Mem,0,0,23.036,15.596,23.812,5.000,28.800,13.000,0.228,188.500,6.000,-36.668,13.000
SF/PF,Marcus Morris,4800,Mem@Det 07:30PM ET,23.667,Det,1,0,22.500,16.734,11.875,5.000,28.800,17.250,0.264,188.500,-6.000,-25.899,17.250
PG,Shelvin Mack,4800,Sac@Uta 09:00PM ET,16.957,Uta,1,0,23.179,9.667,18.500,21.000,28.800,20.250,0.066,194.000,-8.000,-9.928,20.250
C,Robin Lopez,4700,Was@Chi 08:00PM ET,24.120,Chi,1,0,22.357,17.786,18.125,6.000,28.200,15.500,0.269,209.500,-4.000,-17.551,15.500
PF,Dirk Nowitzki,4700,Dal@Por 10:00PM ET,24.800,Dal,0,0,29.250,17.667,20.000,29.000,28.200,27.000,0.382,210.000,6.000,-0.375,0.000
PF,Jon Leuer,4600,Mem@Det 07:30PM ET,23.172,Det,1,0,21.464,17.482,29.500,4.000,27.600,27.750,0.277,188.500,-6.000,-26.399,27.750
SF,Thabo Sefolosha,4500,Min@Atl 07:30PM ET,21.010,Atl,1,0,19.714,15.196,19.250,4.500,27.000,20.500,0.223,216.000,-4.000,-6.266,20.500
PG,J.J. Barea,4500,Dal@Por 10:00PM ET,29.650,Dal,0,0,25.143,21.708,20.312,13.500,27.000,10.750,0.545,210.000,6.000,-8.626,10.750
SG/SF,Evan Turner,4500,Dal@Por 10:00PM ET,20.629,Por,1,0,26.214,14.281,22.312,3.500,27.000,9.250,0.216,210.000,-6.000,-19.274,0.000
SF,T.J. Warren,4500,Hou@Pho 09:00PM ET,25.617,Pho,1,0,32.292,14.281,10.125,25.000,27.000,29.750,0.468,227.500,6.500,12.260,29.750
C,Greg Monroe,4400,Mil@Cle 07:00PM ET,23.890,Mil,0,0,19.143,15.893,21.875,7.000,26.400,18.250,0.399,207.500,6.500,-9004.181,18.250
PG,Darren Collison,4400,Sac@Uta 09:00PM ET,23.975,Sac,0,0,20.679,17.219,14.750,7.000,26.400,10.250,0.307,194.000,8.000,-9020.122,10.250
PF,Terrence Jones,4400,OKC@NO 08:00PM ET,23.319,NO,1,0,23.429,14.967,27.375,16.500,26.400,28.500,0.392,209.000,2.000,0.903,28.500
PG/SG,Garrett Temple,4300,Sac@Uta 09:00PM ET,16.643,Sac,0,0,23.250,10.750,24.438,4.000,25.800,17.500,0.137,194.000,8.000,-9013.928,17.500
PF,Derrick Favors,4300,Sac@Uta 09:00PM ET,20.982,Uta,1,0,15.929,13.475,12.688,24.000,25.800,13.000,0.325,194.000,-8.000,-9.928,13.000
C,Enes Kanter,4300,OKC@NO 08:00PM ET,23.125,OKC,0,0,25.929,16.444,26.062,21.000,25.800,36.250,0.418,209.000,-2.000,0.903,36.250
PG/SG,Tim Hardaway Jr.,4200,Min@Atl 07:30PM ET,18.348,Atl,1,0,17.536,10.589,18.688,13.500,25.200,2.000,0.197,216.000,-4.000,-2.649,2.000
C,John Henson,4100,Mil@Cle 07:00PM ET,20.302,Mil,0,0,24.571,13.269,23.500,7.000,24.600,19.000,0.325,207.500,6.500,-9004.181,19.000
SF/PF,Omri Casspi,4100,Sac@Uta 09:00PM ET,14.859,Sac,0,0,16.750,7.167,21.812,1.000,24.600,17.250,0.102,194.000,8.000,-9013.928,0.000
SG/SF,Andre Roberson,4100,OKC@NO 08:00PM ET,19.116,OKC,0,0,17.000,12.077,18.625,20.250,24.600,24.250,0.252,209.000,-2.000,0.903,24.250
SG,J.R. Smith,4000,Mil@Cle 07:00PM ET,17.321,Cle,1,0,17.750,11.300,19.688,16.000,24.000,8.250,0.196,207.500,-6.500,-7.862,0.000
PF/C,Dwight Powell,4000,Dal@Por 10:00PM ET,18.179,Dal,0,0,20.964,12.783,23.250,28.500,24.000,28.500,0.224,210.000,6.000,-2.375,28.500
C,Andrew Bogut,4000,Dal@Por 10:00PM ET,22.188,Dal,0,0,21.250,17.562,23.062,28.000,24.000,9.500,0.375,210.000,6.000,-8.034,0.000
PG/SG,Brandon Knight,4000,Hou@Pho 09:00PM ET,21.304,Pho,1,0,22.143,16.353,23.312,19.750,24.000,32.250,0.387,227.500,6.500,10.260,32.250
PF/C,Montrezl Harrell,4000,Hou@Pho 09:00PM ET,13.213,Hou,0,0,13.607,6.708,17.750,22.250,24.000,29.750,0.167,227.500,-6.500,14.260,29.750
SG/SF,Kyle Korver,3900,Min@Atl 07:30PM ET,17.875,Atl,1,0,19.821,12.179,22.625,6.250,23.400,27.750,0.244,216.000,-4.000,-8994.043,27.750
C,Cole Aldrich,3900,Min@Atl 07:30PM ET,10.875,Min,0,0,16.964,6.417,8.875,4.000,23.400,3.500,0.063,216.000,4.000,-8994.043,0.000
PF,Channing Frye,3900,Mil@Cle 07:00PM ET,17.250,Cle,1,0,14.893,11.364,13.812,18.500,23.400,12.250,0.210,207.500,-6.500,-0.181,12.250
SF/PF,Matt Barnes,3900,Sac@Uta 09:00PM ET,18.798,Sac,0,0,15.143,12.067,16.750,1.000,23.400,16.250,0.312,194.000,8.000,-9013.928,16.250
SG,Seth Curry,3900,Dal@Por 10:00PM ET,20.000,Dal,0,0,23.321,14.433,24.000,10.000,23.400,17.000,0.346,210.000,6.000,-9002.375,17.000
SF/PF,Sam Dekker,3900,Hou@Pho 09:00PM ET,15.664,Hou,0,0,16.857,10.544,15.188,23.250,23.400,9.000,0.125,227.500,-6.500,14.260,9.000
SF,P.J. Tucker,3900,Hou@Pho 09:00PM ET,17.134,Pho,1,0,24.107,8.911,16.688,25.000,23.400,23.000,0.282,227.500,6.500,10.260,23.000
PF,Marquese Chriss,3900,Hou@Pho 09:00PM ET,13.759,Pho,1,0,15.679,9.219,16.188,16.500,23.400,11.250,0.084,227.500,6.500,10.260,11.250
SF,Chandler Parsons,3800,Mem@Det 07:30PM ET,13.750,Mem,0,0,13.700,7.417,11.875,4.500,22.800,7.500,0.071,188.500,6.000,-9023.574,7.500
C,Aron Baynes,3800,Mem@Det 07:30PM ET,11.275,Det,1,0,11.250,6.583,5.875,1.000,22.800,3.250,0.050,188.500,-6.000,-9020.748,3.250
SG/SF,Kelly Oubre Jr.,3800,Was@Chi 08:00PM ET,13.420,Was,0,0,13.929,6.883,18.250,10.500,22.800,11.250,0.166,209.500,4.000,-8998.736,11.250
SF/PF,Nikola Mirotic,3800,Was@Chi 08:00PM ET,20.590,Chi,1,0,22.357,13.357,19.375,20.750,22.800,22.000,0.421,209.500,-4.000,1.264,22.000
PG/SG,Matthew Dellavedova,3800,Mil@Cle 07:00PM ET,20.875,Mil,0,0,16.607,15.583,16.750,24.000,22.800,13.000,0.376,207.500,6.500,-11.211,13.000
SG/SF,Allen Crabbe,3800,Dal@Por 10:00PM ET,16.833,Por,1,0,18.750,10.917,17.062,3.500,22.800,24.500,0.221,210.000,-6.000,-8998.375,24.500
SF,Dorian Finney-Smith,3800,Dal@Por 10:00PM ET,12.519,Dal,0,0,11.500,6.609,13.812,19.500,22.800,9.000,0.126,210.000,6.000,-2.375,9.000
SG,Buddy Hield,3800,OKC@NO 08:00PM ET,14.350,NO,1,0,12.036,7.000,14.250,11.000,22.800,4.250,0.153,209.000,2.000,-9007.514,4.250
PG,Jerian Grant,3700,Was@Chi 08:00PM ET,9.250,Chi,1,0,9.536,3.325,11.750,5.000,22.200,12.000,0.080,209.500,-4.000,-8998.736,12.000
C,Kosta Koufos,3700,Sac@Uta 09:00PM ET,15.688,Sac,0,0,19.179,9.297,18.000,2.000,22.200,8.500,0.223,194.000,8.000,-9013.928,8.500
PF/C,Mike Muscala,3600,Min@Atl 07:30PM ET,17.500,Atl,1,0,15.929,11.125,13.250,11.750,21.600,23.500,0.292,216.000,-4.000,-8994.043,23.500
PG,Andrew Harrison,3600,Mem@Det 07:30PM ET,17.948,Mem,0,0,24.500,11.556,13.875,24.000,21.600,23.000,0.359,188.500,6.000,-17.899,23.000
SG/SF,James Ennis III,3600,Mem@Det 07:30PM ET,18.625,Mem,0,0,14.607,11.219,12.562,4.750,21.600,21.250,0.366,188.500,6.000,-9017.899,21.250
PF,Mirza Teletovic,3600,Mil@Cle 07:00PM ET,14.457,Mil,0,0,17.786,8.827,18.375,14.500,21.600,11.750,0.186,207.500,6.500,-4.181,11.750
SG/SF,Joe Johnson,3600,Sac@Uta 09:00PM ET,17.224,Uta,1,0,16.536,8.875,11.500,17.750,21.600,7.750,0.294,194.000,-8.000,-18.544,7.750
PF,Al-Farouq Aminu,3600,Dal@Por 10:00PM ET,18.481,Por,1,0,16.800,14.094,17.812,3.000,21.600,19.500,0.431,210.000,-6.000,-8998.375,19.500
PG,Langston Galloway,3600,OKC@NO 08:00PM ET,17.802,NO,1,0,19.643,9.656,12.688,22.500,21.600,5.000,0.334,209.000,2.000,-8.949,5.000
SF/PF,Jerami Grant,3600,OKC@NO 08:00PM ET,13.509,OKC,0,0,12.643,9.596,15.562,24.250,21.600,11.250,0.053,209.000,-2.000,0.903,11.250
C,Alex Len,3600,Hou@Pho 09:00PM ET,22.962,Pho,1,0,21.964,16.467,17.688,23.000,21.600,25.250,0.559,227.500,6.500,10.260,25.250
SG/SF,Stanley Johnson,3500,Mem@Det 07:30PM ET,9.712,Det,1,0,8.357,4.650,9.625,6.250,21.000,3.500,0.054,188.500,-6.000,-9013.899,3.500
SG,Troy Daniels,3500,Mem@Det 07:30PM ET,14.882,Mem,0,0,13.929,5.318,14.062,5.000,21.000,10.250,0.314,188.500,6.000,-9017.899,10.250
PG,Tomas Satoransky,3500,Was@Chi 08:00PM ET,9.405,Was,0,0,11.036,4.846,2.500,10.000,21.000,4.000,0.071,209.500,4.000,-8998.736,0.000
PG/SG,Iman Shumpert,3500,Mil@Cle 07:00PM ET,15.540,Cle,1,0,17.393,10.769,17.062,10.000,21.000,25.250,0.215,207.500,-6.500,-9000.181,25.250
PF,Jared Dudley,3500,Hou@Pho 09:00PM ET,18.167,Pho,1,0,17.857,12.400,14.000,16.500,21.000,7.500,0.332,227.500,6.500,2.869,7.500
C,Nene Hilario,3500,Hou@Pho 09:00PM ET,14.771,Hou,0,0,14.036,9.333,15.000,24.000,21.000,18.000,0.177,227.500,-6.500,14.260,18.000
PG,Ish Smith,3400,Mem@Det 07:30PM ET,23.325,Det,1,0,17.429,16.309,13.750,8.000,20.400,16.000,0.615,188.500,-6.000,-9013.899,16.000
PF/C,Trey Lyles,3400,Sac@Uta 09:00PM ET,17.931,Uta,1,0,17.071,12.083,15.250,16.000,20.400,14.250,0.360,194.000,-8.000,-9.928,14.250
C,Salah Mejri,3400,Dal@Por 10:00PM ET,11.417,Dal,0,0,14.821,5.054,13.125,28.000,20.400,18.500,0.168,210.000,6.000,-2.375,18.500
SG/SF,Anthony Morrow,3400,OKC@NO 08:00PM ET,9.886,OKC,0,0,12.964,4.885,9.562,20.250,20.400,8.750,0.074,209.000,-2.000,0.903,8.750
SG,E'Twaun Moore,3400,OKC@NO 08:00PM ET,19.115,NO,1,0,14.857,13.288,15.312,11.000,20.400,9.750,0.398,209.000,2.000,-9005.386,9.750
SF,Solomon Hill,3400,OKC@NO 08:00PM ET,15.955,NO,1,0,15.750,10.797,13.125,7.000,20.400,9.250,0.262,209.000,2.000,-8999.097,9.250
PF,Jarell Martin,3300,Mem@Det 07:30PM ET,11.681,Mem,0,0,10.893,6.147,8.375,11.500,19.800,3.250,0.137,188.500,6.000,-9025.423,3.250
SG/SF,Tony Snell,3300,Mil@Cle 07:00PM ET,17.180,Mil,0,0,17.929,11.911,17.000,27.500,19.800,6.250,0.317,207.500,6.500,-10.562,6.250
SF,Joe Ingles,3300,Sac@Uta 09:00PM ET,13.638,Uta,1,0,22.964,7.237,15.625,12.000,19.800,26.500,0.301,194.000,-8.000,-9009.928,26.500
PG/SG,Leandro Barbosa,3300,Hou@Pho 09:00PM ET,11.389,Pho,1,0,10.857,4.321,8.625,19.750,19.800,3.250,0.155,227.500,6.500,10.260,3.250
SG,Vince Carter,3200,Mem@Det 07:30PM ET,18.402,Mem,0,0,15.214,13.300,12.000,5.000,19.200,5.500,0.430,188.500,6.000,-9025.447,5.500
SF,Troy Williams,3200,Mem@Det 07:30PM ET,11.167,Mem,0,0,11.821,2.729,4.188,4.500,19.200,0.000,0.197,188.500,6.000,-9027.207,0.000
SF,Doug McDermott,3200,Was@Chi 08:00PM ET,15.717,Chi,1,0,13.500,10.469,15.625,17.500,19.200,17.750,0.331,209.500,-4.000,1.264,17.750
PG,Ty Lawson,3200,Sac@Uta 09:00PM ET,19.643,Sac,0,0,15.536,12.019,22.625,7.000,19.200,28.250,0.529,194.000,8.000,-9013.928,28.250
PF,Anthony Tolliver,3200,Sac@Uta 09:00PM ET,10.719,Sac,0,0,14.821,4.825,18.000,1.000,19.200,17.750,0.192,194.000,8.000,-9013.928,17.750
PF/C,Ed Davis,3200,Dal@Por 10:00PM ET,13.658,Por,1,0,16.714,7.350,11.562,7.000,19.200,17.500,0.238,210.000,-6.000,-8998.375,17.500
C,Alexis Ajinca,3200,OKC@NO 08:00PM ET,12.806,NO,1,0,10.607,6.750,16.625,12.000,19.200,1.250,0.196,209.000,2.000,-9007.011,1.250
PG/SG,Malcolm Brogdon,3100,Mil@Cle 07:00PM ET,16.413,Mil,0,0,18.214,12.125,19.125,24.000,18.600,33.750,0.417,207.500,6.500,-4.181,33.750
SF,Justin Anderson,3100,Dal@Por 10:00PM ET,15.528,Dal,0,0,13.357,10.308,10.812,19.500,18.600,7.500,0.326,210.000,6.000,-9.188,0.000
PF,Domantas Sabonis,3100,OKC@NO 08:00PM ET,14.491,OKC,0,0,13.607,8.875,11.875,26.500,18.600,10.000,0.273,209.000,-2.000,0.903,10.000
PG,Malcolm Delaney,3000,Min@Atl 07:30PM ET,12.277,Atl,1,0,9.714,6.159,7.375,19.000,18.000,1.500,0.134,216.000,-4.000,0.559,1.500
PG,Kris Dunn,3000,Min@Atl 07:30PM ET,13.213,Min,0,0,10.750,7.641,10.000,22.500,18.000,7.750,0.260,216.000,4.000,5.957,7.750
PG,Tyus Jones,3000,Min@Atl 07:30PM ET,10.167,Min,0,0,14.179,4.386,1.625,22.500,18.000,0.000,0.222,216.000,4.000,-4.132,0.000
SG/SF,Shabazz Muhammad,3000,Min@Atl 07:30PM ET,10.740,Min,0,0,11.036,5.812,13.125,24.500,18.000,15.250,0.112,216.000,4.000,5.957,15.250
SG,Brandon Rush,3000,Min@Atl 07:30PM ET,4.773,Min,0,0,3.667,2.714,3.938,25.000,18.000,4.500,0.008,216.000,4.000,5.957,0.000
SF/PF,Nemanja Bjelica,3000,Min@Atl 07:30PM ET,13.970,Min,0,0,14.964,6.964,9.188,21.250,18.000,13.750,0.346,216.000,4.000,5.957,13.750
SF,Ryan Kelly,3000,Min@Atl 07:30PM ET,4.281,Atl,1,0,2.950,2.188,5.188,4.500,18.000,4.750,0.008,216.000,-4.000,-8994.043,0.000
SF,Taurean Prince,3000,Min@Atl 07:30PM ET,8.456,Atl,1,0,9.679,3.025,4.500,4.500,18.000,2.750,0.080,216.000,-4.000,-8994.043,2.750
SF,DeAndre' Bembry,3000,Min@Atl 07:30PM ET,2.028,Atl,1,0,2.150,0.250,0.750,4.500,18.000,0.000,0.003,216.000,-4.000,-8994.043,0.000
PF,Mike Scott,3000,Min@Atl 07:30PM ET,7.000,Atl,1,0,9.375,0.750,9.062,8.500,18.000,9.000,0.039,216.000,-4.000,-8994.043,9.000
PF,Adreian Payne,3000,Min@Atl 07:30PM ET,9.694,Min,0,0,8.375,5.000,8.188,18.500,18.000,6.250,0.120,216.000,4.000,5.957,0.000
C,Kris Humphries,3000,Min@Atl 07:30PM ET,8.938,Atl,1,0,11.357,3.938,4.750,15.000,18.000,0.000,0.130,216.000,-4.000,-1.824,0.000
PG,Beno Udrih,3000,Mem@Det 07:30PM ET,13.635,Det,1,0,16.250,8.292,9.000,8.000,18.000,5.000,0.245,188.500,-6.000,-9020.177,0.000
PG,Wade Baldwin IV,3000,Mem@Det 07:30PM ET,10.213,Mem,0,0,8.143,4.125,1.375,24.000,18.000,-1.000,0.210,188.500,6.000,-27.500,0.000
SG,Darrun Hilliard,3000,Mem@Det 07:30PM ET,7.342,Det,1,0,6.821,3.275,8.000,6.500,18.000,13.000,0.028,188.500,-6.000,-9013.899,0.000
SF,Reggie Bullock,3000,Mem@Det 07:30PM ET,7.563,Det,1,0,8.417,2.500,7.562,6.000,18.000,0.000,0.112,188.500,-6.000,-9020.947,0.000
SF,Michael Gbinije,3000,Mem@Det 07:30PM ET,1.357,Det,1,0,1.062,0.417,1.500,6.000,18.000,1.500,0.005,188.500,-6.000,-9013.899,0.000
PF,Henry Ellenson,3000,Mem@Det 07:30PM ET,2.875,Det,1,0,3.500,1.708,3.375,4.000,18.000,2.500,0.005,188.500,-6.000,-9013.899,0.000
