Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,LastGame,dvp,value,fvalue,odds,O/U,penalty,Final
PG,Russell Westbrook,12100,OKC@GS 10:30PM ET,63.866,OKC,0,0,60.214,52.388,59.375,39.250,11.000,72.600,0.265,13.500,230.000,7.887,73.250
PG/SG,James Harden,11700,Mil@Hou 08:00PM ET,60.977,Hou,1,0,68.071,53.210,60.938,77.500,8.500,70.200,0.227,-6.500,226.500,7.454,62.500
PF/C,Anthony Davis,11000,Orl@NO 08:00PM ET,54.891,NO,1,1,55.786,40.514,56.438,24.250,16.500,66.000,0.258,-5.000,209.500,-4.364,45.750
PF/C,DeMarcus Cousins,10600,Ind@Sac 10:30PM ET,52.519,Sac,1,0,50.286,40.868,52.812,62.250,23.000,63.600,0.197,-2.000,214.500,-0.888,63.500
PG/SF,Giannis Antetokounmpo,10400,Mil@Hou 08:00PM ET,50.045,Mil,0,0,48.000,40.125,37.062,42.000,18.000,62.400,0.165,6.500,226.500,5.454,62.750
SF,Kevin Durant,9900,OKC@GS 10:30PM ET,49.677,GS,1,0,47.071,41.562,48.938,47.000,3.000,59.400,0.166,-13.500,230.000,-3.447,70.000
PG,Stephen Curry,9000,OKC@GS 10:30PM ET,43.335,GS,1,0,45.607,36.798,48.625,49.500,25.000,54.000,0.113,-13.500,230.000,9.887,46.500
PG,Isaiah Thomas,8700,NY@Bos 07:30PM ET,43.250,Bos,1,0,48.000,36.075,46.938,49.250,15.000,52.200,0.175,-9.500,221.000,3.630,49.250
PG,John Wall,8600,Mem@Was 07:00PM ET,48.520,Was,1,0,52.857,41.208,47.625,42.500,7.000,51.600,0.374,-2.000,206.500,-6.450,53.000
PG,Kyle Lowry,8500,Tor@Phi 07:00PM ET,43.538,Tor,0,1,48.750,35.264,41.688,39.000,13.500,51.000,0.235,-5.000,214.500,-0.888,44.000
PF/C,Joel Embiid,8400,Tor@Phi 07:00PM ET,37.893,Phi,1,1,38.357,29.521,44.625,55.250,15.000,50.400,0.091,5.000,214.500,-0.888,45.250
SG,DeMar DeRozan,8300,Tor@Phi 07:00PM ET,42.762,Tor,0,0,45.500,35.350,48.812,60.750,17.500,49.800,0.224,-5.000,214.500,-0.888,38.750
PG,Damian Lillard,8200,Por@Cha 07:00PM ET,43.493,Por,0,0,45.643,34.362,37.750,39.750,20.000,49.200,0.320,5.000,217.500,1.197,42.250
