Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,dvp,value,LastGame,fvalue,O/U,odds,penalty,Final
PF,Mike Scott,3000,Atl@Orl 07:00PM ET,9.679,Atl,0,0,9.800,6.812,11.938,11.500,18.000,14.250,0.078,207.000,-2.000,-9000.721,0.000
PF,Stephen Zimmerman Jr.,3000,Atl@Orl 07:00PM ET,4.125,Orl,1,0,5.050,1.950,5.000,18.500,18.000,11.000,0.011,207.000,2.000,-0.721,0.000
SG,Arron Afflalo,3000,Mia@Sac 10:30PM ET,12.880,Sac,1,0,13.250,6.354,16.312,3.000,18.000,17.750,0.236,204.000,-7.500,-9002.885,17.750
SG,Ben McLemore,3000,Mia@Sac 10:30PM ET,9.813,Sac,1,0,6.357,4.308,5.375,3.000,18.000,0.000,0.085,204.000,-7.500,-9008.887,0.000
SG,Malachi Richardson,3000,Mia@Sac 10:30PM ET,5.700,Sac,1,0,8.750,1.167,7.125,3.000,18.000,8.750,0.079,204.000,-7.500,-9002.885,0.000
SF,Derrick Williams,3000,Mia@Sac 10:30PM ET,12.488,Mia,0,0,13.643,7.795,14.688,12.000,18.000,11.500,0.199,204.000,7.500,-9006.885,0.000
PF,Josh McRoberts,3000,Mia@Sac 10:30PM ET,13.523,Mia,0,0,15.393,8.917,9.188,24.000,18.000,10.000,0.234,204.000,7.500,-6.885,0.000
PF,Luke Babbitt,3000,Mia@Sac 10:30PM ET,8.554,Mia,0,0,11.714,3.589,12.625,24.000,18.000,14.500,0.065,204.000,7.500,-6.885,14.500
PF,Skal Labissiere,3000,Mia@Sac 10:30PM ET,4.625,Sac,1,0,4.000,2.250,4.625,7.000,18.000,4.000,0.054,204.000,-7.500,-9002.885,0.000
C,Udonis Haslem,3000,Mia@Sac 10:30PM ET,4.432,Mia,0,0,7.650,0.958,10.375,8.000,18.000,14.750,0.040,204.000,7.500,-9006.885,14.750
C,Willie Cauley-Stein,3000,Mia@Sac 10:30PM ET,9.000,Sac,1,0,7.821,3.985,2.688,17.000,18.000,9.250,0.091,204.000,-7.500,-2.885,9.250
PG,Isaiah Canaan,3000,Chi@Cle 08:00PM ET,11.212,Chi,0,0,13.929,6.150,5.125,20.000,18.000,0.000,0.190,204.000,4.000,-10.497,0.000
SG,James Jones,3000,Chi@Cle 08:00PM ET,4.513,Cle,1,0,3.500,1.654,4.500,12.500,18.000,9.750,0.011,204.000,-4.000,-9002.885,9.750
SG,DeAndre Liggins,3000,Chi@Cle 08:00PM ET,8.770,Cle,1,0,8.679,2.432,11.375,12.500,18.000,9.250,0.080,204.000,-4.000,-9002.885,9.250
SG,Denzel Valentine,3000,Chi@Cle 08:00PM ET,6.304,Chi,0,0,7.143,2.865,6.875,28.000,18.000,16.000,0.016,204.000,4.000,-2.885,0.000
SF,Mike Dunleavy,3000,Chi@Cle 08:00PM ET,9.293,Cle,1,0,10.071,5.077,11.562,8.500,18.000,0.750,0.089,204.000,-4.000,-9009.109,0.000
SF,Paul Zipser,3000,Chi@Cle 08:00PM ET,2.750,Chi,0,0,2.150,0.812,2.500,27.000,18.000,0.750,0.003,204.000,4.000,-2.885,0.000
PF,Bobby Portis,3000,Chi@Cle 08:00PM ET,9.141,Chi,0,0,8.036,5.183,5.875,14.500,18.000,0.000,0.099,204.000,4.000,-9.531,0.000
C,Chris Andersen,3000,Chi@Cle 08:00PM ET,7.979,Cle,1,0,8.714,4.607,8.312,10.000,18.000,11.000,0.035,204.000,-4.000,-9002.885,0.000
C,Cristiano Felicio,3000,Chi@Cle 08:00PM ET,11.500,Chi,0,0,14.679,6.304,17.938,7.000,18.000,8.500,0.171,204.000,4.000,-9002.885,8.500
PG,Jason Terry,3000,Mil@NY 07:30PM ET,7.723,Mil,0,0,9.179,3.946,10.750,13.500,18.000,16.750,0.030,213.000,-3.500,3.606,16.750
SG,Sasha Vujacic,3000,Mil@NY 07:30PM ET,5.202,NY,1,0,7.964,0.591,5.688,16.000,18.000,0.000,0.017,213.000,3.500,3.606,0.000
SG,Ron Baker,3000,Mil@NY 07:30PM ET,6.727,NY,1,0,5.050,2.917,8.750,16.000,18.000,3.500,0.043,213.000,3.500,3.606,0.000
SG,Rashad Vaughn,3000,Mil@NY 07:30PM ET,7.839,Mil,0,0,4.107,1.406,4.125,23.500,18.000,11.250,0.153,213.000,-3.500,3.606,0.000
SF,Mindaugas Kuzminskas,3000,Mil@NY 07:30PM ET,8.670,NY,1,0,11.750,4.656,15.438,29.000,18.000,28.000,0.106,213.000,3.500,3.606,28.000
PF,Mirza Teletovic,3000,Mil@NY 07:30PM ET,13.973,Mil,0,0,18.500,8.339,14.312,20.500,18.000,14.750,0.298,213.000,-3.500,3.606,14.750
PF,Maurice Ndour,3000,Mil@NY 07:30PM ET,5.067,NY,1,0,4.357,2.714,5.438,18.500,18.000,2.000,0.002,213.000,3.500,0.799,0.000
PF,Thon Maker,3000,Mil@NY 07:30PM ET,4.250,Mil,0,0,3.714,1.531,3.250,20.500,18.000,3.500,0.004,213.000,-3.500,3.606,0.000
C,Miles Plumlee,3000,Mil@NY 07:30PM ET,6.489,Mil,0,0,1.500,1.964,1.812,26.000,18.000,0.750,0.040,213.000,-3.500,3.606,0.750
C,Marshall Plumlee,3000,Mil@NY 07:30PM ET,5.000,NY,1,0,1.250,0.625,5.000,14.000,18.000,0.000,0.105,213.000,3.500,3.606,0.000
PG,Wade Baldwin IV,3000,Mem@LAC 10:30PM ET,9.402,Mem,0,0,5.000,3.327,3.125,2.000,18.000,6.250,0.179,197.000,-1.500,-9007.933,0.000
SG,Troy Williams,3000,Mem@LAC 10:30PM ET,10.720,Mem,0,0,11.821,2.729,4.188,6.500,18.000,0.000,0.234,197.000,-1.500,-9017.241,0.000
SF,Paul Pierce,3000,Mem@LAC 10:30PM ET,6.917,LAC,1,0,4.292,3.500,6.938,6.000,18.000,8.250,0.012,197.000,1.500,-9007.933,0.000
SF,Alan Anderson,3000,Mem@LAC 10:30PM ET,5.596,LAC,1,0,3.071,2.167,9.562,6.000,18.000,1.000,0.021,197.000,1.500,-9007.933,1.000
SF,Wesley Johnson,3000,Mem@LAC 10:30PM ET,10.532,LAC,1,0,10.143,5.236,9.688,6.000,18.000,3.250,0.137,197.000,1.500,-9014.829,3.250
PF/C,Jarell Martin,3000,Mem@LAC 10:30PM ET,10.556,Mem,0,0,8.464,4.816,4.750,9.500,18.000,9.250,0.158,197.000,-1.500,-9007.933,9.250
PF,Brandon Bass,3000,Mem@LAC 10:30PM ET,9.477,LAC,1,0,9.571,4.833,12.500,4.000,18.000,2.500,0.093,197.000,1.500,-9014.350,2.500
PF,Deyonta Davis,3000,Mem@LAC 10:30PM ET,5.881,Mem,0,0,4.143,2.062,4.750,6.000,18.000,11.000,0.041,197.000,-1.500,-9007.933,0.000
C,Diamond Stone,3000,Mem@LAC 10:30PM ET,2.813,LAC,1,0,2.812,0.250,2.812,1.000,18.000,0.000,0.048,197.000,1.500,-9007.933,0.000
