Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,dvp,value,LastGame,fvalue,O/U,odds,penalty,Final
PG,Kyle Lowry,7400,Tor@Uta 09:00PM ET,42.107,Tor,0,0,42.571,34.917,44.438,7.000,44.400,52.500,0.404,198.500,-1.000,-19.256,52.500
PG,Goran Dragic,7400,Mia@NO 08:00PM ET,35.830,Mia,0,0,36.000,28.217,36.625,27.500,44.400,35.000,0.223,205.500,4.500,-2.814,35.000
SG,DeMar DeRozan,7300,Tor@Uta 09:00PM ET,41.768,Tor,0,0,40.893,33.318,38.938,1.000,43.800,40.000,0.402,198.500,-1.000,-27.827,40.000
C,Rudy Gobert,7300,Tor@Uta 09:00PM ET,35.308,Uta,1,0,41.464,26.442,40.375,9.000,43.800,35.000,0.183,198.500,1.000,-7.827,35.000
PF/C,Joel Embiid,7300,Phi@Pho 09:00PM ET,35.368,Phi,0,0,33.750,27.389,36.938,22.250,43.800,40.250,0.189,212.500,6.000,0.200,40.250
C,DeAndre Jordan,7200,Dal@LAC 10:30PM ET,33.425,LAC,1,0,32.750,28.167,33.875,11.000,43.200,32.250,0.122,194.500,-4.500,-10.692,32.250
SG/SF,Nicolas Batum,7100,Chi@Cha 07:00PM ET,34.839,Cha,1,0,42.286,27.167,44.062,10.500,42.600,56.750,0.252,205.000,-4.500,-3.172,56.750
C,Dwight Howard,7000,Atl@Den 09:00PM ET,36.913,Atl,0,0,33.964,24.200,40.188,18.500,42.000,43.250,0.339,217.000,5.500,3.423,0.000
C,Andre Drummond,6900,GS@Det 07:30PM ET,37.708,Det,1,0,37.393,28.941,30.562,22.000,41.400,33.750,0.374,214.500,8.000,1.632,33.750
SG,Zach LaVine,6900,Sac@Min 08:00PM ET,31.806,Min,1,0,34.893,25.953,39.750,23.500,41.400,55.000,0.203,206.500,-5.000,-2.098,55.000
C,Al Horford,6800,OKC@Bos 07:30PM ET,37.303,Bos,1,0,40.464,29.325,38.250,12.000,40.800,43.000,0.369,211.500,-5.500,1.484,43.000
SF/PF,Jabari Parker,6800,Was@Mil 08:00PM ET,32.870,Mil,1,0,40.393,25.350,36.812,20.750,40.800,43.500,0.226,214.500,-3.000,3.632,43.500
C,Nikola Vucevic,6700,LAL@Orl 07:00PM ET,33.670,Orl,1,0,39.357,25.088,31.438,30.000,40.200,27.250,0.284,209.500,-5.000,0.051,27.250
SG,Bradley Beal,6600,Was@Mil 08:00PM ET,34.420,Was,0,0,32.607,25.596,34.438,16.000,39.600,22.500,0.296,214.500,3.000,-6.771,22.500
SF,Andrew Wiggins,6600,Sac@Min 08:00PM ET,32.554,Min,1,0,28.393,20.917,31.062,12.000,39.600,17.500,0.268,206.500,-5.000,-14.231,17.500
SG,Dwyane Wade,6600,Chi@Cha 07:00PM ET,33.635,Chi,0,0,35.393,25.635,26.438,20.000,39.600,27.250,0.262,205.000,4.500,-3.172,27.250
C,Brook Lopez,6500,Bkn@Cle 07:30PM ET,36.040,Bkn,0,0,35.714,28.067,41.250,7.000,39.000,24.750,0.382,225.500,16.500,-13.183,24.750
PG,George Hill,6500,Tor@Uta 09:00PM ET,33.750,Uta,1,0,31.042,22.667,32.562,11.000,39.000,16.750,0.256,198.500,1.000,-15.712,0.000
PG,Jrue Holiday,6500,Mia@NO 08:00PM ET,31.938,NO,1,0,35.250,25.972,33.500,6.000,39.000,37.500,0.208,205.500,-4.500,-14.480,37.500
PG/SG,C.J. McCollum,6400,SA@Por 10:00PM ET,35.274,Por,1,0,33.821,28.000,29.438,10.000,38.400,32.000,0.384,211.500,2.000,1.484,32.000
PF/C,LaMarcus Aldridge,6400,SA@Por 10:00PM ET,30.663,SA,0,0,31.143,24.700,36.250,28.500,38.400,52.000,0.236,211.500,-2.000,1.484,52.000
SG/SF,Evan Fournier,6300,LAL@Orl 07:00PM ET,28.742,Orl,1,0,32.821,21.000,31.562,24.500,37.800,34.750,0.164,209.500,-5.000,0.051,0.000
SG,Devin Booker,6300,Phi@Pho 09:00PM ET,28.964,Pho,1,0,31.036,22.353,39.812,18.500,37.800,43.500,0.216,212.500,-6.000,2.200,43.500
C,Nikola Jokic,6200,Atl@Den 09:00PM ET,27.923,Den,1,0,34.464,19.641,34.812,4.000,37.200,29.750,0.252,217.000,-5.500,-7.077,29.750
SG,Klay Thompson,6200,GS@Det 07:30PM ET,31.792,GS,0,0,29.571,24.588,28.938,5.000,37.200,25.750,0.299,214.500,-8.000,-8.368,25.750
SG,Avery Bradley,6100,OKC@Bos 07:30PM ET,34.190,Bos,1,0,30.393,27.467,26.938,11.000,36.600,25.000,0.378,211.500,-5.500,-7.211,25.000
C,Marcin Gortat,6100,Was@Mil 08:00PM ET,32.018,Was,0,0,33.857,25.906,28.438,14.000,36.600,19.500,0.268,214.500,3.000,-4.530,19.500
PF/C,Serge Ibaka,6100,LAL@Orl 07:00PM ET,29.839,Orl,1,0,32.214,22.431,36.625,28.250,36.600,51.250,0.292,209.500,-5.000,0.051,51.250
SF/PF,Wilson Chandler,6000,Atl@Den 09:00PM ET,30.442,Den,1,0,34.821,21.500,28.625,21.250,36.000,39.750,0.335,217.000,-5.500,5.423,39.750
PG,Ricky Rubio,6000,Sac@Min 08:00PM ET,25.152,Min,1,0,28.429,19.625,33.875,21.000,36.000,38.500,0.114,206.500,-5.000,-2.098,38.500
SF,Rudy Gay,6000,Sac@Min 08:00PM ET,34.804,Sac,0,0,39.929,26.792,29.250,4.500,36.000,22.250,0.457,206.500,5.000,-24.743,0.000
PG,Rajon Rondo,6000,Chi@Cha 07:00PM ET,29.573,Chi,0,0,27.929,21.429,31.438,18.000,36.000,35.250,0.298,205.000,4.500,-3.172,35.250
PG,Mike Conley,6000,Hou@Mem 08:00PM ET,34.940,Mem,1,0,30.286,26.979,32.062,13.500,36.000,38.750,0.468,205.500,3.500,-2.814,38.750
SF/PF,Harrison Barnes,6000,Dal@LAC 10:30PM ET,31.259,Dal,0,0,30.071,23.731,33.750,11.750,36.000,35.500,0.295,194.500,4.500,-10.692,35.500
PG,Elfrid Payton,5900,LAL@Orl 07:00PM ET,27.323,Orl,1,0,26.500,20.940,32.938,27.500,35.400,47.750,0.272,209.500,-5.000,0.051,47.750
SG,Lou Williams,5900,LAL@Orl 07:00PM ET,30.133,LAL,0,0,27.143,22.188,28.312,22.000,35.400,21.500,0.294,209.500,5.000,0.051,21.500
PG,Patrick Beverley,5800,Hou@Mem 08:00PM ET,27.474,Hou,0,0,28.464,19.781,30.312,8.000,34.800,27.500,0.197,205.500,-3.500,-2.814,27.500
PF/C,Julius Randle,5800,LAL@Orl 07:00PM ET,30.304,LAL,0,0,26.964,22.143,31.188,15.000,34.800,30.000,0.332,209.500,5.000,0.051,0.000
PG,Jeremy Lin,5800,Bkn@Cle 07:30PM ET,31.425,Bkn,0,0,27.929,25.344,29.500,20.000,34.800,21.000,0.327,225.500,16.500,-0.060,21.000
SG,Victor Oladipo,5700,OKC@Bos 07:30PM ET,28.500,OKC,0,0,29.321,19.479,20.188,14.000,34.200,2.750,0.314,211.500,5.500,-12.219,0.000
PF/C,Gorgui Dieng,5700,Sac@Min 08:00PM ET,27.384,Min,1,0,25.036,20.214,25.500,16.000,34.200,25.500,0.219,206.500,-5.000,-2.098,25.500
SG,Eric Gordon,5700,Hou@Mem 08:00PM ET,28.425,Hou,0,0,32.286,22.406,32.438,6.500,34.200,31.000,0.249,205.500,-3.500,-14.352,31.000
PF,Trevor Booker,5700,Bkn@Cle 07:30PM ET,28.509,Bkn,0,0,22.036,19.500,18.312,14.500,34.200,17.250,0.285,225.500,16.500,-0.448,0.000
SF,Robert Covington,5700,Phi@Pho 09:00PM ET,23.750,Phi,0,0,22.857,15.438,26.562,26.000,34.200,27.000,0.166,212.500,6.000,0.200,27.000
PG,D'Angelo Russell,5600,LAL@Orl 07:00PM ET,29.013,LAL,0,0,27.107,23.308,30.375,13.500,33.600,27.000,0.323,209.500,5.000,0.051,27.000
PG,Deron Williams,5600,Dal@LAC 10:30PM ET,27.619,Dal,0,0,29.393,18.438,33.562,2.000,33.600,32.750,0.273,194.500,4.500,-25.692,32.750
SG,Dion Waiters,5600,Mia@NO 08:00PM ET,27.078,Mia,0,0,26.786,15.679,31.750,18.500,33.600,44.750,0.292,205.500,4.500,-2.814,0.000
C,Pau Gasol,5600,SA@Por 10:00PM ET,29.223,SA,0,0,30.429,21.650,33.875,28.000,33.600,38.750,0.340,211.500,-2.000,1.484,0.000
SG/SF,Will Barton,5500,Atl@Den 09:00PM ET,26.265,Den,1,0,24.143,17.156,29.188,24.500,33.000,27.000,0.254,217.000,-5.500,5.423,27.000
PG,Tyler Johnson,5500,Mia@NO 08:00PM ET,27.732,Mia,0,0,29.143,20.783,29.562,27.500,33.000,18.750,0.257,205.500,4.500,-11.309,18.750
C,Mason Plumlee,5500,SA@Por 10:00PM ET,29.911,Por,1,0,31.536,22.868,29.688,3.000,33.000,18.250,0.370,211.500,2.000,-22.278,18.250
SG/SF,Kent Bazemore,5400,Atl@Den 09:00PM ET,22.676,Atl,0,0,25.036,13.062,25.938,22.500,32.400,16.500,0.161,217.000,5.500,3.423,16.500
SF,Danilo Gallinari,5400,Atl@Den 09:00PM ET,27.519,Den,1,0,29.786,22.643,29.938,24.000,32.400,40.750,0.263,217.000,-5.500,5.423,40.750
PG,Reggie Jackson,5400,GS@Det 07:30PM ET,24.625,Det,1,0,28.000,20.821,28.750,16.500,32.400,29.250,0.168,214.500,8.000,1.632,29.250
SF,Trevor Ariza,5400,Hou@Mem 08:00PM ET,27.583,Hou,0,0,23.071,21.141,24.250,6.000,32.400,18.000,0.257,205.500,-3.500,-22.270,18.000
PF,Ersan Ilyasova,5400,Phi@Pho 09:00PM ET,25.402,Phi,0,0,30.607,18.882,26.812,20.500,32.400,23.250,0.243,212.500,6.000,0.200,23.250
SF/PF,Otto Porter,5300,Was@Mil 08:00PM ET,29.366,Was,0,0,27.643,21.031,24.750,23.750,31.800,26.250,0.420,214.500,3.000,3.632,26.250
PF/C,Taj Gibson,5300,Chi@Cha 07:00PM ET,26.839,Chi,0,0,25.393,20.233,23.750,19.000,31.800,17.750,0.250,205.000,4.500,-11.133,17.750
SG,Rodney Hood,5300,Tor@Uta 09:00PM ET,25.410,Uta,1,0,20.786,14.725,12.188,2.000,31.800,3.000,0.230,198.500,1.000,-32.540,3.000
SG,Wesley Matthews,5300,Dal@LAC 10:30PM ET,26.571,Dal,0,0,25.714,18.577,26.625,6.500,31.800,35.000,0.285,194.500,4.500,-22.231,35.000
SF,Justise Winslow,5300,Mia@NO 08:00PM ET,26.393,Mia,0,0,24.200,21.100,31.188,22.000,31.800,24.750,0.296,205.500,4.500,-2.814,24.750
C,Jahlil Okafor,5300,Phi@Pho 09:00PM ET,21.698,Phi,0,0,20.643,13.350,20.938,24.000,31.800,14.000,0.104,212.500,6.000,0.200,14.000
SF,Jae Crowder,5200,OKC@Bos 07:30PM ET,26.714,Bos,1,0,23.821,19.700,24.688,7.000,31.200,13.500,0.251,211.500,-5.500,-17.384,13.500
SF/PF,Markieff Morris,5200,Was@Mil 08:00PM ET,26.093,Was,0,0,23.893,19.250,26.688,23.750,31.200,16.500,0.300,214.500,3.000,3.632,16.500
PG/SG,Jordan Clarkson,5200,LAL@Orl 07:00PM ET,24.148,LAL,0,0,24.929,17.067,28.312,17.750,31.200,26.750,0.196,209.500,5.000,0.051,26.750
C,Tristan Thompson,5200,Bkn@Cle 07:30PM ET,24.380,Cle,1,0,22.464,17.339,27.625,29.000,31.200,35.750,0.240,225.500,-16.500,11.511,35.750
PG,Sergio Rodriguez,5200,Phi@Pho 09:00PM ET,23.907,Phi,0,0,22.536,16.554,22.688,25.500,31.200,34.500,0.233,212.500,6.000,0.200,34.500
PG,Emmanuel Mudiay,5100,Atl@Den 09:00PM ET,25.045,Den,1,0,28.500,13.519,28.062,22.500,30.600,27.750,0.328,217.000,-5.500,5.423,27.750
SG,Kentavious Caldwell-Pope,5100,GS@Det 07:30PM ET,26.033,Det,1,0,29.714,16.617,24.125,12.500,30.600,36.750,0.352,214.500,8.000,1.632,36.750
SF/PF,Tobias Harris,5100,GS@Det 07:30PM ET,26.815,Det,1,0,26.643,19.853,25.250,10.250,30.600,37.750,0.355,214.500,8.000,1.632,37.750
PF/C,Zach Randolph,5100,Hou@Mem 08:00PM ET,26.094,Mem,1,0,24.893,21.295,24.562,19.750,30.600,29.250,0.252,205.500,3.500,-2.814,29.250
C,Steven Adams,5000,OKC@Bos 07:30PM ET,25.828,OKC,0,0,25.357,19.900,28.188,20.000,30.000,31.750,0.301,211.500,5.500,-0.516,31.750
PF/C,Kenneth Faried,5000,Atl@Den 09:00PM ET,24.455,Den,1,0,24.857,13.982,22.562,11.250,30.000,12.000,0.309,217.000,-5.500,-6.512,12.000
PF,Jon Leuer,5000,GS@Det 07:30PM ET,23.367,Det,1,0,21.286,17.767,27.000,10.000,30.000,21.750,0.174,214.500,8.000,1.632,21.750
PF,Ryan Anderson,5000,Hou@Mem 08:00PM ET,23.883,Hou,0,0,32.750,17.625,33.625,4.000,30.000,46.750,0.290,205.500,-3.500,-15.314,46.750
SG,J.J. Redick,5000,Dal@LAC 10:30PM ET,21.259,LAC,1,0,19.929,14.650,23.188,4.000,30.000,17.750,0.150,194.500,-4.500,-23.192,17.750
SF,T.J. Warren,5000,Phi@Pho 09:00PM ET,25.875,Pho,1,0,32.071,14.281,17.438,19.500,30.000,30.750,0.391,212.500,-6.000,2.200,30.750
C,Tyson Chandler,5000,Phi@Pho 09:00PM ET,24.595,Pho,1,0,28.893,17.500,22.188,27.000,30.000,32.500,0.297,212.500,-6.000,2.200,32.500
SG,Gary Harris,4900,Atl@Den 09:00PM ET,23.028,Den,1,0,27.583,14.438,23.500,25.000,29.400,24.500,0.268,217.000,-5.500,5.423,24.500
C,Cody Zeller,4900,Chi@Cha 07:00PM ET,23.500,Cha,1,0,24.036,19.203,29.062,10.000,29.400,33.250,0.223,205.000,-4.500,-3.172,33.250
PF,JaMychal Green,4900,Hou@Mem 08:00PM ET,23.613,Mem,1,0,24.321,15.733,24.188,16.500,29.400,13.750,0.245,205.500,3.500,-11.474,13.750
C,Clint Capela,4900,Hou@Mem 08:00PM ET,26.804,Hou,0,0,24.286,20.607,20.062,1.000,29.400,14.500,0.362,205.500,-3.500,-30.159,0.000
SF/PF,Aaron Gordon,4900,LAL@Orl 07:00PM ET,20.613,Orl,1,0,22.893,15.014,14.688,27.250,29.400,21.750,0.151,209.500,-5.000,0.051,21.750
SF,Luol Deng,4900,LAL@Orl 07:00PM ET,20.055,LAL,0,0,28.786,13.684,30.000,21.000,29.400,31.000,0.161,209.500,5.000,0.051,31.000
C,Jonas Valanciunas,4900,Tor@Uta 09:00PM ET,27.962,Tor,0,0,29.250,21.179,29.375,2.000,29.400,26.750,0.433,198.500,-1.000,-22.827,26.750
PG,Tim Frazier,4900,Mia@NO 08:00PM ET,28.742,NO,1,0,21.250,18.778,21.500,6.000,29.400,4.500,0.457,205.500,-4.500,-27.964,4.500
C,Robin Lopez,4800,Chi@Cha 07:00PM ET,23.768,Chi,0,0,25.607,18.117,19.500,25.000,28.800,22.750,0.237,205.000,4.500,-3.172,22.750
SG,Tony Allen,4800,Hou@Mem 08:00PM ET,22.198,Mem,1,0,28.964,15.596,21.125,26.000,28.800,23.000,0.225,205.500,3.500,-2.814,23.000
SG/SF,Tyreke Evans,4800,Mia@NO 08:00PM ET,13.500,NO,1,0,15.750,12.250,15.812,6.750,28.800,22.750,0.055,205.500,-4.500,-14.295,22.750
SG/SF,Josh Richardson,4800,Mia@NO 08:00PM ET,20.013,Mia,0,0,18.750,11.719,17.062,20.250,28.800,14.250,0.135,205.500,4.500,-2.814,14.250
PG,Darren Collison,4700,Sac@Min 08:00PM ET,23.321,Sac,0,0,18.464,16.833,12.062,19.000,28.200,13.750,0.203,206.500,5.000,-8.474,13.750
PF,Marvin Williams,4700,Chi@Cha 07:00PM ET,21.609,Cha,1,0,18.893,14.979,25.188,14.500,28.200,18.500,0.200,205.000,-4.500,-3.172,18.500
SG,Nick Young,4700,LAL@Orl 07:00PM ET,21.960,LAL,0,0,25.571,13.955,29.688,22.000,28.200,17.250,0.239,209.500,5.000,0.051,17.250
SG,Sean Kilpatrick,4700,Bkn@Cle 07:30PM ET,26.241,Bkn,0,0,20.036,18.125,20.250,28.000,28.200,28.750,0.435,225.500,16.500,9.511,28.750
PG,Shelvin Mack,4700,Tor@Uta 09:00PM ET,17.067,Uta,1,0,24.929,11.150,21.062,11.000,28.200,31.000,0.091,198.500,1.000,-7.827,31.000
PF,Dirk Nowitzki,4700,Dal@LAC 10:30PM ET,24.800,Dal,0,0,27.562,18.875,21.438,6.000,28.200,22.500,0.357,194.500,4.500,-22.359,22.500
SF/PF,Marcus Morris,4600,GS@Det 07:30PM ET,23.460,Det,1,0,21.857,16.706,13.750,10.250,27.600,16.250,0.302,214.500,8.000,1.632,16.250
PF,Terrence Jones,4600,Mia@NO 08:00PM ET,23.492,NO,1,0,23.429,14.967,27.375,7.000,27.600,28.500,0.350,205.500,-4.500,-14.242,0.000
PF/C,Enes Kanter,4500,OKC@Bos 07:30PM ET,23.552,OKC,0,0,27.036,16.444,26.812,22.000,27.000,30.000,0.382,211.500,5.500,-0.516,30.000
SF,Thabo Sefolosha,4500,Atl@Den 09:00PM ET,20.990,Atl,0,0,24.964,15.196,22.375,16.000,27.000,32.500,0.244,217.000,5.500,3.423,32.500
PF/C,Montrezl Harrell,4500,Hou@Mem 08:00PM ET,14.000,Hou,0,0,17.321,6.708,20.250,2.500,27.000,27.500,0.122,205.500,-3.500,-16.814,27.500
C,Bismack Biyombo,4500,LAL@Orl 07:00PM ET,21.492,Orl,1,0,23.321,15.897,26.500,30.000,27.000,26.750,0.248,209.500,-5.000,0.051,26.750
PG/SG,Brandon Knight,4500,Phi@Pho 09:00PM ET,21.681,Pho,1,0,22.679,16.319,22.062,13.750,27.000,15.750,0.247,212.500,-6.000,2.200,15.750
SG/SF,Bojan Bogdanovic,4400,Bkn@Cle 07:30PM ET,22.045,Bkn,0,0,19.000,15.750,13.938,27.500,26.400,3.000,0.273,225.500,16.500,-0.740,3.000
PF/C,Dwight Powell,4400,Dal@LAC 10:30PM ET,18.534,Dal,0,0,21.107,12.891,22.750,9.500,26.400,14.500,0.134,194.500,4.500,-9010.692,14.500
PF,James Johnson,4400,Mia@NO 08:00PM ET,22.904,Mia,0,0,26.214,14.981,28.375,26.500,26.400,29.500,0.367,205.500,4.500,-2.814,29.500
SF,Maurice Harkless,4400,SA@Por 10:00PM ET,24.292,Por,1,0,28.250,15.442,24.000,2.000,26.400,15.500,0.387,211.500,2.000,-9006.844,15.500
SG/SF,Joe Ingles,4300,Tor@Uta 09:00PM ET,14.067,Uta,1,0,24.357,7.237,21.000,5.250,25.800,30.000,0.159,198.500,1.000,-9007.827,30.000
PG,Patty Mills,4300,SA@Por 10:00PM ET,20.647,SA,0,0,20.750,14.906,23.250,13.500,25.800,39.250,0.288,211.500,-2.000,1.484,39.250
SG/SF,Andre Roberson,4200,OKC@Bos 07:30PM ET,19.293,OKC,0,0,16.357,12.077,21.625,13.500,25.200,19.750,0.226,211.500,5.500,-2.516,19.750
SG/SF,Kyle Korver,4200,Atl@Den 09:00PM ET,18.241,Atl,0,0,16.536,12.179,22.625,22.500,25.200,27.750,0.176,217.000,5.500,1.423,0.000
PG/SG,Iman Shumpert,4200,Bkn@Cle 07:30PM ET,15.865,Cle,1,0,17.179,10.875,17.125,30.000,25.200,12.250,0.075,225.500,-16.500,11.511,12.250
PG,J.J. Barea,4200,Dal@LAC 10:30PM ET,27.932,Dal,0,0,25.143,21.708,20.312,2.000,25.200,10.750,0.630,194.500,4.500,-9018.942,0.000
SF,P.J. Tucker,4200,Phi@Pho 09:00PM ET,17.336,Pho,1,0,23.821,8.911,23.625,19.500,25.200,34.000,0.248,212.500,-6.000,2.200,34.000
C,Greg Monroe,4100,Was@Mil 08:00PM ET,23.673,Mil,1,0,27.643,16.417,25.000,6.000,24.600,36.250,0.483,214.500,-3.000,-8996.368,36.250
C,John Henson,4100,Was@Mil 08:00PM ET,20.250,Mil,1,0,23.964,12.615,20.438,6.000,24.600,11.750,0.312,214.500,-3.000,-8996.368,11.750
SF/PF,Omri Casspi,4100,Sac@Min 08:00PM ET,14.859,Sac,0,0,16.750,7.167,21.812,6.500,24.600,17.250,0.102,206.500,5.000,-9002.098,0.000
SF,Michael Kidd-Gilchrist,4100,Chi@Cha 07:00PM ET,22.179,Cha,1,0,22.679,16.691,20.250,8.500,24.600,36.250,0.415,205.000,-4.500,-9003.172,36.250
SF,Brandon Ingram,4100,LAL@Orl 07:00PM ET,17.086,LAL,0,0,16.000,12.513,19.938,21.000,24.600,15.250,0.143,209.500,5.000,0.051,15.250
SG/SF,Marcus Smart,4000,OKC@Bos 07:30PM ET,23.750,Bos,1,0,20.250,18.518,19.812,9.000,24.000,19.750,0.478,211.500,-5.500,-8998.516,19.750
SG,Marco Belinelli,4000,Chi@Cha 07:00PM ET,19.621,Cha,1,0,15.464,13.033,16.688,12.500,24.000,0.000,0.273,205.000,-4.500,-9011.470,0.000
SG,J.R. Smith,4000,Bkn@Cle 07:30PM ET,17.321,Cle,1,0,17.750,11.300,19.688,30.000,24.000,8.250,0.196,225.500,-16.500,3.829,0.000
SF,Rondae Hollis-Jefferson,4000,Bkn@Cle 07:30PM ET,19.670,Bkn,0,0,22.000,13.150,23.750,27.000,24.000,14.250,0.320,225.500,16.500,7.511,14.250
PF/C,Channing Frye,4000,Bkn@Cle 07:30PM ET,17.000,Cle,1,0,13.714,11.854,18.000,29.500,24.000,22.500,0.195,225.500,-16.500,11.511,22.500
SF/PF,DeMarre Carroll,4000,Tor@Uta 09:00PM ET,19.446,Tor,0,0,20.536,13.804,13.625,1.000,24.000,10.000,0.273,198.500,-1.000,-9015.955,10.000
PF/C,Derrick Favors,4000,Tor@Uta 09:00PM ET,20.450,Uta,1,0,13.464,13.075,13.625,15.500,24.000,16.250,0.369,198.500,1.000,-7.827,16.250
SG,Seth Curry,4000,Dal@LAC 10:30PM ET,19.880,Dal,0,0,22.893,14.433,22.625,6.500,24.000,21.250,0.320,194.500,4.500,-9010.692,21.250
PF/C,Marreese Speights,4000,Dal@LAC 10:30PM ET,18.608,LAC,1,0,22.500,13.137,21.000,7.000,24.000,18.000,0.272,194.500,-4.500,-9010.692,18.000
C,Andrew Bogut,4000,Dal@LAC 10:30PM ET,22.188,Dal,0,0,21.250,17.562,23.062,13.000,24.000,9.500,0.375,194.500,4.500,-9016.351,0.000
SG/SF,Evan Turner,4000,SA@Por 10:00PM ET,20.629,Por,1,0,26.214,14.281,22.312,9.500,24.000,9.250,0.338,211.500,2.000,-9006.557,0.000
SF/PF,Dario Saric,4000,Phi@Pho 09:00PM ET,19.929,Phi,0,0,21.000,11.269,15.000,23.250,24.000,17.500,0.331,212.500,6.000,-1.800,17.500
