Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
1318,632615070,rex21023 (16/30),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632615071,rex21023 (17/30),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632615072,rex21023 (18/30),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632615073,rex21023 (19/30),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632615074,rex21023 (20/30),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632615075,rex21023 (21/30),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632615076,rex21023 (22/30),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632615077,rex21023 (23/30),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632615078,rex21023 (24/30),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632615079,rex21023 (25/30),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632615080,rex21023 (26/30),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632615081,rex21023 (27/30),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632615082,rex21023 (28/30),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632615083,rex21023 (29/30),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632615084,rex21023 (30/30),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632695835,raffysawicz (1/2),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632698428,raffysawicz (2/2),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632722648,Jrake (1/15),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632722649,Jrake (2/15),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632722650,Jrake (3/15),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632722651,Jrake (4/15),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632722652,Jrake (5/15),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632722653,Jrake (6/15),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632722654,Jrake (7/15),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632722655,Jrake (8/15),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632722656,Jrake (9/15),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632722657,Jrake (10/15),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632722658,Jrake (11/15),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632722659,Jrake (12/15),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632722660,Jrake (13/15),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632722661,Jrake (14/15),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1318,632722662,Jrake (15/15),0,275.75,PG Michael Carter-Williams SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Carmelo Anthony G Jimmy Butler UTIL Kyle O'Quinn,,,
1373,632224610,priddle71,0,275.5,PG Raymond Felton SG Will Barton SF Danilo Gallinari PF David West C Nikola Jokic F Kevin Durant G Eric Bledsoe UTIL Klay Thompson,,,
1373,632448376,travyg,0,275.5,PG Brandon Jennings SG Nicolas Batum SF Jabari Parker PF Kevin Love C Greg Monroe F Jimmy Butler G Gary Harris UTIL Frank Kaminsky,,,
1373,632556335,Vikings51 (1/2),0,275.5,PG James Harden SG Malcolm Brogdon SF Will Barton PF Marreese Speights C Rudy Gobert F Montrezl Harrell G Michael Carter-Williams UTIL Nikola Vucevic,,,
1373,632562543,longhorns37 (1/6),0,275.5,PG James Harden SG Malcolm Brogdon SF Will Barton PF Marreese Speights C Rudy Gobert F Montrezl Harrell G Michael Carter-Williams UTIL Nikola Vucevic,,,
1373,632595815,JShmit85,0,275.5,PG James Harden SG Malcolm Brogdon SF Will Barton PF Marreese Speights C Rudy Gobert F Montrezl Harrell G Michael Carter-Williams UTIL Nikola Vucevic,,,
1373,632693694,sparkmsa,0,275.5,PG James Harden SG Malcolm Brogdon SF Will Barton PF Marreese Speights C Rudy Gobert F Montrezl Harrell G Michael Carter-Williams UTIL Nikola Vucevic,,,
1373,632749652,fruitloopdingus,0,275.5,PG Shelvin Mack SG Austin Rivers SF Jimmy Butler PF Frank Kaminsky C Kyle O'Quinn F Gordon Hayward G Russell Westbrook UTIL Rondae Hollis-Jefferson,,,
1380,632182834,RexGrossman (14/30),0,275.25,PG Emmanuel Mudiay SG Jimmy Butler SF LeBron James PF Montrezl Harrell C Kevin Love F Doug McDermott G Michael Carter-Williams UTIL Austin Rivers,,,
1380,632252583,MicahJ (1/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252584,MicahJ (2/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252585,MicahJ (3/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252586,MicahJ (4/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252587,MicahJ (5/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252588,MicahJ (6/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252589,MicahJ (7/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252590,MicahJ (8/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252591,MicahJ (9/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252592,MicahJ (10/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252593,MicahJ (11/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252594,MicahJ (12/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252595,MicahJ (13/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252596,MicahJ (14/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252597,MicahJ (15/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252598,MicahJ (16/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252599,MicahJ (17/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252600,MicahJ (18/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252601,MicahJ (19/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252602,MicahJ (20/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252603,MicahJ (21/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252604,MicahJ (22/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252605,MicahJ (23/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252606,MicahJ (24/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252607,MicahJ (25/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252608,MicahJ (26/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252609,MicahJ (27/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252610,MicahJ (28/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252611,MicahJ (29/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632252612,MicahJ (30/30),0,275.25,PG Jrue Holiday SG Bradley Beal SF Carmelo Anthony PF Kevin Love C Brook Lopez F Nikola Mirotic G Michael Carter-Williams UTIL Nikola Vucevic,,,
1380,632257846,Thebeav4,0,275.25,PG Giannis Antetokounmpo SG Victor Oladipo SF Trevor Ariza PF Jabari Parker C Joakim Noah F Serge Ibaka G Rodney Hood UTIL Trevor Booker,,,
1380,632713433,ajay2k,0,275.25,PG Giannis Antetokounmpo SG Jordan McRae SF LeBron James PF Frank Kaminsky C Montrezl Harrell F Jimmy Butler G Malcolm Brogdon UTIL Doug McDermott,,,
1413,632473172,NILKNARF (24/30),0,275,PG Michael Carter-Williams SG Iman Shumpert SF Jimmy Butler PF Nikola Mirotic C Alex Len F Frank Kaminsky G James Harden UTIL Kevin Durant,,,
1413,632553168,madoublet98 (16/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632553169,madoublet98 (17/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632553170,madoublet98 (18/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632553171,madoublet98 (19/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632553172,madoublet98 (20/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632553173,madoublet98 (21/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632553174,madoublet98 (22/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632553175,madoublet98 (23/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632553176,madoublet98 (24/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632553177,madoublet98 (25/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632553178,madoublet98 (26/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632553179,madoublet98 (27/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632553180,madoublet98 (28/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632553181,madoublet98 (29/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632553182,madoublet98 (30/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632632769,youdacao (1/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632632770,youdacao (2/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632632771,youdacao (3/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632632772,youdacao (4/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632632773,youdacao (5/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632632774,youdacao (6/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632632775,youdacao (7/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632632776,youdacao (8/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632632777,youdacao (9/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632632778,youdacao (10/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632632779,youdacao (11/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632632780,youdacao (12/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632632781,youdacao (13/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632632782,youdacao (14/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1413,632632783,youdacao (15/30),0,275,PG Michael Carter-Williams SG Jordan McRae SF Nikola Mirotic PF Frank Kaminsky C Kevin Love F Jimmy Butler G James Harden UTIL Austin Rivers,,,
1444,632535376,john4746 (2/3),0,274.5,PG Giannis Antetokounmpo SG Will Barton SF Nicolas Batum PF Markieff Morris C Steven Adams F Trevor Ariza G Victor Oladipo UTIL Austin Rivers,,,
1445,632182833,RexGrossman (13/30),0,274.25,PG Emmanuel Mudiay SG Jordan McRae SF LeBron James PF Frank Kaminsky C Kevin Love F Jimmy Butler G Michael Carter-Williams UTIL Marcin Gortat,,,
1445,632535418,john4746 (3/3),0,274.25,PG Raymond Felton SG Jamal Crawford SF Kevin Durant PF Draymond Green C Greg Monroe F Marreese Speights G Stephen Curry UTIL Nikola Vucevic,,,
1445,632741470,zanelane (27/30),0,274.25,PG Giannis Antetokounmpo SG E'Twaun Moore SF LeBron James PF Frank Kaminsky C Greg Monroe F Montrezl Harrell G Jrue Holiday UTIL Nikola Vucevic,,,
1448,632254294,skn1275,0,274,PG Derrick Rose SG Jimmy Butler SF Gordon Hayward PF Ryan Anderson C Draymond Green F Tyreke Evans G Austin Rivers UTIL Justin Holiday,,,
1448,632510101,moneyputt09 (2/3),0,274,PG Derrick Rose SG Jordan McRae SF Trevor Ariza PF Frank Kaminsky C Spencer Hawes F LeBron James G Jimmy Butler UTIL Kevin Love,,,
1450,632232045,CJMFD23 (1/2),0,273.75,PG Michael Carter-Williams SG Malcolm Brogdon SF Gordon Hayward PF Otto Porter C DeAndre Jordan F Will Barton G Jrue Holiday UTIL Draymond Green,,,
1451,632182837,RexGrossman (17/30),0,273.5,PG Emmanuel Mudiay SG Jimmy Butler SF LeBron James PF Kevin Love C Robin Lopez F Frank Kaminsky G Michael Carter-Williams UTIL Montrezl Harrell,,,
1451,632540049,glloyd95 (1/13),0,273.5,PG James Harden SG Malcolm Brogdon SF Jabari Parker PF Frank Kaminsky C Joakim Noah F Jimmy Butler G Emmanuel Mudiay UTIL Doug McDermott,,,
1451,632540230,glloyd95 (2/13),0,273.5,PG James Harden SG Malcolm Brogdon SF Jabari Parker PF Frank Kaminsky C Joakim Noah F Jimmy Butler G Emmanuel Mudiay UTIL Doug McDermott,,,
1451,632540256,glloyd95 (3/13),0,273.5,PG James Harden SG Malcolm Brogdon SF Jabari Parker PF Frank Kaminsky C Joakim Noah F Jimmy Butler G Emmanuel Mudiay UTIL Doug McDermott,,,
1451,632540407,glloyd95 (4/13),0,273.5,PG James Harden SG Malcolm Brogdon SF Jabari Parker PF Frank Kaminsky C Joakim Noah F Jimmy Butler G Emmanuel Mudiay UTIL Doug McDermott,,,
1451,632540435,glloyd95 (5/13),0,273.5,PG James Harden SG Malcolm Brogdon SF Jabari Parker PF Frank Kaminsky C Joakim Noah F Jimmy Butler G Emmanuel Mudiay UTIL Doug McDermott,,,
1451,632540459,glloyd95 (6/13),0,273.5,PG James Harden SG Malcolm Brogdon SF Jabari Parker PF Frank Kaminsky C Joakim Noah F Jimmy Butler G Emmanuel Mudiay UTIL Doug McDermott,,,
1451,632540570,glloyd95 (7/13),0,273.5,PG James Harden SG Malcolm Brogdon SF Jabari Parker PF Frank Kaminsky C Joakim Noah F Jimmy Butler G Emmanuel Mudiay UTIL Doug McDermott,,,
1451,632549350,glloyd95 (8/13),0,273.5,PG James Harden SG Malcolm Brogdon SF Jabari Parker PF Frank Kaminsky C Joakim Noah F Jimmy Butler G Emmanuel Mudiay UTIL Doug McDermott,,,
1451,632549411,glloyd95 (9/13),0,273.5,PG James Harden SG Malcolm Brogdon SF Jabari Parker PF Frank Kaminsky C Joakim Noah F Jimmy Butler G Emmanuel Mudiay UTIL Doug McDermott,,,
1451,632549446,glloyd95 (10/13),0,273.5,PG James Harden SG Malcolm Brogdon SF Jabari Parker PF Frank Kaminsky C Joakim Noah F Jimmy Butler G Emmanuel Mudiay UTIL Doug McDermott,,,
1451,632549540,glloyd95 (11/13),0,273.5,PG James Harden SG Malcolm Brogdon SF Jabari Parker PF Frank Kaminsky C Joakim Noah F Jimmy Butler G Emmanuel Mudiay UTIL Doug McDermott,,,
1451,632549573,glloyd95 (12/13),0,273.5,PG James Harden SG Malcolm Brogdon SF Jabari Parker PF Frank Kaminsky C Joakim Noah F Jimmy Butler G Emmanuel Mudiay UTIL Doug McDermott,,,
1451,632549686,glloyd95 (13/13),0,273.5,PG James Harden SG Malcolm Brogdon SF Jabari Parker PF Frank Kaminsky C Joakim Noah F Jimmy Butler G Emmanuel Mudiay UTIL Doug McDermott,,,
1451,632586833,bradfina12 (1/2),0,273.5,PG Emmanuel Mudiay SG Buddy Hield SF LeBron James PF Aaron Gordon C Tristan Thompson F Jimmy Butler G Dwyane Wade UTIL Klay Thompson,,,
1451,632596128,bradfina12 (2/2),0,273.5,PG Emmanuel Mudiay SG Buddy Hield SF LeBron James PF Aaron Gordon C Tristan Thompson F Jimmy Butler G Dwyane Wade UTIL Klay Thompson,,,
1451,632713866,alakazamakazoo,0,273.5,PG Jrue Holiday SG Jordan McRae SF LeBron James PF Frank Kaminsky C Rudy Gobert F Jabari Parker G Raymond Felton UTIL Nikola Jokic,,,
1468,632182847,RexGrossman (27/30),0,273.25,PG Emmanuel Mudiay SG Jordan McRae SF LeBron James PF Montrezl Harrell C Kevin Love F Jimmy Butler G Michael Carter-Williams UTIL Austin Rivers,,,
1468,632211417,Josh_reb (1/2),0,273.25,PG Shelvin Mack SG Malcolm Brogdon SF Gordon Hayward PF Jabari Parker C Marcin Gortat F Trevor Ariza G Klay Thompson UTIL Danilo Gallinari,,,
1468,632263209,rob33098,0,273.25,PG Giannis Antetokounmpo SG E'Twaun Moore SF Carmelo Anthony PF Draymond Green C Greg Monroe F Michael Kidd-Gilchrist G Jrue Holiday UTIL Brook Lopez,,,
1468,632694603,DSalsmanmo (11/30),0,273.25,PG Jrue Holiday SG Jordan McRae SF Michael Kidd-Gilchrist PF Kevin Love C Enes Kanter F Montrezl Harrell G Jimmy Butler UTIL Rudy Gobert,,,
1472,632261431,temporary (1/30),0,273,PG Malcolm Brogdon SG Jordan McRae SF LeBron James PF Frank Kaminsky C Serge Ibaka F Trevor Ariza G Derrick Rose UTIL Jimmy Butler,,,
1472,632261432,temporary (2/30),0,273,PG Malcolm Brogdon SG Jordan McRae SF LeBron James PF Frank Kaminsky C Serge Ibaka F Trevor Ariza G Derrick Rose UTIL Jimmy Butler,,,
