Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
2,615015449,and1jsheng (26/30),0,324.5,PG Jeff Teague SG Zach LaVine SF Dorian Finney-Smith PF Paul Millsap C Marcin Gortat F Andrew Wiggins G Deron Williams UTIL Nikola Jokic,,Jon Leuer,10.88%,23.25
2,615018552,and1jsheng (27/30),0,324.5,PG Jeff Teague SG Zach LaVine SF Dorian Finney-Smith PF Paul Millsap C Marcin Gortat F Andrew Wiggins G Deron Williams UTIL Nikola Jokic,,Dennis Schroder,10.79%,47.75
2,615018553,and1jsheng (28/30),0,324.5,PG Jeff Teague SG Zach LaVine SF Dorian Finney-Smith PF Paul Millsap C Marcin Gortat F Andrew Wiggins G Deron Williams UTIL Nikola Jokic,,Nikola Jokic,10.21%,59.75
2,615018559,and1jsheng (29/30),0,324.5,PG Jeff Teague SG Zach LaVine SF Dorian Finney-Smith PF Paul Millsap C Marcin Gortat F Andrew Wiggins G Deron Williams UTIL Nikola Jokic,,C.J. Miles,9.83%,13
2,615018560,and1jsheng (30/30),0,324.5,PG Jeff Teague SG Zach LaVine SF Dorian Finney-Smith PF Paul Millsap C Marcin Gortat F Andrew Wiggins G Deron Williams UTIL Nikola Jokic,,Devin Booker,7.95%,26.5
32,615247609,state309 (1/6),0,324,PG Russell Westbrook SG Gary Harris SF Kent Bazemore PF Thaddeus Young C Nikola Jokic F Markieff Morris G Ricky Rubio UTIL Deron Williams,,Andre Drummond,7.48%,16
32,615258683,state309 (3/6),0,324,PG Russell Westbrook SG Gary Harris SF Kent Bazemore PF Thaddeus Young C Nikola Jokic F Markieff Morris G Ricky Rubio UTIL Deron Williams,,Steven Adams,7.42%,24.75
32,615258696,state309 (5/6),0,324,PG Russell Westbrook SG Gary Harris SF Kent Bazemore PF Thaddeus Young C Nikola Jokic F Markieff Morris G Ricky Rubio UTIL Deron Williams,,Mike Muscala,7.40%,2.75
35,615073825,Tribe216 (1/3),0,323,PG Dennis Schroder SG Gary Harris SF Andrew Wiggins PF Paul Millsap C Nikola Jokic F Dorian Finney-Smith G Jeff Teague UTIL Bradley Beal,,Kenneth Faried,7.13%,2.75
35,615073920,Tribe216 (2/3),0,323,PG Dennis Schroder SG Gary Harris SF Andrew Wiggins PF Paul Millsap C Nikola Jokic F Dorian Finney-Smith G Jeff Teague UTIL Bradley Beal,,Harrison Barnes,6.00%,25
35,615083697,Tribe216 (3/3),0,323,PG Dennis Schroder SG Gary Harris SF Andrew Wiggins PF Paul Millsap C Nikola Jokic F Dorian Finney-Smith G Jeff Teague UTIL Bradley Beal,,Al Jefferson,5.77%,14.5
38,615301676,soldier261988 (1/4),0,322.5,PG Deron Williams SG Kent Bazemore SF Paul George PF Markieff Morris C Nikola Jokic F Paul Millsap G Ricky Rubio UTIL Jeff Teague,,Tobias Harris,5.54%,16
38,615322991,Scuba3321 (4/30),0,322.5,PG Jeff Teague SG Andre Roberson SF Paul George PF Thaddeus Young C Marcin Gortat F Karl-Anthony Towns G Ricky Rubio UTIL Rajon Rondo,,Marcus Morris,5.42%,7.75
38,615323002,Scuba3321 (10/30),0,322.5,PG Jeff Teague SG Andre Roberson SF Paul George PF Thaddeus Young C Marcin Gortat F Karl-Anthony Towns G Ricky Rubio UTIL Rajon Rondo,,Wesley Matthews,5.28%,18.5
38,615323013,Scuba3321 (16/30),0,322.5,PG Jeff Teague SG Andre Roberson SF Paul George PF Thaddeus Young C Marcin Gortat F Karl-Anthony Towns G Ricky Rubio UTIL Rajon Rondo,,Dwyane Wade,4.84%,27
38,615323024,Scuba3321 (22/30),0,322.5,PG Jeff Teague SG Andre Roberson SF Paul George PF Thaddeus Young C Marcin Gortat F Karl-Anthony Towns G Ricky Rubio UTIL Rajon Rondo,,Jimmy Butler,4.64%,36.25
38,615332085,Scuba3321 (28/30),0,322.5,PG Jeff Teague SG Andre Roberson SF Paul George PF Thaddeus Young C Marcin Gortat F Karl-Anthony Towns G Ricky Rubio UTIL Rajon Rondo,,Andre Roberson,3.89%,23.75
38,615440444,soldier261988 (2/4),0,322.5,PG Deron Williams SG Kent Bazemore SF Paul George PF Markieff Morris C Nikola Jokic F Paul Millsap G Ricky Rubio UTIL Jeff Teague,,Dwight Powell,3.68%,30.25
38,615440445,soldier261988 (3/4),0,322.5,PG Deron Williams SG Kent Bazemore SF Paul George PF Markieff Morris C Nikola Jokic F Paul Millsap G Ricky Rubio UTIL Jeff Teague,,Brandon Knight,3.10%,28
38,615440446,soldier261988 (4/4),0,322.5,PG Deron Williams SG Kent Bazemore SF Paul George PF Markieff Morris C Nikola Jokic F Paul Millsap G Ricky Rubio UTIL Jeff Teague,,Dwight Howard,3.05%,0
47,614985651,rmq0211 (2/2),0,322.25,PG Jeff Teague SG Gary Harris SF Jimmy Butler PF Jon Leuer C Myles Turner F Gorgui Dieng G Dennis Schroder UTIL Nikola Jokic,,Jerami Grant,2.81%,19.75
48,615077323,Rigby (1/2),0,321.5,PG Russell Westbrook SG Seth Curry SF Dorian Finney-Smith PF Paul Millsap C Marcin Gortat F Thaddeus Young G Ricky Rubio UTIL Nikola Jokic,,Marquese Chriss,2.76%,15.5
48,615087193,Rigby (2/2),0,321.5,PG Russell Westbrook SG Seth Curry SF Dorian Finney-Smith PF Paul Millsap C Marcin Gortat F Thaddeus Young G Ricky Rubio UTIL Nikola Jokic,,Reggie Jackson,2.61%,15.75
50,614994720,Jazz12man (1/3),0,316.75,PG Russell Westbrook SG Brandon Knight SF Andrew Wiggins PF Gorgui Dieng C Marcin Gortat F Dwight Powell G Ricky Rubio UTIL Rajon Rondo,,Tim Hardaway Jr.,2.49%,12
51,615360432,bignumber55,0,316,PG Jeff Teague SG Bradley Beal SF Andrew Wiggins PF Paul Millsap C Myles Turner F Kent Bazemore G Dennis Schroder UTIL Brandon Knight,,Thabo Sefolosha,2.47%,26
52,615033919,SlowQueen (1/30),0,315,PG Ricky Rubio SG Gary Harris SF Paul George PF Thaddeus Young C Karl-Anthony Towns F Markieff Morris G Rajon Rondo UTIL Jeff Teague,,Wilson Chandler,2.44%,32.5
52,615033921,SlowQueen (3/30),0,315,PG Ricky Rubio SG Gary Harris SF Paul George PF Thaddeus Young C Karl-Anthony Towns F Markieff Morris G Rajon Rondo UTIL Jeff Teague,,Otto Porter,2.23%,36.75
52,615033923,SlowQueen (5/30),0,315,PG Ricky Rubio SG Gary Harris SF Paul George PF Thaddeus Young C Karl-Anthony Towns F Markieff Morris G Rajon Rondo UTIL Jeff Teague,,Tyson Chandler,2.20%,24
52,615033925,SlowQueen (7/30),0,315,PG Ricky Rubio SG Gary Harris SF Paul George PF Thaddeus Young C Karl-Anthony Towns F Markieff Morris G Rajon Rondo UTIL Jeff Teague,,Danilo Gallinari,1.89%,31
52,615033927,SlowQueen (9/30),0,315,PG Ricky Rubio SG Gary Harris SF Paul George PF Thaddeus Young C Karl-Anthony Towns F Markieff Morris G Rajon Rondo UTIL Jeff Teague,,Domantas Sabonis,1.80%,4
52,615033929,SlowQueen (11/30),0,315,PG Ricky Rubio SG Gary Harris SF Paul George PF Thaddeus Young C Karl-Anthony Towns F Markieff Morris G Rajon Rondo UTIL Jeff Teague,,P.J. Tucker,1.77%,20.5
52,615033931,SlowQueen (13/30),0,315,PG Ricky Rubio SG Gary Harris SF Paul George PF Thaddeus Young C Karl-Anthony Towns F Markieff Morris G Rajon Rondo UTIL Jeff Teague,,Kyle Korver,1.62%,20.5
52,615033933,SlowQueen (15/30),0,315,PG Ricky Rubio SG Gary Harris SF Paul George PF Thaddeus Young C Karl-Anthony Towns F Markieff Morris G Rajon Rondo UTIL Jeff Teague,,Anthony Morrow,1.57%,7.5
52,615033935,SlowQueen (17/30),0,315,PG Ricky Rubio SG Gary Harris SF Paul George PF Thaddeus Young C Karl-Anthony Towns F Markieff Morris G Rajon Rondo UTIL Jeff Teague,,Denzel Valentine,1.57%,8
52,615033937,SlowQueen (19/30),0,315,PG Ricky Rubio SG Gary Harris SF Paul George PF Thaddeus Young C Karl-Anthony Towns F Markieff Morris G Rajon Rondo UTIL Jeff Teague,,Taj Gibson,1.54%,24.5
52,615033939,SlowQueen (21/30),0,315,PG Ricky Rubio SG Gary Harris SF Paul George PF Thaddeus Young C Karl-Anthony Towns F Markieff Morris G Rajon Rondo UTIL Jeff Teague,,Emmanuel Mudiay,1.51%,36.25
52,615033941,SlowQueen (23/30),0,315,PG Ricky Rubio SG Gary Harris SF Paul George PF Thaddeus Young C Karl-Anthony Towns F Markieff Morris G Rajon Rondo UTIL Jeff Teague,,Enes Kanter,1.48%,19.75
52,615033943,SlowQueen (25/30),0,315,PG Ricky Rubio SG Gary Harris SF Paul George PF Thaddeus Young C Karl-Anthony Towns F Markieff Morris G Rajon Rondo UTIL Jeff Teague,,Will Barton,1.45%,18
52,615033945,SlowQueen (27/30),0,315,PG Ricky Rubio SG Gary Harris SF Paul George PF Thaddeus Young C Karl-Anthony Towns F Markieff Morris G Rajon Rondo UTIL Jeff Teague,,Alex Len,1.31%,10.75
52,615033947,SlowQueen (29/30),0,315,PG Ricky Rubio SG Gary Harris SF Paul George PF Thaddeus Young C Karl-Anthony Towns F Markieff Morris G Rajon Rondo UTIL Jeff Teague,,Nikola Mirotic,1.13%,25.5
52,615167386,chaddav71 (1/2),0,315,PG Emmanuel Mudiay SG Devin Booker SF Andrew Wiggins PF Dwight Powell C Myles Turner F Karl-Anthony Towns G Dwyane Wade UTIL Nikola Jokic,,T.J. Warren,0.81%,2.75
68,615233494,Mets23,0,314.75,PG Russell Westbrook SG Gary Harris SF Markieff Morris PF Karl-Anthony Towns C Nikola Jokic F Thaddeus Young G Brandon Knight UTIL Semaj Christon,,Doug McDermott,0.81%,20.25
68,615420081,jbombed (2/2),0,314.75,PG Jeff Teague SG Bradley Beal SF Kent Bazemore PF Paul George C Nikola Jokic F Markieff Morris G Dennis Schroder UTIL Gary Harris,,Jared Dudley,0.58%,15.75
70,615365956,ahschu (1/10),0,314,PG Ricky Rubio SG Gary Harris SF Paul George PF Karl-Anthony Towns C Nikola Jokic F Tobias Harris G Deron Williams UTIL Thaddeus Young,,Justin Anderson,0.44%,7.5
70,615365961,ahschu (2/10),0,314,PG Ricky Rubio SG Gary Harris SF Paul George PF Karl-Anthony Towns C Nikola Jokic F Tobias Harris G Deron Williams UTIL Thaddeus Young,,Devin Harris,0.44%,1.25
70,615365968,ahschu (3/10),0,314,PG Ricky Rubio SG Gary Harris SF Paul George PF Karl-Anthony Towns C Nikola Jokic F Tobias Harris G Deron Williams UTIL Thaddeus Young,,Jusuf Nurkic,0.41%,0
70,615365997,ahschu (4/10),0,314,PG Ricky Rubio SG Gary Harris SF Paul George PF Karl-Anthony Towns C Nikola Jokic F Tobias Harris G Deron Williams UTIL Thaddeus Young,,Nemanja Bjelica,0.41%,4.25
70,615366001,ahschu (5/10),0,314,PG Ricky Rubio SG Gary Harris SF Paul George PF Karl-Anthony Towns C Nikola Jokic F Tobias Harris G Deron Williams UTIL Thaddeus Young,,Bobby Portis,0.38%,2.25
70,615366005,ahschu (6/10),0,314,PG Ricky Rubio SG Gary Harris SF Paul George PF Karl-Anthony Towns C Nikola Jokic F Tobias Harris G Deron Williams UTIL Thaddeus Young,,Ish Smith,0.35%,17.75
70,615366009,ahschu (7/10),0,314,PG Ricky Rubio SG Gary Harris SF Paul George PF Karl-Anthony Towns C Nikola Jokic F Tobias Harris G Deron Williams UTIL Thaddeus Young,,Semaj Christon,0.32%,10.25
70,615374531,ahschu (8/10),0,314,PG Ricky Rubio SG Gary Harris SF Paul George PF Karl-Anthony Towns C Nikola Jokic F Tobias Harris G Deron Williams UTIL Thaddeus Young,,Leandro Barbosa,0.29%,18
70,615374559,ahschu (9/10),0,314,PG Ricky Rubio SG Gary Harris SF Paul George PF Karl-Anthony Towns C Nikola Jokic F Tobias Harris G Deron Williams UTIL Thaddeus Young,,Kelly Oubre Jr.,0.26%,17.25
70,615374786,ahschu (10/10),0,314,PG Ricky Rubio SG Gary Harris SF Paul George PF Karl-Anthony Towns C Nikola Jokic F Tobias Harris G Deron Williams UTIL Thaddeus Young,,Kris Dunn,0.20%,18.25
80,615328895,Orochi,0,311.75,PG Dennis Schroder SG Gary Harris SF Dorian Finney-Smith PF Paul Millsap C Karl-Anthony Towns F Andrew Wiggins G Ricky Rubio UTIL Marcin Gortat,,Aron Baynes,0.17%,7.25
81,615417653,OSUs_FINEST,0,311.25,PG Rajon Rondo SG Zach LaVine SF Andrew Wiggins PF Thaddeus Young C Marcin Gortat F Karl-Anthony Towns G Ricky Rubio UTIL Gorgui Dieng,,Nick Collison,0.17%,0
82,615180923,matt972 (1/3),0,311,PG Rajon Rondo SG Kent Bazemore SF Paul George PF Thaddeus Young C Karl-Anthony Towns F Paul Millsap G Ricky Rubio UTIL Markieff Morris,,Jameer Nelson,0.17%,8.25
82,615180942,matt972 (2/3),0,311,PG Rajon Rondo SG Kent Bazemore SF Paul George PF Thaddeus Young C Karl-Anthony Towns F Paul Millsap G Ricky Rubio UTIL Markieff Morris,,Shabazz Muhammad,0.15%,13
82,615180968,matt972 (3/3),0,311,PG Rajon Rondo SG Kent Bazemore SF Paul George PF Thaddeus Young C Karl-Anthony Towns F Paul Millsap G Ricky Rubio UTIL Markieff Morris,,Jordan Hill,0.15%,0
82,615273715,dr_jpop,0,311,PG Eric Bledsoe SG Bradley Beal SF Dorian Finney-Smith PF Jon Leuer C Nikola Jokic F Paul Millsap G Jeff Teague UTIL Dennis Schroder,,Jonathan Gibson,0.12%,4.75
86,614821928,Elguapo1 (1/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,Joffrey Lauvergne,0.09%,4.5
86,614822076,Elguapo1 (2/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,Stanley Johnson,0.09%,20.5
86,614822145,Elguapo1 (3/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,Dragan Bender,0.06%,0
86,614822334,Elguapo1 (4/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,Aaron Brooks,0.06%,5.75
86,614831623,Elguapo1 (5/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,Monta Ellis,0.06%,0
86,614831662,Elguapo1 (6/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,Victor Oladipo,0.06%,0
86,614831671,Elguapo1 (7/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,Kevin Seraphin,0.06%,0
86,614831728,Elguapo1 (8/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,Kris Humphries,0.03%,0
86,614831803,Elguapo1 (9/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,Alonzo Gee,0.03%,0
86,614831839,Elguapo1 (10/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,Marcus Thornton,0.03%,5
86,614831924,Elguapo1 (11/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,Malcolm Delaney,0.03%,2.75
86,614831958,Elguapo1 (12/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,Sheldon McClellan,0.03%,0
86,614831982,Elguapo1 (13/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,Beno Udrih,0.03%,5
86,614840147,Elguapo1 (14/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,Ryan Kelly,0.03%,0
86,614840225,Elguapo1 (15/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,Tyus Jones,0.03%,0
86,614840231,Elguapo1 (16/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,Isaiah Canaan,0.03%,3.25
86,614840246,Elguapo1 (17/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,Jerian Grant,0.03%,8.5
86,614840264,Elguapo1 (18/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,Darrell Arthur,0.03%,0
86,614840313,Elguapo1 (19/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,Trey Burke,0.03%,3
86,614840462,Elguapo1 (20/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,Darrun Hilliard,0.03%,13
86,614849283,Elguapo1 (21/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,Kyle Singler,0.03%,4.75
86,614849290,Elguapo1 (22/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,Jason Smith,0.03%,7.75
86,614849370,Elguapo1 (23/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,Cole Aldrich,0.03%,3.5
86,614849417,Elguapo1 (24/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,J.J. Barea,0.03%,23.25
86,614849449,Elguapo1 (25/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,,
86,614849557,Elguapo1 (26/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,,
86,614849567,Elguapo1 (27/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,,
86,614849596,Elguapo1 (28/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,,
86,614849612,Elguapo1 (29/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,,
86,614849638,Elguapo1 (30/30),0,310.5,PG Eric Bledsoe SG Zach LaVine SF Paul George PF Paul Millsap C Robin Lopez F Dorian Finney-Smith G Rajon Rondo UTIL Nikola Jokic,,,
86,615445385,taylormade7162,0,310.5,PG Jeff Teague SG Wesley Matthews SF Markieff Morris PF Karl-Anthony Towns C Nikola Jokic F Dwight Powell G Gary Harris UTIL Paul George,,,
117,615123681,SonnyG (2/2),0,310,PG John Wall SG Gary Harris SF Andrew Wiggins PF Markieff Morris C Myles Turner F Thaddeus Young G Deron Williams UTIL Nikola Jokic,,,
118,615169161,scout326 (1/30),0,309.25,PG Russell Westbrook SG Kent Bazemore SF Andrew Wiggins PF Thaddeus Young C Marcin Gortat F C.J. Miles G Rajon Rondo UTIL Ricky Rubio,,,
118,615169162,scout326 (2/30),0,309.25,PG Russell Westbrook SG Kent Bazemore SF Andrew Wiggins PF Thaddeus Young C Marcin Gortat F C.J. Miles G Rajon Rondo UTIL Ricky Rubio,,,
118,615169163,scout326 (3/30),0,309.25,PG Russell Westbrook SG Kent Bazemore SF Andrew Wiggins PF Thaddeus Young C Marcin Gortat F C.J. Miles G Rajon Rondo UTIL Ricky Rubio,,,
