DKFPS,3GAvg,TEAM_ABBREVIATION,HOME,OPP,PM,OU,Target,Position,Salary,DISPLAY_FIRST_LAST,Random Forest,Neural Network,AdaBoost
0.373066450627,-0.490199090746,DAL,True,MIL,0.980829987589,-0.759503382324,,PF/C,4100.0,Dirk Nowitzki,23.665208333333332,23.868541849883332,24.0
-1.05671719802,-1.31151943913,MIL,False,DAL,-0.976263436267,-0.759503382324,,PG/SG,3000.0,Jason Terry,24.255783730158733,21.98071958797218,25.45
-0.390052685985,-0.271180331178,UTA,False,ORL,0.65464775028,0.110433676654,,SG/SF,3600.0,Joe Johnson,22.588402777777777,22.85478146558574,24.0
0.519249153314,0.659649396987,SAC,False,POR,1.56795801475,-1.43612109486,,PF/C,4900.0,Zach Randolph,24.18973611111111,23.094402530179178,25.45
-0.0477969575525,-0.617960033827,GS,False,PHI,-1.10673633119,1.89863763122,,PF/C,3500.0,David West,24.951646825396825,15.795968116415334,25.45
-0.308037862225,-0.0521615716094,GS,False,PHI,-1.10673633119,1.89863763122,,C,3100.0,Zaza Pachulia,24.951646825396825,15.795968116415334,25.45
1.31968462913,1.15244160602,CHA,True,LAC,-0.584844751496,0.303753023093,,C,6800.0,Dwight Howard,25.988125000000004,23.79826171139628,24.0
-0.28881183529,-1.00124286307,GS,False,PHI,-1.10673633119,1.89863763122,,PG/SG,3500.0,Shaun Livingston,24.951646825396825,15.795968116415334,25.45
-0.0518530813784,0.0390962448774,DAL,True,MIL,0.980829987589,-0.759503382324,,PG/SG,3500.0,Devin Harris,23.665208333333332,23.868541849883332,24.0
-0.000178063835959,0.130354061364,GS,False,PHI,-1.10673633119,1.89863763122,,SG/SF,3600.0,Andre Iguodala,24.951646825396825,15.795968116415334,25.45
0.696826254414,0.312869694338,HOU,False,MEM,-1.04149988373,0.352082859703,,SG/SF,5100.0,Trevor Ariza,23.58423611111111,22.241737367091197,25.45
0.160768929577,0.258115004446,CHA,True,LAC,-0.584844751496,0.303753023093,,SF/PF,3800.0,Marvin Williams,25.988125000000004,23.79826171139628,24.0
1.62535412065,1.9555103911,HOU,False,MEM,-1.04149988373,0.352082859703,,PG/SG,7500.0,Chris Paul,23.58423611111111,22.241737367091197,25.45
0.00290459027176,0.203360314554,ATL,True,BOS,0.850357092665,-0.759503382324,,SF/PF,3900.0,Ersan Ilyasova,23.58423611111111,23.30283964323086,24.0
0.943032970648,0.513636890609,LAC,False,CHA,0.589411302818,0.303753023093,,PG/SG,6800.0,Lou Williams,23.58423611111111,23.55857084330746,24.0
