Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,dvp,value,LastGame,fvalue,O/U,odds
PG/SG,James Harden,11900,Pho@Hou 08:00PM ET,59.016,Hou,1,0,59.000,52.250,55.312,20.250,71.400,55.250,0.082,230.000,-13.000
PF/C,Anthony Davis,11100,Dal@NO 08:00PM ET,55.617,NO,1,0,58.857,40.625,61.250,7.000,66.600,56.500,0.267,199.500,-4.500
PF/C,DeMarcus Cousins,10900,Phi@Sac 10:30PM ET,52.914,Sac,1,0,59.786,39.125,59.250,16.000,65.400,54.750,0.188,205.500,-8.500
PG,Giannis Antetokounmpo,10300,Mil@Was 07:00PM ET,51.134,Mil,0,0,51.750,41.354,54.250,5.000,61.800,50.000,0.160,213.000,3.500
SF,LeBron James,9700,Cle@Det 07:30PM ET,51.856,Cle,0,0,53.179,42.786,54.188,4.500,58.200,60.250,0.311,204.500,5.500
PG,Chris Paul,9400,Den@LAC 10:30PM ET,44.017,LAC,1,0,47.679,36.309,40.938,29.000,56.400,39.500,0.129,208.500,4.500
PG,John Wall,8800,Mil@Was 07:00PM ET,48.435,Was,1,0,53.750,41.096,45.625,4.000,52.800,52.250,0.327,213.000,-3.500
PG,Damian Lillard,8500,Tor@Por 10:00PM ET,44.352,Por,1,0,42.929,34.188,40.000,11.000,51.000,40.250,0.300,215.500,8.000
PF/C,Karl-Anthony Towns,8400,Atl@Min 08:00PM ET,44.543,Min,1,0,49.036,37.434,44.375,11.250,50.400,50.250,0.307,208.500,2.000
PG,Kyle Lowry,8300,Tor@Por 10:00PM ET,42.466,Tor,0,0,42.643,35.500,45.812,13.500,49.800,45.500,0.183,215.500,-8.000
PF/C,Kevin Love,8200,Cle@Det 07:30PM ET,42.270,Cle,0,0,41.357,34.483,43.250,8.250,49.200,42.500,0.245,204.500,5.500
PF/C,Paul Millsap,8200,Atl@Min 08:00PM ET,38.537,Atl,0,0,35.786,25.917,37.500,11.750,49.200,14.250,0.176,208.500,-2.000
SG/SF,Jimmy Butler,8200,Ind@Chi 08:00PM ET,42.759,Chi,1,0,39.679,33.912,36.312,20.500,49.200,33.250,0.262,206.000,-2.000
PG,Kemba Walker,8100,Cha@Bkn 07:30PM ET,39.336,Cha,0,0,33.357,33.167,41.000,30.000,48.600,30.750,0.162,217.500,-6.500
SG,DeMar DeRozan,8000,Tor@Por 10:00PM ET,41.707,Tor,0,0,41.893,34.021,38.500,10.000,48.000,49.000,0.236,215.500,-8.000
PG,Eric Bledsoe,7900,Pho@Hou 08:00PM ET,37.800,Pho,0,0,39.286,29.074,39.812,13.500,47.400,41.500,0.214,230.000,13.000
