Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,dvp,value,LastGame,fvalue,O/U,odds
PF/C,Blake Griffin,7900,Den@LAC 10:30PM ET,41.942,LAC,1,0,45.679,35.625,41.750,13.500,47.400,46.250,0.259,208.500,4.500
SG/SF,Nicolas Batum,7800,Cha@Bkn 07:30PM ET,35.595,Cha,0,0,36.893,27.167,43.125,30.000,46.800,44.250,0.150,217.500,-6.500
SF/PF,Paul George,7700,Ind@Chi 08:00PM ET,39.260,Ind,0,0,36.679,33.464,34.500,11.500,46.200,30.250,0.163,206.000,2.000
PG,Kyrie Irving,7600,Cle@Det 07:30PM ET,38.481,Cle,0,0,38.964,32.383,51.625,24.000,45.600,35.750,0.263,204.500,5.500
PG,Jeff Teague,7600,Ind@Chi 08:00PM ET,36.073,Ind,0,0,35.750,25.828,40.562,10.000,45.600,15.000,0.187,206.000,2.000
PF/C,Joel Embiid,7500,Phi@Sac 10:30PM ET,35.613,Phi,0,0,35.200,27.389,40.562,16.000,45.000,41.000,0.159,205.500,8.500
PG,Dennis Schroder,7400,Atl@Min 08:00PM ET,32.183,Atl,0,0,38.250,23.906,35.375,19.000,44.400,17.500,0.110,208.500,-2.000
C,DeAndre Jordan,7300,Den@LAC 10:30PM ET,33.387,LAC,1,0,32.821,28.079,30.438,18.500,43.800,34.750,0.100,208.500,4.500
C,Marc Gasol,7200,Mem@Orl 07:00PM ET,38.958,Mem,0,0,45.679,29.483,39.688,18.500,43.200,24.000,0.336,193.000,-3.000
C,Dwight Howard,7000,Atl@Min 08:00PM ET,36.913,Atl,0,0,38.286,24.200,44.500,15.000,42.000,44.000,0.345,208.500,-2.000
C,Andre Drummond,6900,Cle@Det 07:30PM ET,37.581,Det,1,0,38.357,28.941,33.188,7.000,41.400,43.250,0.378,204.500,-5.500
SF/PF,Jabari Parker,6900,Mil@Was 07:00PM ET,33.250,Mil,0,0,26.821,25.484,37.750,20.750,41.400,27.500,0.201,213.000,3.500
PG/SG,C.J. McCollum,6800,Tor@Por 10:00PM ET,35.172,Por,1,0,34.893,28.000,36.062,6.500,40.800,44.750,0.314,215.500,8.000
SG,Devin Booker,6700,Pho@Hou 08:00PM ET,29.466,Pho,0,0,28.071,22.583,35.750,26.000,40.200,26.500,0.151,230.000,13.000
SF,Andrew Wiggins,6600,Atl@Min 08:00PM ET,32.034,Min,1,0,27.857,20.917,29.000,24.000,39.600,33.000,0.263,208.500,2.000
SG,Zach LaVine,6500,Atl@Min 08:00PM ET,32.634,Min,1,0,36.000,25.172,34.625,25.000,39.000,29.750,0.254,208.500,2.000
PG,Jrue Holiday,6500,Dal@NO 08:00PM ET,32.265,NO,1,0,36.036,26.250,35.688,1.000,39.000,28.750,0.196,199.500,-4.500
C,Brook Lopez,6400,Cha@Bkn 07:30PM ET,35.606,Bkn,1,0,40.571,28.067,41.062,25.000,38.400,40.250,0.407,217.500,6.500
SG,Dwyane Wade,6400,Ind@Chi 08:00PM ET,33.398,Chi,1,0,33.000,25.635,34.125,27.000,38.400,39.250,0.313,206.000,-2.000
C,Myles Turner,6400,Ind@Chi 08:00PM ET,32.108,Ind,0,0,32.964,24.125,33.688,10.000,38.400,30.500,0.258,206.000,2.000
PG,Mike Conley,6400,Mem@Orl 07:00PM ET,35.114,Mem,0,0,37.857,26.750,32.438,13.500,38.400,24.000,0.366,193.000,-3.000
SG,Bradley Beal,6300,Mil@Was 07:00PM ET,33.962,Was,1,0,37.464,25.596,30.625,16.000,37.800,38.500,0.362,213.000,-3.500
PF/C,Serge Ibaka,6300,Mem@Orl 07:00PM ET,30.508,Orl,1,0,31.643,22.319,40.000,2.500,37.800,28.500,0.251,193.000,3.000
C,Nikola Vucevic,6300,Mem@Orl 07:00PM ET,33.448,Orl,1,0,36.786,25.236,32.812,1.000,37.800,27.750,0.348,193.000,3.000
SF,Rudy Gay,6200,Phi@Sac 10:30PM ET,34.804,Sac,1,0,29.000,26.542,28.125,19.500,37.200,31.750,0.405,205.500,-8.500
SF/PF,Harrison Barnes,6200,Dal@NO 08:00PM ET,31.400,Dal,0,0,31.000,23.804,30.500,24.250,37.200,24.750,0.240,199.500,4.500
SF/PF,Wilson Chandler,6100,Den@LAC 10:30PM ET,30.787,Den,0,0,23.179,19.982,25.812,11.750,36.600,9.000,0.302,208.500,-4.500
PG,Ricky Rubio,6000,Atl@Min 08:00PM ET,25.708,Min,1,0,28.036,19.767,30.000,22.500,36.000,21.750,0.107,208.500,2.000
PG,Rajon Rondo,6000,Ind@Chi 08:00PM ET,29.800,Chi,1,0,33.143,20.667,24.625,16.500,36.000,19.750,0.274,206.000,-2.000
PG,Elfrid Payton,6000,Mem@Orl 07:00PM ET,27.961,Orl,1,0,27.679,20.940,36.438,8.000,36.000,33.500,0.258,193.000,3.000
SG/SF,Evan Fournier,6000,Mem@Orl 07:00PM ET,28.742,Orl,1,0,32.821,21.000,31.562,6.250,36.000,34.750,0.215,193.000,3.000
C,Nikola Jokic,6000,Den@LAC 10:30PM ET,27.991,Den,0,0,36.929,20.147,40.250,13.000,36.000,50.000,0.305,208.500,-4.500
PG,Jeremy Lin,5900,Cha@Bkn 07:30PM ET,30.477,Bkn,1,0,33.250,25.472,29.125,18.000,35.400,26.500,0.286,217.500,6.500
SG,Eric Gordon,5900,Pho@Hou 08:00PM ET,28.508,Hou,1,0,29.857,22.750,29.750,15.000,35.400,28.250,0.202,230.000,-13.000
PF,Thaddeus Young,5800,Ind@Chi 08:00PM ET,25.371,Ind,0,0,22.107,19.462,33.750,14.500,34.800,25.000,0.166,206.000,2.000
C,Marcin Gortat,5800,Mil@Was 07:00PM ET,31.586,Was,1,0,28.607,25.882,29.125,14.000,34.800,25.500,0.334,213.000,-3.500
PG,Patrick Beverley,5800,Pho@Hou 08:00PM ET,27.475,Hou,1,0,31.750,21.325,30.625,25.500,34.800,29.250,0.194,230.000,-13.000
PG,Deron Williams,5800,Dal@NO 08:00PM ET,27.852,Dal,0,0,33.536,18.438,37.312,27.500,34.800,42.500,0.260,199.500,4.500
PF/C,Gorgui Dieng,5700,Atl@Min 08:00PM ET,27.319,Min,1,0,26.500,19.967,26.500,11.250,34.200,32.250,0.212,208.500,2.000
PF,Trevor Booker,5700,Cha@Bkn 07:30PM ET,28.509,Bkn,1,0,31.464,19.786,19.750,13.000,34.200,23.500,0.276,217.500,6.500
SF,Robert Covington,5700,Phi@Sac 10:30PM ET,23.875,Phi,0,0,22.250,15.827,25.438,12.000,34.200,20.500,0.159,205.500,8.500
SF,Danilo Gallinari,5600,Den@LAC 10:30PM ET,28.009,Den,0,0,29.321,22.643,35.812,17.500,33.600,45.750,0.257,208.500,-4.500
SG/SF,Will Barton,5500,Den@LAC 10:30PM ET,26.306,Den,0,0,30.607,18.250,31.062,12.000,33.000,43.500,0.292,208.500,-4.500
SG,Wesley Matthews,5500,Dal@NO 08:00PM ET,26.862,Dal,0,0,27.429,19.107,27.750,18.500,33.000,26.000,0.236,199.500,4.500
C,Mason Plumlee,5500,Tor@Por 10:00PM ET,29.547,Por,1,0,30.714,22.868,35.500,9.000,33.000,38.750,0.380,215.500,8.000
PG,Reggie Jackson,5400,Cle@Det 07:30PM ET,25.045,Det,1,0,27.321,21.125,24.500,20.000,32.400,23.250,0.153,204.500,-5.500
SF,T.J. Warren,5400,Pho@Hou 08:00PM ET,26.162,Pho,0,0,13.357,13.250,20.188,25.000,32.400,17.500,0.311,230.000,13.000
PF,Ryan Anderson,5400,Pho@Hou 08:00PM ET,24.621,Hou,1,0,21.464,17.947,28.062,20.500,32.400,23.750,0.209,230.000,-13.000
SG,Kentavious Caldwell-Pope,5300,Cle@Det 07:30PM ET,26.379,Det,1,0,30.000,16.617,24.250,28.000,31.800,35.750,0.321,204.500,-5.500
SF/PF,Tobias Harris,5300,Cle@Det 07:30PM ET,27.156,Det,1,0,28.321,19.853,27.938,20.750,31.800,35.500,0.317,204.500,-5.500
SF/PF,Otto Porter,5300,Mil@Was 07:00PM ET,29.259,Was,1,0,26.821,21.559,32.688,23.750,31.800,54.750,0.449,213.000,-3.500
SF,Trevor Ariza,5300,Pho@Hou 08:00PM ET,27.274,Hou,1,0,30.607,21.141,27.438,26.000,31.800,36.500,0.295,230.000,-13.000
PF,Ersan Ilyasova,5300,Phi@Sac 10:30PM ET,25.328,Phi,0,0,31.893,18.882,26.812,24.000,31.800,30.000,0.264,205.500,8.500
C,Jonas Valanciunas,5300,Tor@Por 10:00PM ET,27.917,Tor,0,0,30.214,21.633,32.188,28.000,31.800,35.250,0.342,215.500,-8.000
SG/SF,Kent Bazemore,5200,Atl@Min 08:00PM ET,22.455,Atl,0,0,21.786,12.827,20.688,6.250,31.200,10.000,0.182,208.500,-2.000
PF/C,Zach Randolph,5200,Mem@Orl 07:00PM ET,26.220,Mem,0,0,26.107,21.295,24.062,15.000,31.200,28.250,0.224,193.000,-3.000
PG,Sergio Rodriguez,5200,Phi@Sac 10:30PM ET,24.286,Phi,0,0,23.679,16.554,27.812,21.000,31.200,36.250,0.248,205.500,8.500
SG,J.J. Redick,5200,Den@LAC 10:30PM ET,21.142,LAC,1,0,19.929,14.650,26.500,29.000,31.200,32.500,0.132,208.500,4.500
SG,Gary Harris,5100,Den@LAC 10:30PM ET,23.175,Den,0,0,16.400,12.938,21.875,6.500,30.600,17.000,0.209,208.500,-4.500
PF,Jon Leuer,5000,Cle@Det 07:30PM ET,23.315,Det,1,0,22.179,17.767,24.625,14.500,30.000,25.750,0.174,204.500,-5.500
C,Cody Zeller,5000,Cha@Bkn 07:30PM ET,23.861,Cha,0,0,26.571,19.203,30.500,29.000,30.000,31.250,0.210,217.500,-6.500
C,Tyson Chandler,5000,Pho@Hou 08:00PM ET,24.955,Pho,0,0,18.786,17.346,20.250,23.000,30.000,15.500,0.282,230.000,13.000
C,Jahlil Okafor,5000,Phi@Sac 10:30PM ET,21.390,Phi,0,0,18.750,12.425,17.438,8.000,30.000,12.000,0.138,205.500,8.500
PG,Emmanuel Mudiay,5000,Den@LAC 10:30PM ET,25.138,Den,0,0,13.857,13.589,21.500,2.000,30.000,14.500,0.334,208.500,-4.500
C,Tristan Thompson,4900,Cle@Det 07:30PM ET,24.786,Cle,0,0,26.357,17.828,27.125,5.000,29.400,22.500,0.289,204.500,5.500
PF/C,Taj Gibson,4900,Ind@Chi 08:00PM ET,26.526,Chi,1,0,21.750,20.015,23.188,22.000,29.400,13.500,0.331,206.000,-2.000
SF/PF,Markieff Morris,4900,Mil@Was 07:00PM ET,25.750,Was,1,0,29.071,19.250,22.250,23.750,29.400,28.500,0.364,213.000,-3.500
C,Clint Capela,4900,Pho@Hou 08:00PM ET,26.804,Hou,1,0,26.679,20.607,20.062,24.000,29.400,14.500,0.362,230.000,-13.000
PF,Marvin Williams,4800,Cha@Bkn 07:30PM ET,21.479,Cha,0,0,20.607,15.442,24.312,30.000,28.800,21.000,0.174,217.500,-6.500
PF/C,Kenneth Faried,4800,Den@LAC 10:30PM ET,24.026,Den,0,0,18.643,13.982,18.625,9.500,28.800,26.000,0.344,208.500,-4.500
SG,Tony Allen,4700,Mem@Orl 07:00PM ET,22.230,Mem,0,0,21.321,15.019,18.625,22.000,28.200,14.500,0.234,193.000,-3.000
SF/PF,Aaron Gordon,4700,Mem@Orl 07:00PM ET,20.648,Orl,1,0,26.250,15.014,22.625,5.000,28.200,40.000,0.219,193.000,3.000
PF,Dirk Nowitzki,4700,Dal@NO 08:00PM ET,24.417,Dal,0,0,25.950,19.000,22.000,26.500,28.200,19.500,0.321,199.500,4.500
SF,Thabo Sefolosha,4600,Atl@Min 08:00PM ET,21.417,Atl,0,0,25.321,15.196,26.312,4.500,27.600,26.250,0.225,208.500,-2.000
SG,Sean Kilpatrick,4600,Cha@Bkn 07:30PM ET,26.328,Bkn,1,0,36.107,18.125,24.938,20.000,27.600,36.250,0.467,217.500,6.500
PF,JaMychal Green,4600,Mem@Orl 07:00PM ET,23.305,Mem,0,0,25.821,15.812,20.625,11.500,27.600,17.000,0.304,193.000,-3.000
PF/C,Montrezl Harrell,4600,Pho@Hou 08:00PM ET,14.614,Hou,1,0,16.214,6.708,24.812,22.250,27.600,22.250,0.115,230.000,-13.000
PG,Darren Collison,4600,Phi@Sac 10:30PM ET,22.886,Sac,1,0,24.536,16.925,14.562,9.000,27.600,17.750,0.218,205.500,-8.500
PF,Terrence Jones,4600,Dal@NO 08:00PM ET,23.492,NO,1,0,22.679,14.672,22.688,3.000,27.600,10.250,0.337,199.500,-4.500
SF,Maurice Harkless,4600,Tor@Por 10:00PM ET,24.008,Por,1,0,26.464,16.036,22.812,8.500,27.600,23.750,0.330,215.500,8.000
SF/PF,Marcus Morris,4500,Cle@Det 07:30PM ET,23.234,Det,1,0,23.250,16.706,17.812,20.750,27.000,30.000,0.335,204.500,-5.500
C,Robin Lopez,4500,Ind@Chi 08:00PM ET,23.733,Chi,1,0,21.857,17.891,20.062,16.000,27.000,27.500,0.312,206.000,-2.000
C,Greg Monroe,4500,Mil@Was 07:00PM ET,24.139,Mil,0,0,21.571,16.417,22.812,6.000,27.000,24.750,0.394,213.000,3.500
PG/SG,Brandon Knight,4500,Pho@Hou 08:00PM ET,21.483,Pho,0,0,22.821,16.319,26.312,19.750,27.000,29.250,0.257,230.000,13.000
C,Bismack Biyombo,4400,Mem@Orl 07:00PM ET,21.661,Orl,1,0,24.179,15.897,24.750,1.000,26.400,23.500,0.272,193.000,3.000
PG,Austin Rivers,4400,Den@LAC 10:30PM ET,16.533,LAC,1,0,21.071,10.000,20.188,29.000,26.400,30.750,0.144,208.500,4.500
SG,Jamal Crawford,4400,Den@LAC 10:30PM ET,18.790,LAC,1,0,26.250,13.566,30.250,29.000,26.400,41.500,0.223,208.500,4.500
SG/SF,Tyreke Evans,4400,Dal@NO 08:00PM ET,15.813,NO,1,0,12.688,9.333,13.375,3.500,26.400,3.500,0.074,199.500,-4.500
SF,Michael Kidd-Gilchrist,4300,Cha@Bkn 07:30PM ET,22.664,Cha,0,0,19.536,16.691,24.875,30.000,25.800,33.000,0.379,217.500,-6.500
SF,P.J. Tucker,4300,Pho@Hou 08:00PM ET,17.892,Pho,0,0,14.964,8.783,21.625,25.000,25.800,7.000,0.222,230.000,13.000
PF/C,Marreese Speights,4300,Den@LAC 10:30PM ET,18.589,LAC,1,0,23.250,13.274,23.000,13.500,25.800,16.000,0.209,208.500,4.500
PG,Tim Frazier,4300,Dal@NO 08:00PM ET,27.960,NO,1,0,20.036,18.092,14.500,1.000,25.800,5.750,0.542,199.500,-4.500
SG/SF,Kyle Korver,4200,Atl@Min 08:00PM ET,18.241,Atl,0,0,15.714,12.183,19.000,6.250,25.200,12.250,0.167,208.500,-2.000
SG/SF,Bojan Bogdanovic,4200,Cha@Bkn 07:30PM ET,21.388,Bkn,1,0,25.357,16.088,16.188,21.500,25.200,36.000,0.349,217.500,6.500
PG,J.J. Barea,4200,Dal@NO 08:00PM ET,27.932,Dal,0,0,25.143,21.708,20.312,27.500,25.200,10.750,0.630,199.500,4.500
SF/PF,DeMarre Carroll,4200,Tor@Por 10:00PM ET,19.052,Tor,0,0,19.571,13.214,14.375,24.250,25.200,10.500,0.215,215.500,-8.000
SF,C.J. Miles,4100,Ind@Chi 08:00PM ET,19.820,Ind,0,0,16.714,12.692,16.812,8.500,24.600,6.500,0.268,206.000,2.000
PG/SG,Iman Shumpert,4000,Cle@Det 07:30PM ET,15.731,Cle,0,0,14.857,11.217,19.375,14.500,24.000,19.750,0.105,204.500,5.500
SG,J.R. Smith,4000,Cle@Det 07:30PM ET,17.321,Cle,0,0,13.429,11.300,19.688,5.000,24.000,8.250,0.196,204.500,5.500
PF/C,Mike Muscala,4000,Atl@Min 08:00PM ET,17.858,Atl,0,0,15.714,11.192,15.125,11.750,24.000,12.000,0.185,208.500,-2.000
SG,Marco Belinelli,4000,Cha@Bkn 07:30PM ET,18.967,Cha,0,0,20.750,13.033,16.688,30.000,24.000,0.000,0.273,217.500,-6.500
SF,Rondae Hollis-Jefferson,4000,Cha@Bkn 07:30PM ET,19.462,Bkn,1,0,17.750,13.150,25.062,23.000,24.000,22.500,0.321,217.500,6.500
PF,Frank Kaminsky,4000,Cha@Bkn 07:30PM ET,21.732,Cha,0,0,17.286,15.766,19.688,30.000,24.000,18.750,0.389,217.500,-6.500
SG,Monta Ellis,4000,Ind@Chi 08:00PM ET,21.781,Ind,0,0,18.857,13.688,12.312,12.500,24.000,17.500,0.414,206.000,2.000
C,John Henson,4000,Mil@Was 07:00PM ET,19.923,Mil,0,0,23.000,12.625,18.500,6.000,24.000,12.750,0.323,213.000,3.500
PG,Ty Lawson,4000,Phi@Sac 10:30PM ET,20.250,Sac,1,0,23.143,12.589,28.875,9.000,24.000,25.500,0.339,205.500,-8.500
SF/PF,Omri Casspi,4000,Phi@Sac 10:30PM ET,14.859,Sac,1,0,15.450,7.607,20.062,12.250,24.000,10.250,0.104,205.500,-8.500
SG,Seth Curry,4000,Dal@NO 08:00PM ET,19.933,Dal,0,0,22.071,14.433,22.250,18.500,24.000,28.250,0.333,199.500,4.500
PF/C,Dwight Powell,4000,Dal@NO 08:00PM ET,18.400,Dal,0,0,20.393,12.853,21.062,23.750,24.000,12.250,0.207,199.500,4.500
C,Andrew Bogut,4000,Dal@NO 08:00PM ET,22.188,Dal,0,0,21.250,17.562,23.062,21.000,24.000,9.500,0.375,199.500,4.500
SG/SF,Evan Turner,4000,Tor@Por 10:00PM ET,20.629,Por,1,0,24.857,14.281,20.625,5.250,24.000,22.250,0.338,215.500,8.000
PF/C,Channing Frye,3900,Cle@Det 07:30PM ET,17.262,Cle,0,0,15.929,11.417,16.062,8.250,23.400,17.500,0.200,204.500,5.500
C,Cole Aldrich,3900,Atl@Min 08:00PM ET,10.565,Min,1,0,6.429,6.172,6.562,4.000,23.400,2.500,0.059,208.500,2.000
SF/PF,Nikola Mirotic,3900,Ind@Chi 08:00PM ET,20.972,Chi,1,0,23.643,14.328,27.750,21.000,23.400,30.250,0.432,206.000,-2.000
PG/SG,Malcolm Brogdon,3900,Mil@Was 07:00PM ET,17.705,Mil,0,0,18.821,12.015,23.750,7.000,23.400,10.250,0.230,213.000,3.500
C,Alex Len,3900,Pho@Hou 08:00PM ET,22.902,Pho,0,0,22.286,15.800,18.000,23.000,23.400,17.000,0.470,230.000,13.000
PG/SG,Garrett Temple,3900,Phi@Sac 10:30PM ET,16.867,Sac,1,0,17.250,10.875,17.812,13.750,23.400,12.750,0.205,205.500,-8.500
PG,T.J. McConnell,3900,Phi@Sac 10:30PM ET,16.534,Phi,0,0,22.464,12.197,17.562,21.000,23.400,16.000,0.186,205.500,8.500
PG,Cory Joseph,3900,Tor@Por 10:00PM ET,17.875,Tor,0,0,18.893,12.094,19.250,13.500,23.400,12.000,0.218,215.500,-8.000
SG/SF,Norman Powell,3900,Tor@Por 10:00PM ET,12.520,Tor,0,0,13.750,5.422,13.875,14.750,23.400,3.250,0.157,215.500,-8.000
C,Aron Baynes,3800,Cle@Det 07:30PM ET,10.984,Det,1,0,10.143,6.526,6.750,7.000,22.800,6.500,0.044,204.500,-5.500
PG/SG,Tim Hardaway Jr.,3800,Atl@Min 08:00PM ET,17.784,Atl,0,0,20.464,10.589,18.688,13.500,22.800,2.000,0.281,208.500,-2.000
PG,Ramon Sessions,3800,Cha@Bkn 07:30PM ET,13.367,Cha,0,0,14.929,9.721,12.000,30.000,22.800,15.000,0.047,217.500,-6.500
PF/C,Justin Hamilton,3800,Cha@Bkn 07:30PM ET,15.823,Bkn,1,0,12.179,8.136,14.875,19.000,22.800,10.250,0.202,217.500,6.500
SF/PF,Matt Barnes,3800,Phi@Sac 10:30PM ET,18.866,Sac,1,0,17.750,11.812,15.000,12.250,22.800,8.000,0.325,205.500,-8.500
SF/PF,Dario Saric,3800,Phi@Sac 10:30PM ET,19.845,Phi,0,0,21.964,11.893,19.500,18.000,22.800,28.750,0.389,205.500,8.500
PF,Richaun Holmes,3800,Phi@Sac 10:30PM ET,16.393,Phi,0,0,17.107,7.667,16.438,24.000,22.800,10.750,0.230,205.500,8.500
PF,Al-Farouq Aminu,3800,Tor@Por 10:00PM ET,18.050,Por,1,0,17.214,13.750,18.500,22.000,22.800,25.500,0.368,215.500,8.000
C,Lucas Nogueira,3800,Tor@Por 10:00PM ET,17.443,Tor,0,0,13.357,11.554,21.312,28.000,22.800,20.500,0.280,215.500,-8.000
PG/SG,Matthew Dellavedova,3700,Mil@Was 07:00PM ET,20.241,Mil,0,0,18.357,15.297,19.000,7.000,22.200,31.750,0.416,213.000,3.500
SG,Jodie Meeks,3700,Mem@Orl 07:00PM ET,14.417,Orl,1,0,12.893,6.792,13.688,6.500,22.200,25.250,0.235,193.000,3.000
C,Nerlens Noel,3700,Phi@Sac 10:30PM ET,10.563,Phi,0,0,10.167,7.000,9.625,8.000,22.200,6.250,0.024,205.500,8.500
SF,Luc Richard Mbah a Moute,3700,Den@LAC 10:30PM ET,13.543,LAC,1,0,15.679,9.237,16.875,16.000,22.200,21.250,0.105,208.500,4.500
PF,Patrick Patterson,3700,Tor@Por 10:00PM ET,20.214,Tor,0,0,20.036,15.400,19.188,29.000,22.200,27.000,0.390,215.500,-8.000
PG,D.J. Augustin,3600,Mem@Orl 07:00PM ET,16.359,Orl,1,0,19.964,11.544,17.250,8.000,21.600,23.000,0.208,193.000,3.000
C,Nene Hilario,3600,Pho@Hou 08:00PM ET,14.760,Hou,1,0,14.786,9.679,16.188,24.000,21.600,12.250,0.139,230.000,-13.000
PG/SG,Raymond Felton,3600,Den@LAC 10:30PM ET,12.095,LAC,1,0,15.679,7.912,23.750,29.000,21.600,19.000,0.132,208.500,4.500
PG,Jameer Nelson,3600,Den@LAC 10:30PM ET,19.525,Den,0,0,20.821,12.306,14.625,2.000,21.600,17.750,0.418,208.500,-4.500
SF,Dorian Finney-Smith,3600,Dal@NO 08:00PM ET,12.362,Dal,0,0,11.429,7.000,10.188,22.000,21.600,8.750,0.142,199.500,4.500
SG/SF,Allen Crabbe,3600,Tor@Por 10:00PM ET,17.055,Por,1,0,18.571,11.485,16.375,5.250,21.600,15.250,0.261,215.500,8.000
SG/SF,Terrence Ross,3600,Tor@Por 10:00PM ET,17.161,Tor,0,0,16.036,11.691,15.688,14.750,21.600,15.500,0.285,215.500,-8.000
PG/SG,Rodney Stuckey,3500,Ind@Chi 08:00PM ET,16.656,Ind,0,0,17.357,8.306,14.625,11.250,21.000,2.000,0.295,206.000,2.000
PG,Tomas Satoransky,3500,Mil@Was 07:00PM ET,9.091,Was,1,0,8.643,4.327,3.125,4.000,21.000,2.500,0.065,213.000,-3.500
SG/SF,Kelly Oubre Jr.,3500,Mil@Was 07:00PM ET,13.259,Was,1,0,22.750,7.156,13.438,22.500,21.000,14.000,0.204,213.000,-3.500
PG,Andrew Harrison,3500,Mem@Orl 07:00PM ET,18.161,Mem,0,0,24.714,11.975,16.062,13.500,21.000,16.000,0.373,193.000,-3.000
SF/PF,Sam Dekker,3500,Pho@Hou 08:00PM ET,15.161,Hou,1,0,20.321,10.333,14.750,23.250,21.000,20.000,0.203,230.000,-13.000
PF,Jared Dudley,3500,Pho@Hou 08:00PM ET,17.371,Pho,0,0,15.036,11.600,10.438,16.500,21.000,5.750,0.317,230.000,13.000
C,Kosta Koufos,3500,Phi@Sac 10:30PM ET,15.558,Sac,1,0,16.643,9.647,11.062,27.000,21.000,15.250,0.262,205.500,-8.500
SF,Doug McDermott,3400,Ind@Chi 08:00PM ET,16.235,Chi,1,0,13.500,10.306,17.375,14.000,20.400,9.000,0.274,206.000,-2.000
SF/PF,Jeff Green,3400,Mem@Orl 07:00PM ET,16.395,Orl,1,0,13.393,9.312,13.188,5.000,20.400,9.250,0.302,193.000,3.000
SF,Chandler Parsons,3400,Mem@Orl 07:00PM ET,12.844,Mem,0,0,11.625,5.875,9.125,21.000,20.400,1.250,0.099,193.000,-3.000
SF,James Ennis III,3400,Mem@Orl 07:00PM ET,18.556,Mem,0,0,15.250,12.250,15.750,21.000,20.400,18.000,0.405,193.000,-3.000
PF,Marquese Chriss,3400,Pho@Hou 08:00PM ET,13.358,Pho,0,0,16.607,8.926,13.562,16.500,20.400,23.250,0.173,230.000,13.000
SF/PF,Richard Jefferson,3300,Cle@Det 07:30PM ET,10.107,Cle,0,0,8.607,6.422,10.750,8.000,19.800,7.500,0.033,204.500,5.500
SG/SF,Jeremy Lamb,3300,Cha@Bkn 07:30PM ET,16.947,Cha,0,0,18.107,8.455,14.688,30.000,19.800,26.500,0.422,217.500,-6.500
SG/SF,Tony Snell,3300,Mil@Was 07:00PM ET,16.889,Mil,0,0,19.000,11.911,21.250,13.250,19.800,32.500,0.366,213.000,3.500
PF/C,Jarell Martin,3300,Mem@Orl 07:00PM ET,11.387,Mem,0,0,13.036,6.925,10.438,15.000,19.800,16.000,0.134,193.000,-3.000
SG,Nik Stauskas,3300,Phi@Sac 10:30PM ET,17.269,Phi,0,0,18.857,10.692,11.438,23.500,19.800,6.250,0.343,205.500,8.500
