Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,LastGame,dvp,value,fvalue,odds,O/U
SG,Devin Booker,6200,Pho@SA 08:30PM ET,29.367,Pho,0,0,28.071,22.583,35.750,26.500,19.000,37.200,0.226,11.500,214.000
C,Nikola Vucevic,6100,Cha@Orl 07:00PM ET,33.258,Orl,1,0,36.786,25.236,32.812,27.750,24.500,36.600,0.387,4.500,204.500
PG,Elfrid Payton,6000,Cha@Orl 07:00PM ET,28.091,Orl,1,0,27.679,20.940,36.438,33.500,14.500,36.000,0.258,4.500,204.500
SG/SF,Evan Fournier,6000,Cha@Orl 07:00PM ET,28.742,Orl,1,0,32.821,21.000,31.562,34.750,21.250,36.000,0.215,4.500,204.500
PG,Ricky Rubio,5900,Min@Den 09:00PM ET,25.750,Min,0,0,26.536,19.767,30.000,21.750,30.000,35.400,0.120,4.000,217.000
SF,Danilo Gallinari,5900,Min@Den 09:00PM ET,28.616,Den,1,0,29.786,22.643,35.812,45.750,5.500,35.400,0.189,-4.000,217.000
PG,Rajon Rondo,5900,Bkn@Chi 08:00PM ET,29.046,Chi,1,0,33.143,20.667,24.625,19.750,29.000,35.400,0.291,-9.500,213.500
SF/PF,Otto Porter,5900,Ind@Was 07:00PM ET,30.108,Was,1,0,26.821,21.559,32.688,54.750,19.500,35.400,0.345,-4.000,214.500
PG,Jeremy Lin,5800,Bkn@Chi 08:00PM ET,30.146,Bkn,0,0,27.929,25.472,29.125,26.500,12.000,34.800,0.308,9.500,213.500
PF,Thaddeus Young,5800,Ind@Was 07:00PM ET,25.375,Ind,0,0,22.107,19.462,33.750,25.000,25.000,34.800,0.166,4.000,214.500
C,Pau Gasol,5800,Pho@SA 08:30PM ET,29.121,SA,1,0,32.179,21.844,31.875,24.750,24.500,34.800,0.292,-11.500,214.000
SG/SF,Will Barton,5700,Min@Den 09:00PM ET,27.211,Den,1,0,24.143,18.250,31.062,43.500,5.250,34.200,0.255,-4.000,217.000
C,Marcin Gortat,5700,Ind@Was 07:00PM ET,31.317,Was,1,0,28.607,25.882,29.125,25.500,18.500,34.200,0.361,-4.000,214.500
C,Mason Plumlee,5700,Sac@Por 10:00PM ET,29.841,Por,1,0,30.714,22.868,35.500,38.750,11.000,34.200,0.337,-2.000,206.500
SF/PF,Wilson Chandler,5600,Min@Den 09:00PM ET,30.009,Den,1,0,34.821,19.982,25.812,9.000,6.000,33.600,0.388,-4.000,217.000
PF,Trevor Booker,5600,Bkn@Chi 08:00PM ET,28.330,Bkn,0,0,22.036,19.786,19.750,23.500,18.000,33.600,0.297,9.500,213.500
PF/C,Gorgui Dieng,5500,Min@Den 09:00PM ET,26.984,Min,0,0,23.714,19.967,26.500,32.250,11.000,33.000,0.252,4.000,217.000
SF/PF,Tobias Harris,5500,Mil@Det 07:30PM ET,27.409,Det,1,0,28.321,19.853,27.938,35.500,22.750,33.000,0.273,-3.500,203.500
SG,Kentavious Caldwell-Pope,5400,Mil@Det 07:30PM ET,26.672,Det,1,0,30.000,16.617,24.250,35.750,16.000,32.400,0.302,-3.500,203.500
C,Jonas Valanciunas,5400,Tor@GS 10:30PM ET,28.134,Tor,0,0,30.214,21.633,32.188,35.250,20.500,32.400,0.319,9.500,227.500
SG,Sean Kilpatrick,5400,Bkn@Chi 08:00PM ET,26.658,Bkn,0,0,20.036,18.125,24.938,36.250,14.000,32.400,0.308,9.500,213.500
SG,Jamal Crawford,5400,LAC@NO 08:00PM ET,19.727,LAC,0,0,16.643,13.566,30.250,41.500,17.500,32.400,0.079,-1.000,209.500
SG,J.J. Redick,5300,LAC@NO 08:00PM ET,21.508,LAC,0,0,21.179,14.650,26.500,32.500,17.500,31.800,0.118,-1.000,209.500
PG,Reggie Jackson,5200,Mil@Det 07:30PM ET,25.000,Det,1,0,27.321,21.125,24.500,23.250,4.000,31.200,0.192,-3.500,203.500
SF/PF,Markieff Morris,5100,Ind@Was 07:00PM ET,25.888,Was,1,0,29.071,19.250,22.250,28.500,19.500,30.600,0.321,-4.000,214.500
C,Cody Zeller,5100,Cha@Orl 07:00PM ET,24.125,Cha,0,0,26.571,19.203,30.500,31.250,18.500,30.600,0.187,-4.500,204.500
PF,Jon Leuer,5000,Mil@Det 07:30PM ET,23.352,Det,1,0,22.179,17.767,24.625,25.750,16.500,30.000,0.174,-3.500,203.500
PF/C,Taj Gibson,5000,Bkn@Chi 08:00PM ET,25.871,Chi,1,0,21.750,20.015,23.188,13.500,29.500,30.000,0.305,-9.500,213.500
SG,Gary Harris,4900,Min@Den 09:00PM ET,22.500,Den,1,0,27.583,12.938,21.875,17.000,5.000,29.400,0.244,-4.000,217.000
SF/PF,Aaron Gordon,4900,Cha@Orl 07:00PM ET,21.235,Orl,1,0,26.250,15.014,22.625,40.000,17.500,29.400,0.182,4.500,204.500
PG,Austin Rivers,4900,LAC@NO 08:00PM ET,16.914,LAC,0,0,19.964,10.000,20.188,30.750,27.000,29.400,0.083,-1.000,209.500
PG,Emmanuel Mudiay,4800,Min@Den 09:00PM ET,24.742,Den,1,0,28.500,13.589,21.500,14.500,20.000,28.800,0.370,-4.000,217.000
PF/C,Kenneth Faried,4800,Min@Den 09:00PM ET,24.092,Den,1,0,24.857,13.982,18.625,26.000,10.750,28.800,0.344,-4.000,217.000
C,Robin Lopez,4800,Bkn@Chi 08:00PM ET,23.556,Chi,1,0,21.857,17.891,20.062,27.500,29.000,28.800,0.229,-9.500,213.500
SF,Michael Kidd-Gilchrist,4800,Cha@Orl 07:00PM ET,23.008,Cha,0,0,19.536,16.691,24.875,33.000,25.000,28.800,0.262,-4.500,204.500
SG/SF,Kent Bazemore,4700,NY@Atl 07:30PM ET,22.026,Atl,1,0,16.286,12.827,20.688,10.000,20.000,28.200,0.269,-5.000,211.000
PG/SG,Raymond Felton,4700,LAC@NO 08:00PM ET,13.105,LAC,0,0,16.393,7.912,23.750,19.000,22.250,28.200,0.028,-1.000,209.500
SF,T.J. Warren,4700,Pho@SA 08:30PM ET,25.681,Pho,0,0,13.357,13.250,20.188,17.500,2.000,28.200,0.426,11.500,214.000
SF,Thabo Sefolosha,4600,NY@Atl 07:30PM ET,21.589,Atl,1,0,19.714,15.196,26.312,26.250,14.000,27.600,0.225,-5.000,211.000
SF/PF,Marcus Morris,4600,Mil@Det 07:30PM ET,23.477,Det,1,0,23.250,16.706,17.812,30.000,22.750,27.600,0.309,-3.500,203.500
SG/SF,Bojan Bogdanovic,4600,Bkn@Chi 08:00PM ET,21.875,Bkn,0,0,19.000,16.088,16.188,36.000,13.250,27.600,0.253,9.500,213.500
SF/PF,Nikola Mirotic,4600,Bkn@Chi 08:00PM ET,21.578,Chi,1,0,23.643,14.328,27.750,30.250,30.000,27.600,0.285,-9.500,213.500
PF,Terrence Jones,4600,LAC@NO 08:00PM ET,23.065,NO,1,0,22.679,14.672,22.688,10.250,9.000,27.600,0.337,1.000,209.500
SF,Maurice Harkless,4600,Sac@Por 10:00PM ET,23.977,Por,1,0,26.464,16.036,22.812,23.750,17.000,27.600,0.330,-2.000,206.500
PF,Marvin Williams,4500,Cha@Orl 07:00PM ET,21.460,Cha,0,0,20.607,15.442,24.312,21.000,11.000,27.000,0.238,-4.500,204.500
C,Bismack Biyombo,4400,Cha@Orl 07:00PM ET,21.797,Orl,1,0,24.179,15.897,24.750,23.500,24.500,26.400,0.272,4.500,204.500
C,Greg Monroe,4300,Mil@Det 07:30PM ET,24.161,Mil,0,0,21.571,16.417,22.812,24.750,5.000,25.800,0.438,3.500,203.500
PG,Tim Frazier,4300,LAC@NO 08:00PM ET,27.266,NO,1,0,20.036,18.092,14.500,5.750,2.000,25.800,0.542,1.000,209.500
PG,Darren Collison,4300,Sac@Por 10:00PM ET,22.609,Sac,0,0,18.464,16.925,14.562,17.750,11.000,25.800,0.308,2.000,206.500
C,Tyson Chandler,4300,Pho@SA 08:30PM ET,24.457,Pho,0,0,18.786,17.346,20.250,15.500,3.000,25.800,0.444,11.500,214.000
PF/C,Marreese Speights,4200,LAC@NO 08:00PM ET,18.682,LAC,0,0,17.714,13.274,23.000,16.000,23.500,25.200,0.228,-1.000,209.500
PG,Ty Lawson,4200,Sac@Por 10:00PM ET,20.331,Sac,0,0,19.357,12.589,28.875,25.500,11.000,25.200,0.291,2.000,206.500
SG/SF,Evan Turner,4200,Sac@Por 10:00PM ET,20.700,Por,1,0,24.857,14.281,20.625,22.250,20.000,25.200,0.285,-2.000,206.500
PG/SG,Brandon Knight,4200,Pho@SA 08:30PM ET,21.734,Pho,0,0,22.821,16.319,26.312,29.250,12.000,25.200,0.333,11.500,214.000
PG,Tony Parker,4100,Pho@SA 08:30PM ET,19.295,SA,1,0,22.393,14.308,19.188,27.750,26.000,24.600,0.218,-11.500,214.000
C,Joakim Noah,4000,NY@Atl 07:30PM ET,21.087,NY,0,0,17.536,13.231,21.312,26.000,4.000,24.000,0.380,5.000,211.000
C,John Henson,4000,Mil@Det 07:30PM ET,19.676,Mil,0,0,23.000,12.625,18.500,12.750,5.000,24.000,0.323,3.500,203.500
SF/PF,DeMarre Carroll,4000,Tor@GS 10:30PM ET,18.710,Tor,0,0,19.571,13.214,14.375,10.500,10.000,24.000,0.259,9.500,227.500
SF,Rondae Hollis-Jefferson,4000,Bkn@Chi 08:00PM ET,19.574,Bkn,0,0,22.000,13.150,25.062,22.500,12.500,24.000,0.321,9.500,213.500
SG,Monta Ellis,4000,Ind@Was 07:00PM ET,21.781,Ind,0,0,18.857,13.688,12.312,17.500,6.500,24.000,0.414,4.000,214.500
SG,Marco Belinelli,4000,Cha@Orl 07:00PM ET,18.967,Cha,0,0,20.750,13.033,16.688,0.000,22.000,24.000,0.273,-4.500,204.500
SG/SF,Tyreke Evans,4000,LAC@NO 08:00PM ET,13.350,NO,1,0,12.688,9.333,13.375,3.500,13.750,24.000,0.101,1.000,209.500
PF,Al-Farouq Aminu,4000,Sac@Por 10:00PM ET,18.516,Por,1,0,17.214,13.750,18.500,25.500,24.000,24.000,0.320,-2.000,206.500
PG,Patty Mills,4000,Pho@SA 08:30PM ET,20.935,SA,1,0,21.500,14.676,19.188,11.000,26.000,24.000,0.354,-11.500,214.000
PG/SG,Brandon Jennings,3900,NY@Atl 07:30PM ET,20.792,NY,0,0,25.286,14.844,20.375,9.000,24.500,23.400,0.373,5.000,211.000
SG,Kyle Korver,3900,NY@Atl 07:30PM ET,18.027,Atl,1,0,19.821,12.183,19.000,12.250,26.000,23.400,0.233,-5.000,211.000
PF/C,Kyle O'Quinn,3900,NY@Atl 07:30PM ET,18.034,NY,0,0,22.143,9.797,19.125,9.000,11.500,23.400,0.329,5.000,211.000
C,Cole Aldrich,3900,Min@Den 09:00PM ET,10.565,Min,0,0,16.964,6.172,6.562,2.500,17.000,23.400,0.059,4.000,217.000
PG/SG,Malcolm Brogdon,3900,Mil@Det 07:30PM ET,17.448,Mil,0,0,18.821,12.015,23.750,10.250,16.750,23.400,0.230,3.500,203.500
SG/SF,Norman Powell,3900,Tor@GS 10:30PM ET,12.163,Tor,0,0,13.750,5.422,13.875,3.250,11.000,23.400,0.157,9.500,227.500
PF,Patrick Patterson,3900,Tor@GS 10:30PM ET,20.517,Tor,0,0,20.036,15.400,19.188,27.000,10.000,23.400,0.319,9.500,227.500
SG,Jodie Meeks,3900,Cha@Orl 07:00PM ET,15.250,Orl,1,0,12.893,6.792,13.688,25.250,20.500,23.400,0.200,4.500,204.500
PF,Frank Kaminsky,3900,Cha@Orl 07:00PM ET,21.629,Cha,0,0,17.286,15.766,19.688,18.750,11.000,23.400,0.417,-4.500,204.500
SG/SF,Tim Hardaway Jr.,3800,NY@Atl 07:30PM ET,17.784,Atl,1,0,17.536,10.589,18.688,2.000,20.000,22.800,0.281,-5.000,211.000
SG,Courtney Lee,3800,NY@Atl 07:30PM ET,19.018,NY,0,0,18.179,13.462,17.812,17.750,26.000,22.800,0.285,5.000,211.000
PG/SG,Matthew Dellavedova,3800,Mil@Det 07:30PM ET,20.638,Mil,0,0,18.357,15.297,19.000,31.750,16.750,22.800,0.384,3.500,203.500
C,Aron Baynes,3800,Mil@Det 07:30PM ET,10.848,Det,1,0,10.143,6.526,6.750,6.500,13.000,22.800,0.044,-3.500,203.500
C,Lucas Nogueira,3800,Tor@GS 10:30PM ET,17.576,Tor,0,0,13.357,11.554,21.312,20.500,20.500,22.800,0.280,9.500,227.500
PF/C,Justin Hamilton,3800,Bkn@Chi 08:00PM ET,15.600,Bkn,0,0,13.321,8.136,14.875,10.250,13.250,22.800,0.202,9.500,213.500
SF,C.J. Miles,3800,Ind@Was 07:00PM ET,19.308,Ind,0,0,16.714,12.692,16.812,6.500,15.000,22.800,0.341,4.000,214.500
PG,Ramon Sessions,3800,Cha@Orl 07:00PM ET,13.419,Cha,0,0,14.929,9.721,12.000,15.000,19.000,22.800,0.047,-4.500,204.500
SG/SF,Jeremy Lamb,3800,Cha@Orl 07:00PM ET,17.425,Cha,0,0,18.107,8.455,14.688,26.500,23.500,22.800,0.328,-4.500,204.500
SF,Luc Richard Mbah a Moute,3800,LAC@NO 08:00PM ET,13.629,LAC,0,0,13.429,9.237,16.875,21.250,20.000,22.800,0.091,-1.000,209.500
SF,P.J. Tucker,3800,Pho@SA 08:30PM ET,17.605,Pho,0,0,14.964,8.783,21.625,7.000,2.000,22.800,0.312,11.500,214.000
PF,David Lee,3800,Pho@SA 08:30PM ET,16.258,SA,1,0,18.500,11.819,15.250,13.000,21.500,22.800,0.172,-11.500,214.000
PF/C,Mike Muscala,3700,NY@Atl 07:30PM ET,17.669,Atl,1,0,15.929,11.192,15.125,12.000,21.000,22.200,0.259,-5.000,211.000
PG,Cory Joseph,3700,Tor@GS 10:30PM ET,17.672,Tor,0,0,18.893,12.094,19.250,12.000,14.500,22.200,0.269,9.500,227.500
SG/SF,Glenn Robinson III,3700,Ind@Was 07:00PM ET,13.142,Ind,0,0,14.464,5.938,12.062,16.000,10.750,22.200,0.177,4.000,214.500
SG/SF,Allen Crabbe,3700,Sac@Por 10:00PM ET,17.045,Por,1,0,18.571,11.485,16.375,15.250,20.000,22.200,0.235,-2.000,206.500
SG,Danny Green,3700,Pho@SA 08:30PM ET,16.880,SA,1,0,13.893,10.250,18.188,18.250,15.000,22.200,0.250,-11.500,214.000
C,Dewayne Dedmon,3700,Pho@SA 08:30PM ET,15.110,SA,1,0,14.464,8.205,13.750,18.500,24.500,22.200,0.176,-11.500,214.000
C,Alex Len,3700,Pho@SA 08:30PM ET,22.698,Pho,0,0,22.286,15.800,18.000,17.000,3.000,22.200,0.521,11.500,214.000
PG/SG,Justin Holiday,3600,NY@Atl 07:30PM ET,14.467,NY,0,0,16.536,8.828,11.125,7.750,24.500,21.600,0.193,5.000,211.000
SG/SF,Terrence Ross,3600,Tor@GS 10:30PM ET,17.103,Tor,0,0,16.036,11.691,15.688,15.500,11.000,21.600,0.285,9.500,227.500
PG,D.J. Augustin,3600,Cha@Orl 07:00PM ET,16.523,Orl,1,0,19.964,11.544,17.250,23.000,14.500,21.600,0.208,4.500,204.500
PG/SG,Garrett Temple,3600,Sac@Por 10:00PM ET,16.726,Sac,0,0,24.429,10.875,17.812,12.750,10.500,21.600,0.273,2.000,206.500
SG/SF,Tony Snell,3500,Mil@Det 07:30PM ET,17.446,Mil,0,0,19.000,11.911,21.250,32.500,5.750,21.000,0.303,3.500,203.500
PG,Tomas Satoransky,3500,Ind@Was 07:00PM ET,9.091,Was,1,0,8.643,4.327,3.125,2.500,17.500,21.000,0.065,-4.000,214.500
SF/PF,Omri Casspi,3500,Sac@Por 10:00PM ET,14.588,Sac,0,0,16.750,7.607,20.062,10.250,23.500,21.000,0.190,2.000,206.500
SG,Manu Ginobili,3500,Pho@SA 08:30PM ET,17.610,SA,1,0,21.964,13.484,19.125,11.500,15.000,21.000,0.300,-11.500,214.000
PF,Jared Dudley,3500,Pho@SA 08:30PM ET,17.371,Pho,0,0,15.036,11.600,10.438,5.750,2.000,21.000,0.317,11.500,214.000
PG,Jameer Nelson,3400,Min@Den 09:00PM ET,19.452,Den,1,0,20.500,12.306,14.625,17.750,20.000,20.400,0.463,-4.000,217.000
SF,Andre Iguodala,3400,Tor@GS 10:30PM ET,17.444,GS,1,0,18.429,12.517,14.875,12.000,9.000,20.400,0.304,-9.500,227.500
PG,Isaiah Whitehead,3400,Bkn@Chi 08:00PM ET,15.804,Bkn,0,0,15.500,10.318,16.250,18.500,12.000,20.400,0.248,9.500,213.500
SF,Doug McDermott,3400,Bkn@Chi 08:00PM ET,15.833,Chi,1,0,13.500,10.306,17.375,9.000,30.000,20.400,0.274,-9.500,213.500
SG/SF,Kelly Oubre Jr.,3400,Ind@Was 07:00PM ET,13.286,Was,1,0,22.750,7.156,13.438,14.000,17.500,20.400,0.223,-4.000,214.500
PG,Shabazz Napier,3400,Sac@Por 10:00PM ET,7.213,Por,1,0,8.036,2.636,13.875,14.750,17.500,20.400,0.025,-2.000,206.500
SF/PF,Matt Barnes,3400,Sac@Por 10:00PM ET,18.543,Sac,0,0,16.929,11.812,15.000,8.000,23.500,20.400,0.421,2.000,206.500
SF/PF,Dragan Bender,3400,Pho@SA 08:30PM ET,7.552,Pho,0,0,13.857,2.983,14.812,41.250,2.000,20.400,0.082,11.500,214.000
C,Kris Humphries,3300,NY@Atl 07:30PM ET,10.205,Atl,1,0,11.357,4.346,11.938,21.250,22.000,19.800,0.135,-5.000,211.000
C,Zaza Pachulia,3300,Tor@GS 10:30PM ET,17.125,GS,1,0,15.179,11.868,19.250,10.250,10.000,19.800,0.382,-9.500,227.500
PG/SG,Rodney Stuckey,3300,Ind@Was 07:00PM ET,15.794,Ind,0,0,17.357,8.306,14.625,2.000,4.750,19.800,0.339,4.000,214.500
PG,Aaron Brooks,3300,Ind@Was 07:00PM ET,12.026,Ind,0,0,12.357,7.641,15.188,36.500,3.000,19.800,0.134,4.000,214.500
C,Al Jefferson,3300,Ind@Was 07:00PM ET,15.867,Ind,0,0,19.821,10.803,17.562,21.250,8.500,19.800,0.301,4.000,214.500
C,Kosta Koufos,3300,Sac@Por 10:00PM ET,15.548,Sac,0,0,19.357,9.647,11.062,15.250,28.000,19.800,0.309,2.000,206.500
PG,Ish Smith,3200,Mil@Det 07:30PM ET,22.939,Det,1,0,16.929,15.912,18.750,25.000,4.000,19.200,0.661,-3.500,203.500
SF/PF,Michael Beasley,3200,Mil@Det 07:30PM ET,15.240,Mil,0,0,13.143,8.812,15.188,18.500,7.500,19.200,0.314,3.500,203.500
SG,Joe Harris,3200,Bkn@Chi 08:00PM ET,16.725,Bkn,0,0,18.464,11.824,9.625,2.500,14.000,19.200,0.369,9.500,213.500
SF/PF,Jeff Green,3200,Cha@Orl 07:00PM ET,16.172,Orl,1,0,13.393,9.312,13.188,9.250,17.500,19.200,0.355,4.500,204.500
SG,E'Twaun Moore,3200,LAC@NO 08:00PM ET,18.784,NO,1,0,15.036,13.357,16.688,23.750,6.500,19.200,0.473,1.000,209.500
SG,Buddy Hield,3200,LAC@NO 08:00PM ET,14.167,NO,1,0,16.143,7.328,12.438,20.500,6.500,19.200,0.272,1.000,209.500
SF/PF,Dante Cunningham,3200,LAC@NO 08:00PM ET,14.163,NO,1,0,12.571,6.861,15.438,21.000,15.000,19.200,0.272,1.000,209.500
SF,Solomon Hill,3200,LAC@NO 08:00PM ET,15.798,NO,1,0,16.536,10.574,12.938,24.750,21.000,19.200,0.321,1.000,209.500
PF,Anthony Tolliver,3200,Sac@Por 10:00PM ET,11.711,Sac,0,0,16.714,5.295,17.125,10.000,29.000,19.200,0.206,2.000,206.500
PF,Marquese Chriss,3200,Pho@SA 08:30PM ET,13.677,Pho,0,0,16.607,8.926,13.562,23.250,2.000,19.200,0.218,11.500,214.000
C,Guillermo Hernangomez,3100,NY@Atl 07:30PM ET,14.300,NY,0,0,18.714,5.962,14.000,0.000,4.000,18.600,0.338,5.000,211.000
PG/SG,Jamal Murray,3100,Min@Den 09:00PM ET,16.548,Den,1,0,13.107,8.792,9.062,2.750,12.500,18.600,0.422,-4.000,217.000
C,Jusuf Nurkic,3100,Min@Den 09:00PM ET,22.324,Den,1,0,22.571,14.133,14.812,10.250,15.000,18.600,0.629,-4.000,217.000
PG,Malcolm Delaney,3000,NY@Atl 07:30PM ET,11.742,Atl,1,0,9.714,6.042,5.750,4.750,13.000,18.000,0.128,-5.000,211.000
SG,Sasha Vujacic,3000,NY@Atl 07:30PM ET,4.694,NY,0,0,2.179,0.650,0.500,0.000,26.000,18.000,0.015,5.000,211.000
SG,Ron Baker,3000,NY@Atl 07:30PM ET,7.050,NY,0,0,8.125,3.458,9.188,0.750,26.000,18.000,0.052,5.000,211.000
SF/PF,Lance Thomas,3000,NY@Atl 07:30PM ET,8.500,NY,0,0,8.143,5.614,5.938,7.000,22.500,18.000,0.024,5.000,211.000
SF,Ryan Kelly,3000,NY@Atl 07:30PM ET,4.667,Atl,1,0,2.950,2.650,4.562,7.750,14.000,18.000,0.006,-5.000,211.000
