Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,dvp,value,LastGame,fvalue,O/U,odds
PF,Richaun Holmes,3700,LAC@Phi 07:00PM ET,15.648,Phi,1,0,14.500,6.900,10.062,5.000,22.200,24.250,0.249,203.500,4.500
PG,Rajon Rondo,3600,Chi@Orl 07:00PM ET,26.153,Chi,0,0,16.000,17.330,11.562,15.000,21.600,11.250,0.631,204.500,-3.000
SF/PF,Jeff Green,3600,Chi@Orl 07:00PM ET,16.406,Orl,1,0,17.250,10.448,24.500,13.000,21.600,24.250,0.263,204.500,3.000
SG,Manu Ginobili,3600,SA@Tor 07:00PM ET,18.108,SA,0,0,19.679,12.728,19.062,2.000,21.600,11.000,0.315,203.000,2.500
SG/SF,Shabazz Muhammad,3600,Min@Pho 09:00PM ET,12.863,Min,0,0,14.571,7.466,21.125,20.250,21.600,22.250,0.126,215.500,-1.500
PG,D.J. Augustin,3500,Chi@Orl 07:00PM ET,16.152,Orl,1,0,16.714,11.140,15.625,11.000,21.000,2.750,0.228,204.500,3.000
SG,Danny Green,3500,SA@Tor 07:00PM ET,17.583,SA,0,0,16.071,11.662,18.625,2.000,21.000,25.250,0.320,203.000,2.500
C,Dewayne Dedmon,3500,SA@Tor 07:00PM ET,15.467,SA,0,0,12.321,9.118,15.875,7.000,21.000,14.500,0.244,203.000,2.500
PG,Jerian Grant,3400,Chi@Orl 07:00PM ET,11.022,Chi,0,0,14.786,4.934,12.625,15.000,20.400,9.750,0.142,204.500,-3.000
SG,Nik Stauskas,3400,LAC@Phi 07:00PM ET,16.563,Phi,1,0,12.929,11.143,13.250,7.000,20.400,14.750,0.285,203.500,4.500
SG/SF,Norman Powell,3400,SA@Tor 07:00PM ET,10.931,Tor,1,0,12.714,5.279,14.438,10.000,20.400,30.000,0.187,203.000,-2.500
PG,Tyus Jones,3400,Min@Pho 09:00PM ET,9.170,Min,0,0,6.750,2.042,10.062,26.000,20.400,19.000,0.121,215.500,-1.500
C,Alex Len,3400,Min@Pho 09:00PM ET,20.060,Pho,1,0,14.500,13.159,14.500,14.500,20.400,23.500,0.489,215.500,1.500
SG/SF,Joe Johnson,3300,Uta@Den 09:00PM ET,15.428,Uta,0,0,17.036,8.102,13.500,23.750,19.800,11.500,0.301,210.500,2.000
SG/SF,Kelly Oubre Jr.,3300,Bos@Was 07:00PM ET,13.673,Was,1,0,14.000,8.269,19.250,14.500,19.800,19.750,0.245,217.000,-1.000
PF,Patrick Patterson,3300,SA@Tor 07:00PM ET,19.197,Tor,1,0,17.786,13.219,11.312,2.000,19.800,19.500,0.467,203.000,-2.500
PF,Marquese Chriss,3300,Min@Pho 09:00PM ET,14.551,Pho,1,0,18.429,9.370,16.625,10.000,19.800,12.000,0.243,215.500,1.500
PF,Juancho Hernangomez,3200,Uta@Den 09:00PM ET,8.200,Den,1,0,3.536,3.612,8.562,1.000,19.200,3.500,0.090,210.500,-2.000
SF,Mario Hezonja,3200,Chi@Orl 07:00PM ET,6.561,Orl,1,0,8.714,2.079,14.000,8.500,19.200,13.000,0.029,204.500,3.000
PG/SG,Brandon Knight,3200,Min@Pho 09:00PM ET,19.500,Pho,1,0,15.750,12.705,13.875,14.000,19.200,16.000,0.510,215.500,1.500
PG,Raul Neto,3000,Uta@Den 09:00PM ET,5.594,Uta,0,0,8.321,1.464,3.938,29.000,18.000,0.000,0.016,210.500,2.000
PG,Dante Exum,3000,Uta@Den 09:00PM ET,11.750,Uta,0,0,8.857,5.385,8.562,29.000,18.000,14.750,0.157,210.500,2.000
PG,Malik Beasley,3000,Uta@Den 09:00PM ET,4.333,Den,1,0,2.714,0.969,4.500,6.500,18.000,2.000,0.013,210.500,-2.000
SG,Mike Miller,3000,Uta@Den 09:00PM ET,4.938,Den,1,0,5.800,1.312,4.625,1.000,18.000,7.250,0.022,210.500,-2.000
SG,Alec Burks,3000,Uta@Den 09:00PM ET,8.325,Uta,0,0,5.893,2.042,18.250,29.000,18.000,21.000,0.187,210.500,2.000
PF/C,Boris Diaw,3000,Uta@Den 09:00PM ET,11.027,Uta,0,0,12.714,5.989,16.250,13.500,18.000,22.750,0.193,210.500,2.000
PF,Darrell Arthur,3000,Uta@Den 09:00PM ET,12.118,Den,1,0,15.214,6.727,22.562,1.000,18.000,31.000,0.281,210.500,-2.000
PF,Joel Bolomboy,3000,Uta@Den 09:00PM ET,2.833,Uta,0,0,3.550,1.050,2.812,8.500,18.000,3.500,0.004,210.500,2.000
PF,Trey Lyles,3000,Uta@Den 09:00PM ET,16.516,Uta,0,0,12.036,9.750,13.688,8.500,18.000,13.250,0.418,210.500,2.000
C,Jeff Withey,3000,Uta@Den 09:00PM ET,7.380,Uta,0,0,9.714,3.058,2.125,18.500,18.000,1.250,0.033,210.500,2.000
C,Jusuf Nurkic,3000,Uta@Den 09:00PM ET,20.566,Den,1,0,14.000,11.369,11.438,1.000,18.000,7.500,0.578,210.500,-2.000
PG/SG,Tomas Satoransky,3000,Bos@Was 07:00PM ET,9.545,Was,1,0,9.643,4.279,6.250,17.500,18.000,4.750,0.144,217.000,-1.000
PG,Trey Burke,3000,Bos@Was 07:00PM ET,8.500,Was,1,0,13.786,4.812,10.688,22.000,18.000,12.500,0.084,217.000,-1.000
PG,Demetrius Jackson,3000,Bos@Was 07:00PM ET,5.000,Bos,0,0,2.375,1.583,5.000,3.000,18.000,2.750,0.082,217.000,1.000
PG,Terry Rozier,3000,Bos@Was 07:00PM ET,14.132,Bos,0,0,9.643,8.287,16.562,3.000,18.000,14.250,0.300,217.000,1.000
SG,Gerald Green,3000,Bos@Was 07:00PM ET,10.000,Bos,0,0,10.500,4.661,5.125,10.000,18.000,1.500,0.149,217.000,1.000
SG,Sheldon McClellan,3000,Bos@Was 07:00PM ET,7.075,Was,1,0,4.464,2.423,2.250,13.000,18.000,0.000,0.043,217.000,-1.000
SG,James Young,3000,Bos@Was 07:00PM ET,3.523,Bos,0,0,5.208,0.594,4.000,10.000,18.000,7.500,0.031,217.000,1.000
SF,Marcus Thornton,3000,Bos@Was 07:00PM ET,12.712,Was,1,0,12.107,6.875,13.688,16.000,18.000,3.000,0.232,217.000,-1.000
SF,Jaylen Brown,3000,Bos@Was 07:00PM ET,9.417,Bos,0,0,7.036,4.729,14.812,17.000,18.000,15.250,0.118,217.000,1.000
PF/C,Jason Smith,3000,Bos@Was 07:00PM ET,10.298,Was,1,0,16.393,6.284,16.250,22.500,18.000,8.250,0.131,217.000,-1.000
PF,Jonas Jerebko,3000,Bos@Was 07:00PM ET,11.125,Bos,0,0,11.036,6.310,8.438,25.000,18.000,16.250,0.132,217.000,1.000
PF,Jordan Mickey,3000,Bos@Was 07:00PM ET,6.000,Bos,0,0,5.500,1.850,6.562,25.000,18.000,2.000,0.007,217.000,1.000
C,Tyler Zeller,3000,Bos@Was 07:00PM ET,10.454,Bos,0,0,8.071,3.650,3.125,8.000,18.000,8.000,0.215,217.000,1.000
C,Andrew Nicholson,3000,Bos@Was 07:00PM ET,5.840,Was,1,0,3.679,2.300,5.062,21.000,18.000,7.250,0.024,217.000,-1.000
C,Daniel Ochefu,3000,Bos@Was 07:00PM ET,3.025,Was,1,0,2.643,1.042,4.062,21.000,18.000,3.250,0.002,217.000,-1.000
PG,Isaiah Canaan,3000,Chi@Orl 07:00PM ET,10.768,Chi,0,0,12.393,5.703,3.312,15.000,18.000,0.750,0.174,204.500,-3.000
SG/SF,Denzel Valentine,3000,Chi@Orl 07:00PM ET,7.611,Chi,0,0,13.179,2.922,15.125,20.500,18.000,27.000,0.096,204.500,-3.000
SG,C.J. Wilcox,3000,Chi@Orl 07:00PM ET,2.609,Orl,1,0,2.000,0.614,3.375,12.000,18.000,0.000,0.001,204.500,3.000
SF,Anthony Brown,3000,Chi@Orl 07:00PM ET,9.375,Orl,1,0,12.750,5.143,10.625,8.500,18.000,5.750,0.136,204.500,3.000
SF,Damjan Rudez,3000,Chi@Orl 07:00PM ET,3.685,Orl,1,0,3.643,0.956,3.938,8.500,18.000,9.750,0.003,204.500,3.000
SF,Paul Zipser,3000,Chi@Orl 07:00PM ET,5.883,Chi,0,0,6.321,1.688,11.812,20.000,18.000,7.750,0.030,204.500,-3.000
PF,Bobby Portis,3000,Chi@Orl 07:00PM ET,9.858,Chi,0,0,12.429,5.361,10.375,13.000,18.000,20.250,0.125,204.500,-3.000
PF,Stephen Zimmerman Jr.,3000,Chi@Orl 07:00PM ET,4.125,Orl,1,0,5.050,1.950,5.000,17.500,18.000,11.000,0.011,204.500,3.000
C,Cristiano Felicio,3000,Chi@Orl 07:00PM ET,12.291,Chi,0,0,15.071,6.737,14.812,20.000,18.000,26.000,0.246,204.500,-3.000
PG,Jerryd Bayless,3000,LAC@Phi 07:00PM ET,21.333,Phi,1,0,21.333,15.750,21.333,2.000,18.000,18.500,0.635,203.500,4.500
SG/SF,Timothe Luwawu-Cabarrot,3000,LAC@Phi 07:00PM ET,6.224,Phi,1,0,7.964,2.696,9.938,11.000,18.000,11.750,0.013,203.500,4.500
SG,Alan Anderson,3000,LAC@Phi 07:00PM ET,5.412,LAC,0,0,7.429,2.450,4.812,18.000,18.000,5.500,0.013,203.500,-4.500
SF,Paul Pierce,3000,LAC@Phi 07:00PM ET,6.917,LAC,0,0,9.542,3.500,6.938,18.500,18.000,8.250,0.012,203.500,-4.500
SF,Luc Richard Mbah a Moute,3000,LAC@Phi 07:00PM ET,13.693,LAC,0,0,12.607,9.120,14.938,18.500,18.000,4.500,0.255,203.500,-4.500
SF,Wesley Johnson,3000,LAC@Phi 07:00PM ET,10.679,LAC,0,0,13.143,5.830,12.188,18.500,18.000,8.250,0.137,203.500,-4.500
PF/C,Brandon Bass,3000,LAC@Phi 07:00PM ET,10.150,LAC,0,0,14.071,5.574,13.188,16.500,18.000,8.500,0.122,203.500,-4.500
PG,Bryn Forbes,3000,SA@Tor 07:00PM ET,1.766,SA,0,0,2.964,0.114,4.875,13.000,18.000,10.250,0.001,203.000,2.500
PG,Fred VanVleet,3000,SA@Tor 07:00PM ET,5.589,Tor,1,0,2.893,1.550,8.375,4.500,18.000,0.000,0.048,203.000,-2.500
SG/SF,Jonathon Simmons,3000,SA@Tor 07:00PM ET,13.273,SA,0,0,12.357,8.023,12.125,7.000,18.000,19.500,0.251,203.000,2.500
SG,Kyle Anderson,3000,SA@Tor 07:00PM ET,9.288,SA,0,0,13.929,4.308,18.375,2.000,18.000,24.250,0.168,203.000,2.500
SF/PF,Davis Bertans,3000,SA@Tor 07:00PM ET,7.243,SA,0,0,5.500,2.478,11.688,17.000,18.000,19.250,0.092,203.000,2.500
SF,Bruno Caboclo,3000,SA@Tor 07:00PM ET,2.313,Tor,1,0,3.083,0.500,0.625,2.000,18.000,0.000,0.006,203.000,-2.500
PF,Jared Sullinger,3000,SA@Tor 07:00PM ET,12.833,Tor,1,0,10.875,7.000,10.750,2.000,18.000,4.500,0.124,203.000,-2.500
PF,Pascal Siakam,3000,SA@Tor 07:00PM ET,12.013,Tor,1,0,9.179,6.400,11.688,2.000,18.000,14.500,0.187,203.000,-2.500
C,Jakob Poeltl,3000,SA@Tor 07:00PM ET,6.890,Tor,1,0,3.500,3.054,3.688,3.000,18.000,6.500,0.029,203.000,-2.500
PG/SG,Leandro Barbosa,3000,Min@Pho 09:00PM ET,10.305,Pho,1,0,6.821,4.107,4.562,14.000,18.000,2.750,0.155,215.500,1.500
PG,Tyler Ulis,3000,Min@Pho 09:00PM ET,6.621,Pho,1,0,5.286,3.163,3.500,19.500,18.000,4.250,0.052,215.500,1.500
SG,Brandon Rush,3000,Min@Pho 09:00PM ET,7.938,Min,0,0,4.679,3.229,15.062,15.000,18.000,0.000,0.159,215.500,-1.500
SF/PF,Nemanja Bjelica,3000,Min@Pho 09:00PM ET,13.190,Min,0,0,10.143,6.107,9.438,23.000,18.000,2.500,0.285,215.500,-1.500
SF/PF,Dragan Bender,3000,Min@Pho 09:00PM ET,7.872,Pho,1,0,9.464,3.604,6.312,7.750,18.000,2.750,0.108,215.500,1.500
PF,Jared Dudley,3000,Min@Pho 09:00PM ET,16.858,Pho,1,0,16.821,11.000,7.750,10.000,18.000,2.000,0.443,215.500,1.500
PF,Jordan Hill,3000,Min@Pho 09:00PM ET,5.350,Min,0,0,9.375,0.625,5.000,20.500,18.000,1.250,0.048,215.500,-1.500
PF,Adreian Payne,3000,Min@Pho 09:00PM ET,9.000,Min,0,0,7.250,4.625,4.812,20.500,18.000,2.750,0.102,215.500,-1.500
C,Cole Aldrich,3000,Min@Pho 09:00PM ET,8.929,Min,0,0,6.321,4.602,4.625,23.000,18.000,9.000,0.102,215.500,-1.500
C,Alan Williams,3000,Min@Pho 09:00PM ET,8.672,Pho,1,0,2.833,2.750,2.812,14.500,18.000,0.000,0.240,215.500,1.500
