Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,dvp,value,LastGame,fvalue,O/U,odds
PG,Reggie Jackson,6400,Det@Uta 10:30PM ET,29.300,Det,0,0,27.321,20.795,25.125,3.500,38.400,12.250,0.168,191.000,11.000
SG/SF,Marcus Smart,6300,Bos@Atl 08:00PM ET,24.764,Bos,0,0,24.893,19.591,31.438,21.000,37.800,25.000,0.059,212.000,3.500
PF/C,Serge Ibaka,6200,Orl@Por 10:00PM ET,30.859,Orl,0,0,35.786,23.557,31.812,29.000,37.200,31.500,0.265,213.500,7.000
PG,Ricky Rubio,6100,OKC@Min 08:00PM ET,26.949,Min,1,0,33.036,20.560,42.062,24.000,36.600,47.000,0.187,208.000,2.000
SG,Avery Bradley,6000,Bos@Atl 08:00PM ET,33.936,Bos,0,0,32.786,27.044,35.875,21.000,36.000,45.250,0.408,212.000,3.500
PG,George Hill,6000,Det@Uta 10:30PM ET,32.375,Uta,1,0,29.179,22.714,30.500,23.000,36.000,30.500,0.356,191.000,-11.000
SF/PF,Tobias Harris,6000,Det@Uta 10:30PM ET,28.396,Det,0,0,26.571,20.438,27.625,1.000,36.000,17.500,0.187,191.000,11.000
C,Greg Monroe,5900,Mia@Mil 08:00PM ET,26.160,Mil,1,0,30.714,17.028,35.312,20.000,35.400,30.750,0.204,205.000,-7.500
SG,Victor Oladipo,5900,OKC@Min 08:00PM ET,28.379,OKC,0,0,28.000,20.672,25.812,5.000,35.400,27.250,0.248,208.000,-2.000
PF,Ersan Ilyasova,5900,Cha@Phi 07:00PM ET,26.785,Phi,1,0,26.464,19.395,28.375,8.000,35.400,21.750,0.186,208.000,5.000
C,Jonas Valanciunas,5900,Bkn@Tor 07:30PM ET,27.514,Tor,1,0,31.321,20.197,31.562,30.000,35.400,33.500,0.218,225.000,-15.500
SF,Robert Covington,5800,Cha@Phi 07:00PM ET,24.962,Phi,1,0,31.143,17.397,30.562,26.000,34.800,26.000,0.175,208.000,5.000
SG/SF,Evan Fournier,5800,Orl@Por 10:00PM ET,28.007,Orl,0,0,28.071,20.125,22.938,12.750,34.800,19.250,0.226,213.500,7.000
PG/SG,Malcolm Brogdon,5700,Mia@Mil 08:00PM ET,20.338,Mil,1,0,26.179,12.950,32.688,7.000,34.200,32.000,0.093,205.000,-7.500
PF,James Johnson,5700,Mia@Mil 08:00PM ET,25.043,Mia,0,0,31.929,15.667,32.188,17.000,34.200,36.000,0.189,205.000,7.500
C,Steven Adams,5700,OKC@Min 08:00PM ET,27.619,OKC,0,0,31.071,20.762,27.812,16.000,34.200,14.750,0.190,208.000,-2.000
PF/C,Zach Randolph,5700,Mem@Hou 08:00PM ET,27.441,Mem,0,0,30.786,22.868,37.938,15.000,34.200,39.000,0.205,216.000,7.500
SG,Jeremy Lamb,5700,Cha@Phi 07:00PM ET,18.536,Cha,0,0,21.464,8.188,19.812,16.000,34.200,25.750,0.083,208.000,-5.000
SF/PF,Aaron Gordon,5700,Orl@Por 10:00PM ET,22.406,Orl,0,0,23.107,15.348,26.000,26.250,34.200,18.750,0.115,213.500,7.000
PF/C,Gorgui Dieng,5600,OKC@Min 08:00PM ET,27.103,Min,1,0,22.786,18.958,18.500,12.500,33.600,10.750,0.216,208.000,2.000
PF/C,Enes Kanter,5600,OKC@Min 08:00PM ET,25.550,OKC,0,0,29.714,16.881,35.188,12.000,33.600,33.000,0.235,208.000,-2.000
C,Mason Plumlee,5600,Orl@Por 10:00PM ET,30.457,Por,1,0,32.250,23.402,31.812,17.000,33.600,32.750,0.378,213.500,-7.000
SG,Eric Gordon,5500,Mem@Hou 08:00PM ET,29.006,Hou,1,0,28.500,22.663,28.062,7.000,33.000,16.250,0.295,216.000,-7.500
SG,Kentavious Caldwell-Pope,5500,Det@Uta 10:30PM ET,26.650,Det,0,0,27.714,16.434,23.562,1.000,33.000,1.500,0.291,191.000,11.000
SF,Jae Crowder,5400,Bos@Atl 08:00PM ET,25.694,Bos,0,0,26.357,19.357,25.438,21.000,32.400,30.750,0.184,212.000,3.500
PF,Trevor Booker,5400,Bkn@Tor 07:30PM ET,28.593,Bkn,0,0,22.321,20.278,26.312,20.000,32.400,20.750,0.332,225.000,15.500
PG,Tyler Johnson,5300,Mia@Mil 08:00PM ET,28.230,Mia,0,0,33.214,22.038,29.312,1.000,31.800,34.500,0.339,205.000,7.500
PF,Ryan Anderson,5300,Mem@Hou 08:00PM ET,24.713,Hou,1,0,20.929,17.610,21.562,3.000,31.800,10.000,0.224,216.000,-7.500
PG,T.J. McConnell,5300,Cha@Phi 07:00PM ET,18.493,Phi,1,0,24.607,12.137,30.062,19.000,31.800,24.750,0.075,208.000,5.000
PG,Elfrid Payton,5300,Orl@Por 10:00PM ET,27.381,Orl,0,0,28.143,20.020,23.250,10.000,31.800,36.500,0.362,213.500,7.000
PF,Al-Farouq Aminu,5300,Orl@Por 10:00PM ET,21.677,Por,1,0,24.393,15.712,30.125,15.000,31.800,21.750,0.155,213.500,-7.000
SF,Trevor Ariza,5200,Mem@Hou 08:00PM ET,27.933,Hou,1,0,31.786,21.583,28.375,3.500,31.200,26.250,0.333,216.000,-7.500
PG,Patrick Beverley,5100,Mem@Hou 08:00PM ET,27.463,Hou,1,0,28.607,20.125,20.812,7.000,30.600,21.000,0.337,216.000,-7.500
SG/SF,Josh Richardson,5000,Mia@Mil 08:00PM ET,22.473,Mia,0,0,26.036,15.467,23.500,21.750,30.000,9.750,0.229,205.000,7.500
PF/C,Montrezl Harrell,5000,Mem@Hou 08:00PM ET,18.039,Hou,1,0,27.429,8.417,27.375,2.000,30.000,23.250,0.141,216.000,-7.500
SF,Michael Kidd-Gilchrist,5000,Cha@Phi 07:00PM ET,23.046,Cha,0,0,26.679,16.725,26.750,27.500,30.000,38.000,0.227,208.000,-5.000
PG,Jeremy Lin,5000,Bkn@Tor 07:30PM ET,30.146,Bkn,0,0,27.929,25.472,29.125,14.000,30.000,26.500,0.506,225.000,15.500
SG,Bojan Bogdanovic,5000,Bkn@Tor 07:30PM ET,21.730,Bkn,0,0,16.143,15.841,27.438,2.000,30.000,31.500,0.180,225.000,15.500
PF,Marvin Williams,4900,Cha@Phi 07:00PM ET,22.008,Cha,0,0,22.107,15.391,24.688,10.500,29.400,12.750,0.154,208.000,-5.000
PG/SG,Tim Hardaway Jr.,4800,Bos@Atl 08:00PM ET,18.382,Atl,1,0,20.464,11.145,29.375,14.500,28.800,37.500,0.160,212.000,-3.500
PF/C,Derrick Favors,4800,Det@Uta 10:30PM ET,20.650,Uta,1,0,19.464,13.983,23.688,10.000,28.800,25.750,0.217,191.000,-11.000
C,Nerlens Noel,4800,Cha@Phi 07:00PM ET,16.182,Phi,1,0,15.150,10.464,25.375,25.000,28.800,19.000,0.095,208.000,5.000
C,Tristan Thompson,4700,Cle@Sac 10:30PM ET,24.211,Cle,0,0,24.893,18.432,24.500,13.000,28.200,22.000,0.311,214.500,-6.500
C,Clint Capela,4600,Mem@Hou 08:00PM ET,26.804,Hou,1,0,26.679,20.607,20.062,1.000,27.600,14.500,0.457,216.000,-7.500
SF,Marcus Morris,4600,Det@Uta 10:30PM ET,23.763,Det,0,0,17.964,16.821,23.750,1.000,27.600,18.250,0.320,191.000,11.000
SG,Tony Allen,4500,Mem@Hou 08:00PM ET,22.147,Mem,0,0,25.893,15.645,23.938,25.000,27.000,32.000,0.309,216.000,7.500
C,Cody Zeller,4500,Cha@Phi 07:00PM ET,23.750,Cha,0,0,28.643,19.211,25.438,27.000,27.000,38.000,0.351,208.000,-5.000
SF/PF,DeMarre Carroll,4500,Bkn@Tor 07:30PM ET,19.280,Tor,1,0,25.143,13.382,28.938,29.000,27.000,34.750,0.217,225.000,-15.500
SG/SF,Allen Crabbe,4500,Orl@Por 10:00PM ET,18.561,Por,1,0,23.286,12.523,24.562,16.750,27.000,15.750,0.140,213.500,-7.000
SG/SF,Dion Waiters,4400,Mia@Mil 08:00PM ET,24.675,Mia,0,0,19.179,14.275,20.000,21.750,26.400,25.000,0.443,205.000,7.500
SG,Rodney Hood,4400,Det@Uta 10:30PM ET,23.093,Uta,1,0,25.357,15.162,25.438,4.000,26.400,39.500,0.385,191.000,-11.000
SG,Sean Kilpatrick,4400,Bkn@Tor 07:30PM ET,25.480,Bkn,0,0,20.964,16.369,19.688,2.000,26.400,8.500,0.453,225.000,15.500
SF,Maurice Harkless,4400,Orl@Por 10:00PM ET,23.713,Por,1,0,20.643,15.844,22.750,14.500,26.400,24.250,0.363,213.500,-7.000
PG/SG,Darren Collison,4300,Cle@Sac 10:30PM ET,22.892,Sac,1,0,21.643,17.054,22.688,23.250,25.800,20.750,0.329,214.500,6.500
PF,Jon Leuer,4300,Det@Uta 10:30PM ET,22.711,Det,0,0,23.464,15.562,13.875,1.000,25.800,1.500,0.350,191.000,11.000
PF/C,Spencer Hawes,4300,Cha@Phi 07:00PM ET,16.688,Cha,0,0,17.321,9.100,25.875,18.750,25.800,28.750,0.182,208.000,-5.000
C,Jahlil Okafor,4300,Cha@Phi 07:00PM ET,20.580,Phi,1,0,24.643,12.068,13.875,25.000,25.800,8.500,0.261,208.000,5.000
SG/SF,Evan Turner,4300,Orl@Por 10:00PM ET,21.178,Por,1,0,24.571,15.429,23.375,16.750,25.800,23.000,0.267,213.500,-7.000
PF,JaMychal Green,4200,Mem@Hou 08:00PM ET,23.000,Mem,0,0,19.679,15.810,16.625,8.000,25.200,14.500,0.389,216.000,7.500
SG/SF,Thabo Sefolosha,4100,Bos@Atl 08:00PM ET,20.579,Atl,1,0,16.750,13.597,16.625,15.250,24.600,10.250,0.303,212.000,-3.500
PF/C,Kelly Olynyk,4100,Bos@Atl 08:00PM ET,18.341,Bos,0,0,21.750,12.015,27.375,11.250,24.600,42.500,0.269,212.000,3.500
SG/SF,Shabazz Muhammad,4100,OKC@Min 08:00PM ET,12.650,Min,1,0,17.821,7.237,15.562,7.250,24.600,8.250,0.043,208.000,2.000
PG,Ty Lawson,4100,Cle@Sac 10:30PM ET,19.973,Sac,1,0,20.964,12.103,22.688,17.000,24.600,26.500,0.306,214.500,6.500
SF/PF,Dario Saric,4100,Cha@Phi 07:00PM ET,20.403,Phi,1,0,15.571,12.819,19.125,17.000,24.600,27.500,0.332,208.000,5.000
PF,Frank Kaminsky,4100,Cha@Phi 07:00PM ET,21.196,Cha,0,0,15.357,14.845,14.812,10.500,24.600,7.500,0.329,208.000,-5.000
SG/SF,Kent Bazemore,4000,Bos@Atl 08:00PM ET,21.194,Atl,1,0,20.250,13.278,15.562,15.250,24.000,22.250,0.384,212.000,-3.500
SF/PF,Michael Beasley,4000,Mia@Mil 08:00PM ET,16.097,Mil,1,0,17.500,8.859,25.188,8.000,24.000,25.750,0.224,205.000,-7.500
SF,Andre Roberson,4000,OKC@Min 08:00PM ET,18.475,OKC,0,0,14.464,10.676,22.812,5.500,24.000,26.000,0.257,208.000,-2.000
SG/SF,Kyle Korver,4000,Cle@Sac 10:30PM ET,18.331,Cle,0,0,17.679,11.382,16.062,16.000,24.000,33.250,0.270,214.500,-6.500
SG/SF,Marco Belinelli,4000,Cha@Phi 07:00PM ET,18.640,Cha,0,0,18.964,12.653,16.938,21.750,24.000,14.000,0.250,208.000,-5.000
PF/C,Amir Johnson,3900,Bos@Atl 08:00PM ET,17.283,Bos,0,0,15.179,10.417,17.875,11.250,23.400,8.000,0.246,212.000,3.500
C,Willie Reed,3900,Mia@Mil 08:00PM ET,13.617,Mia,0,0,26.179,7.452,23.625,7.000,23.400,10.500,0.207,205.000,7.500
PG/SG,Garrett Temple,3900,Cle@Sac 10:30PM ET,17.461,Sac,1,0,17.464,12.000,18.438,23.250,23.400,15.500,0.217,214.500,6.500
PG,Shelvin Mack,3800,Det@Uta 10:30PM ET,16.500,Uta,1,0,14.107,8.961,4.875,23.000,22.800,4.000,0.214,191.000,-11.000
C,Aron Baynes,3800,Det@Uta 10:30PM ET,10.333,Det,0,0,6.750,6.560,6.062,3.000,22.800,10.000,0.030,191.000,11.000
SG,Nik Stauskas,3800,Cha@Phi 07:00PM ET,17.140,Phi,1,0,14.000,11.412,16.750,24.000,22.800,15.000,0.207,208.000,5.000
SG/SF,Terrence Ross,3800,Bkn@Tor 07:30PM ET,17.878,Tor,1,0,17.357,12.143,14.062,29.750,22.800,17.000,0.272,225.000,-15.500
C,Bismack Biyombo,3800,Orl@Por 10:00PM ET,20.410,Orl,0,0,17.964,13.750,14.812,28.000,22.800,7.250,0.369,213.500,7.000
PG/SG,Matthew Dellavedova,3700,Mia@Mil 08:00PM ET,20.141,Mil,1,0,19.571,15.303,17.750,7.000,22.200,25.000,0.394,205.000,-7.500
PG,Andrew Harrison,3700,Mem@Hou 08:00PM ET,17.475,Mem,0,0,16.357,11.125,10.000,12.000,22.200,8.000,0.305,216.000,7.500
SF/PF,Matt Barnes,3700,Cle@Sac 10:30PM ET,19.293,Sac,1,0,18.679,12.013,18.438,19.000,22.200,13.750,0.372,214.500,6.500
PF,Richaun Holmes,3700,Cha@Phi 07:00PM ET,16.393,Phi,1,0,14.143,7.667,16.438,8.000,22.200,10.750,0.251,208.000,5.000
SF,Rondae Hollis-Jefferson,3700,Bkn@Tor 07:30PM ET,19.074,Bkn,0,0,18.857,13.560,16.750,12.500,22.200,12.250,0.351,225.000,15.500
PG,D.J. Augustin,3700,Orl@Por 10:00PM ET,16.369,Orl,0,0,15.500,11.602,21.062,10.000,22.200,19.750,0.177,213.500,7.000
SG/SF,Gerald Green,3600,Bos@Atl 08:00PM ET,11.060,Bos,0,0,10.500,5.188,14.125,21.000,21.600,4.750,0.081,212.000,3.500
SG,Brandon Rush,3600,OKC@Min 08:00PM ET,7.071,Min,1,0,11.000,3.523,18.625,11.000,21.600,26.000,0.104,208.000,2.000
SG/SF,Vince Carter,3600,Mem@Hou 08:00PM ET,17.816,Mem,0,0,17.286,12.537,11.875,24.500,21.600,7.000,0.287,216.000,7.500
SF/PF,Anthony Tolliver,3600,Cle@Sac 10:30PM ET,13.673,Sac,1,0,19.821,6.196,20.000,19.000,21.600,18.500,0.213,214.500,6.500
PG,Sergio Rodriguez,3600,Cha@Phi 07:00PM ET,23.109,Phi,1,0,21.429,14.912,11.375,19.000,21.600,22.250,0.558,208.000,5.000
PG,Spencer Dinwiddie,3600,Bkn@Tor 07:30PM ET,13.200,Bkn,0,0,15.500,4.964,21.125,14.000,21.600,24.250,0.201,225.000,15.500
SG/SF,Norman Powell,3600,Bkn@Tor 07:30PM ET,10.904,Tor,1,0,10.571,5.120,7.562,29.750,21.600,10.000,0.147,225.000,-15.500
SG,J.R. Smith,3500,Cle@Sac 10:30PM ET,17.321,Cle,0,0,13.429,11.300,19.688,22.000,21.000,8.250,0.317,214.500,-6.500
SG/SF,Joe Ingles,3500,Det@Uta 10:30PM ET,15.100,Uta,1,0,15.357,7.478,15.312,5.500,21.000,10.750,0.276,191.000,-11.000
PF,Patrick Patterson,3500,Bkn@Tor 07:30PM ET,19.197,Tor,1,0,19.071,13.219,10.125,28.000,21.000,5.500,0.403,225.000,-15.500
SG/SF,Tony Snell,3400,Mia@Mil 08:00PM ET,16.556,Mil,1,0,18.000,11.066,18.438,8.000,20.400,21.250,0.297,205.000,-7.500
SF/PF,Nemanja Bjelica,3400,OKC@Min 08:00PM ET,13.162,Min,1,0,14.643,6.474,13.000,9.750,20.400,13.750,0.214,208.000,2.000
C,Cole Aldrich,3400,OKC@Min 08:00PM ET,9.507,Min,1,0,5.179,5.226,4.750,9.000,20.400,6.000,0.069,208.000,2.000
SG/SF,Corey Brewer,3400,Mem@Hou 08:00PM ET,9.659,Hou,1,0,14.036,6.019,16.438,5.250,20.400,11.500,0.032,216.000,-7.500
SF/PF,Sam Dekker,3400,Mem@Hou 08:00PM ET,15.159,Hou,1,0,13.929,10.344,11.500,3.250,20.400,16.500,0.228,216.000,-7.500
SF,Chandler Parsons,3400,Mem@Hou 08:00PM ET,11.783,Mem,0,0,10.250,6.667,14.000,24.000,20.400,13.500,0.059,216.000,7.500
SF,James Ennis III,3400,Mem@Hou 08:00PM ET,17.583,Mem,0,0,16.964,11.768,18.625,24.000,20.400,22.000,0.362,216.000,7.500
PF/C,Channing Frye,3400,Cle@Sac 10:30PM ET,16.710,Cle,0,0,15.071,11.294,14.250,19.000,20.400,18.500,0.306,214.500,-6.500
PG,Ramon Sessions,3400,Cha@Phi 07:00PM ET,13.244,Cha,0,0,11.964,9.641,8.625,15.500,20.400,7.250,0.086,208.000,-5.000
PG,Cory Joseph,3400,Bkn@Tor 07:30PM ET,17.743,Tor,1,0,21.929,12.786,20.688,29.000,20.400,35.500,0.381,225.000,-15.500
PG,Isaiah Whitehead,3400,Bkn@Tor 07:30PM ET,15.984,Bkn,0,0,14.750,11.062,17.688,14.000,20.400,9.500,0.249,225.000,15.500
PF/C,Justin Hamilton,3400,Bkn@Tor 07:30PM ET,16.515,Bkn,0,0,18.750,10.368,19.062,14.000,20.400,19.000,0.321,225.000,15.500
PF/C,Mike Muscala,3300,Bos@Atl 08:00PM ET,17.270,Atl,1,0,12.750,9.967,16.625,23.500,19.800,7.500,0.341,212.000,-3.500
PG/SG,Iman Shumpert,3300,Cle@Sac 10:30PM ET,15.250,Cle,0,0,15.000,10.929,15.062,20.000,19.800,22.000,0.238,214.500,-6.500
C,Lucas Nogueira,3300,Bkn@Tor 07:30PM ET,16.952,Tor,1,0,19.786,11.097,22.125,30.000,19.800,31.250,0.389,225.000,-15.500
C,John Henson,3200,Mia@Mil 08:00PM ET,18.064,Mil,1,0,18.536,11.250,14.312,20.000,19.200,14.250,0.448,205.000,-7.500
C,Nene Hilario,3200,Mem@Hou 08:00PM ET,15.028,Hou,1,0,16.929,9.681,17.750,1.000,19.200,24.750,0.277,216.000,-7.500
C,Kosta Koufos,3200,Cle@Sac 10:30PM ET,16.138,Sac,1,0,15.000,10.131,14.688,5.000,19.200,7.750,0.344,214.500,6.500
PG,Ish Smith,3200,Det@Uta 10:30PM ET,20.848,Det,0,0,13.821,13.716,13.312,3.500,19.200,8.750,0.570,191.000,11.000
SG/SF,Caris LeVert,3200,Bkn@Tor 07:30PM ET,13.333,Bkn,0,0,12.250,7.795,13.125,7.250,19.200,3.750,0.214,225.000,15.500
SG,Jodie Meeks,3200,Orl@Por 10:00PM ET,16.300,Orl,0,0,20.750,8.841,14.875,3.000,19.200,15.750,0.383,213.500,7.000
SF/PF,Jeff Green,3200,Orl@Por 10:00PM ET,15.776,Orl,0,0,16.643,9.643,11.875,26.250,19.200,14.250,0.327,213.500,7.000
SG/SF,Rodney McGruder,3100,Mia@Mil 08:00PM ET,14.174,Mia,0,0,13.464,7.734,11.625,21.750,18.600,10.500,0.258,205.000,7.500
SF,Wayne Ellington,3100,Mia@Mil 08:00PM ET,17.650,Mia,0,0,11.607,10.932,6.688,29.000,18.600,12.750,0.444,205.000,7.500
PF,Domantas Sabonis,3100,OKC@Min 08:00PM ET,14.169,OKC,0,0,11.893,8.887,12.250,8.000,18.600,14.500,0.260,208.000,-2.000
PF,Trey Lyles,3100,Det@Uta 10:30PM ET,17.250,Uta,1,0,20.357,10.569,19.312,14.000,18.600,17.250,0.428,191.000,-11.000
PG,Malcolm Delaney,3000,Bos@Atl 08:00PM ET,12.283,Atl,1,0,13.000,7.221,20.312,21.000,18.000,32.000,0.216,212.000,-3.500
PG,Demetrius Jackson,3000,Bos@Atl 08:00PM ET,5.000,Bos,0,0,2.375,1.583,5.000,25.000,18.000,2.750,0.082,212.000,3.500
PG,Terry Rozier,3000,Bos@Atl 08:00PM ET,13.857,Bos,0,0,10.000,8.105,12.688,25.000,18.000,16.000,0.292,212.000,3.500
SG,James Young,3000,Bos@Atl 08:00PM ET,3.523,Bos,0,0,4.750,0.594,2.125,21.000,18.000,1.250,0.033,212.000,3.500
SF,Mike Dunleavy,3000,Bos@Atl 08:00PM ET,9.293,Atl,1,0,10.821,5.667,12.625,22.500,18.000,14.750,0.093,212.000,-3.500
SF,Taurean Prince,3000,Bos@Atl 08:00PM ET,8.580,Atl,1,0,9.214,2.604,10.312,22.500,18.000,0.000,0.091,212.000,-3.500
SF,DeAndre' Bembry,3000,Bos@Atl 08:00PM ET,4.179,Atl,1,0,2.417,1.389,4.188,22.500,18.000,3.750,0.010,212.000,-3.500
SF,Jaylen Brown,3000,Bos@Atl 08:00PM ET,9.099,Bos,0,0,5.429,4.729,4.688,21.000,18.000,5.750,0.107,212.000,3.500
PF/C,Kris Humphries,3000,Bos@Atl 08:00PM ET,10.302,Atl,1,0,7.679,4.566,9.562,23.500,18.000,2.750,0.179,212.000,-3.500
PF,Mike Scott,3000,Bos@Atl 08:00PM ET,8.469,Atl,1,0,9.375,2.917,9.938,26.000,18.000,0.000,0.075,212.000,-3.500
PF,Jonas Jerebko,3000,Bos@Atl 08:00PM ET,11.532,Bos,0,0,10.036,6.412,11.625,18.500,18.000,2.000,0.138,212.000,3.500
PF,Jordan Mickey,3000,Bos@Atl 08:00PM ET,5.675,Bos,0,0,6.200,1.812,6.312,18.500,18.000,9.000,0.012,212.000,3.500
C,Tyler Zeller,3000,Bos@Atl 08:00PM ET,10.454,Bos,0,0,8.071,3.650,3.125,4.000,18.000,8.000,0.215,212.000,3.500
PG,Jason Terry,3000,Mia@Mil 08:00PM ET,8.398,Mil,1,0,10.571,4.484,12.625,8.000,18.000,14.750,0.035,205.000,-7.500
SG,Rashad Vaughn,3000,Mia@Mil 08:00PM ET,7.839,Mil,1,0,11.458,1.406,4.125,6.000,18.000,11.250,0.153,205.000,-7.500
PF,Josh McRoberts,3000,Mia@Mil 08:00PM ET,13.523,Mia,0,0,15.393,8.917,9.188,17.000,18.000,10.000,0.234,205.000,7.500
PF,Luke Babbitt,3000,Mia@Mil 08:00PM ET,8.298,Mia,0,0,12.536,3.344,11.938,17.000,18.000,30.000,0.104,205.000,7.500
PF,Derrick Williams,3000,Mia@Mil 08:00PM ET,12.636,Mia,0,0,14.857,7.769,11.312,17.000,18.000,5.500,0.188,205.000,7.500
PF,Mirza Teletovic,3000,Mia@Mil 08:00PM ET,13.648,Mil,1,0,14.357,7.783,11.375,6.000,18.000,0.000,0.283,205.000,-7.500
PF,Justise Winslow,3000,Mia@Mil 08:00PM ET,25.833,Mia,0,0,24.143,20.250,23.875,17.000,18.000,32.750,0.784,205.000,7.500
