Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,dvp,value,LastGame,fvalue,O/U,odds
PG,Russell Westbrook,12800,Atl@OKC 08:00PM ET,64.111,OKC,1,0,69.500,54.533,58.125,22.500,76.800,73.250,0.186,211.500,-3.000
PG,John Wall,9700,Was@Ind 07:00PM ET,49.010,Was,0,0,48.929,41.865,50.688,16.500,58.200,42.500,0.170,211.000,5.000
PF/C,Karl-Anthony Towns,8900,Pho@Min 08:00PM ET,43.990,Min,1,0,52.750,37.597,54.688,22.250,53.400,55.250,0.237,213.000,-6.000
SG/SF,Jimmy Butler,8500,Det@Chi 08:00PM ET,43.231,Chi,1,0,43.786,33.173,37.625,4.750,51.000,36.250,0.246,196.500,-2.500
SF/PF,Paul George,8100,Was@Ind 07:00PM ET,39.595,Ind,1,0,41.571,33.773,38.688,20.750,48.600,41.000,0.118,211.000,-5.000
C,Andre Drummond,7700,Det@Chi 08:00PM ET,38.411,Det,0,0,38.036,28.641,24.938,10.000,46.200,16.000,0.245,196.500,2.500
PF,Paul Millsap,7500,Atl@OKC 08:00PM ET,37.698,Atl,0,0,39.107,26.977,39.375,16.500,45.000,50.250,0.285,211.500,3.000
PG,Eric Bledsoe,7400,Pho@Min 08:00PM ET,37.639,Pho,0,0,41.464,27.946,36.125,19.000,44.400,40.750,0.293,213.000,6.000
C,Dwight Howard,7300,Atl@OKC 08:00PM ET,36.913,Atl,0,0,33.964,24.200,40.188,12.000,43.800,43.250,0.288,211.500,3.000
PG,Jeff Teague,7000,Was@Ind 07:00PM ET,34.634,Ind,1,0,36.250,26.550,41.500,5.000,42.000,49.500,0.262,211.000,-5.000
PG,Dennis Schroder,6900,Atl@OKC 08:00PM ET,31.167,Atl,0,0,39.429,24.333,38.375,22.500,41.400,47.750,0.172,211.500,3.000
SG,Zach LaVine,6800,Pho@Min 08:00PM ET,31.590,Min,1,0,34.321,23.938,37.812,15.000,40.800,37.500,0.184,213.000,-6.000
SG,Bradley Beal,6800,Was@Ind 07:00PM ET,34.793,Was,0,0,33.250,26.062,39.312,27.000,40.800,29.500,0.279,211.000,5.000
SF,Andrew Wiggins,6700,Pho@Min 08:00PM ET,32.337,Min,1,0,28.893,22.942,37.750,26.000,40.200,39.000,0.268,213.000,-6.000
SG,Dwyane Wade,6600,Det@Chi 08:00PM ET,34.031,Chi,1,0,35.393,25.023,29.562,5.000,39.600,25.500,0.279,196.500,-2.500
SF/PF,Harrison Barnes,6500,Dal@Den 09:00PM ET,31.287,Dal,0,0,28.429,23.731,31.938,12.250,39.000,25.000,0.185,207.000,8.000
C,Nikola Jokic,6400,Dal@Den 09:00PM ET,26.969,Den,1,0,34.036,20.344,42.438,11.000,38.400,64.250,0.239,207.000,-8.000
C,Myles Turner,6300,Was@Ind 07:00PM ET,31.741,Ind,1,0,36.679,23.958,33.938,6.000,37.800,40.250,0.279,211.000,-5.000
SF/PF,Wilson Chandler,6200,Dal@Den 09:00PM ET,30.792,Den,1,0,34.250,21.462,22.625,3.000,37.200,32.500,0.304,207.000,-8.000
