Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,dvp,value,LastGame,fvalue,O/U,odds
C,Marcin Gortat,6000,Was@Ind 07:00PM ET,31.654,Was,0,0,34.214,26.333,34.875,16.000,36.000,38.750,0.308,211.000,5.000
PG,Deron Williams,5900,Dal@Den 09:00PM ET,26.632,Dal,0,0,23.679,17.143,31.750,29.000,35.400,38.250,0.202,207.000,8.000
SG/SF,Devin Booker,5900,Pho@Min 08:00PM ET,28.385,Pho,0,0,29.643,21.922,29.250,6.250,35.400,26.500,0.239,213.000,6.000
PG,Reggie Jackson,5800,Det@Chi 08:00PM ET,25.094,Det,0,0,21.750,18.000,26.750,10.000,34.800,15.750,0.105,196.500,2.500
SG/SF,Will Barton,5700,Dal@Den 09:00PM ET,26.183,Den,1,0,24.500,17.156,22.375,3.500,34.200,18.000,0.209,207.000,-8.000
SF,Danilo Gallinari,5700,Dal@Den 09:00PM ET,27.365,Den,1,0,28.357,22.250,28.188,3.000,34.200,29.000,0.163,207.000,-8.000
PF/C,Gorgui Dieng,5700,Pho@Min 08:00PM ET,27.183,Min,1,0,25.393,19.808,25.375,22.250,34.200,27.750,0.223,213.000,-6.000
SG,Victor Oladipo,5700,Atl@OKC 08:00PM ET,28.500,OKC,1,0,29.250,19.479,20.188,25.000,34.200,2.750,0.314,211.500,-3.000
SG,Wesley Matthews,5600,Dal@Den 09:00PM ET,26.692,Dal,0,0,24.107,18.577,20.750,29.000,33.600,18.500,0.208,207.000,8.000
PG,Rajon Rondo,5600,Det@Chi 08:00PM ET,28.955,Chi,1,0,34.429,21.231,28.812,24.000,33.600,47.500,0.377,196.500,-2.500
SF/PF,Otto Porter,5600,Was@Ind 07:00PM ET,29.712,Was,0,0,33.107,21.232,28.875,21.000,33.600,36.750,0.388,211.000,5.000
SF/PF,Tobias Harris,5500,Det@Chi 08:00PM ET,27.336,Det,0,0,24.929,19.200,20.688,11.500,33.000,16.000,0.260,196.500,2.500
PG,Ricky Rubio,5400,Pho@Min 08:00PM ET,24.571,Min,1,0,26.071,19.625,31.438,25.500,32.400,32.250,0.183,213.000,-6.000
PG,Emmanuel Mudiay,5300,Dal@Den 09:00PM ET,25.240,Den,1,0,26.000,13.917,29.938,1.000,31.800,35.000,0.308,207.000,-8.000
SG,Kentavious Caldwell-Pope,5300,Det@Chi 08:00PM ET,27.018,Det,0,0,27.107,16.714,24.125,12.500,31.800,9.250,0.314,196.500,2.500
C,Tyson Chandler,5200,Pho@Min 08:00PM ET,25.342,Pho,0,0,20.643,18.091,27.000,15.000,31.200,22.000,0.263,213.000,6.000
SF/PF,Marcus Morris,5200,Det@Chi 08:00PM ET,24.216,Det,0,0,21.464,16.700,13.938,11.500,31.200,7.750,0.190,196.500,2.500
SF/PF,Markieff Morris,5200,Was@Ind 07:00PM ET,26.470,Was,0,0,25.143,19.422,27.438,21.000,31.200,18.000,0.316,211.000,5.000
C,Steven Adams,5100,Atl@OKC 08:00PM ET,25.991,OKC,1,0,27.571,19.714,26.938,4.000,30.600,24.750,0.276,211.500,-3.000
SG,Gary Harris,5000,Dal@Den 09:00PM ET,23.036,Den,1,0,28.200,19.150,30.875,4.000,30.000,37.000,0.297,207.000,-8.000
SF,T.J. Warren,4900,Pho@Min 08:00PM ET,27.250,Pho,0,0,16.357,12.643,6.125,4.500,29.400,2.750,0.398,213.000,6.000
PF,Kenneth Faried,4800,Dal@Den 09:00PM ET,24.933,Den,1,0,25.357,14.135,18.438,3.000,28.800,2.750,0.348,207.000,-8.000
PF/C,Taj Gibson,4800,Det@Chi 08:00PM ET,26.413,Chi,1,0,23.964,20.411,20.500,8.250,28.800,24.500,0.372,196.500,-2.500
PF,Thaddeus Young,4800,Was@Ind 07:00PM ET,24.223,Ind,1,0,28.500,18.094,23.625,24.000,28.800,33.250,0.324,211.000,-5.000
PF,Dirk Nowitzki,4700,Dal@Den 09:00PM ET,24.800,Dal,0,0,29.250,17.667,20.000,8.500,28.200,27.000,0.382,207.000,8.000
PG/SG,Tim Hardaway Jr.,4700,Atl@OKC 08:00PM ET,18.583,Atl,0,0,20.464,11.750,23.000,16.750,28.200,12.000,0.121,211.500,3.000
SF,Thabo Sefolosha,4600,Atl@OKC 08:00PM ET,20.802,Atl,0,0,21.714,14.788,22.562,7.000,27.600,26.000,0.207,211.500,3.000
C,Robin Lopez,4600,Det@Chi 08:00PM ET,24.240,Chi,1,0,22.393,18.767,21.062,5.000,27.600,21.000,0.310,196.500,-2.500
PG,J.J. Barea,4500,Dal@Den 09:00PM ET,30.361,Dal,0,0,28.607,23.900,27.062,29.000,27.000,23.250,0.663,207.000,8.000
SG/SF,Kent Bazemore,4500,Atl@OKC 08:00PM ET,22.240,Atl,0,0,24.107,13.562,22.312,9.000,27.000,32.250,0.334,211.500,3.000
C,Enes Kanter,4300,Atl@OKC 08:00PM ET,23.250,OKC,1,0,22.857,16.444,20.562,4.000,25.800,19.750,0.401,211.500,-3.000
PF,Jon Leuer,4200,Det@Chi 08:00PM ET,23.170,Det,0,0,27.643,17.038,24.062,14.500,25.200,23.250,0.390,196.500,2.500
SF,C.J. Miles,4200,Was@Ind 07:00PM ET,19.761,Ind,1,0,15.250,13.208,15.750,17.500,25.200,13.000,0.253,211.000,-5.000
SG/SF,Andre Roberson,4100,Atl@OKC 08:00PM ET,18.944,OKC,1,0,21.429,12.077,17.000,24.500,24.600,23.750,0.248,211.500,-3.000
C,Andrew Bogut,4000,Dal@Den 09:00PM ET,22.188,Dal,0,0,21.250,17.562,23.062,18.500,24.000,9.500,0.375,207.000,8.000
PF/C,Mike Muscala,4000,Atl@OKC 08:00PM ET,18.046,Atl,0,0,16.357,10.545,11.688,14.250,24.000,2.750,0.184,211.500,3.000
SG/SF,Kelly Oubre Jr.,4000,Was@Ind 07:00PM ET,13.260,Was,0,0,12.607,6.571,18.875,20.500,24.000,17.250,0.145,211.000,5.000
SG,Monta Ellis,4000,Was@Ind 07:00PM ET,21.781,Ind,1,0,22.393,13.688,12.312,9.000,24.000,17.500,0.414,211.000,-5.000
PG/SG,Brandon Knight,3900,Pho@Min 08:00PM ET,21.056,Pho,0,0,20.643,16.353,20.500,13.500,23.400,28.000,0.396,213.000,6.000
PF,Marquese Chriss,3900,Pho@Min 08:00PM ET,13.694,Pho,0,0,15.036,9.375,22.000,8.500,23.400,15.500,0.089,213.000,6.000
C,Cole Aldrich,3900,Pho@Min 08:00PM ET,11.170,Min,1,0,6.893,6.417,8.875,24.000,23.400,3.500,0.063,213.000,-6.000
PF/C,Dwight Powell,3800,Dal@Den 09:00PM ET,17.731,Dal,0,0,18.821,12.783,19.812,13.500,22.800,29.000,0.256,207.000,8.000
SF,P.J. Tucker,3800,Pho@Min 08:00PM ET,17.009,Pho,0,0,15.821,8.911,18.625,4.500,22.800,22.500,0.297,213.000,6.000
SG/SF,Kyle Korver,3800,Atl@OKC 08:00PM ET,17.770,Atl,0,0,16.536,11.731,19.500,9.000,22.800,20.500,0.250,211.500,3.000
C,Aron Baynes,3800,Det@Chi 08:00PM ET,11.414,Det,0,0,8.536,7.250,10.562,10.000,22.800,7.250,0.053,196.500,2.500
C,Alex Len,3700,Pho@Min 08:00PM ET,23.450,Pho,0,0,24.714,15.462,22.438,15.000,22.200,10.750,0.531,213.000,6.000
PG,Jerian Grant,3700,Det@Chi 08:00PM ET,9.292,Chi,1,0,8.107,3.325,9.062,24.000,22.200,10.000,0.084,196.500,-2.500
SG/SF,Stanley Johnson,3700,Det@Chi 08:00PM ET,9.280,Det,0,0,8.143,4.732,11.500,10.500,22.200,20.500,0.043,196.500,2.500
PG,Jameer Nelson,3600,Dal@Den 09:00PM ET,20.111,Den,1,0,22.321,11.417,10.500,1.000,21.600,8.250,0.432,207.000,-8.000
SF,Dorian Finney-Smith,3600,Dal@Den 09:00PM ET,12.558,Dal,0,0,10.857,6.828,16.000,16.000,21.600,11.500,0.161,207.000,8.000
PG,Ish Smith,3600,Det@Chi 08:00PM ET,23.517,Det,0,0,23.786,16.735,14.250,10.000,21.600,17.750,0.574,196.500,2.500
SF/PF,Nikola Mirotic,3600,Det@Chi 08:00PM ET,20.385,Chi,1,0,22.214,13.357,19.500,8.000,21.600,25.500,0.463,196.500,-2.500
PG/SG,Rodney Stuckey,3600,Was@Ind 07:00PM ET,16.656,Ind,1,0,16.786,9.094,20.938,7.000,21.600,20.750,0.297,211.000,-5.000
PG/SG,Jamal Murray,3500,Dal@Den 09:00PM ET,17.657,Den,1,0,17.857,10.375,14.688,2.500,21.000,6.000,0.357,207.000,-8.000
SG,Seth Curry,3500,Dal@Den 09:00PM ET,19.891,Dal,0,0,23.179,14.250,23.375,29.000,21.000,22.500,0.456,207.000,8.000
PF,Jared Dudley,3500,Pho@Min 08:00PM ET,18.260,Pho,0,0,15.036,12.750,17.250,8.500,21.000,15.750,0.348,213.000,6.000
SG/SF,Anthony Morrow,3500,Atl@OKC 08:00PM ET,10.000,OKC,1,0,14.000,4.562,11.250,24.500,21.000,7.500,0.070,211.500,-3.000
SF/PF,Jerami Grant,3500,Atl@OKC 08:00PM ET,13.269,OKC,1,0,14.071,9.458,16.188,21.250,21.000,19.750,0.070,211.500,-3.000
PG,Tomas Satoransky,3500,Was@Ind 07:00PM ET,9.675,Was,0,0,11.036,4.846,2.500,16.500,21.000,4.000,0.071,211.000,5.000
C,Al Jefferson,3400,Was@Ind 07:00PM ET,15.580,Ind,1,0,16.679,10.062,17.250,6.000,20.400,14.500,0.268,211.000,-5.000
PG/SG,Leandro Barbosa,3300,Pho@Min 08:00PM ET,11.135,Pho,0,0,13.357,4.893,10.625,13.500,19.800,18.000,0.164,213.000,6.000
C,Jusuf Nurkic,3200,Dal@Den 09:00PM ET,22.306,Den,1,0,22.571,14.133,14.812,11.000,19.200,10.250,0.609,207.000,-8.000
PF,Domantas Sabonis,3200,Atl@OKC 08:00PM ET,14.880,OKC,1,0,13.214,9.196,13.812,18.500,19.200,4.000,0.255,211.500,-3.000
SG/SF,Justin Anderson,3100,Dal@Den 09:00PM ET,15.837,Dal,0,0,13.357,10.308,10.812,22.500,18.600,7.500,0.326,207.000,8.000
C,Salah Mejri,3100,Dal@Den 09:00PM ET,11.717,Dal,0,0,12.179,5.054,14.250,18.500,18.600,4.500,0.214,207.000,8.000
SF,Doug McDermott,3100,Det@Chi 08:00PM ET,15.393,Chi,1,0,13.464,9.714,14.125,4.500,18.600,20.250,0.358,196.500,-2.500
PG,Devin Harris,3000,Dal@Den 09:00PM ET,9.886,Dal,0,0,3.625,3.857,11.500,29.000,18.000,1.250,0.146,207.000,8.000
PG,Jonathan Gibson,3000,Dal@Den 09:00PM ET,12.050,Dal,0,0,16.292,3.625,2.438,29.000,18.000,4.750,0.280,207.000,8.000
PG,Malik Beasley,3000,Dal@Den 09:00PM ET,4.611,Den,1,0,5.100,0.417,5.500,1.000,18.000,7.500,0.027,207.000,-8.000
SG,Mike Miller,3000,Dal@Den 09:00PM ET,5.250,Den,1,0,9.375,1.125,5.250,4.000,18.000,5.500,0.068,207.000,-8.000
SG,Nicolas Brussino,3000,Dal@Den 09:00PM ET,5.107,Dal,0,0,5.929,1.589,0.500,29.000,18.000,0.000,0.011,207.000,8.000
SF,Alonzo Gee,3000,Dal@Den 09:00PM ET,3.938,Den,1,0,5.750,0.571,0.312,3.000,18.000,1.250,0.033,207.000,-8.000
PF/C,Darrell Arthur,3000,Dal@Den 09:00PM ET,9.654,Den,1,0,8.833,4.929,8.875,7.000,18.000,2.000,0.104,207.000,-8.000
PF,Juancho Hernangomez,3000,Dal@Den 09:00PM ET,8.774,Den,1,0,4.393,3.589,12.188,3.000,18.000,1.000,0.150,207.000,-8.000
C,A.J. Hammons,3000,Dal@Den 09:00PM ET,4.054,Dal,0,0,4.833,2.125,4.438,18.500,18.000,5.750,0.004,207.000,8.000
PG,Kris Dunn,3000,Pho@Min 08:00PM ET,13.019,Min,1,0,11.036,7.633,10.312,25.500,18.000,18.250,0.270,213.000,-6.000
PG,Tyus Jones,3000,Pho@Min 08:00PM ET,10.167,Min,1,0,4.607,4.386,1.625,25.500,18.000,0.000,0.222,213.000,-6.000
PG,Tyler Ulis,3000,Pho@Min 08:00PM ET,8.469,Pho,0,0,13.821,4.318,4.812,19.000,18.000,6.500,0.126,213.000,6.000
SG/SF,Shabazz Muhammad,3000,Pho@Min 08:00PM ET,10.641,Min,1,0,10.321,5.812,13.250,20.500,18.000,13.000,0.109,213.000,-6.000
SG,Brandon Rush,3000,Pho@Min 08:00PM ET,4.773,Min,1,0,6.100,2.714,3.938,15.000,18.000,4.500,0.008,213.000,-6.000
SF/PF,Nemanja Bjelica,3000,Pho@Min 08:00PM ET,14.375,Min,1,0,11.214,6.442,9.562,23.250,18.000,4.250,0.349,213.000,-6.000
PF,Adreian Payne,3000,Pho@Min 08:00PM ET,9.694,Min,1,0,10.750,5.000,8.188,20.500,18.000,6.250,0.120,213.000,-6.000
PF,Dragan Bender,3000,Pho@Min 08:00PM ET,6.273,Pho,0,0,8.179,2.769,5.188,8.500,18.000,7.750,0.023,213.000,6.000
C,Alan Williams,3000,Pho@Min 08:00PM ET,11.250,Pho,0,0,16.071,3.406,4.625,15.000,18.000,4.500,0.328,213.000,6.000
PG,Malcolm Delaney,3000,Atl@OKC 08:00PM ET,12.630,Atl,0,0,10.357,6.625,10.188,22.500,18.000,2.750,0.136,211.500,3.000
PG,Semaj Christon,3000,Atl@OKC 08:00PM ET,9.115,OKC,1,0,9.714,4.481,12.312,22.500,18.000,10.250,0.052,211.500,-3.000
SG,Alex Abrines,3000,Atl@OKC 08:00PM ET,6.150,OKC,1,0,7.071,2.425,6.750,25.000,18.000,12.750,0.012,211.500,-3.000
SF,Kyle Singler,3000,Atl@OKC 08:00PM ET,4.786,OKC,1,0,2.643,1.821,6.000,24.000,18.000,4.750,0.003,211.500,-3.000
SF,Ryan Kelly,3000,Atl@OKC 08:00PM ET,4.281,Atl,0,0,6.500,2.188,5.188,7.000,18.000,4.750,0.008,211.500,3.000
SF,Taurean Prince,3000,Atl@OKC 08:00PM ET,8.456,Atl,0,0,9.107,3.056,4.438,7.000,18.000,5.250,0.089,211.500,3.000
SF,DeAndre' Bembry,3000,Atl@OKC 08:00PM ET,2.028,Atl,0,0,1.875,0.250,0.750,7.000,18.000,0.000,0.003,211.500,3.000
PF/C,Joffrey Lauvergne,3000,Atl@OKC 08:00PM ET,13.283,OKC,1,0,15.607,7.982,12.188,11.250,18.000,4.500,0.252,211.500,-3.000
PF,Mike Scott,3000,Atl@OKC 08:00PM ET,6.667,Atl,0,0,6.083,0.750,7.000,16.500,18.000,8.000,0.054,211.500,3.000
C,Nick Collison,3000,Atl@OKC 08:00PM ET,4.344,OKC,1,0,2.650,0.500,6.500,4.000,18.000,0.000,0.015,211.500,-3.000
C,Kris Humphries,3000,Atl@OKC 08:00PM ET,8.938,Atl,0,0,5.857,3.938,4.750,12.000,18.000,0.000,0.130,211.500,3.000
PG,Beno Udrih,3000,Det@Chi 08:00PM ET,14.011,Det,0,0,10.214,8.292,9.000,10.000,18.000,5.000,0.245,196.500,2.500
PG,Michael Carter-Williams,3000,Det@Chi 08:00PM ET,13.583,Chi,1,0,18.625,3.500,13.583,24.000,18.000,3.500,0.306,196.500,-2.500
SG,Isaiah Canaan,3000,Det@Chi 08:00PM ET,12.010,Chi,1,0,8.607,7.203,5.000,5.000,18.000,3.250,0.199,196.500,-2.500
SG,Darrun Hilliard,3000,Det@Chi 08:00PM ET,7.028,Det,0,0,8.964,3.275,8.000,12.500,18.000,13.000,0.028,196.500,2.500
SF,Reggie Bullock,3000,Det@Chi 08:00PM ET,7.563,Det,0,0,5.000,2.500,7.562,8.500,18.000,0.000,0.112,196.500,2.500
SF,Michael Gbinije,3000,Det@Chi 08:00PM ET,1.357,Det,0,0,1.750,0.417,1.500,8.500,18.000,1.500,0.005,196.500,2.500
SF,Denzel Valentine,3000,Det@Chi 08:00PM ET,6.184,Chi,1,0,6.286,3.068,9.625,4.500,18.000,8.000,0.012,196.500,-2.500
SF,Paul Zipser,3000,Det@Chi 08:00PM ET,3.036,Chi,1,0,3.500,1.600,2.625,4.500,18.000,2.750,0.005,196.500,-2.500
PF,Bobby Portis,3000,Det@Chi 08:00PM ET,10.363,Chi,1,0,9.107,5.923,10.750,11.500,18.000,2.250,0.111,196.500,-2.500
PF,Henry Ellenson,3000,Det@Chi 08:00PM ET,2.929,Det,0,0,2.250,1.708,3.375,14.500,18.000,2.500,0.005,196.500,2.500
C,Boban Marjanovic,3000,Det@Chi 08:00PM ET,4.750,Det,0,0,6.250,2.500,5.875,10.000,18.000,14.500,0.020,196.500,2.500
C,Cristiano Felicio,3000,Det@Chi 08:00PM ET,9.625,Chi,1,0,12.536,5.700,14.562,5.000,18.000,21.750,0.106,196.500,-2.500
PG,Aaron Brooks,3000,Was@Ind 07:00PM ET,11.520,Ind,1,0,11.679,6.688,7.375,5.000,18.000,5.750,0.108,211.000,-5.000
PG,Trey Burke,3000,Was@Ind 07:00PM ET,8.068,Was,0,0,6.321,4.115,8.000,16.500,18.000,3.000,0.043,211.000,5.000
SG,Marcus Thornton,3000,Was@Ind 07:00PM ET,13.390,Was,0,0,12.929,8.233,8.875,27.000,18.000,5.000,0.246,211.000,5.000
SG,Joe Young,3000,Was@Ind 07:00PM ET,5.547,Ind,1,0,2.250,1.182,5.375,9.000,18.000,0.000,0.059,211.000,-5.000
SG,Sheldon McClellan,3000,Was@Ind 07:00PM ET,7.321,Was,0,0,11.125,1.688,9.062,27.000,18.000,0.000,0.104,211.000,5.000
PF/C,Jason Smith,3000,Was@Ind 07:00PM ET,7.531,Was,0,0,6.857,3.812,12.250,22.000,18.000,7.750,0.036,211.000,5.000
PF,Lavoy Allen,3000,Was@Ind 07:00PM ET,7.865,Ind,1,0,6.250,4.208,3.750,24.000,18.000,0.000,0.007,211.000,-5.000
PF,Andrew Nicholson,3000,Was@Ind 07:00PM ET,5.684,Was,0,0,11.607,2.850,4.500,28.000,18.000,12.500,0.038,211.000,5.000
PF,Rakeem Christmas,3000,Was@Ind 07:00PM ET,3.417,Ind,1,0,7.500,1.375,3.417,24.000,18.000,0.000,0.055,211.000,-5.000
PF,Georges Niang,3000,Was@Ind 07:00PM ET,2.571,Ind,1,0,3.071,0.750,2.062,24.000,18.000,0.750,0.001,211.000,-5.000
C,Kevin Seraphin,3000,Was@Ind 07:00PM ET,10.173,Ind,1,0,12.458,4.094,13.562,6.000,18.000,2.750,0.202,211.000,-5.000
C,Daniel Ochefu,3000,Was@Ind 07:00PM ET,1.500,Was,0,0,1.250,0.625,0.875,16.000,18.000,1.250,0.008,211.000,5.000
