Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,dvp,value,LastGame,fvalue,O/U,odds
PF/C,Gorgui Dieng,5500,Mil@Min 08:00PM ET,27.234,Min,1,0,25.607,20.188,26.812,16.250,33.000,23.500,0.253,209.000,-1.500
PG,Jeremy Lin,5500,Bkn@Was 07:00PM ET,30.146,Bkn,0,0,27.929,25.472,29.125,5.000,33.000,26.500,0.378,219.500,7.500
PG,Patrick Beverley,5500,LAC@Hou 08:00PM ET,27.560,Hou,1,0,30.107,21.325,33.188,2.000,33.000,31.250,0.259,217.000,-10.500
PG,Tyler Johnson,5400,Mia@Bos 07:30PM ET,27.790,Mia,0,0,31.464,21.471,30.000,25.500,32.400,35.000,0.304,203.000,9.500
PF,Trevor Booker,5400,Bkn@Was 07:00PM ET,28.302,Bkn,0,0,23.393,20.217,24.188,24.000,32.400,29.750,0.333,219.500,7.500
SG,Kentavious Caldwell-Pope,5300,Det@Atl 08:00PM ET,26.485,Det,0,0,24.714,17.338,29.500,25.000,31.800,25.000,0.309,199.500,2.500
SF,Trevor Ariza,5300,LAC@Hou 08:00PM ET,27.402,Hou,1,0,33.107,21.235,29.188,17.500,31.800,39.500,0.306,217.000,-10.500
SF/PF,James Johnson,5200,Mia@Bos 07:30PM ET,23.095,Mia,0,0,28.286,15.089,29.125,18.500,31.200,42.250,0.226,203.000,9.500
SF,Jae Crowder,5200,Mia@Bos 07:30PM ET,26.300,Bos,1,0,23.929,20.045,26.438,10.500,31.200,23.500,0.236,203.000,-9.500
SF/PF,Markieff Morris,5200,Bkn@Was 07:00PM ET,25.717,Was,1,0,28.821,18.958,21.188,30.000,31.200,19.000,0.283,219.500,-7.500
SG,J.J. Redick,5200,LAC@Hou 08:00PM ET,21.508,LAC,0,0,21.643,14.438,19.500,26.000,31.200,11.250,0.126,217.000,10.500
PF,Ersan Ilyasova,5100,Phi@Den 09:00PM ET,25.790,Phi,0,0,37.179,19.264,33.000,8.500,30.600,43.750,0.340,213.500,10.000
SG/SF,Josh Richardson,5000,Mia@Bos 07:30PM ET,21.098,Mia,0,0,23.964,15.875,33.250,13.500,30.000,50.000,0.230,203.000,9.500
SG,Dion Waiters,5000,Mia@Bos 07:30PM ET,27.078,Mia,0,0,26.786,15.679,31.750,14.000,30.000,44.750,0.402,203.000,9.500
SF,Robert Covington,5000,Phi@Den 09:00PM ET,23.402,Phi,0,0,26.429,15.786,24.062,16.000,30.000,33.500,0.272,213.500,10.000
PG,Austin Rivers,5000,LAC@Hou 08:00PM ET,17.356,LAC,0,0,19.643,10.292,23.000,13.500,30.000,15.250,0.082,217.000,10.500
PF/C,Montrezl Harrell,5000,LAC@Hou 08:00PM ET,14.865,Hou,1,0,20.393,7.768,25.688,9.500,30.000,40.000,0.106,217.000,-10.500
PG,Sergio Rodriguez,4900,Phi@Den 09:00PM ET,24.125,Phi,0,0,22.321,15.950,24.312,29.000,29.400,7.500,0.297,213.500,10.000
SG,Jamal Crawford,4900,LAC@Hou 08:00PM ET,19.471,LAC,0,0,15.929,13.250,23.812,26.000,29.400,15.750,0.126,217.000,10.500
C,Clint Capela,4900,LAC@Hou 08:00PM ET,26.804,Hou,1,0,26.679,20.607,20.062,13.000,29.400,14.500,0.362,217.000,-10.500
PF,Jon Leuer,4800,Det@Atl 08:00PM ET,23.379,Det,0,0,29.250,17.767,26.938,18.500,28.800,36.000,0.240,199.500,2.500
SG,Gary Harris,4700,Phi@Den 09:00PM ET,22.583,Den,1,0,28.714,14.950,23.625,18.500,28.200,29.500,0.290,213.500,-10.000
SG/SF,Evan Turner,4700,Por@SA 08:30PM ET,20.871,Por,0,0,20.893,14.931,19.250,9.500,28.200,19.500,0.172,202.000,10.000
SG/SF,Marcus Smart,4600,Mia@Bos 07:30PM ET,24.083,Bos,1,0,20.893,18.956,25.688,6.750,27.600,17.500,0.302,203.000,-9.500
PG,Emmanuel Mudiay,4600,Phi@Den 09:00PM ET,24.669,Den,1,0,28.750,14.183,25.688,9.000,27.600,38.000,0.418,213.500,-10.000
PF/C,Kenneth Faried,4600,Phi@Den 09:00PM ET,23.806,Den,1,0,20.679,14.156,17.188,16.000,27.600,15.500,0.363,213.500,-10.000
C,Jahlil Okafor,4600,Phi@Den 09:00PM ET,21.028,Phi,0,0,17.536,13.205,17.938,18.500,27.600,21.000,0.205,213.500,10.000
PF,Terrence Jones,4600,NY@NO 08:00PM ET,23.008,NO,1,0,20.357,14.588,18.750,20.500,27.600,15.000,0.323,215.500,-3.500
C,Joakim Noah,4600,NY@NO 08:00PM ET,21.991,NY,0,0,21.250,13.733,25.688,21.000,27.600,12.500,0.285,215.500,3.500
SF,Maurice Harkless,4600,Por@SA 08:30PM ET,23.871,Por,0,0,21.464,16.641,20.250,2.000,27.600,21.250,0.318,202.000,10.000
C,Greg Monroe,4500,Mil@Min 08:00PM ET,24.509,Mil,0,0,22.321,15.969,26.125,15.000,27.000,9.250,0.390,209.000,1.500
PG,Tony Parker,4500,Por@SA 08:30PM ET,19.467,SA,1,0,24.250,14.308,22.500,13.500,27.000,28.500,0.153,202.000,-10.000
SF/PF,Marcus Morris,4400,Det@Atl 08:00PM ET,23.346,Det,0,0,21.464,16.833,20.625,21.250,26.400,19.000,0.354,199.500,2.500
SG/SF,Kent Bazemore,4300,Det@Atl 08:00PM ET,21.867,Atl,1,0,18.179,13.143,16.812,4.750,25.800,23.500,0.345,199.500,-2.500
PF,Dirk Nowitzki,4300,Dal@GS 10:30PM ET,22.031,Dal,0,0,24.833,17.000,17.875,10.000,25.800,19.250,0.334,214.000,18.000
SG/SF,Bojan Bogdanovic,4300,Bkn@Was 07:00PM ET,21.669,Bkn,0,0,15.607,16.276,18.688,13.250,25.800,20.250,0.309,219.500,7.500
PF,Al-Farouq Aminu,4300,Por@SA 08:30PM ET,18.529,Por,0,0,20.000,14.250,19.312,2.000,25.800,22.000,0.243,202.000,10.000
SF,Thabo Sefolosha,4200,Det@Atl 08:00PM ET,21.569,Atl,1,0,20.929,15.250,22.500,4.500,25.200,10.250,0.306,199.500,-2.500
PF/C,Marreese Speights,4200,LAC@Hou 08:00PM ET,18.779,LAC,0,0,20.929,13.274,22.812,19.750,25.200,28.250,0.239,217.000,10.500
SG,Seth Curry,4100,Dal@GS 10:30PM ET,20.172,Dal,0,0,22.250,14.516,22.750,12.500,24.600,24.250,0.303,214.000,18.000
SG/SF,Allen Crabbe,4100,Por@SA 08:30PM ET,17.294,Por,0,0,16.214,12.092,18.688,9.500,24.600,17.750,0.153,202.000,10.000
PF/C,Amir Johnson,4000,Mia@Bos 07:30PM ET,16.765,Bos,1,0,20.393,9.647,19.000,12.000,24.000,19.250,0.222,203.000,-9.500
SF/PF,Dario Saric,4000,Phi@Den 09:00PM ET,20.202,Phi,0,0,23.357,12.969,25.875,12.250,24.000,35.250,0.364,213.500,10.000
C,Nerlens Noel,4000,Phi@Den 09:00PM ET,12.000,Phi,0,0,13.250,8.562,14.062,18.500,24.000,13.500,0.043,213.500,10.000
PG,J.J. Barea,4000,Dal@GS 10:30PM ET,27.932,Dal,0,0,25.143,21.708,20.312,16.500,24.000,10.750,0.682,214.000,18.000
SG/SF,Kelly Oubre Jr.,4000,Bkn@Was 07:00PM ET,12.983,Was,1,0,18.393,6.544,8.750,30.000,24.000,5.250,0.115,219.500,-7.500
PG/SG,Raymond Felton,4000,LAC@Hou 08:00PM ET,13.078,LAC,0,0,20.429,8.153,28.375,19.750,24.000,45.750,0.144,217.000,10.500
PG/SG,Justin Holiday,4000,NY@NO 08:00PM ET,14.944,NY,0,0,20.714,10.037,17.562,23.000,24.000,25.750,0.157,215.500,3.500
PG,Tim Frazier,4000,NY@NO 08:00PM ET,27.266,NO,1,0,20.036,18.092,14.500,13.500,24.000,5.750,0.593,215.500,-3.500
SG/SF,Tyreke Evans,4000,NY@NO 08:00PM ET,15.500,NO,1,0,17.625,11.000,20.312,19.250,24.000,28.750,0.238,215.500,-3.500
SG,Kyle Korver,3900,Det@Atl 08:00PM ET,18.155,Atl,1,0,22.107,12.183,22.875,5.000,23.400,29.750,0.257,199.500,-2.500
PG/SG,Malcolm Brogdon,3900,Mil@Min 08:00PM ET,17.608,Mil,0,0,18.821,12.618,22.812,13.500,23.400,23.500,0.239,209.000,1.500
C,Cole Aldrich,3900,Mil@Min 08:00PM ET,10.357,Min,1,0,6.500,5.050,3.500,14.000,23.400,3.250,0.051,209.000,-1.500
C,John Henson,3900,Mil@Min 08:00PM ET,19.509,Mil,0,0,16.714,12.688,12.688,15.000,23.400,11.250,0.326,209.000,1.500
SF,Rondae Hollis-Jefferson,3900,Bkn@Was 07:00PM ET,19.330,Bkn,0,0,20.143,13.125,18.562,17.500,23.400,24.750,0.339,219.500,7.500
PG/SG,Brandon Jennings,3900,NY@NO 08:00PM ET,20.605,NY,0,0,22.500,14.544,15.875,23.000,23.400,15.250,0.354,215.500,3.500
SG,Manu Ginobili,3900,Por@SA 08:30PM ET,18.231,SA,1,0,22.964,13.484,24.875,10.000,23.400,25.750,0.246,202.000,-10.000
SG,Danny Green,3900,Por@SA 08:30PM ET,17.292,SA,1,0,17.214,10.250,19.375,10.000,23.400,25.500,0.230,202.000,-10.000
C,Aron Baynes,3800,Det@Atl 08:00PM ET,10.912,Det,0,0,8.250,6.662,9.688,4.000,22.800,9.250,0.040,199.500,2.500
PF,Richaun Holmes,3800,Phi@Den 09:00PM ET,16.393,Phi,0,0,17.107,7.667,16.438,8.500,22.800,10.750,0.230,213.500,10.000
PG/SG,Matthew Dellavedova,3800,Mil@Min 08:00PM ET,20.517,Mil,0,0,17.393,15.397,18.188,13.500,22.800,17.000,0.376,209.000,1.500
PF/C,Justin Hamilton,3800,Bkn@Was 07:00PM ET,15.721,Bkn,0,0,14.179,8.333,14.500,15.000,22.800,10.500,0.196,219.500,7.500
SG,Courtney Lee,3800,NY@NO 08:00PM ET,19.018,NY,0,0,18.179,13.462,17.812,18.500,22.800,17.750,0.285,215.500,3.500
PF/C,Kyle O'Quinn,3800,NY@NO 08:00PM ET,17.900,NY,0,0,20.607,9.279,18.125,23.750,22.800,4.500,0.328,215.500,3.500
PG,Patty Mills,3800,Por@SA 08:30PM ET,20.617,SA,1,0,19.607,14.222,19.312,13.500,22.800,16.250,0.388,202.000,-10.000
PF,David Lee,3800,Por@SA 08:30PM ET,16.320,SA,1,0,18.357,11.987,16.125,29.000,22.800,15.000,0.165,202.000,-10.000
PF/C,Mike Muscala,3700,Det@Atl 08:00PM ET,17.422,Atl,1,0,15.643,10.596,15.562,8.250,22.200,18.250,0.247,199.500,-2.500
PF/C,Dwight Powell,3700,Dal@GS 10:30PM ET,18.394,Dal,0,0,22.214,13.167,22.375,16.000,22.200,33.250,0.322,214.000,18.000
C,Nene Hilario,3700,LAC@Hou 08:00PM ET,15.054,Hou,1,0,15.714,9.750,14.625,13.000,22.200,10.750,0.129,217.000,-10.500
C,Dewayne Dedmon,3700,Por@SA 08:30PM ET,15.048,SA,1,0,13.821,9.058,16.188,28.000,22.200,14.000,0.163,202.000,-10.000
C,Willie Reed,3600,Mia@Bos 07:30PM ET,10.430,Mia,0,0,15.500,6.017,15.688,20.000,21.600,14.500,0.066,203.000,9.500
C,Andrew Bogut,3600,Dal@GS 10:30PM ET,21.264,Dal,0,0,19.429,16.278,15.875,22.000,21.600,14.250,0.477,214.000,18.000
SG/SF,Tony Snell,3600,Mil@Min 08:00PM ET,17.586,Mil,0,0,17.179,11.583,20.312,6.250,21.600,7.000,0.265,209.000,1.500
SG,Marcus Thornton,3600,Bkn@Was 07:00PM ET,12.683,Was,1,0,12.107,7.794,12.000,30.000,21.600,23.250,0.122,219.500,-7.500
SF,Luc Richard Mbah a Moute,3600,LAC@Hou 08:00PM ET,13.625,LAC,0,0,15.214,9.500,13.438,25.000,21.600,11.750,0.111,217.000,10.500
SG/SF,Tim Hardaway Jr.,3500,Det@Atl 08:00PM ET,17.317,Atl,1,0,14.036,9.844,5.812,4.750,21.000,5.500,0.325,199.500,-2.500
PF/C,Kelly Olynyk,3500,Mia@Bos 07:30PM ET,17.815,Bos,1,0,17.571,10.019,15.875,12.000,21.000,13.000,0.348,203.000,-9.500
PG,Shaun Livingston,3500,Dal@GS 10:30PM ET,10.688,GS,1,0,10.893,7.806,9.750,1.000,21.000,12.500,0.011,214.000,-18.000
PG,Tomas Satoransky,3500,Bkn@Was 07:00PM ET,9.091,Was,1,0,7.107,3.865,3.125,30.000,21.000,3.000,0.060,219.500,-7.500
SF/PF,Dante Cunningham,3500,NY@NO 08:00PM ET,14.738,NO,1,0,16.429,7.600,21.312,17.750,21.000,16.750,0.230,215.500,-3.500
SF,Wayne Ellington,3400,Mia@Bos 07:30PM ET,19.462,Mia,0,0,19.071,14.833,13.812,13.000,20.400,19.250,0.454,203.000,9.500
SF,Andre Iguodala,3400,Dal@GS 10:30PM ET,17.500,GS,1,0,15.607,12.484,12.750,3.000,20.400,12.000,0.295,214.000,-18.000
PG,Isaiah Whitehead,3400,Bkn@Was 07:00PM ET,15.750,Bkn,0,0,14.071,10.750,14.500,5.000,20.400,11.750,0.231,219.500,7.500
SG,Sheldon McClellan,3400,Bkn@Was 07:00PM ET,7.725,Was,1,0,4.500,1.650,10.062,30.000,20.400,14.250,0.058,219.500,-7.500
SF/PF,Sam Dekker,3400,LAC@Hou 08:00PM ET,15.856,Hou,1,0,18.179,10.421,18.000,11.750,20.400,12.000,0.263,217.000,-10.500
SG,Buddy Hield,3400,NY@NO 08:00PM ET,14.618,NO,1,0,18.036,7.750,19.188,23.500,20.400,16.500,0.244,215.500,-3.500
PG,Ish Smith,3300,Det@Atl 08:00PM ET,22.500,Det,0,0,20.286,15.250,16.938,22.500,19.800,18.500,0.612,199.500,2.500
C,Kris Humphries,3300,Det@Atl 08:00PM ET,10.489,Atl,1,0,9.750,5.083,17.688,5.000,19.800,9.500,0.131,199.500,-2.500
PG,Jameer Nelson,3300,Phi@Den 09:00PM ET,19.141,Den,1,0,12.679,12.158,15.375,9.000,19.800,20.000,0.475,213.500,-10.000
PG,T.J. McConnell,3300,Phi@Den 09:00PM ET,16.339,Phi,0,0,21.821,12.137,17.875,29.000,19.800,32.000,0.354,213.500,10.000
C,Zaza Pachulia,3300,Dal@GS 10:30PM ET,17.078,GS,1,0,14.179,11.987,13.562,11.000,19.800,10.250,0.367,214.000,-18.000
SF/PF,Michael Beasley,3300,Mil@Min 08:00PM ET,15.480,Mil,0,0,15.786,8.812,17.750,6.500,19.800,22.250,0.307,209.000,1.500
SG,Kyle Anderson,3300,Por@SA 08:30PM ET,9.188,SA,1,0,7.357,4.553,9.562,10.000,19.800,19.500,0.108,202.000,-10.000
SG/SF,Justin Anderson,3200,Dal@GS 10:30PM ET,15.500,Dal,0,0,11.536,10.141,18.750,11.500,19.200,20.500,0.315,214.000,18.000
SF,Dorian Finney-Smith,3200,Dal@GS 10:30PM ET,12.391,Dal,0,0,10.464,6.713,9.688,10.500,19.200,2.000,0.205,214.000,18.000
SG,Joe Harris,3200,Bkn@Was 07:00PM ET,16.725,Bkn,0,0,18.464,11.824,9.625,9.000,19.200,2.500,0.369,219.500,7.500
SF,Solomon Hill,3200,NY@NO 08:00PM ET,15.789,NO,1,0,14.214,10.829,14.438,15.000,19.200,10.500,0.309,215.500,-3.500
SG/SF,Jonathon Simmons,3200,Por@SA 08:30PM ET,12.656,SA,1,0,13.536,8.208,16.500,14.750,19.200,30.250,0.213,202.000,-10.000
PG/SG,Jamal Murray,3100,Phi@Den 09:00PM ET,16.555,Den,1,0,8.107,8.474,6.250,13.750,18.600,2.750,0.406,213.500,-10.000
C,Jusuf Nurkic,3100,Phi@Den 09:00PM ET,21.938,Den,1,0,14.607,13.234,9.688,27.000,18.600,10.000,0.602,213.500,-10.000
PG,Randy Foye,3100,Bkn@Was 07:00PM ET,11.512,Bkn,0,0,12.429,6.771,11.688,5.000,18.600,12.500,0.136,219.500,7.500
SG,E'Twaun Moore,3100,NY@NO 08:00PM ET,18.767,NO,1,0,15.357,13.717,19.188,23.500,18.600,20.000,0.515,215.500,-3.500
PF/C,Meyers Leonard,3100,Por@SA 08:30PM ET,12.210,Por,0,0,6.107,5.333,14.750,2.500,18.600,4.750,0.237,202.000,10.000
PG,Beno Udrih,3000,Det@Atl 08:00PM ET,13.635,Det,0,0,10.214,8.292,9.000,22.500,18.000,5.000,0.245,199.500,2.500
PG,Malcolm Delaney,3000,Det@Atl 08:00PM ET,11.484,Atl,1,0,8.929,5.846,10.375,24.000,18.000,19.250,0.134,199.500,-2.500
SG/SF,Stanley Johnson,3000,Det@Atl 08:00PM ET,9.583,Det,0,0,11.143,5.194,13.750,24.500,18.000,23.500,0.133,199.500,2.500
SG,Darrun Hilliard,3000,Det@Atl 08:00PM ET,6.845,Det,0,0,8.964,3.083,6.625,25.000,18.000,2.000,0.023,199.500,2.500
SF,Ryan Kelly,3000,Det@Atl 08:00PM ET,4.667,Atl,1,0,2.950,2.650,4.562,4.500,18.000,7.750,0.006,199.500,-2.500
SF,Reggie Bullock,3000,Det@Atl 08:00PM ET,7.563,Det,0,0,5.000,2.500,7.562,24.000,18.000,0.000,0.112,199.500,2.500
SF,Michael Gbinije,3000,Det@Atl 08:00PM ET,1.344,Det,0,0,1.750,0.625,1.500,24.000,18.000,1.250,0.003,199.500,2.500
SF,Taurean Prince,3000,Det@Atl 08:00PM ET,7.850,Atl,1,0,9.679,2.841,4.625,4.500,18.000,9.500,0.070,199.500,-2.500
SF,DeAndre' Bembry,3000,Det@Atl 08:00PM ET,4.136,Atl,1,0,2.150,1.071,6.562,4.500,18.000,9.750,0.021,199.500,-2.500
PF,Mike Scott,3000,Det@Atl 08:00PM ET,9.679,Atl,1,0,9.375,6.812,11.938,11.500,18.000,14.250,0.078,199.500,-2.500
PF,Henry Ellenson,3000,Det@Atl 08:00PM ET,2.250,Det,0,0,2.250,0.450,2.250,18.500,18.000,-0.500,0.002,199.500,2.500
C,Boban Marjanovic,3000,Det@Atl 08:00PM ET,5.654,Det,0,0,6.250,2.500,6.188,4.000,18.000,6.750,0.017,199.500,2.500
PG,Demetrius Jackson,3000,Mia@Bos 07:30PM ET,5.000,Bos,1,0,7.625,1.583,5.000,6.000,18.000,2.750,0.082,203.000,-9.500
PG,Terry Rozier,3000,Mia@Bos 07:30PM ET,14.442,Bos,1,0,13.143,9.083,6.375,6.000,18.000,12.250,0.312,203.000,-9.500
SG,Gerald Green,3000,Mia@Bos 07:30PM ET,10.734,Bos,1,0,12.643,5.400,16.750,3.000,18.000,4.750,0.162,203.000,-9.500
SG,Rodney McGruder,3000,Mia@Bos 07:30PM ET,14.224,Mia,0,0,17.214,7.732,12.562,14.000,18.000,15.500,0.307,203.000,9.500
SG,James Young,3000,Mia@Bos 07:30PM ET,3.523,Bos,1,0,2.500,0.594,2.125,3.000,18.000,1.250,0.033,203.000,-9.500
SF,Luke Babbitt,3000,Mia@Bos 07:30PM ET,8.140,Mia,0,0,10.143,3.192,9.062,13.000,18.000,9.500,0.058,203.000,9.500
SF,Jaylen Brown,3000,Mia@Bos 07:30PM ET,9.348,Bos,1,0,5.321,4.737,5.688,10.500,18.000,7.500,0.121,203.000,-9.500
