Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,LastGame,dvp,value,fvalue,odds,O/U
PG,Russell Westbrook,13000,OKC@Chi 08:00PM ET,64.553,OKC,0,0,63.036,53.361,68.938,81.250,12.000,78.000,0.170,1.000,1.000
PF/C,Anthony Davis,11100,NO@NY 07:30PM ET,54.958,NO,0,0,47.643,41.471,54.250,63.500,21.000,66.600,0.243,3.000,215.000
SG/SF,Jimmy Butler,9300,OKC@Chi 08:00PM ET,44.878,Chi,1,1,54.286,35.476,61.438,67.500,9.500,55.800,0.210,-1.000,1.000
PF/C,Karl-Anthony Towns,8900,Dal@Min 08:00PM ET,44.601,Min,1,0,49.393,37.852,44.125,39.250,5.250,53.400,0.214,-4.500,196.500
PF,Kristaps Porzingis,7400,NO@NY 07:30PM ET,37.926,NY,1,0,35.893,29.931,41.625,35.000,26.500,44.400,0.279,-3.000,215.000
SF,Carmelo Anthony,7200,NO@NY 07:30PM ET,37.389,NY,1,0,39.179,27.947,45.250,27.500,20.000,43.200,0.321,-3.000,215.000
SG,Zach LaVine,6700,Dal@Min 08:00PM ET,31.986,Min,1,0,36.536,24.389,30.438,43.750,4.000,40.200,0.208,-4.500,196.500
PG,Jrue Holiday,6600,NO@NY 07:30PM ET,32.565,NO,0,0,28.714,26.904,34.438,25.250,13.000,39.600,0.180,3.000,215.000
SF,Andrew Wiggins,6500,Dal@Min 08:00PM ET,32.655,Min,1,0,33.250,23.639,31.562,28.250,5.500,39.000,0.293,-4.500,196.500
SF/PF,Harrison Barnes,6400,Dal@Min 08:00PM ET,31.764,Dal,0,0,32.607,24.868,36.500,31.000,6.000,38.400,0.209,4.500,196.500
SG,Victor Oladipo,6300,OKC@Chi 08:00PM ET,28.724,OKC,0,0,32.750,19.750,31.500,29.250,14.000,37.800,0.202,1.000,1.000
SG,Dwyane Wade,6200,OKC@Chi 08:00PM ET,32.971,Chi,1,0,29.214,25.328,30.312,39.000,12.000,37.200,0.327,-1.000,1.000
C,Steven Adams,6000,OKC@Chi 08:00PM ET,27.434,OKC,0,0,32.036,21.079,36.688,34.250,8.500,36.000,0.135,1.000,1.000
PG,Derrick Rose,5800,NO@NY 07:30PM ET,30.068,NY,1,0,32.750,23.724,25.250,24.000,27.000,34.800,0.313,-3.000,215.000
PF/C,Gorgui Dieng,5700,Dal@Min 08:00PM ET,27.676,Min,1,0,26.393,20.188,31.125,29.000,5.250,34.200,0.218,-4.500,196.500
PG,Deron Williams,5600,Dal@Min 08:00PM ET,27.802,Dal,0,0,32.857,19.521,26.250,19.750,20.000,33.600,0.263,4.500,196.500
PG,Ricky Rubio,5400,Dal@Min 08:00PM ET,25.695,Min,1,0,27.929,19.500,20.438,27.250,1.000,32.400,0.215,-4.500,196.500
PF/C,Dirk Nowitzki,5200,Dal@Min 08:00PM ET,22.479,Dal,0,0,24.833,17.750,23.375,22.250,10.750,31.200,0.158,4.500,196.500
C,Enes Kanter,5000,OKC@Chi 08:00PM ET,24.671,OKC,0,0,28.571,16.881,25.500,24.500,8.500,30.000,0.307,1.000,1.000
SG,Wesley Matthews,4900,Dal@Min 08:00PM ET,26.208,Dal,0,0,27.357,19.724,20.500,16.500,5.000,29.400,0.348,4.500,196.500
C,Joakim Noah,4900,NO@NY 07:30PM ET,22.773,NY,1,0,23.821,15.013,24.938,17.000,20.500,29.400,0.266,-3.000,215.000
PG,Michael Carter-Williams,4800,OKC@Chi 08:00PM ET,17.700,Chi,1,0,17.750,12.400,21.625,16.250,21.000,28.800,0.080,-1.000,1.000
PG,Rajon Rondo,4700,OKC@Chi 08:00PM ET,28.422,Chi,1,0,30.393,18.917,19.812,2.250,21.000,28.200,0.507,-1.000,1.000
SF/PF,Nikola Mirotic,4700,OKC@Chi 08:00PM ET,21.800,Chi,1,0,23.571,14.569,24.562,31.250,11.000,28.200,0.260,-1.000,1.000
PF/C,Taj Gibson,4600,OKC@Chi 08:00PM ET,25.122,Chi,1,0,21.393,19.429,21.625,16.500,13.500,27.600,0.371,-1.000,1.000
SG,Buddy Hield,4400,NO@NY 07:30PM ET,15.671,NO,0,0,20.179,8.139,25.312,20.750,26.000,26.400,0.119,3.000,215.000
SF,Doug McDermott,4200,OKC@Chi 08:00PM ET,17.375,Chi,1,0,18.321,11.167,24.875,34.500,7.000,25.200,0.174,-1.000,1.000
SG,Courtney Lee,4100,NO@NY 07:30PM ET,19.289,NY,1,0,21.821,14.233,21.188,19.500,17.500,24.600,0.201,-3.000,215.000
PG,J.J. Barea,4000,Dal@Min 08:00PM ET,27.479,Dal,0,0,25.143,21.821,19.750,22.500,20.000,24.000,0.667,4.500,196.500
PF/C,Terrence Jones,4000,NO@NY 07:30PM ET,22.389,NO,0,0,20.607,14.079,17.438,5.250,21.000,24.000,0.440,3.000,215.000
SF,Andre Roberson,3900,OKC@Chi 08:00PM ET,18.447,OKC,0,0,14.464,10.219,17.125,27.250,12.500,23.400,0.278,1.000,1.000
C,Robin Lopez,3900,OKC@Chi 08:00PM ET,22.534,Chi,1,0,20.821,16.566,18.312,12.250,12.000,23.400,0.454,-1.000,1.000
SG/SF,Tyreke Evans,3900,NO@NY 07:30PM ET,17.175,NO,0,0,18.167,12.292,20.188,22.250,20.000,23.400,0.221,3.000,215.000
SG,Seth Curry,3800,Dal@Min 08:00PM ET,19.773,Dal,0,0,22.250,13.917,16.562,1.000,5.000,22.800,0.361,4.500,196.500
PG/SG,Brandon Jennings,3800,NO@NY 07:30PM ET,20.622,NY,1,0,18.643,13.950,14.938,27.250,22.250,22.800,0.414,-3.000,215.000
PG,Tim Frazier,3700,NO@NY 07:30PM ET,27.266,NO,0,0,29.536,18.092,14.500,5.750,13.000,22.200,0.643,3.000,215.000
PF/C,Kyle O'Quinn,3600,NO@NY 07:30PM ET,17.300,NY,1,0,20.893,9.662,16.000,9.250,23.500,21.600,0.355,-3.000,215.000
