"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SF/PF","Kevin Durant",10200,"GS@BKN 11/19/2017 06:00PM ET",46.517,"GS"
"C","Karl-Anthony Towns",9600,"DET@MIN 11/19/2017 07:00PM ET",42.950,"MIN"
"PG/SG","Stephen Curry",9300,"GS@BKN 11/19/2017 06:00PM ET",45.000,"GS"
"C","Nikola Jokic",9200,"DEN@LAL 11/19/2017 09:30PM ET",42.617,"DEN"
"C","Andre Drummond",8900,"DET@MIN 11/19/2017 07:00PM ET",43.383,"DET"
"SG/SF","Devin Booker",8100,"CHI@PHO 11/19/2017 08:00PM ET",37.221,"PHO"
"PF/C","Draymond Green",7800,"GS@BKN 11/19/2017 06:00PM ET",34.688,"GS"
"SG","Jimmy Butler",7500,"DET@MIN 11/19/2017 07:00PM ET",32.904,"MIN"
"SG","Klay Thompson",7400,"GS@BKN 11/19/2017 06:00PM ET",32.516,"GS"
"PG","D'Angelo Russell",7300,"GS@BKN 11/19/2017 06:00PM ET",36.458,"BKN"
"PF/C","Paul Millsap",7200,"DEN@LAL 11/19/2017 09:30PM ET",33.050,"DEN"
"PG","Lonzo Ball",7000,"DEN@LAL 11/19/2017 09:30PM ET",31.797,"LAL"
"SF/PF","Kyle Kuzma",6900,"DEN@LAL 11/19/2017 09:30PM ET",28.344,"LAL"
"PG","Jeff Teague",6700,"DET@MIN 11/19/2017 07:00PM ET",32.750,"MIN"
"SF/PF","T.J. Warren",6600,"CHI@PHO 11/19/2017 08:00PM ET",30.118,"PHO"
"SF/PF","Andrew Wiggins",6500,"DET@MIN 11/19/2017 07:00PM ET",30.133,"MIN"
"PF","Lauri Markkanen",6400,"CHI@PHO 11/19/2017 08:00PM ET",30.404,"CHI"
"SG/SF","Justin Holiday",6400,"CHI@PHO 11/19/2017 08:00PM ET",28.354,"CHI"
"SF/PF","Tobias Harris",6300,"DET@MIN 11/19/2017 07:00PM ET",30.750,"DET"
"SG/SF","Brandon Ingram",6200,"DEN@LAL 11/19/2017 09:30PM ET",28.141,"LAL"
