"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SF/PF","LeBron James",11500,"CLE@UTA 12/30/2017 08:00PM ET",57.614,"CLE"
"PF/C","DeMarcus Cousins",10700,"NY@NO 12/30/2017 07:00PM ET",55.400,"NO"
"PF/C","Anthony Davis",10500,"NY@NO 12/30/2017 07:00PM ET",48.683,"NO"
"SF/PF","Kevin Durant",10300,"MEM@GS 12/30/2017 08:30PM ET",48.621,"GS"
"C","Andre Drummond",9300,"SA@DET 12/30/2017 07:00PM ET",43.537,"DET"
"C","Joel Embiid",9200,"PHI@DEN 12/30/2017 09:00PM ET",47.212,"PHI"
"C","Nikola Jokic",8600,"PHI@DEN 12/30/2017 09:00PM ET",39.375,"DEN"
"PF/C","Kevin Love",8500,"CLE@UTA 12/30/2017 08:00PM ET",39.066,"CLE"
"PF/C","Kristaps Porzingis",8400,"NY@NO 12/30/2017 07:00PM ET",40.043,"NY"
"PG/SF","Ben Simmons",8300,"PHI@DEN 12/30/2017 09:00PM ET",43.644,"PHI"
"PG","Damian Lillard",8200,"POR@ATL 12/30/2017 07:30PM ET",44.129,"POR"
"PG/SG","Stephen Curry",8100,"MEM@GS 12/30/2017 08:30PM ET",46.924,"GS"
"C","Marc Gasol",8000,"MEM@GS 12/30/2017 08:30PM ET",39.750,"MEM"
"C","Nikola Vucevic",7900,"MIA@ORL 12/30/2017 07:00PM ET",38.890,"ORL"
"PG/SG","Tyreke Evans",7700,"MEM@GS 12/30/2017 08:30PM ET",35.449,"MEM"
"PF/C","LaMarcus Aldridge",7500,"SA@DET 12/30/2017 07:00PM ET",38.857,"SA"
"PF/C","Draymond Green",7400,"MEM@GS 12/30/2017 08:30PM ET",37.025,"GS"
"SF/PF","Aaron Gordon",7300,"MIA@ORL 12/30/2017 07:00PM ET",35.546,"ORL"
"PG/SG","CJ McCollum",7200,"POR@ATL 12/30/2017 07:30PM ET",33.492,"POR"
"PG","Elfrid Payton",7100,"MIA@ORL 12/30/2017 07:00PM ET",29.880,"ORL"
"PG/SG","Jrue Holiday",7100,"NY@NO 12/30/2017 07:00PM ET",34.886,"NO"
"PF/C","Pau Gasol",7000,"SA@DET 12/30/2017 07:00PM ET",29.243,"SA"
"PG/SG","Donovan Mitchell",6900,"CLE@UTA 12/30/2017 08:00PM ET",30.515,"UTA"
"SF/PF","Tobias Harris",6800,"SA@DET 12/30/2017 07:00PM ET",29.993,"DET"
"C","Jusuf Nurkic",6800,"POR@ATL 12/30/2017 07:30PM ET",29.492,"POR"
"PG","Dennis Schroder",6700,"POR@ATL 12/30/2017 07:30PM ET",35.445,"ATL"
"C","Hassan Whiteside",6700,"MIA@ORL 12/30/2017 07:00PM ET",35.574,"MIA"
"PF/C","Paul Millsap",6700,"PHI@DEN 12/30/2017 09:00PM ET",31.828,"DEN"
"C","Rudy Gobert",6600,"CLE@UTA 12/30/2017 08:00PM ET",30.611,"UTA"
"SG","Klay Thompson",6600,"MEM@GS 12/30/2017 08:30PM ET",33.056,"GS"
"PG","Mike Conley",6500,"MEM@GS 12/30/2017 08:30PM ET",28.771,"MEM"
"SG/SF","Josh Richardson",6500,"MIA@ORL 12/30/2017 07:00PM ET",23.621,"MIA"
"PG","Rajon Rondo",6400,"NY@NO 12/30/2017 07:00PM ET",26.345,"NO"
"SF/PF","Kawhi Leonard",6300,"SA@DET 12/30/2017 07:00PM ET",23.650,"SA"
"PF/C","Kelly Olynyk",6300,"MIA@ORL 12/30/2017 07:00PM ET",22.650,"MIA"
"PG/SG","Jamal Murray",6200,"PHI@DEN 12/30/2017 09:00PM ET",25.764,"DEN"
