"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SF/PF","Kevin Durant",11500,"DEN@GS 12/23/2017 08:30PM ET",49.630,"GS"
"PG","Russell Westbrook",11200,"OKC@UTA 12/23/2017 08:00PM ET",55.172,"OKC"
"SF/PF","Giannis Antetokounmpo",11100,"MIL@CHA 12/23/2017 07:00PM ET",55.647,"MIL"
"PF/C","DeMarcus Cousins",10800,"NO@MIA 12/23/2017 08:00PM ET",54.805,"NO"
"PF/C","Anthony Davis",10400,"NO@MIA 12/23/2017 08:00PM ET",48.463,"NO"
"PG/SG","Victor Oladipo",9600,"BKN@IND 12/23/2017 07:00PM ET",42.895,"IND"
"C","Karl-Anthony Towns",9500,"MIN@PHO 12/23/2017 09:00PM ET",43.516,"MIN"
"PG/SG","Stephen Curry",9300,"DEN@GS 12/23/2017 08:30PM ET",46.924,"GS"
"SG","Jimmy Butler",8900,"MIN@PHO 12/23/2017 09:00PM ET",38.433,"MIN"
"PG","Kyrie Irving",8800,"CHI@BOS 12/23/2017 07:30PM ET",39.220,"BOS"
"PG","John Wall",8700,"ORL@WAS 12/23/2017 07:00PM ET",40.226,"WAS"
"C","Nikola Vucevic",8600,"ORL@WAS 12/23/2017 07:00PM ET",40.008,"ORL"
"PG","Damian Lillard",8400,"POR@LAL 12/23/2017 09:30PM ET",44.129,"POR"
"C","Marc Gasol",8200,"LAC@MEM 12/23/2017 08:00PM ET",39.898,"MEM"
"SG/SF","Devin Booker",7900,"MIN@PHO 12/23/2017 09:00PM ET",38.300,"PHO"
"PG/SG","Tyreke Evans",7900,"LAC@MEM 12/23/2017 08:00PM ET",33.742,"MEM"
"SG","Bradley Beal",7800,"ORL@WAS 12/23/2017 07:00PM ET",37.008,"WAS"
"PG/SG","CJ McCollum",7700,"POR@LAL 12/23/2017 09:30PM ET",32.960,"POR"
"PF/C","LaMarcus Aldridge",7600,"SA@SAC 12/23/2017 10:00PM ET",38.547,"SA"
"SG/SF","Khris Middleton",7600,"MIL@CHA 12/23/2017 07:00PM ET",36.500,"MIL"
"C","Nikola Jokic",7600,"DEN@GS 12/23/2017 08:30PM ET",39.530,"DEN"
"SF/PF","Aaron Gordon",7500,"ORL@WAS 12/23/2017 07:00PM ET",35.904,"ORL"
"PF/C","Blake Griffin",7500,"LAC@MEM 12/23/2017 08:00PM ET",43.763,"LAC"
"PG/SG","Jrue Holiday",7500,"NO@MIA 12/23/2017 08:00PM ET",35.117,"NO"
"C","DeAndre Jordan",7400,"LAC@MEM 12/23/2017 08:00PM ET",35.242,"LAC"
"C","Dwight Howard",7400,"MIL@CHA 12/23/2017 07:00PM ET",35.133,"CHA"
"PF/C","Al Horford",7300,"CHI@BOS 12/23/2017 07:30PM ET",34.938,"BOS"
"PF/C","Draymond Green",7200,"DEN@GS 12/23/2017 08:30PM ET",36.106,"GS"
"SF","Paul George",7100,"OKC@UTA 12/23/2017 08:00PM ET",37.808,"OKC"
"SG","Klay Thompson",7100,"DEN@GS 12/23/2017 08:30PM ET",33.430,"GS"
"PG/SG","Lou Williams",7000,"LAC@MEM 12/23/2017 08:00PM ET",32.933,"LAC"
"C","Hassan Whiteside",7000,"NO@MIA 12/23/2017 08:00PM ET",36.950,"MIA"
"PG","Dennis Schroder",6900,"DAL@ATL 12/23/2017 07:30PM ET",34.819,"ATL"
"PG/SG","Kris Dunn",6900,"CHI@BOS 12/23/2017 07:30PM ET",31.204,"CHI"
"PG","Lonzo Ball",6900,"POR@LAL 12/23/2017 09:30PM ET",33.625,"LAL"
"PG/SG","Donovan Mitchell",6800,"OKC@UTA 12/23/2017 08:00PM ET",30.169,"UTA"
"PG/SG","D'Angelo Russell",6800,"BKN@IND 12/23/2017 07:00PM ET",36.458,"BKN"
"PG","Kemba Walker",6800,"MIL@CHA 12/23/2017 07:00PM ET",37.592,"CHA"
"SG/SF","Brandon Ingram",6700,"POR@LAL 12/23/2017 09:30PM ET",30.475,"LAL"
"C","Jusuf Nurkic",6700,"POR@LAL 12/23/2017 09:30PM ET",29.534,"POR"
"SF/PF","Kyle Kuzma",6700,"POR@LAL 12/23/2017 09:30PM ET",30.621,"LAL"
"SG/SF","Kent Bazemore",6600,"DAL@ATL 12/23/2017 07:30PM ET",28.609,"ATL"
"C","Rudy Gobert",6600,"OKC@UTA 12/23/2017 08:00PM ET",30.611,"UTA"
"SF/PF","T.J. Warren",6600,"MIN@PHO 12/23/2017 09:00PM ET",30.801,"PHO"
"PF/C","Paul Millsap",6600,"DEN@GS 12/23/2017 08:30PM ET",31.828,"DEN"
"SF/PF","Harrison Barnes",6500,"DAL@ATL 12/23/2017 07:30PM ET",32.061,"DAL"
"PF/C","Nikola Mirotic",6500,"CHI@BOS 12/23/2017 07:30PM ET",32.719,"CHI"
"C","Myles Turner",6500,"BKN@IND 12/23/2017 07:00PM ET",30.970,"IND"
"SG/SF","Jonathon Simmons",6500,"ORL@WAS 12/23/2017 07:00PM ET",24.780,"ORL"
"C","Steven Adams",6400,"OKC@UTA 12/23/2017 08:00PM ET",30.065,"OKC"
"SG/SF","Rodney Hood",6400,"OKC@UTA 12/23/2017 08:00PM ET",26.635,"UTA"
"PG/SG","Spencer Dinwiddie",6400,"BKN@IND 12/23/2017 07:00PM ET",28.242,"BKN"
"PG","Mike Conley",6400,"LAC@MEM 12/23/2017 08:00PM ET",28.771,"MEM"
"PG/SG","Eric Bledsoe",6400,"MIL@CHA 12/23/2017 07:00PM ET",33.576,"MIL"
"SG/SF","Josh Richardson",6400,"NO@MIA 12/23/2017 08:00PM ET",23.172,"MIA"
"SG/SF","Taurean Prince",6300,"DAL@ATL 12/23/2017 07:30PM ET",26.391,"ATL"
"SG","Gary Harris",6300,"DEN@GS 12/23/2017 08:30PM ET",29.362,"DEN"
"SF/PF","Rondae Hollis-Jefferson",6200,"BKN@IND 12/23/2017 07:00PM ET",28.464,"BKN"
"PG","Jeff Teague",6200,"MIN@PHO 12/23/2017 09:00PM ET",31.277,"MIN"
"SF/PF","James Johnson",6200,"NO@MIA 12/23/2017 08:00PM ET",26.455,"MIA"
"SF/PF","Thaddeus Young",6100,"BKN@IND 12/23/2017 07:00PM ET",27.938,"IND"
"PF/C","Zach Randolph",6100,"SA@SAC 12/23/2017 10:00PM ET",29.679,"SAC"
"SF/PF","Kawhi Leonard",6100,"SA@SAC 12/23/2017 10:00PM ET",22.688,"SA"
"SG/SF","Andrew Wiggins",6000,"MIN@PHO 12/23/2017 09:00PM ET",28.695,"MIN"
"PG","Goran Dragic",6000,"NO@MIA 12/23/2017 08:00PM ET",29.862,"MIA"
"SF/PF","Carmelo Anthony",5900,"OKC@UTA 12/23/2017 08:00PM ET",30.863,"OKC"
"PF/C","Taj Gibson",5900,"MIN@PHO 12/23/2017 09:00PM ET",26.656,"MIN"
"PF/C","Pau Gasol",5900,"SA@SAC 12/23/2017 10:00PM ET",27.798,"SA"
"SF/PF","Otto Porter Jr.",5900,"ORL@WAS 12/23/2017 07:00PM ET",30.052,"WAS"
"PG","Elfrid Payton",5900,"ORL@WAS 12/23/2017 07:00PM ET",27.667,"ORL"
"SG/SF","Dion Waiters",5900,"NO@MIA 12/23/2017 08:00PM ET",24.925,"MIA"
"PF/C","Kelly Olynyk",5900,"NO@MIA 12/23/2017 08:00PM ET",22.078,"MIA"
"PG/SG","Jamal Murray",5900,"DEN@GS 12/23/2017 08:30PM ET",24.688,"DEN"
"SG/SF","Evan Fournier",5800,"ORL@WAS 12/23/2017 07:00PM ET",29.808,"ORL"
"SG/SF","Will Barton",5800,"DEN@GS 12/23/2017 08:30PM ET",30.427,"DEN"
"SF/PF","Jayson Tatum",5700,"CHI@BOS 12/23/2017 07:30PM ET",26.664,"BOS"
"PG","Ricky Rubio",5700,"OKC@UTA 12/23/2017 08:00PM ET",26.320,"UTA"
"PF/C","Derrick Favors",5700,"OKC@UTA 12/23/2017 08:00PM ET",25.242,"UTA"
"SG","Kentavious Caldwell-Pope",5700,"POR@LAL 12/23/2017 09:30PM ET",28.308,"LAL"
"SF/PF","Danilo Gallinari",5700,"LAC@MEM 12/23/2017 08:00PM ET",24.591,"LAC"
"PG","Rajon Rondo",5700,"NO@MIA 12/23/2017 08:00PM ET",25.792,"NO"
"PF/C","Alex Len",5600,"MIN@PHO 12/23/2017 09:00PM ET",25.129,"PHO"
"C","Marcin Gortat",5600,"ORL@WAS 12/23/2017 07:00PM ET",25.188,"WAS"
"PF/C","John Collins",5500,"DAL@ATL 12/23/2017 07:30PM ET",24.798,"ATL"
"SG/SF","Jaylen Brown",5500,"CHI@BOS 12/23/2017 07:30PM ET",26.617,"BOS"
"PG","Darren Collison",5500,"BKN@IND 12/23/2017 07:00PM ET",27.766,"IND"
"PF/C","Domantas Sabonis",5400,"BKN@IND 12/23/2017 07:00PM ET",25.975,"IND"
"PG/SG","Austin Rivers",5400,"LAC@MEM 12/23/2017 08:00PM ET",26.931,"LAC"
"PG/SG","Tyler Johnson",5400,"NO@MIA 12/23/2017 08:00PM ET",21.758,"MIA"
"C","Dewayne Dedmon",5300,"DAL@ATL 12/23/2017 07:30PM ET",25.038,"ATL"
"SG/SF","Justin Holiday",5300,"CHI@BOS 12/23/2017 07:30PM ET",27.067,"CHI"
"SG/SF","Marcus Smart",5300,"CHI@BOS 12/23/2017 07:30PM ET",24.598,"BOS"
"PF/C","Julius Randle",5300,"POR@LAL 12/23/2017 09:30PM ET",24.975,"LAL"
"SG/SF","Nicolas Batum",5300,"MIL@CHA 12/23/2017 07:00PM ET",24.514,"CHA"
"SG/SF","Caris LeVert",5200,"BKN@IND 12/23/2017 07:00PM ET",24.476,"BKN"
"SF/PF","Larry Nance Jr.",5200,"POR@LAL 12/23/2017 09:30PM ET",23.000,"LAL"
"SF/PF","Al-Farouq Aminu",5200,"POR@LAL 12/23/2017 09:30PM ET",22.500,"POR"
