"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG/SG","James Harden",11500,"NY@HOU 11/25/2017 08:00PM ET",56.625,"HOU"
"PF/C","DeMarcus Cousins",11000,"NO@GS 11/25/2017 08:30PM ET",57.208,"NO"
"PG","Russell Westbrook",10900,"OKC@DAL 11/25/2017 08:30PM ET",50.574,"OKC"
"SF/PF","Giannis Antetokounmpo",10800,"MIL@UTA 11/25/2017 09:00PM ET",55.391,"MIL"
"PF/C","Anthony Davis",10600,"NO@GS 11/25/2017 08:30PM ET",51.279,"NO"
"PG/SF","Ben Simmons",9800,"ORL@PHI 11/25/2017 07:00PM ET",46.721,"PHI"
"C","Joel Embiid",9800,"ORL@PHI 11/25/2017 07:00PM ET",45.717,"PHI"
"PG/SG","Stephen Curry",9600,"NO@GS 11/25/2017 08:30PM ET",46.118,"GS"
"SF/PF","Kevin Durant",9500,"NO@GS 11/25/2017 08:30PM ET",45.719,"GS"
"SF","Paul George",8900,"OKC@DAL 11/25/2017 08:30PM ET",40.279,"OKC"
"PF/C","Blake Griffin",8800,"LAC@SAC 11/25/2017 10:00PM ET",43.162,"LAC"
"PG","John Wall",8700,"POR@WAS 11/25/2017 07:00PM ET",42.313,"WAS"
"PF/C","Kristaps Porzingis",8600,"NY@HOU 11/25/2017 08:00PM ET",43.844,"NY"
"PG","Damian Lillard",8500,"POR@WAS 11/25/2017 07:00PM ET",43.736,"POR"
"PG","Kyrie Irving",8300,"BOS@IND 11/25/2017 08:00PM ET",38.417,"BOS"
"SG/SF","DeMar DeRozan",8200,"TOR@ATL 11/25/2017 07:30PM ET",39.221,"TOR"
"SF/PF","Kawhi Leonard",8200,"SA@CHA 11/25/2017 07:00PM ET",0,"SA"
"C","Rudy Gobert",7900,"MIL@UTA 11/25/2017 09:00PM ET",35.042,"UTA"
"PG/SG","Victor Oladipo",7800,"BOS@IND 11/25/2017 08:00PM ET",39.917,"IND"
"PG/SG","Chris Paul",7800,"NY@HOU 11/25/2017 08:00PM ET",40.125,"HOU"
"PG","Kyle Lowry",7700,"TOR@ATL 11/25/2017 07:30PM ET",35.485,"TOR"
"PF/C","LaMarcus Aldridge",7700,"SA@CHA 11/25/2017 07:00PM ET",39.125,"SA"
"PG","Kemba Walker",7600,"SA@CHA 11/25/2017 07:00PM ET",38.985,"CHA"
"SG","Bradley Beal",7400,"POR@WAS 11/25/2017 07:00PM ET",38.153,"WAS"
"PF/C","Draymond Green",7200,"NO@GS 11/25/2017 08:30PM ET",34.208,"GS"
"SG/SF","Khris Middleton",7100,"MIL@UTA 11/25/2017 09:00PM ET",36.412,"MIL"
"PF/C","Al Horford",7000,"BOS@IND 11/25/2017 08:00PM ET",34.338,"BOS"
"SF/PF","Aaron Gordon",7000,"ORL@PHI 11/25/2017 07:00PM ET",35.063,"ORL"
"PG/SG","Eric Bledsoe",6900,"MIL@UTA 11/25/2017 09:00PM ET",30.425,"MIL"
"PG/SG","C.J. McCollum",6900,"POR@WAS 11/25/2017 07:00PM ET",33.824,"POR"
"C","DeAndre Jordan",6800,"LAC@SAC 11/25/2017 10:00PM ET",32.544,"LAC"
"SG/SF","Tim Hardaway Jr.",6800,"NY@HOU 11/25/2017 08:00PM ET",32.544,"NY"
"SF/PF","Carmelo Anthony",6800,"OKC@DAL 11/25/2017 08:30PM ET",34.438,"OKC"
"PG","Dennis Schroder",6700,"TOR@ATL 11/25/2017 07:30PM ET",35.484,"ATL"
