"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SF/PF","LeBron James",11500,"BKN@CLE 11/22/2017 07:00PM ET",54.941,"CLE"
"C","Joel Embiid",10000,"POR@PHI 11/22/2017 07:00PM ET",45.518,"PHI"
"PG/SF","Ben Simmons",9800,"POR@PHI 11/22/2017 07:00PM ET",46.641,"PHI"
"PG","Damian Lillard",9200,"POR@PHI 11/22/2017 07:00PM ET",43.824,"POR"
"PG","John Wall",8700,"WAS@CHA 11/22/2017 07:00PM ET",41.550,"WAS"
"PG","Kemba Walker",8100,"WAS@CHA 11/22/2017 07:00PM ET",39.031,"CHA"
"PF/C","Kevin Love",8000,"BKN@CLE 11/22/2017 07:00PM ET",37.368,"CLE"
"SG","Bradley Beal",7700,"WAS@CHA 11/22/2017 07:00PM ET",38.279,"WAS"
"PG","Lonzo Ball",7400,"CHI@LAL 11/21/2017 10:30PM ET",33.191,"LAL"
"PG/SG","C.J. McCollum",7300,"POR@PHI 11/22/2017 07:00PM ET",35.203,"POR"
"SF/PF","Kyle Kuzma",7200,"CHI@LAL 11/21/2017 10:30PM ET",28.279,"LAL"
"PG","D'Angelo Russell",6900,"BKN@CLE 11/22/2017 07:00PM ET",36.458,"BKN"
"C","Dwight Howard",6700,"WAS@CHA 11/22/2017 07:00PM ET",34.922,"CHA"
"C","Jusuf Nurkic",6600,"POR@PHI 11/22/2017 07:00PM ET",28.324,"POR"
"PF","Lauri Markkanen",6500,"CHI@LAL 11/21/2017 10:30PM ET",31.607,"CHI"
"PG","Isaiah Thomas",6500,"BKN@CLE 11/22/2017 07:00PM ET",0,"CLE"
"SF/PF","Rondae Hollis-Jefferson",6400,"BKN@CLE 11/22/2017 07:00PM ET",27.533,"BKN"
"SG/SF","Justin Holiday",6300,"CHI@LAL 11/21/2017 10:30PM ET",28.096,"CHI"
"PG/SG","Spencer Dinwiddie",6300,"BKN@CLE 11/22/2017 07:00PM ET",24.953,"BKN"
"SG/SF","Nicolas Batum",6300,"WAS@CHA 11/22/2017 07:00PM ET",28.375,"CHA"
"SG/SF","Brandon Ingram",6200,"CHI@LAL 11/21/2017 10:30PM ET",28.118,"LAL"
"SF/PF","Robert Covington",6200,"POR@PHI 11/22/2017 07:00PM ET",31.813,"PHI"
"SF/PF","Otto Porter",6100,"WAS@CHA 11/22/2017 07:00PM ET",32.641,"WAS"
"C","Brook Lopez",6000,"CHI@LAL 11/21/2017 10:30PM ET",28.941,"LAL"
"PG/SG","Kris Dunn",5600,"CHI@LAL 11/21/2017 10:30PM ET",27.275,"CHI"
"SF/PF","Larry Nance Jr.",5400,"CHI@LAL 11/21/2017 10:30PM ET",25.250,"LAL"
"PG/SG","Dwyane Wade",5400,"BKN@CLE 11/22/2017 07:00PM ET",23.281,"CLE"
"SG/SF","Denzel Valentine",5300,"CHI@LAL 11/21/2017 10:30PM ET",22.768,"CHI"
"SF/PF","DeMarre Carroll",5300,"BKN@CLE 11/22/2017 07:00PM ET",28.483,"BKN"
"PF","Bobby Portis",5200,"CHI@LAL 11/21/2017 10:30PM ET",27.542,"CHI"
"SG","Kentavious Caldwell-Pope",5200,"CHI@LAL 11/21/2017 10:30PM ET",26.217,"LAL"
"PG/SG","Jordan Clarkson",5200,"CHI@LAL 11/21/2017 10:30PM ET",23.838,"LAL"
"PF/C","Julius Randle",5200,"CHI@LAL 11/21/2017 10:30PM ET",24.559,"LAL"
"SG/SF","Jeremy Lamb",5200,"WAS@CHA 11/22/2017 07:00PM ET",29.188,"CHA"
"C","Marcin Gortat",5100,"WAS@CHA 11/22/2017 07:00PM ET",26.721,"WAS"
"C","Robin Lopez",5000,"CHI@LAL 11/21/2017 10:30PM ET",25.089,"CHI"
"PF/C","Nikola Mirotic",5000,"CHI@LAL 11/21/2017 10:30PM ET",0,"CHI"
"SG/SF","J.J. Redick",5000,"POR@PHI 11/22/2017 07:00PM ET",26.839,"PHI"
"PF/C","Dario Saric",5000,"POR@PHI 11/22/2017 07:00PM ET",21.328,"PHI"
"PF/C","Trevor Booker",4900,"BKN@CLE 11/22/2017 07:00PM ET",21.458,"BKN"
