"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SF/PF","Giannis Antetokounmpo",11500,"WAS@MIL 11/20/2017 08:00PM ET",56.083,"MIL"
"SF/PF","LeBron James",11300,"CLE@DET 11/20/2017 07:00PM ET",56.000,"CLE"
"PF/C","DeMarcus Cousins",10900,"OKC@NO 11/20/2017 08:00PM ET",58.484,"NO"
"PG","Russell Westbrook",10500,"OKC@NO 11/20/2017 08:00PM ET",48.183,"OKC"
"C","Joel Embiid",9900,"UTA@PHI 11/20/2017 07:00PM ET",46.115,"PHI"
"PF/C","Anthony Davis",9800,"OKC@NO 11/20/2017 08:00PM ET",50.583,"NO"
"C","Karl-Anthony Towns",9600,"MIN@CHA 11/20/2017 07:00PM ET",42.281,"MIN"
"PG/SF","Ben Simmons",9200,"UTA@PHI 11/20/2017 07:00PM ET",46.417,"PHI"
"C","Nikola Jokic",9100,"DEN@SAC 11/20/2017 10:00PM ET",40.953,"DEN"
"PG","John Wall",9000,"WAS@MIL 11/20/2017 08:00PM ET",42.750,"WAS"
"PF/C","Blake Griffin",8900,"LAC@NY 11/20/2017 07:30PM ET",42.583,"LAC"
"C","Andre Drummond",8800,"CLE@DET 11/20/2017 07:00PM ET",43.828,"DET"
"PF/C","Kristaps Porzingis",8700,"LAC@NY 11/20/2017 07:30PM ET",43.732,"NY"
"SF","Paul George",8700,"OKC@NO 11/20/2017 08:00PM ET",38.950,"OKC"
"PG","Kyrie Irving",8500,"BOS@DAL 11/20/2017 08:30PM ET",37.156,"BOS"
"PG","Damian Lillard",8300,"POR@MEM 11/20/2017 08:00PM ET",44.672,"POR"
"SF/PF","Kawhi Leonard",8200,"ATL@SA 11/20/2017 08:30PM ET",0,"SA"
"PF/C","LaMarcus Aldridge",8200,"ATL@SA 11/20/2017 08:30PM ET",40.094,"SA"
"C","Marc Gasol",8100,"POR@MEM 11/20/2017 08:00PM ET",41.083,"MEM"
"SG","Bradley Beal",8000,"WAS@MIL 11/20/2017 08:00PM ET",38.578,"WAS"
"C","Rudy Gobert",7900,"UTA@PHI 11/20/2017 07:00PM ET",35.042,"UTA"
"PG","Kemba Walker",7900,"MIN@CHA 11/20/2017 07:00PM ET",39.833,"CHA"
"PG/SG","Victor Oladipo",7600,"IND@ORL 11/20/2017 07:00PM ET",38.397,"IND"
"PF/C","Al Horford",7600,"BOS@DAL 11/20/2017 08:30PM ET",35.000,"BOS"
"SG","Jimmy Butler",7500,"MIN@CHA 11/20/2017 07:00PM ET",34.446,"MIN"
"PF/C","Kevin Love",7400,"CLE@DET 11/20/2017 07:00PM ET",37.219,"CLE"
"SG/SF","Tyreke Evans",7300,"POR@MEM 11/20/2017 08:00PM ET",31.917,"MEM"
"SF/PF","Aaron Gordon",7200,"IND@ORL 11/20/2017 07:00PM ET",34.446,"ORL"
"C","Nikola Vucevic",7100,"IND@ORL 11/20/2017 07:00PM ET",34.359,"ORL"
"PF/C","Paul Millsap",7100,"DEN@SAC 11/20/2017 10:00PM ET",31.828,"DEN"
