Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,LastGame,dvp,value,fvalue,odds,O/U
C,Marcin Gortat,5800,Was@NO 06:00PM ET,31.163,Was,0,0,30.643,25.308,30.000,44.000,21.000,34.800,0.328,1.000,1.000
PF/C,David Lee,5700,Dal@SA 07:00PM ET,17.461,SA,1,0,19.964,11.865,28.312,30.500,6.500,34.200,0.022,-12.500,196.000
SG/SF,Norman Powell,5600,Orl@Tor 06:00PM ET,12.279,Tor,1,0,16.357,5.279,24.188,28.000,22.750,33.600,0.027,-9.500,208.000
C,Jonas Valanciunas,5600,Orl@Tor 06:00PM ET,27.967,Tor,1,0,33.929,20.783,31.625,28.250,18.500,33.600,0.276,-9.500,208.000
PG,Deron Williams,5600,Dal@SA 07:00PM ET,28.453,Dal,0,1,31.071,20.000,26.125,18.000,4.000,33.600,0.285,12.500,196.000
PF,Thaddeus Young,5500,Hou@Ind 06:00PM ET,25.935,Ind,1,0,27.250,19.964,25.875,23.750,15.500,33.000,0.221,3.500,228.000
SG/SF,Tyreke Evans,5400,Was@NO 06:00PM ET,22.342,NO,1,0,24.500,15.636,22.812,22.000,14.250,32.400,0.173,-1.000,1.000
PG,T.J. McConnell,5300,Phi@Chi 07:00PM ET,20.034,Phi,0,0,28.429,13.760,31.375,30.750,12.000,31.800,0.104,7.000,205.000
SG,Eric Gordon,5300,Hou@Ind 06:00PM ET,28.158,Hou,0,1,26.393,21.307,25.812,15.500,23.500,31.800,0.333,-3.500,228.000
SG,Evan Fournier,5300,Orl@Tor 06:00PM ET,27.068,Orl,0,1,28.071,20.125,22.938,19.250,2.000,31.800,0.333,9.500,208.000
SF/PF,Trevor Ariza,5200,Hou@Ind 06:00PM ET,27.445,Hou,0,0,25.857,21.389,23.750,23.750,20.000,31.200,0.314,-3.500,228.000
SF/PF,Aaron Gordon,5200,Orl@Tor 06:00PM ET,22.865,Orl,0,0,23.821,15.846,25.625,20.750,15.500,31.200,0.190,9.500,208.000
SG,Seth Curry,5200,Dal@SA 07:00PM ET,20.423,Dal,0,0,21.536,14.333,24.688,19.750,19.000,31.200,0.099,12.500,196.000
PG,Patrick Beverley,5100,Hou@Ind 06:00PM ET,27.389,Hou,0,0,25.179,20.956,22.875,18.750,15.500,30.600,0.342,-3.500,228.000
PF/C,Dirk Nowitzki,5000,Dal@SA 07:00PM ET,25.388,Dal,0,1,27.357,19.068,25.812,33.000,3.000,30.000,0.297,12.500,196.000
C,Pau Gasol,5000,Dal@SA 07:00PM ET,28.686,SA,1,1,26.321,21.455,24.062,10.250,11.000,30.000,0.449,-12.500,196.000
PF/C,Taj Gibson,4900,Phi@Chi 07:00PM ET,24.915,Chi,1,0,23.857,19.204,22.500,32.250,16.000,29.400,0.285,-7.000,205.000
C,Clint Capela,4800,Hou@Ind 06:00PM ET,25.936,Hou,0,0,19.357,18.912,22.625,28.500,18.500,28.800,0.364,-3.500,228.000
C,Jahlil Okafor,4700,Phi@Chi 07:00PM ET,21.177,Phi,0,1,22.500,13.019,22.188,25.000,10.000,28.200,0.207,7.000,205.000
PF,Ryan Anderson,4700,Hou@Ind 06:00PM ET,23.793,Hou,0,0,25.250,16.944,17.812,17.750,28.000,28.200,0.327,-3.500,228.000
SG/SF,Wesley Matthews,4500,Dal@SA 07:00PM ET,26.023,Dal,0,1,25.107,19.534,25.062,21.500,10.500,27.000,0.451,12.500,196.000
SG/SF,Evan Turner,4400,GS@Por 09:00PM ET,21.306,Por,1,0,23.893,15.865,22.000,23.000,11.500,26.400,0.233,8.500,230.500
SF/PF,Dario Saric,4300,Phi@Chi 07:00PM ET,20.989,Phi,0,0,23.500,13.226,22.562,23.000,12.250,25.800,0.297,7.000,205.000
PF,Al-Farouq Aminu,4300,GS@Por 09:00PM ET,21.758,Por,1,0,25.250,15.800,22.375,28.500,10.000,25.800,0.345,8.500,230.500
C,Robin Lopez,4100,Phi@Chi 07:00PM ET,22.182,Chi,1,0,18.107,15.815,15.750,10.500,27.000,24.600,0.371,-7.000,205.000
SG/SF,Terrence Ross,4100,Orl@Tor 06:00PM ET,18.000,Tor,1,0,16.750,12.625,17.375,16.500,22.750,24.600,0.202,-9.500,208.000
PG,Tony Parker,4100,Dal@SA 07:00PM ET,21.182,SA,1,0,23.929,14.765,19.875,13.750,1.000,24.600,0.332,-12.500,196.000
SF,Justin Anderson,4100,Dal@SA 07:00PM ET,14.143,Dal,0,0,10.214,7.307,20.438,26.250,2.000,24.600,0.126,12.500,196.000
PF,Richaun Holmes,4000,Phi@Chi 07:00PM ET,16.240,Phi,0,0,16.214,6.975,14.062,20.500,15.500,24.000,0.193,7.000,205.000
SF/PF,Sam Dekker,4000,Hou@Ind 06:00PM ET,16.185,Hou,0,0,19.821,10.967,22.938,18.750,20.000,24.000,0.169,-3.500,228.000
SF,C.J. Miles,4000,Hou@Ind 06:00PM ET,18.350,Ind,1,0,15.679,12.131,19.812,26.000,24.000,24.000,0.243,3.500,228.000
SG,Jodie Meeks,4000,Orl@Tor 06:00PM ET,16.792,Orl,0,1,21.429,9.188,19.250,13.000,2.000,24.000,0.227,9.500,208.000
SF,DeMarre Carroll,4000,Orl@Tor 06:00PM ET,19.387,Tor,1,0,25.571,12.946,19.438,17.750,22.000,24.000,0.305,-9.500,208.000
PG,Shaun Livingston,4000,GS@Por 09:00PM ET,11.417,GS,0,0,11.571,8.152,13.375,16.000,10.500,24.000,0.003,-8.500,230.500
PG,Rajon Rondo,3900,Phi@Chi 07:00PM ET,25.609,Chi,1,0,20.250,16.957,16.188,37.250,15.500,23.400,0.570,-7.000,205.000
PG,Cory Joseph,3900,Orl@Tor 06:00PM ET,18.304,Tor,1,0,18.250,12.650,17.438,19.000,13.000,23.400,0.261,-9.500,208.000
PF/C,Lucas Nogueira,3900,Orl@Tor 06:00PM ET,17.914,Tor,1,0,22.857,11.162,24.875,25.750,15.750,23.400,0.258,-9.500,208.000
C,Bismack Biyombo,3900,Orl@Tor 06:00PM ET,20.335,Orl,0,0,16.357,13.480,26.312,22.750,7.000,23.400,0.365,9.500,208.000
SF,Solomon Hill,3900,Was@NO 06:00PM ET,16.211,NO,1,0,17.714,10.923,21.750,30.500,18.500,23.400,0.178,-1.000,1.000
SG/SF,Allen Crabbe,3900,GS@Por 09:00PM ET,18.125,Por,1,0,25.107,12.602,17.375,28.500,11.500,23.400,0.249,8.500,230.500
SF,Andre Iguodala,3900,GS@Por 09:00PM ET,18.283,GS,0,0,19.393,12.550,23.062,26.500,18.500,23.400,0.201,-8.500,230.500
SG,Devin Harris,3900,Dal@SA 07:00PM ET,11.642,Dal,0,0,11.286,5.750,16.188,18.250,19.000,23.400,0.066,12.500,196.000
PG,Sergio Rodriguez,3800,Phi@Chi 07:00PM ET,21.938,Phi,0,0,19.464,13.738,15.625,15.000,12.000,22.800,0.465,7.000,205.000
PF,Nikola Mirotic,3800,Phi@Chi 07:00PM ET,20.345,Chi,1,0,17.500,13.193,14.250,11.250,5.000,22.800,0.401,-7.000,205.000
PG/SG,C.J. Watson,3800,Orl@Tor 06:00PM ET,8.340,Orl,0,0,8.571,4.107,18.812,18.250,5.500,22.800,0.015,9.500,208.000
PG,Patty Mills,3800,Dal@SA 07:00PM ET,19.550,SA,1,0,14.286,13.390,23.812,11.250,1.000,22.800,0.345,-12.500,196.000
PG,Michael Carter-Williams,3700,Phi@Chi 07:00PM ET,18.569,Chi,1,0,19.393,12.562,19.625,13.250,15.500,22.200,0.300,-7.000,205.000
SF/PF,Jeff Green,3700,Orl@Tor 06:00PM ET,16.378,Orl,0,0,13.821,10.270,21.438,6.000,15.500,22.200,0.233,9.500,208.000
SF,Maurice Harkless,3700,GS@Por 09:00PM ET,22.477,Por,1,0,20.643,13.806,10.125,1.500,11.000,22.200,0.513,8.500,230.500
C,Zaza Pachulia,3700,GS@Por 09:00PM ET,18.314,GS,0,0,20.393,12.641,19.250,17.500,28.000,22.200,0.311,-8.500,230.500
SF,Dorian Finney-Smith,3700,Dal@SA 07:00PM ET,11.783,Dal,0,0,10.143,6.741,19.312,30.250,2.000,22.200,0.109,12.500,196.000
SG,E'Twaun Moore,3600,Was@NO 06:00PM ET,18.564,NO,1,0,19.000,13.273,21.062,24.500,10.000,21.600,0.321,-1.000,1.000
PG,J.J. Barea,3600,Dal@SA 07:00PM ET,24.167,Dal,0,1,16.393,18.275,21.500,24.250,4.000,21.600,0.614,12.500,196.000
SG,Danny Green,3600,Dal@SA 07:00PM ET,17.882,SA,1,0,19.893,11.662,19.000,21.250,4.000,21.600,0.292,-12.500,196.000
SG,Gerald Henderson,3500,Phi@Chi 07:00PM ET,17.244,Phi,0,0,17.929,10.938,21.438,26.000,14.000,21.000,0.303,7.000,205.000
SG/SF,Kelly Oubre Jr.,3500,Was@NO 06:00PM ET,13.813,Was,0,0,17.214,8.269,18.750,15.750,19.750,21.000,0.200,1.000,1.000
PF/C,Donatas Motiejunas,3500,Was@NO 06:00PM ET,14.900,NO,1,0,17.000,9.643,20.438,31.250,15.500,21.000,0.264,-1.000,1.000
PG,Yogi Ferrell,3500,Dal@SA 07:00PM ET,9.950,Dal,0,0,14.250,4.450,6.625,2.000,4.000,21.000,0.078,12.500,196.000
PG,Dejounte Murray,3500,Dal@SA 07:00PM ET,7.690,SA,1,0,10.536,2.781,14.062,0.000,1.000,21.000,0.061,-12.500,196.000
SG/SF,Jonathon Simmons,3500,Dal@SA 07:00PM ET,13.273,SA,1,1,17.929,8.023,12.125,19.500,3.500,21.000,0.138,-12.500,196.000
PF,Dwight Powell,3500,Dal@SA 07:00PM ET,17.304,Dal,0,0,15.571,11.480,15.875,11.250,3.000,21.000,0.317,12.500,196.000
C,Dewayne Dedmon,3500,Dal@SA 07:00PM ET,15.281,SA,1,0,20.679,9.050,13.438,7.750,11.000,21.000,0.238,-12.500,196.000
PG,Jerian Grant,3400,Phi@Chi 07:00PM ET,10.966,Chi,1,0,12.536,5.125,11.250,8.750,15.500,20.400,0.135,-7.000,205.000
SG,Nik Stauskas,3400,Phi@Chi 07:00PM ET,16.529,Phi,0,0,17.607,11.386,17.312,16.500,14.000,20.400,0.281,7.000,205.000
C,Montrezl Harrell,3400,Hou@Ind 06:00PM ET,18.288,Hou,0,0,18.964,8.803,11.688,20.000,18.500,20.400,0.424,-3.500,228.000
PG,D.J. Augustin,3400,Orl@Tor 06:00PM ET,16.080,Orl,0,0,16.000,11.202,13.625,12.750,9.000,20.400,0.251,9.500,208.000
PG,Tim Frazier,3400,Was@NO 06:00PM ET,24.660,NO,1,0,14.000,14.607,3.812,11.000,3.000,20.400,0.611,-1.000,1.000
PG/SG,Ian Clark,3400,GS@Por 09:00PM ET,11.372,GS,0,0,7.500,6.260,6.938,7.750,9.750,20.400,0.131,-8.500,230.500
SG,Kyle Anderson,3400,Dal@SA 07:00PM ET,9.695,SA,1,0,7.036,4.308,21.500,11.000,4.000,20.400,0.110,-12.500,196.000
SF,Doug McDermott,3300,Phi@Chi 07:00PM ET,16.750,Chi,1,0,17.071,10.306,14.000,17.750,17.000,19.800,0.367,-7.000,205.000
SG,Buddy Hield,3300,Was@NO 06:00PM ET,15.388,NO,1,0,16.750,8.391,11.750,10.500,10.000,19.800,0.303,-1.000,1.000
SF/PF,Dante Cunningham,3300,Was@NO 06:00PM ET,15.074,NO,1,0,18.786,8.578,19.938,6.500,21.750,19.800,0.270,-1.000,1.000
SG,Manu Ginobili,3300,Dal@SA 07:00PM ET,17.846,SA,1,0,15.571,12.823,18.562,15.000,4.000,19.800,0.398,-12.500,196.000
C,Andrew Bogut,3300,Dal@SA 07:00PM ET,18.990,Dal,0,0,17.321,13.846,13.000,8.750,3.000,19.800,0.452,12.500,196.000
C,Nene Hilario,3200,Hou@Ind 06:00PM ET,16.424,Hou,0,0,21.536,10.369,25.688,32.000,18.500,19.200,0.353,-3.500,228.000
PF,Patrick Patterson,3200,Orl@Tor 06:00PM ET,19.167,Tor,1,0,18.500,12.926,15.500,28.750,13.000,19.200,0.498,-9.500,208.000
SG,Monta Ellis,3100,Hou@Ind 06:00PM ET,18.566,Ind,1,0,11.929,10.167,12.500,11.500,27.000,18.600,0.499,3.500,228.000
C,Al Jefferson,3100,Hou@Ind 06:00PM ET,16.185,Ind,1,0,16.214,11.393,15.125,10.750,25.500,18.600,0.374,3.500,228.000
PG,Jerryd Bayless,3000,Phi@Chi 07:00PM ET,21.333,Phi,0,1,0.000,15.750,21.333,18.500,12.000,18.000,0.635,7.000,205.000
PG,Isaiah Canaan,3000,Phi@Chi 07:00PM ET,10.768,Chi,1,0,7.179,5.703,3.312,0.750,15.500,18.000,0.174,-7.000,205.000
PG,Chasson Randle,3000,Phi@Chi 07:00PM ET,8.500,Phi,0,0,8.500,4.250,8.500,3.000,12.000,18.000,0.144,7.000,205.000
SG/SF,Timothe Luwawu-Cabarrot,3000,Phi@Chi 07:00PM ET,6.500,Phi,0,0,8.357,2.750,10.125,12.250,11.500,18.000,0.013,7.000,205.000
SG/SF,Paul Zipser,3000,Phi@Chi 07:00PM ET,7.111,Chi,1,0,10.036,2.909,14.562,22.250,17.250,18.000,0.061,-7.000,205.000
SF,Denzel Valentine,3000,Phi@Chi 07:00PM ET,7.611,Chi,1,0,7.607,2.922,15.125,27.000,17.000,18.000,0.096,-7.000,205.000
SF,Ben Simmons,3000,Phi@Chi 07:00PM ET,0.000,Phi,0,1,0.000,0.000,0.000,0.000,9.000,18.000,0.000,7.000,205.000
PF,Bobby Portis,3000,Phi@Chi 07:00PM ET,9.858,Chi,1,0,7.643,5.361,10.375,20.250,5.000,18.000,0.125,-7.000,205.000
C,Cristiano Felicio,3000,Phi@Chi 07:00PM ET,12.794,Chi,1,0,18.464,7.037,18.500,14.500,27.000,18.000,0.247,-7.000,205.000
PG/SG,Rodney Stuckey,3000,Hou@Ind 06:00PM ET,15.794,Ind,1,1,16.786,8.306,14.625,2.000,18.750,18.000,0.409,3.500,228.000
PG,Aaron Brooks,3000,Hou@Ind 06:00PM ET,11.411,Ind,1,0,10.571,6.522,4.500,1.250,10.500,18.000,0.183,3.500,228.000
PG,Bobby Brown,3000,Hou@Ind 06:00PM ET,1.558,Hou,0,0,1.071,0.525,2.562,0.000,15.500,18.000,0.001,-3.500,228.000
PG,Tyler Ennis,3000,Hou@Ind 06:00PM ET,4.463,Hou,0,0,4.107,1.267,1.625,-0.500,15.500,18.000,0.005,-3.500,228.000
SG/SF,Corey Brewer,3000,Hou@Ind 06:00PM ET,9.640,Hou,0,0,9.357,5.569,7.688,1.500,17.750,18.000,0.076,-3.500,228.000
SG/SF,Glenn Robinson III,3000,Hou@Ind 06:00PM ET,13.369,Ind,1,0,18.429,6.620,8.188,12.500,25.500,18.000,0.301,3.500,228.000
SG,Joe Young,3000,Hou@Ind 06:00PM ET,4.762,Ind,1,0,2.714,0.635,2.812,2.500,27.000,18.000,0.033,3.500,228.000
SF,K.J. McDaniels,3000,Hou@Ind 06:00PM ET,5.590,Hou,0,0,4.000,2.109,3.875,3.250,12.000,18.000,0.021,-3.500,228.000
PF/C,Kevin Seraphin,3000,Hou@Ind 06:00PM ET,9.444,Ind,1,1,9.179,3.600,2.500,3.250,20.500,18.000,0.145,3.500,228.000
PF,Kyle Wiltjer,3000,Hou@Ind 06:00PM ET,2.306,Hou,0,0,1.042,0.375,1.000,3.250,28.000,18.000,0.006,-3.500,228.000
PF,Rakeem Christmas,3000,Hou@Ind 06:00PM ET,3.417,Ind,1,0,7.500,1.375,3.417,0.000,15.500,18.000,0.055,3.500,228.000
PF,Georges Niang,3000,Hou@Ind 06:00PM ET,2.316,Ind,1,0,2.714,0.521,2.000,0.000,15.500,18.000,0.000,3.500,228.000
C,Lavoy Allen,3000,Hou@Ind 06:00PM ET,6.699,Ind,1,0,5.036,3.513,6.688,13.000,25.500,18.000,0.006,3.500,228.000
C,Chinanu Onuaku,3000,Hou@Ind 06:00PM ET,6.625,Hou,0,0,0.000,0.000,6.625,0.000,18.500,18.000,0.160,-3.500,228.000
PG,Fred VanVleet,3000,Orl@Tor 06:00PM ET,5.279,Tor,1,0,3.571,1.705,4.000,8.250,13.000,18.000,0.040,-9.500,208.000
PG,Delon Wright,3000,Orl@Tor 06:00PM ET,0.000,Tor,1,1,0.000,0.000,0.000,0.000,13.000,18.000,0.000,-9.500,208.000
SG,C.J. Wilcox,3000,Orl@Tor 06:00PM ET,2.609,Orl,0,0,2.107,0.614,3.375,0.000,2.000,18.000,0.001,9.500,208.000
SF,Anthony Brown,3000,Orl@Tor 06:00PM ET,9.886,Orl,0,0,6.450,5.143,12.062,15.000,9.000,18.000,0.143,9.500,208.000
SF,Bruno Caboclo,3000,Orl@Tor 06:00PM ET,2.313,Tor,1,0,3.083,0.500,0.625,0.000,22.000,18.000,0.006,-9.500,208.000
SF,Damjan Rudez,3000,Orl@Tor 06:00PM ET,4.578,Orl,0,0,6.607,1.303,9.438,23.500,9.000,18.000,0.015,9.500,208.000
SF,Mario Hezonja,3000,Orl@Tor 06:00PM ET,7.150,Orl,0,0,8.393,2.312,15.250,20.750,9.000,18.000,0.056,9.500,208.000
PF,Jared Sullinger,3000,Orl@Tor 06:00PM ET,9.550,Tor,1,0,10.875,6.250,9.000,5.250,13.000,18.000,0.092,-9.500,208.000
PF,Pascal Siakam,3000,Orl@Tor 06:00PM ET,11.945,Tor,1,0,9.464,6.263,10.750,9.250,13.000,18.000,0.182,-9.500,208.000
PF,Stephen Zimmerman Jr.,3000,Orl@Tor 06:00PM ET,4.125,Orl,0,0,2.583,1.950,5.000,11.000,22.000,18.000,0.011,9.500,208.000
C,Jakob Poeltl,3000,Orl@Tor 06:00PM ET,6.890,Tor,1,0,3.500,3.054,3.688,6.500,18.500,18.000,0.029,-9.500,208.000
PG/SG,Tomas Satoransky,3000,Was@NO 06:00PM ET,9.558,Was,0,0,5.643,4.279,7.500,14.750,22.250,18.000,0.147,1.000,1.000
PG,Langston Galloway,3000,Was@NO 06:00PM ET,16.467,NO,1,0,14.571,9.170,12.062,0.000,3.000,18.000,0.436,-1.000,1.000
PG,Trey Burke,3000,Was@NO 06:00PM ET,8.780,Was,0,0,9.786,4.970,13.625,16.250,27.000,18.000,0.089,1.000,1.000
SG,Sheldon McClellan,3000,Was@NO 06:00PM ET,6.909,Was,0,0,8.071,2.423,4.250,10.500,17.500,18.000,0.042,1.000,1.000
SG,Danuel House,3000,Was@NO 06:00PM ET,1.250,Was,0,1,0.000,0.000,0.000,,17.500,18.000,,1.000,1.000
SF,Quincy Pondexter,3000,Was@NO 06:00PM ET,0.000,NO,1,1,0.000,0.000,0.000,0.000,18.500,18.000,0.000,-1.000,1.000
SF,Marcus Thornton,3000,Was@NO 06:00PM ET,12.712,Was,0,0,9.500,6.875,13.688,3.000,22.000,18.000,0.232,1.000,1.000
PF/C,Jason Smith,3000,Was@NO 06:00PM ET,10.324,Was,0,0,15.000,6.417,14.750,10.250,24.000,18.000,0.132,1.000,1.000
PF,Cheick Diallo,3000,Was@NO 06:00PM ET,9.800,NO,1,0,5.000,2.450,6.500,0.000,25.000,18.000,0.290,-1.000,1.000
C,Ian Mahinmi,3000,Was@NO 06:00PM ET,5.250,Was,0,1,0.000,0.000,0.000,,21.000,18.000,,1.000,1.000
C,Alexis Ajinca,3000,Was@NO 06:00PM ET,11.988,NO,1,0,11.714,5.909,7.750,2.750,6.000,18.000,0.224,-1.000,1.000
C,Omer Asik,3000,Was@NO 06:00PM ET,11.167,NO,1,0,11.071,6.015,4.062,-0.500,6.000,18.000,0.176,-1.000,1.000
C,Andrew Nicholson,3000,Was@NO 06:00PM ET,5.673,Was,0,0,7.286,2.250,3.312,1.500,21.000,18.000,0.022,1.000,1.000
C,Daniel Ochefu,3000,Was@NO 06:00PM ET,3.021,Was,0,0,3.438,1.286,3.312,2.750,21.000,18.000,0.001,1.000,1.000
PG,Shabazz Napier,3000,GS@Por 09:00PM ET,6.983,Por,1,0,7.143,2.484,3.938,0.000,15.500,18.000,0.038,8.500,230.500
PG,Tim Quarterman,3000,GS@Por 09:00PM ET,3.250,Por,1,1,3.100,1.750,1.750,3.750,15.500,18.000,0.001,8.500,230.500
SG/SF,Patrick McCaw,3000,GS@Por 09:00PM ET,6.473,GS,0,0,5.714,2.750,8.688,9.500,13.750,18.000,0.023,-8.500,230.500
SF,Pat Connaughton,3000,GS@Por 09:00PM ET,3.848,Por,1,0,4.964,1.458,6.750,7.500,11.000,18.000,0.001,8.500,230.500
PF/C,Meyers Leonard,3000,GS@Por 09:00PM ET,11.970,Por,1,0,15.036,5.543,13.500,6.250,16.000,18.000,0.245,8.500,230.500
PF,David West,3000,GS@Por 09:00PM ET,12.405,GS,0,1,17.000,7.287,12.250,15.750,29.000,18.000,0.172,-8.500,230.500
PF,James Michael McAdoo,3000,GS@Por 09:00PM ET,4.850,GS,0,0,6.321,1.589,13.438,17.500,29.000,18.000,0.029,-8.500,230.500
PF,Jake Layman,3000,GS@Por 09:00PM ET,4.348,Por,1,0,1.429,1.516,3.750,3.500,10.000,18.000,0.017,8.500,230.500
PF,Noah Vonleh,3000,GS@Por 09:00PM ET,9.544,Por,1,0,9.786,4.307,15.750,3.750,10.000,18.000,0.107,8.500,230.500
PF,Kevon Looney,3000,GS@Por 09:00PM ET,7.900,GS,0,0,7.607,2.797,6.750,13.500,29.000,18.000,0.048,-8.500,230.500
C,Anderson Varejao,3000,GS@Por 09:00PM ET,5.625,GS,0,0,6.667,2.500,3.688,9.250,28.000,18.000,0.014,-8.500,230.500
C,JaVale McGee,3000,GS@Por 09:00PM ET,10.417,GS,0,0,10.607,4.772,14.688,16.250,28.000,18.000,0.143,-8.500,230.500
C,Festus Ezeli,3000,GS@Por 09:00PM ET,0.000,Por,1,1,0.000,0.000,0.000,0.000,22.000,18.000,0.000,8.500,230.500
C,Ed Davis,3000,GS@Por 09:00PM ET,12.726,Por,1,1,12.500,6.714,10.125,11.000,22.000,18.000,0.241,8.500,230.500
C,Damian Jones,3000,GS@Por 09:00PM ET,0.875,GS,0,0,0.875,0.000,0.875,2.750,28.000,18.000,0.082,-8.500,230.500
PG,Pierre Jackson,3000,Dal@SA 07:00PM ET,8.750,Dal,0,0,10.583,0.375,13.188,18.000,4.000,18.000,0.156,12.500,196.000
PG,Bryn Forbes,3000,Dal@SA 07:00PM ET,2.417,SA,1,0,2.536,0.114,5.312,5.000,1.000,18.000,0.001,-12.500,196.000
SG,Nicolas Brussino,3000,Dal@SA 07:00PM ET,5.150,Dal,0,0,6.143,1.279,5.250,10.000,19.000,18.000,0.010,12.500,196.000
