Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,LastGame,dvp,value,fvalue,odds,O/U
PG/SG,James Harden,12200,GS@Hou 08:00PM ET,61.011,Hou,1,0,69.107,53.210,60.562,62.500,14.250,73.200,0.159,5.000,240.500
PF/C,Anthony Davis,11400,Bkn@NO 08:00PM ET,54.694,NO,1,1,53.143,40.789,52.000,45.750,29.000,68.400,0.210,-9.500,221.500
PG,Giannis Antetokounmpo,10600,Mil@Orl 07:00PM ET,50.363,Mil,0,0,49.821,40.125,51.000,62.750,14.500,63.600,0.149,-3.500,211.000
SF,Kevin Durant,10500,GS@Hou 08:00PM ET,50.161,GS,0,0,48.286,41.562,52.375,70.000,24.000,63.000,0.110,-5.000,240.500
PF/C,DeMarcus Cousins,10200,Sac@Mem 08:00PM ET,52.794,Sac,0,0,45.786,40.868,58.312,63.500,2.750,61.200,0.257,8.500,199.500
SG/SF,Jimmy Butler,8900,Chi@Atl 08:00PM ET,44.524,Chi,0,0,38.929,34.739,42.062,55.250,23.000,53.400,0.265,4.000,204.500
PG,Stephen Curry,8700,GS@Hou 08:00PM ET,43.411,GS,0,0,40.571,36.798,48.125,46.500,10.000,52.200,0.156,-5.000,240.500
PG,Damian Lillard,8500,Por@Phi 07:00PM ET,43.462,Por,0,0,44.286,34.738,38.188,42.250,12.000,51.000,0.266,-2.000,209.500
PF/C,Joel Embiid,8400,Por@Phi 07:00PM ET,38.147,Phi,1,0,40.821,29.521,47.250,45.250,29.000,50.400,0.093,2.000,209.500
PG,Kyle Lowry,8300,Tor@Cha 07:00PM ET,43.598,Tor,0,0,47.536,35.264,44.125,44.000,19.000,49.800,0.269,-1.000,215.500
SG,DeMar DeRozan,8200,Tor@Cha 07:00PM ET,42.667,Tor,0,0,44.036,35.512,42.812,38.750,21.000,49.200,0.239,-1.000,215.500
PG,Kemba Walker,8000,Tor@Cha 07:00PM ET,39.652,Cha,1,0,40.821,32.636,38.938,40.500,9.000,48.000,0.196,1.000,215.500
PF/C,Draymond Green,7900,GS@Hou 08:00PM ET,39.913,GS,0,0,38.000,34.833,44.125,40.750,17.250,47.400,0.196,-5.000,240.500
PG,Jeff Teague,7900,Ind@LAL 10:30PM ET,36.378,Ind,0,0,37.536,27.512,38.750,51.750,28.000,47.400,0.161,-3.500,220.500
SF/PF,Paul George,7800,Ind@LAL 10:30PM ET,38.485,Ind,0,0,37.286,32.861,32.750,34.500,27.500,46.800,0.130,-3.500,220.500
SF,Gordon Hayward,7600,Uta@Dal 08:30PM ET,37.375,Uta,0,0,34.071,29.569,38.750,29.500,5.000,45.600,0.199,-5.500,188.000
PF,Paul Millsap,7500,Chi@Atl 08:00PM ET,38.731,Atl,1,0,42.857,28.578,40.625,36.500,16.500,45.000,0.283,-4.000,204.500
SG/SF,Nicolas Batum,7400,Tor@Cha 07:00PM ET,36.276,Cha,1,0,43.429,27.882,32.000,36.250,7.000,44.400,0.206,1.000,215.500
PG,Mike Conley,7300,Sac@Mem 08:00PM ET,36.438,Mem,1,0,34.607,28.162,41.750,31.250,21.500,43.800,0.245,-8.500,199.500
PG/SG,C.J. McCollum,7300,Por@Phi 07:00PM ET,37.097,Por,0,0,41.464,29.140,35.188,31.000,14.500,43.800,0.280,-2.000,209.500
C,Marc Gasol,7200,Sac@Mem 08:00PM ET,38.321,Mem,1,0,37.357,29.188,39.875,42.500,11.000,43.200,0.337,-8.500,199.500
PG,Jrue Holiday,7200,Bkn@NO 08:00PM ET,31.848,NO,1,0,36.464,25.900,30.625,40.500,30.000,43.200,0.081,-9.500,221.500
C,Rudy Gobert,7100,Uta@Dal 08:30PM ET,36.174,Uta,0,0,38.143,27.868,41.625,51.250,12.000,42.600,0.240,-5.500,188.000
PF/C,Julius Randle,7000,Ind@LAL 10:30PM ET,31.518,LAL,1,0,34.536,22.438,24.812,25.750,23.000,42.000,0.173,3.500,220.500
C,Dwight Howard,6900,Chi@Atl 08:00PM ET,36.074,Atl,1,0,36.500,25.000,29.188,15.750,8.500,41.400,0.328,-4.000,204.500
SF/PF,Jabari Parker,6900,Mil@Orl 07:00PM ET,34.476,Mil,0,0,37.107,25.855,33.000,26.500,16.500,41.400,0.242,-3.500,211.000
C,Myles Turner,6900,Ind@LAL 10:30PM ET,32.631,Ind,0,0,29.286,24.513,28.938,24.250,29.000,41.400,0.202,-3.500,220.500
C,Brook Lopez,6800,Bkn@NO 08:00PM ET,34.824,Bkn,0,0,35.964,27.845,36.250,44.750,18.500,40.800,0.284,9.500,221.500
C,Nikola Vucevic,6700,Mil@Orl 07:00PM ET,34.250,Orl,1,0,32.357,26.163,36.125,26.500,13.000,40.200,0.293,3.500,211.000
PG,D'Angelo Russell,6600,Ind@LAL 10:30PM ET,29.159,LAL,1,0,35.607,21.556,20.312,14.000,16.500,39.600,0.168,3.500,220.500
SG,Klay Thompson,6500,GS@Hou 08:00PM ET,32.067,GS,0,0,30.500,25.250,31.562,28.500,27.000,39.000,0.236,-5.000,240.500
PG,George Hill,6400,Uta@Dal 08:30PM ET,32.026,Uta,0,1,35.036,23.312,29.438,32.500,1.000,38.400,0.255,-5.500,188.000
SG,Dwyane Wade,6300,Chi@Atl 08:00PM ET,33.151,Chi,0,0,32.393,25.764,34.188,26.250,24.000,37.800,0.302,4.000,204.500
PF/C,Terrence Jones,6200,Bkn@NO 08:00PM ET,23.220,NO,1,0,23.536,15.159,31.312,22.250,29.000,37.200,0.101,-9.500,221.500
PF/C,Serge Ibaka,6100,Mil@Orl 07:00PM ET,30.564,Orl,1,0,34.000,23.141,27.375,33.250,15.500,36.600,0.270,3.500,211.000
SF,Rudy Gay,6000,Sac@Mem 08:00PM ET,35.200,Sac,0,1,39.929,27.797,39.438,32.000,7.000,36.000,0.467,8.500,199.500
PG,Elfrid Payton,6000,Mil@Orl 07:00PM ET,28.545,Orl,1,0,28.036,20.398,40.188,22.500,3.000,36.000,0.278,3.500,211.000
PG,Dennis Schroder,5900,Chi@Atl 08:00PM ET,31.345,Atl,1,0,26.786,23.050,20.875,21.000,11.000,35.400,0.342,-4.000,204.500
PF/C,Zach Randolph,5800,Sac@Mem 08:00PM ET,27.750,Mem,1,0,31.179,22.587,30.125,17.250,17.500,34.800,0.192,-8.500,199.500
SF/PF,Harrison Barnes,5800,Uta@Dal 08:30PM ET,31.589,Dal,1,0,32.179,24.526,29.000,28.250,1.000,34.800,0.345,5.500,188.000
SG/SF,Tyreke Evans,5800,Bkn@NO 08:00PM ET,22.217,NO,1,0,20.571,13.393,34.875,38.000,30.000,34.800,0.139,-9.500,221.500
C,Jonas Valanciunas,5700,Tor@Cha 07:00PM ET,27.756,Tor,0,0,21.643,20.212,29.938,31.750,26.000,34.200,0.252,-1.000,215.500
PG/SG,Malcolm Brogdon,5700,Mil@Orl 07:00PM ET,20.951,Mil,0,0,30.286,13.190,26.938,31.250,16.750,34.200,0.094,-3.500,211.000
SF,Trevor Ariza,5700,GS@Hou 08:00PM ET,27.994,Hou,1,0,29.500,21.565,28.000,20.500,9.500,34.200,0.214,5.000,240.500
PG,Patrick Beverley,5600,GS@Hou 08:00PM ET,28.105,Hou,1,0,28.393,21.633,32.438,40.250,14.500,33.600,0.254,5.000,240.500
SG,Eric Gordon,5600,GS@Hou 08:00PM ET,28.488,Hou,1,0,29.893,22.095,23.438,33.000,14.000,33.600,0.268,5.000,240.500
PF,Thaddeus Young,5500,Ind@LAL 10:30PM ET,25.695,Ind,0,0,25.143,19.710,28.875,24.000,27.000,33.000,0.218,-3.500,220.500
PF/C,Taj Gibson,5400,Chi@Atl 08:00PM ET,25.536,Chi,0,1,24.893,19.630,30.625,31.000,11.500,32.400,0.189,4.000,204.500
SF/PF,Aaron Gordon,5400,Mil@Orl 07:00PM ET,22.614,Orl,1,0,24.964,15.354,24.688,32.000,23.500,32.400,0.158,3.500,211.000
PF/C,Dirk Nowitzki,5400,Uta@Dal 08:30PM ET,25.559,Dal,1,0,22.179,18.833,31.000,30.000,1.500,32.400,0.223,5.500,188.000
PG/SG,Darren Collison,5300,Sac@Mem 08:00PM ET,23.402,Sac,0,0,19.071,17.054,25.125,35.000,5.000,31.800,0.118,8.500,199.500
SG/SF,Evan Fournier,5300,Mil@Orl 07:00PM ET,27.068,Orl,1,1,28.964,20.125,22.938,19.250,22.500,31.800,0.333,3.500,211.000
PG,Deron Williams,5300,Uta@Dal 08:30PM ET,28.559,Dal,1,0,28.143,20.700,34.938,22.750,6.000,31.800,0.363,5.500,188.000
PF,Ersan Ilyasova,5300,Por@Phi 07:00PM ET,26.700,Phi,1,0,27.143,19.500,25.625,27.500,30.000,31.800,0.293,2.000,209.500
PF,Trevor Booker,5300,Bkn@NO 08:00PM ET,28.316,Bkn,0,0,22.321,20.355,26.938,21.750,25.000,31.800,0.350,9.500,221.500
PF/C,Derrick Favors,5200,Uta@Dal 08:30PM ET,20.938,Uta,0,0,20.571,13.983,24.000,21.000,7.500,31.200,0.150,-5.500,188.000
PG,T.J. McConnell,5200,Por@Phi 07:00PM ET,18.885,Phi,1,0,25.821,12.716,25.438,29.750,13.000,31.200,0.087,2.000,209.500
SF,Robert Covington,5200,Por@Phi 07:00PM ET,24.777,Phi,1,0,27.964,16.618,23.062,23.250,21.000,31.200,0.264,2.000,209.500
C,Mason Plumlee,5200,Por@Phi 07:00PM ET,30.267,Por,0,0,33.786,23.250,26.312,27.500,27.000,31.200,0.462,-2.000,209.500
SF,Michael Kidd-Gilchrist,5100,Tor@Cha 07:00PM ET,23.530,Cha,1,0,26.321,17.193,25.625,28.750,12.000,30.600,0.204,1.000,215.500
C,Cody Zeller,5000,Tor@Cha 07:00PM ET,24.071,Cha,1,0,21.821,19.225,27.812,19.500,8.500,30.000,0.209,1.000,215.500
C,Greg Monroe,5000,Mil@Orl 07:00PM ET,25.556,Mil,0,0,25.393,16.500,20.125,10.000,22.500,30.000,0.343,-3.500,211.000
PF,Al-Farouq Aminu,5000,Por@Phi 07:00PM ET,21.722,Por,0,0,24.643,15.929,24.562,26.250,6.000,30.000,0.197,-2.000,209.500
PG,Jeremy Lin,5000,Bkn@NO 08:00PM ET,30.146,Bkn,0,1,27.929,25.472,29.125,26.500,27.000,30.000,0.506,9.500,221.500
SF,DeMarre Carroll,4900,Tor@Cha 07:00PM ET,19.709,Tor,0,1,16.607,13.188,23.250,9.500,24.000,29.400,0.148,-1.000,215.500
PF/C,Montrezl Harrell,4900,GS@Hou 08:00PM ET,18.986,Hou,1,0,29.536,9.861,26.875,37.000,15.750,29.400,0.177,5.000,240.500
SG,Tim Hardaway Jr.,4800,Chi@Atl 08:00PM ET,18.881,Atl,1,0,19.357,11.214,23.375,12.250,13.000,28.800,0.159,-4.000,204.500
PF,Ryan Anderson,4800,GS@Hou 08:00PM ET,24.349,Hou,1,1,20.929,17.846,23.375,23.750,9.000,28.800,0.322,5.000,240.500
PF,Marvin Williams,4700,Tor@Cha 07:00PM ET,22.014,Cha,1,0,21.893,16.111,24.562,27.250,22.000,28.200,0.204,1.000,215.500
PF,Nikola Mirotic,4600,Chi@Atl 08:00PM ET,21.216,Chi,0,0,21.393,13.842,20.312,17.250,19.000,27.600,0.263,4.000,204.500
SG/SF,Wesley Matthews,4600,Uta@Dal 08:30PM ET,26.110,Dal,1,0,22.357,19.440,27.875,29.750,1.000,27.600,0.424,5.500,188.000
SG,Lou Williams,4600,Ind@LAL 10:30PM ET,27.598,LAL,1,0,24.143,18.807,28.688,42.500,26.000,27.600,0.500,3.500,220.500
SG/SF,Kent Bazemore,4500,Chi@Atl 08:00PM ET,21.694,Atl,1,0,23.893,13.395,26.375,15.500,12.500,27.000,0.290,-4.000,204.500
SG,Jeremy Lamb,4500,Tor@Cha 07:00PM ET,18.536,Cha,1,1,15.429,8.188,19.812,25.750,2.000,27.000,0.222,1.000,215.500
SG,Tony Allen,4500,Sac@Mem 08:00PM ET,22.453,Mem,1,0,23.607,15.825,21.812,19.250,21.000,27.000,0.306,-8.500,199.500
PF,JaMychal Green,4500,Sac@Mem 08:00PM ET,23.093,Mem,1,0,23.107,16.057,23.500,37.250,24.000,27.000,0.326,-8.500,199.500
SG,Jodie Meeks,4500,Mil@Orl 07:00PM ET,16.792,Orl,1,1,15.286,9.188,19.250,13.000,16.000,27.000,0.147,3.500,211.000
C,Nerlens Noel,4500,Por@Phi 07:00PM ET,15.982,Phi,1,0,13.625,9.906,18.000,6.000,28.000,27.000,0.111,2.000,209.500
SG,Bojan Bogdanovic,4500,Bkn@NO 08:00PM ET,21.598,Bkn,0,0,16.143,15.719,19.750,17.750,18.000,27.000,0.267,9.500,221.500
PG,Michael Carter-Williams,4400,Chi@Atl 08:00PM ET,19.359,Chi,0,0,20.542,13.938,20.938,21.750,24.000,26.400,0.161,4.000,204.500
SF,Doug McDermott,4400,Chi@Atl 08:00PM ET,17.400,Chi,0,0,19.893,10.517,22.188,18.000,22.000,26.400,0.170,4.000,204.500
C,Robin Lopez,4400,Chi@Atl 08:00PM ET,22.698,Chi,0,0,19.500,16.524,26.875,27.750,4.000,26.400,0.309,4.000,204.500
SG/SF,Joe Ingles,4400,Uta@Dal 08:30PM ET,15.221,Uta,0,0,20.500,7.635,16.125,26.000,6.250,26.400,0.134,-5.500,188.000
SG,Rodney Hood,4400,Uta@Dal 08:30PM ET,23.493,Uta,0,1,13.429,15.625,28.000,23.500,7.500,26.400,0.384,-5.500,188.000
SF/PF,Anthony Tolliver,4300,Sac@Mem 08:00PM ET,14.216,Sac,0,0,19.500,6.600,21.000,12.250,5.750,25.800,0.116,8.500,199.500
SF/PF,Dario Saric,4300,Por@Phi 07:00PM ET,20.944,Phi,1,0,17.679,13.066,26.125,23.750,25.500,25.800,0.301,2.000,209.500
C,Jahlil Okafor,4300,Por@Phi 07:00PM ET,21.050,Phi,1,0,24.643,13.019,21.188,15.500,28.000,25.800,0.292,2.000,209.500
PG/SG,Garrett Temple,4200,Sac@Mem 08:00PM ET,17.439,Sac,0,0,26.250,12.000,16.812,18.500,5.000,25.200,0.151,8.500,199.500
PG,Sergio Rodriguez,4200,Por@Phi 07:00PM ET,22.708,Phi,1,0,18.393,14.319,18.875,17.250,13.000,25.200,0.399,2.000,209.500
SF,Luol Deng,4200,Ind@LAL 10:30PM ET,20.512,LAL,1,0,18.893,13.460,15.812,14.250,12.000,25.200,0.314,3.500,220.500
SF,Brandon Ingram,4200,Ind@LAL 10:30PM ET,17.859,LAL,1,0,22.143,13.205,24.000,34.250,12.000,25.200,0.158,3.500,220.500
SF/PF,Matt Barnes,4100,Sac@Mem 08:00PM ET,19.197,Sac,0,0,19.321,12.287,16.000,17.500,5.750,24.600,0.277,8.500,199.500
SF/PF,Michael Beasley,4100,Mil@Orl 07:00PM ET,16.929,Mil,0,0,24.429,9.708,23.375,31.500,16.500,24.600,0.220,-3.500,211.000
PG,Shelvin Mack,4100,Uta@Dal 08:30PM ET,16.195,Uta,0,0,15.000,8.961,4.875,4.000,1.000,24.600,0.155,-5.500,188.000
SG/SF,Evan Turner,4100,Por@Phi 07:00PM ET,21.238,Por,0,0,19.429,15.625,24.625,23.250,20.500,24.600,0.320,-2.000,209.500
SG,Sean Kilpatrick,4100,Bkn@NO 08:00PM ET,24.543,Bkn,0,0,20.964,15.830,16.938,12.750,18.000,24.600,0.498,9.500,221.500
PG/SG,Jordan Clarkson,4100,Ind@LAL 10:30PM ET,23.120,LAL,1,0,18.036,16.228,24.812,28.000,21.250,24.600,0.432,3.500,220.500
PF/C,Lucas Nogueira,4000,Tor@Cha 07:00PM ET,17.096,Tor,0,1,13.500,10.829,18.625,6.000,18.000,24.000,0.210,-1.000,215.500
PG,Ty Lawson,4000,Sac@Mem 08:00PM ET,19.923,Sac,0,1,19.179,11.676,17.875,12.750,7.000,24.000,0.322,8.500,199.500
C,Clint Capela,4000,GS@Hou 08:00PM ET,25.767,Hou,1,0,24.286,18.536,15.750,12.750,22.500,24.000,0.589,5.000,240.500
SF,Maurice Harkless,4000,Por@Phi 07:00PM ET,23.179,Por,0,0,21.786,15.472,19.625,18.750,24.000,24.000,0.459,-2.000,209.500
SF,Rondae Hollis-Jefferson,4000,Bkn@NO 08:00PM ET,19.514,Bkn,0,0,18.857,13.560,23.375,32.000,16.500,24.000,0.306,9.500,221.500
PG,Rajon Rondo,3900,Chi@Atl 08:00PM ET,27.037,Chi,0,0,20.964,18.303,16.000,12.750,24.000,23.400,0.618,4.000,204.500
SG,Seth Curry,3900,Uta@Dal 08:30PM ET,19.974,Dal,1,0,17.964,14.062,23.438,21.000,1.000,23.400,0.340,5.500,188.000
SG,Nick Young,3900,Ind@LAL 10:30PM ET,20.974,LAL,1,0,20.750,13.194,19.188,33.500,26.000,23.400,0.395,3.500,220.500
PG,Cory Joseph,3800,Tor@Cha 07:00PM ET,18.683,Tor,0,0,23.214,13.260,27.688,15.250,19.000,22.800,0.306,-1.000,215.500
