Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,LastGame,dvp,value,fvalue,odds,O/U,penalty,Final,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10
SF,Trevor Ariza,5400,NY@Hou 08:00PM ET,27.772,Hou,1,0,33.107,21.235,29.188,39.500,14.000,32.400,0.280,-12.500,224.500,0.000,33.750,33.750,39.500,22.750,36.500,18.000,19.250,36.000,23.750,36.250,30.750,24.500
C,Enes Kanter,5200,LAC@OKC 08:00PM ET,24.227,OKC,1,0,24.964,16.444,29.438,24.250,14.000,31.200,0.256,-9.000,209.500,0.000,36.000,36.000,24.250,32.000,31.500,30.000,36.250,19.750,21.250,27.000,14.250,29.750
C,Steven Adams,5100,LAC@OKC 08:00PM ET,26.470,OKC,1,0,28.107,20.297,30.812,29.000,14.000,30.600,0.281,-9.000,209.500,0.000,22.250,22.250,29.000,28.500,34.000,31.750,22.500,24.750,33.750,22.750,26.500,33.000
PF/C,Montrezl Harrell,5000,NY@Hou 08:00PM ET,15.920,Hou,1,0,20.393,7.768,25.688,40.000,21.000,30.000,0.106,-12.500,224.500,0.000,24.000,24.000,40.000,13.000,22.250,27.500,29.750,19.750,4.000,17.500,21.500,3.250
PG,Austin Rivers,4900,LAC@OKC 08:00PM ET,17.294,LAC,0,0,19.643,10.292,23.000,15.250,21.000,29.400,0.091,9.000,209.500,0.000,18.750,18.750,15.250,31.500,30.750,14.500,25.000,10.500,22.500,20.000,10.250,38.000
C,Clint Capela,4900,NY@Hou 08:00PM ET,26.804,Hou,1,0,26.679,20.607,20.062,14.500,22.000,29.400,0.362,-12.500,224.500,0.000,0.000,14.500,24.750,22.500,18.500,31.000,19.500,33.250,27.250,26.750,17.500,21.000
SG,Jamal Crawford,4800,LAC@OKC 08:00PM ET,19.364,LAC,0,0,15.929,13.250,23.812,15.750,12.000,28.800,0.140,9.000,209.500,0.000,11.500,11.500,15.750,11.000,41.500,27.000,35.750,16.750,10.250,11.500,16.750,3.250
C,Tristan Thompson,4800,Cle@Cha 07:00PM ET,24.427,Cle,0,0,26.357,18.147,25.375,23.250,24.500,28.800,0.308,-1.000,210.500,0.000,20.500,20.500,23.250,22.500,20.000,35.750,30.250,29.500,15.000,22.750,16.250,30.000
SF,T.J. Warren,4800,Pho@Uta 08:00PM ET,25.500,Pho,0,0,16.036,13.139,24.000,12.250,1.000,28.800,0.403,11.500,207.500,0.000,3.250,3.250,12.250,35.500,17.500,30.750,29.750,2.750,6.500,1.500,13.750,34.750
PF/C,Taj Gibson,4700,Mil@Chi 07:00PM ET,25.485,Chi,1,0,20.893,19.542,18.438,19.750,14.750,28.200,0.364,-3.000,204.000,0.000,20.750,20.750,19.750,17.250,13.500,23.250,17.750,38.250,24.500,14.500,27.500,15.500
C,Cody Zeller,4700,Cle@Cha 07:00PM ET,24.000,Cha,1,0,24.071,19.542,27.250,23.750,6.000,28.200,0.274,1.000,210.500,0.000,13.250,13.250,23.750,20.750,31.250,33.250,23.750,33.750,25.500,24.500,21.750,32.750
