Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,LastGame,dvp,value,fvalue,odds,O/U,penalty,Final,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10
PF/C,DeMarcus Cousins,10800,GS@Sac 09:00PM ET,52.450,Sac,1,0,58.179,40.067,47.938,60.250,15.250,64.800,0.182,12.000,226.000,0.000,41.500,41.500,60.250,30.000,51.000,50.500,53.500,54.750,62.250,36.500,83.500,42.500
SF,LeBron James,10200,Cle@Pho 08:30PM ET,52.438,Cle,0,0,53.000,43.641,53.875,59.750,23.000,61.200,0.223,-8.500,221.000,0.000,43.500,43.500,59.750,51.500,47.750,56.500,56.000,60.250,39.750,50.250,66.500,56.250
SF,Kevin Durant,9700,GS@Sac 09:00PM ET,49.757,GS,0,0,47.000,40.691,47.500,54.750,17.000,58.200,0.210,-12.000,226.000,0.000,56.250,56.250,54.750,52.750,31.250,51.250,63.750,65.750,46.000,56.250,29.250,60.750
PG,Stephen Curry,9000,GS@Sac 09:00PM ET,42.838,GS,0,0,39.250,36.487,43.312,57.250,17.500,54.000,0.108,-12.000,226.000,0.000,48.500,48.500,57.250,53.250,33.250,29.500,47.750,28.750,44.750,38.500,42.750,32.750
PG,Kyrie Irving,8200,Cle@Pho 08:30PM ET,40.308,Cle,0,0,38.714,32.383,52.188,47.250,26.000,49.200,0.202,-8.500,221.000,0.000,40.500,40.500,47.250,62.750,35.750,63.000,47.750,60.000,42.250,54.000,23.000,28.750
PF/C,Kevin Love,8000,Cle@Pho 08:30PM ET,42.161,Cle,0,0,39.429,34.603,43.062,37.750,23.000,48.000,0.284,-8.500,221.000,0.000,43.500,43.500,37.750,33.250,43.000,58.250,42.500,35.500,36.750,58.250,55.750,36.000
PF/C,Draymond Green,7500,GS@Sac 09:00PM ET,39.529,GS,0,0,38.000,33.472,38.938,31.500,17.500,45.000,0.260,-12.000,226.000,0.000,39.250,39.250,31.500,42.250,49.500,32.500,45.000,26.000,38.250,46.250,40.500,32.250
SF,Gordon Hayward,7100,Uta@Mem 08:00PM ET,37.266,Uta,0,0,33.750,28.800,30.875,24.000,4.000,42.600,0.299,2.500,187.500,0.000,35.250,35.250,24.000,23.000,30.500,46.000,39.250,33.000,50.250,34.750,46.000,11.750
C,Marc Gasol,7000,Uta@Mem 08:00PM ET,38.473,Mem,1,0,38.286,28.529,31.812,35.750,2.000,42.000,0.384,-2.500,187.500,0.000,28.500,28.500,35.750,43.000,41.500,7.000,49.000,54.500,24.000,32.750,57.750,44.250
PF/C,Julius Randle,7000,Orl@LAL 09:30PM ET,32.279,LAL,1,0,40.143,24.303,42.625,31.000,14.750,42.000,0.191,-2.500,217.000,0.000,41.250,41.250,31.000,36.750,58.500,44.250,25.500,47.500,37.750,30.000,29.000,45.750
PG,Eric Bledsoe,6900,Cle@Pho 08:30PM ET,38.196,Pho,1,0,42.786,29.462,41.750,38.000,22.000,41.400,0.392,8.500,221.000,0.000,52.000,52.000,38.000,37.500,50.000,41.500,51.250,19.500,41.500,49.500,27.500,40.750
C,Nikola Vucevic,6800,Orl@LAL 09:30PM ET,33.707,Orl,0,0,34.750,25.637,35.250,26.500,30.000,40.800,0.260,2.500,217.000,0.000,37.750,37.750,26.500,32.000,42.250,40.250,40.250,27.750,27.250,26.750,49.500,22.250
PG,Mike Conley,6700,Uta@Mem 08:00PM ET,35.648,Mem,1,0,30.286,27.450,41.500,54.000,6.000,40.200,0.340,-2.500,187.500,0.000,36.500,36.500,54.000,44.250,28.750,39.000,24.000,38.750,26.250,40.750,22.500,25.250
PF/C,Serge Ibaka,6700,Orl@LAL 09:30PM ET,30.697,Orl,0,0,33.571,23.214,30.188,33.500,28.250,40.200,0.179,2.500,217.000,0.000,37.000,37.000,33.500,25.250,30.000,32.000,39.750,28.500,51.250,40.500,39.750,15.000
C,Rudy Gobert,6600,Uta@Mem 08:00PM ET,35.743,Uta,0,0,38.179,26.750,38.625,40.750,1.000,39.600,0.332,2.500,187.500,0.000,29.500,29.500,40.750,41.500,25.750,46.500,40.750,35.750,31.750,35.000,45.500,37.000
PG,D'Angelo Russell,6500,Orl@LAL 09:30PM ET,29.602,LAL,1,0,29.071,23.047,38.625,40.500,19.000,39.000,0.189,-2.500,217.000,0.000,45.500,45.500,40.500,32.500,36.000,45.500,32.000,10.750,25.750,27.000,33.000,32.250
SG,Klay Thompson,6400,GS@Sac 09:00PM ET,32.122,GS,0,0,29.429,25.013,34.125,28.500,23.000,38.400,0.266,-12.000,226.000,0.000,26.500,26.500,28.500,28.750,36.750,42.500,39.000,33.500,25.750,41.750,26.750,21.500
PG,Elfrid Payton,6400,Orl@LAL 09:30PM ET,27.888,Orl,0,0,36.643,20.531,29.375,21.000,28.000,38.400,0.193,2.500,217.000,0.000,23.500,23.500,21.000,36.000,43.750,16.750,15.250,33.500,47.750,27.500,37.000,19.500
SG/SF,Evan Fournier,6300,Orl@LAL 09:30PM ET,28.333,Orl,0,0,26.786,20.656,29.500,25.250,24.250,37.800,0.151,2.500,217.000,0.000,34.750,34.750,25.250,18.750,34.750,39.250,23.750,28.500,37.750,38.500,41.000,17.500
SG,Devin Booker,6200,Cle@Pho 08:30PM ET,29.153,Pho,1,0,34.179,22.188,28.375,26.000,28.000,37.200,0.207,8.500,221.000,0.000,44.250,44.250,26.000,36.000,20.250,31.250,34.750,20.250,26.500,43.500,46.500,26.500
SF,Rudy Gay,6100,GS@Sac 09:00PM ET,34.500,Sac,1,0,30.357,26.712,29.625,28.750,10.000,36.600,0.417,12.000,226.000,0.000,35.750,35.750,28.750,31.750,22.250,35.750,22.750,36.250,44.750,27.000,30.750,48.500
PG,George Hill,6000,Uta@Mem 08:00PM ET,33.196,Uta,0,0,37.208,18.812,27.562,38.250,8.000,36.000,0.398,2.500,187.500,0.000,26.000,26.000,38.250,7.250,48.000,16.750,39.000,37.250,37.250,42.000,22.250,39.000
PF/C,Zach Randolph,5700,Uta@Mem 08:00PM ET,27.172,Mem,1,0,26.786,21.867,29.562,51.250,1.500,34.200,0.184,-2.500,187.500,0.000,36.750,36.750,51.250,15.750,26.250,25.000,34.000,33.500,28.250,29.250,18.500,20.250
SF/PF,Aaron Gordon,5600,Orl@LAL 09:30PM ET,22.342,Orl,0,0,22.286,15.440,34.250,38.000,27.250,33.600,0.124,2.500,217.000,0.000,10.000,10.000,38.000,32.000,41.000,26.000,10.000,40.000,21.750,9.500,19.250,8.250
SG,Tony Allen,5100,Uta@Mem 08:00PM ET,22.883,Mem,1,0,27.214,16.265,26.250,43.000,1.000,30.600,0.195,-2.500,187.500,0.000,11.250,11.250,43.000,25.000,17.000,20.000,22.250,34.750,14.500,23.000,13.000,24.000
