Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,LastGame,dvp,value,fvalue,odds,O/U,penalty,Final,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10
PG,Russell Westbrook,12500,OKC@Mia 07:30PM ET,65.137,OKC,0,0,65.286,54.533,72.188,65.750,7.000,75.000,0.233,-4.500,203.000,0.000,67.750,67.750,65.750,82.250,67.500,73.250,81.250,42.500,35.500,64.000,61.000,74.250
PG/SG,James Harden,11400,Hou@Dal 08:30PM ET,58.961,Hou,0,0,56.107,52.250,55.312,55.250,2.500,68.400,0.144,-5.000,209.000,0.000,58.750,58.750,55.250,50.250,59.250,56.500,64.250,67.750,55.250,68.000,57.750,52.750
C,Hassan Whiteside,8700,OKC@Mia 07:30PM ET,44.024,Mia,1,0,50.571,31.365,49.688,40.500,12.000,52.200,0.267,4.500,203.000,0.000,25.500,25.500,40.500,44.250,63.750,50.250,42.250,57.500,44.500,40.500,21.000,23.000
SF,Gordon Hayward,8000,Uta@LAL 10:30PM ET,37.885,Uta,0,0,35.071,29.227,35.812,34.750,28.000,48.000,0.163,-5.500,204.000,0.000,50.250,50.250,34.750,46.000,11.750,50.750,28.250,25.500,41.250,46.750,42.500,40.500
PG,Isaiah Thomas,7900,Mem@Bos 07:30PM ET,41.769,Bos,1,0,38.464,36.031,50.062,37.250,8.000,47.400,0.259,-7.500,198.000,0.000,31.250,31.250,37.250,53.500,43.750,65.750,34.000,37.250,31.500,54.500,37.750,33.500
C,Rudy Gobert,7700,Uta@LAL 10:30PM ET,35.339,Uta,0,0,39.393,26.442,40.375,35.000,30.000,46.200,0.125,-5.500,204.000,0.000,31.750,31.750,35.000,45.500,37.000,44.000,34.500,38.000,48.250,45.250,43.750,49.750
C,Marc Gasol,7200,Mem@Bos 07:30PM ET,38.476,Mem,0,0,45.679,29.483,39.688,24.000,23.000,43.200,0.336,7.500,198.000,0.000,54.500,54.500,24.000,32.750,57.750,44.250,23.250,37.000,39.750,42.000,51.250,51.000
PG,Goran Dragic,7100,OKC@Mia 07:30PM ET,35.721,Mia,1,0,40.643,28.217,36.625,35.000,21.000,42.600,0.272,4.500,203.000,0.000,0.000,35.000,34.000,31.000,46.500,48.000,27.750,49.250,42.750,25.750,32.500,48.000
C,Al Horford,6900,Mem@Bos 07:30PM ET,37.786,Bos,1,0,40.464,29.325,37.875,41.750,1.000,41.400,0.351,-7.500,198.000,0.000,25.500,25.500,41.750,43.000,24.750,42.000,43.250,48.500,24.750,36.000,38.250,33.500
PG,George Hill,6500,Uta@LAL 10:30PM ET,33.750,Uta,0,0,37.000,22.667,32.562,16.750,28.000,39.000,0.256,-5.500,204.000,0.000,0.000,16.750,39.000,37.250,37.250,42.000,22.250,39.000,38.500,29.000,33.750,36.500
PG,Mike Conley,6400,Mem@Bos 07:30PM ET,34.630,Mem,0,0,37.857,26.750,32.438,24.000,24.000,38.400,0.366,7.500,198.000,0.000,0.000,24.000,38.750,26.250,40.750,22.500,25.250,27.750,35.750,28.500,53.250,47.000
SF/PF,Harrison Barnes,6300,Hou@Dal 08:30PM ET,31.185,Dal,1,0,32.036,23.804,30.500,24.750,20.250,37.800,0.219,5.000,209.000,0.000,26.750,26.750,24.750,35.500,36.750,25.000,37.750,33.250,31.750,24.250,28.000,39.500
SG,Avery Bradley,5900,Mem@Bos 07:30PM ET,33.677,Bos,1,0,30.393,27.050,26.750,27.500,8.500,35.400,0.421,-7.500,198.000,0.000,43.750,43.750,27.500,25.000,26.250,28.250,28.250,26.250,54.000,31.000,28.750,37.500
PF/C,Julius Randle,5800,Uta@LAL 10:30PM ET,30.560,LAL,1,0,29.429,22.143,35.625,37.750,1.500,34.800,0.339,5.500,204.000,0.000,47.500,47.500,37.750,30.000,29.000,45.750,20.000,13.000,36.500,31.750,35.000,31.750
PG,Patrick Beverley,5700,Hou@Dal 08:30PM ET,27.560,Hou,0,0,28.464,21.325,30.625,29.250,1.000,34.200,0.213,-5.000,209.000,0.000,0.000,29.250,27.500,44.750,21.000,28.000,41.750,27.500,29.750,30.250,30.000,42.750
SG,Dion Waiters,5600,OKC@Mia 07:30PM ET,27.078,Mia,1,0,27.929,15.679,31.750,44.750,12.000,33.600,0.292,4.500,203.000,0.000,0.000,44.750,31.500,17.500,33.250,34.500,37.750,21.250,45.500,5.750,32.000,10.750
PG,Deron Williams,5600,Hou@Dal 08:30PM ET,28.489,Dal,1,0,32.107,18.438,37.312,42.500,10.000,33.600,0.300,5.000,209.000,0.000,18.750,18.750,42.500,32.750,35.750,38.250,27.500,32.500,28.750,35.500,22.250,29.250
SG,Eric Gordon,5500,Hou@Dal 08:30PM ET,28.500,Hou,0,0,32.286,22.750,29.750,28.250,4.000,33.000,0.292,-5.000,209.000,0.000,26.250,26.250,28.250,31.000,36.500,23.250,39.000,38.250,29.000,27.500,25.750,25.750
SG,Victor Oladipo,5400,OKC@Mia 07:30PM ET,28.500,OKC,0,0,29.321,19.479,20.188,2.750,3.000,32.400,0.370,-4.500,203.000,0.000,0.000,2.750,21.750,26.500,29.750,45.000,23.000,32.000,48.000,35.000,30.500,32.250
SG,Wesley Matthews,5400,Hou@Dal 08:30PM ET,26.792,Dal,1,0,30.429,19.107,27.750,26.000,26.000,32.400,0.258,5.000,209.000,0.000,25.250,25.250,26.000,35.000,31.500,18.500,21.500,23.000,20.000,36.500,37.250,39.500
SF,Jae Crowder,5300,Mem@Bos 07:30PM ET,26.109,Bos,1,0,23.821,19.700,22.938,26.500,4.000,31.800,0.223,-7.500,198.000,0.000,28.250,28.250,26.500,13.500,27.500,24.250,33.500,22.750,30.500,29.000,21.500,34.000
SF,Justise Winslow,5300,OKC@Mia 07:30PM ET,26.283,Mia,1,0,27.750,21.100,31.188,24.750,7.000,31.800,0.296,4.500,203.000,0.000,22.750,22.750,24.750,51.750,21.750,26.500,22.000,9.000,20.250,24.500,38.750,13.750
PF,Ryan Anderson,5300,Hou@Dal 08:30PM ET,24.531,Hou,0,0,32.750,17.947,28.062,23.750,3.500,31.800,0.227,-5.000,209.000,0.000,31.250,31.250,23.750,46.750,24.250,17.500,46.000,12.750,33.000,31.000,13.750,29.000
SG,Rodney Hood,5300,Uta@LAL 10:30PM ET,24.548,Uta,0,0,22.250,14.725,12.188,3.000,20.500,31.800,0.230,-5.500,204.000,0.000,5.000,5.000,3.000,4.000,16.500,25.250,29.750,14.000,30.250,28.000,30.500,22.250
SF,Luol Deng,5300,Uta@LAL 10:30PM ET,20.978,LAL,1,0,21.250,13.684,32.000,40.500,1.000,31.800,0.132,5.500,204.000,0.000,27.250,27.250,40.500,31.000,29.250,27.250,32.500,21.500,28.500,31.500,37.250,21.250
SF,Trevor Ariza,5200,Hou@Dal 08:30PM ET,27.563,Hou,0,0,23.071,21.141,27.438,36.500,5.500,31.200,0.322,-5.000,209.000,0.000,22.750,22.750,36.500,18.000,19.250,36.000,23.750,36.250,30.750,24.500,28.250,24.000
