Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,LastGame,dvp,value,fvalue,odds,O/U,penalty,Final,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10
PG,Russell Westbrook,12300,OKC@LAC 10:30PM ET,64.440,OKC,0,0,58.786,53.625,63.375,75.750,3.000,73.800,0.245,8.000,214.500,0.000,39.250,39.250,75.750,56.750,65.750,55.250,81.250,72.000,70.250,52.250,61.000,29.250
SF,LeBron James,10100,Cle@GS 08:00PM ET,51.757,Cle,0,0,52.286,44.075,45.812,44.500,20.000,60.600,0.211,8.000,228.500,0.000,32.500,32.500,44.500,43.750,51.500,43.500,59.750,51.500,47.750,56.500,56.000,60.250
SF,Kevin Durant,9900,Cle@GS 08:00PM ET,49.744,GS,1,0,49.464,41.276,50.875,48.000,25.000,59.400,0.171,-8.000,228.500,0.000,47.000,47.000,48.000,44.500,56.250,54.750,52.750,31.250,51.250,63.750,65.750,46.000
PG,Chris Paul,9800,OKC@LAC 10:30PM ET,44.536,LAC,1,0,51.643,37.275,49.250,50.250,23.000,58.800,0.089,-8.000,214.500,0.000,22.250,22.250,50.250,41.750,59.000,46.000,42.500,39.500,51.500,40.500,32.250,37.500
PG,Stephen Curry,9000,Cle@GS 08:00PM ET,43.181,GS,1,0,45.357,36.798,50.562,44.500,16.000,54.000,0.112,-8.000,228.500,0.000,49.500,49.500,44.500,52.000,48.500,57.250,53.250,33.250,29.500,47.750,28.750,44.750
PG,Isaiah Thomas,8800,Cha@Bos 07:30PM ET,43.083,Bos,1,0,48.607,36.075,47.188,46.500,18.000,52.800,0.158,-5.500,215.500,0.000,49.250,49.250,46.500,52.250,39.750,50.250,31.000,62.000,60.000,51.750,31.250,37.250
PF/C,Kevin Love,8100,Cle@GS 08:00PM ET,41.329,Cle,0,0,37.536,34.212,34.875,38.750,16.750,48.600,0.237,8.000,228.500,0.000,8.250,8.250,38.750,29.500,27.750,43.500,37.750,33.250,43.000,58.250,42.500,35.500
PG,Kyrie Irving,8000,Cle@GS 08:00PM ET,39.456,Cle,0,0,36.786,31.618,33.062,40.000,13.000,48.000,0.212,8.000,228.500,0.000,24.000,24.000,40.000,19.250,32.500,40.500,47.250,62.750,35.750,63.000,47.750,60.000
PG,Kemba Walker,7900,Cha@Bos 07:30PM ET,39.827,Cha,0,0,39.607,32.571,39.000,28.250,20.000,47.400,0.221,5.500,215.500,0.000,34.000,34.000,28.250,53.000,26.000,48.750,41.500,57.750,50.250,40.250,32.750,30.750
SF,Gordon Hayward,7900,Uta@Pho 09:00PM ET,37.600,Uta,0,0,31.536,29.574,40.188,42.250,22.000,47.400,0.159,-6.000,203.500,0.000,29.500,29.500,42.250,35.500,47.750,35.250,24.000,23.000,30.500,46.000,39.250,33.000
C,DeAndre Jordan,7700,OKC@LAC 10:30PM ET,35.238,LAC,1,0,41.750,29.083,43.625,57.750,11.500,46.200,0.116,-8.000,214.500,0.000,54.250,54.250,57.750,47.500,31.000,38.250,47.500,41.500,30.250,40.750,49.250,34.750
PF/C,Draymond Green,7600,Cle@GS 08:00PM ET,39.355,GS,1,0,39.464,34.155,36.562,36.250,10.500,45.600,0.226,-8.000,228.500,0.000,60.250,60.250,36.250,39.250,39.250,31.500,42.250,49.500,32.500,45.000,26.000,38.250
PF/C,Blake Griffin,7600,OKC@LAC 10:30PM ET,41.942,LAC,1,1,45.679,35.625,41.750,46.250,13.750,45.600,0.332,-8.000,214.500,0.000,0.000,46.250,35.500,34.250,51.000,24.750,57.500,43.750,37.750,30.250,39.250,32.500
SG/SF,Nicolas Batum,7300,Cha@Bos 07:30PM ET,36.095,Cha,0,0,35.500,27.882,30.875,30.250,15.500,43.800,0.224,5.500,215.500,0.000,41.000,41.000,30.250,20.500,37.250,35.500,36.000,52.250,45.250,44.250,56.750,46.750
C,Rudy Gobert,7100,Uta@Pho 09:00PM ET,35.815,Uta,0,0,36.107,27.417,36.188,51.250,22.500,42.600,0.224,-6.000,203.500,0.000,51.250,51.250,51.250,27.000,37.000,29.500,40.750,41.500,25.750,46.500,40.750,35.750
PG,George Hill,6800,Uta@Pho 09:00PM ET,32.000,Uta,0,0,35.607,23.312,27.812,27.500,26.000,40.800,0.190,-6.000,203.500,0.000,32.500,32.500,27.500,30.500,27.250,26.000,38.250,7.250,48.000,16.750,39.000,37.250
PG,Eric Bledsoe,6800,Uta@Pho 09:00PM ET,38.381,Pho,1,0,41.107,29.393,40.000,42.000,4.500,40.800,0.417,6.000,203.500,0.000,57.750,57.750,42.000,28.000,52.000,38.000,37.500,50.000,41.500,51.250,19.500,41.500
