Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,LastGame,dvp,value,fvalue,odds,O/U,penalty,Final,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10
PG,Russell Westbrook,12300,OKC@SA 08:30PM ET,64.224,OKC,0,0,63.607,53.990,65.938,57.000,4.000,73.800,0.239,9.000,210.000,0.000,0.000,57.500,57.000,63.500,63.500,79.750,73.250,39.250,75.750,56.750,65.750,55.250
PG/SG,James Harden,12200,Sac@Hou 08:00PM ET,60.770,Hou,1,0,63.857,52.357,63.625,36.250,20.750,73.200,0.178,-12.000,224.500,0.000,0.000,30.250,36.250,97.750,58.500,62.000,62.000,41.000,62.500,77.500,58.500,43.750
PF/C,DeMarcus Cousins,11200,Sac@Hou 08:00PM ET,53.963,Sac,0,0,60.821,42.488,65.250,75.750,20.750,67.200,0.158,12.000,224.500,0.000,0.000,31.750,75.750,67.000,54.500,63.750,56.250,71.500,37.000,63.500,62.250,52.250
C,Anthony Davis,10500,NO@Tor 07:00PM ET,53.756,NO,0,0,50.679,38.750,44.688,70.750,11.000,63.000,0.298,7.000,213.000,0.000,0.000,53.250,70.750,48.500,15.250,44.250,45.750,24.250,64.500,73.500,63.500,51.000
PG,John Wall,10000,NY@Was 07:00PM ET,48.639,Was,1,0,50.893,41.214,46.000,53.750,14.000,60.000,0.112,-7.000,216.500,0.000,0.000,40.500,53.750,38.500,52.750,39.000,46.250,61.750,53.000,42.500,48.250,41.750
C,Nikola Jokic,9800,Den@LAL 10:30PM ET,35.268,Den,0,1,46.429,22.977,49.500,64.500,30.000,58.800,0.073,-2.000,226.000,0.000,0.000,64.500,55.250,41.250,37.000,61.000,56.250,60.250,51.500,42.250,37.000,47.750
SF,Kawhi Leonard,8800,OKC@SA 08:30PM ET,42.599,SA,1,0,45.000,34.211,47.750,39.250,7.000,52.800,0.141,-9.000,210.000,0.000,0.000,55.000,39.250,40.500,58.500,52.750,52.750,49.000,42.000,54.250,28.500,44.000
PG,Damian Lillard,8700,Cha@Por 10:00PM ET,43.040,Por,1,0,38.714,35.120,39.750,35.000,13.000,52.200,0.214,-3.500,214.500,0.000,0.000,40.500,35.000,48.750,34.000,41.250,38.250,42.250,39.750,48.500,22.250,40.500
PG,Kyle Lowry,8600,NO@Tor 07:00PM ET,43.436,Tor,1,0,43.393,35.107,48.188,54.250,27.000,51.600,0.209,-7.000,213.000,0.000,0.000,56.000,54.250,47.250,52.000,39.250,30.500,32.750,44.000,39.000,44.500,49.000
PG,Kemba Walker,7900,Cha@Por 10:00PM ET,40.074,Cha,0,0,43.250,32.830,44.750,44.750,10.000,47.400,0.226,3.500,214.500,0.000,0.000,37.750,44.750,55.000,45.250,34.000,29.000,51.000,40.500,34.000,28.250,53.000
