Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,LastGame,dvp,value,fvalue,odds,O/U,penalty,Final,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10
PG,Russell Westbrook,12600,Dal@OKC 08:00PM ET,64.370,OKC,1,0,70.321,53.420,63.938,63.500,1.000,75.600,0.208,-9.000,197.000,0.000,63.500,63.500,63.500,79.750,73.250,39.250,75.750,56.750,65.750,55.250,81.250,72.000
PF/C,Karl-Anthony Towns,9900,Ind@Min 08:00PM ET,46.439,Min,1,0,53.429,38.713,53.750,39.500,22.000,59.400,0.133,-3.000,213.000,0.000,58.000,58.000,39.500,64.000,62.500,49.000,36.750,62.250,59.500,62.750,39.250,42.000
C,Nikola Jokic,9300,Pho@Den 09:00PM ET,34.456,Den,1,0,46.000,21.775,48.625,55.250,24.000,55.800,0.087,-7.000,232.500,0.000,64.500,64.500,55.250,41.250,37.000,61.000,56.250,60.250,51.500,42.250,37.000,47.750
PG,Eric Bledsoe,9200,Pho@Den 09:00PM ET,39.633,Pho,0,0,44.250,29.815,47.625,29.750,29.000,55.200,0.107,7.000,232.500,0.000,41.500,41.500,29.750,68.500,42.250,50.000,57.750,42.000,28.000,52.000,38.000,37.500
SF/PF,Paul George,7900,Ind@Min 08:00PM ET,38.385,Ind,0,0,36.143,32.850,37.062,48.250,6.500,47.400,0.115,3.000,213.000,0.000,46.500,46.500,48.250,28.500,37.000,34.500,37.750,27.500,31.250,38.750,46.500,30.750
C,Rudy Gobert,7500,LAL@Uta 10:30PM ET,36.410,Uta,1,0,37.429,28.341,39.938,23.750,30.000,45.000,0.196,-14.000,203.000,0.000,37.250,37.250,23.750,35.000,35.250,65.750,51.250,51.250,27.000,37.000,29.500,40.750
SF,Gordon Hayward,7300,LAL@Uta 10:30PM ET,36.744,Uta,1,0,36.679,28.303,31.062,20.500,28.000,43.800,0.236,-14.000,203.000,0.000,31.750,31.750,20.500,29.000,30.000,44.750,29.500,42.250,35.500,47.750,35.250,24.000
PG,Jeff Teague,7200,Ind@Min 08:00PM ET,35.915,Ind,0,0,33.786,26.807,35.125,21.500,19.000,43.200,0.254,3.000,213.000,0.000,53.500,53.500,21.500,40.500,26.750,51.750,39.500,28.250,35.500,57.250,32.750,31.750
SG,Devin Booker,7100,Pho@Den 09:00PM ET,30.705,Pho,0,0,29.179,23.000,35.250,34.500,29.000,42.600,0.118,7.000,232.500,0.000,33.000,33.000,34.500,33.500,33.250,39.750,25.500,44.500,46.250,44.250,26.000,36.000
SF,Andrew Wiggins,7000,Ind@Min 08:00PM ET,32.683,Min,1,0,32.893,23.369,35.938,47.000,14.000,42.000,0.208,-3.000,213.000,0.000,31.250,31.250,47.000,38.500,39.500,18.750,36.500,30.000,37.500,16.500,28.250,48.750
PG,Ricky Rubio,6800,Ind@Min 08:00PM ET,27.949,Min,1,0,33.036,20.057,32.062,37.500,16.500,40.800,0.121,-3.000,213.000,0.000,31.000,31.000,37.500,9.500,50.000,31.250,47.000,42.250,51.750,27.250,21.250,19.250
PG,George Hill,6700,LAL@Uta 10:30PM ET,31.348,Uta,1,0,29.643,22.818,28.125,30.250,27.500,40.200,0.199,-14.000,203.000,0.000,31.250,31.250,30.250,19.000,48.000,15.250,32.500,27.500,30.500,27.250,26.000,38.250
C,Myles Turner,6600,Ind@Min 08:00PM ET,32.593,Ind,0,0,27.786,24.845,29.938,39.500,15.000,39.600,0.246,3.000,213.000,0.000,35.500,35.500,39.500,26.250,29.750,24.250,43.500,19.000,29.000,58.250,35.750,48.000
C,Tyson Chandler,6400,Pho@Den 09:00PM ET,26.986,Pho,0,0,27.750,18.015,39.375,48.750,18.500,38.400,0.135,7.000,232.500,0.000,16.750,16.750,48.750,31.250,31.000,46.500,29.250,40.250,31.750,30.000,35.000,22.500
SG,Zach LaVine,6200,Ind@Min 08:00PM ET,30.315,Min,1,0,30.964,21.900,20.312,21.750,27.000,37.200,0.253,-3.000,213.000,0.000,38.750,38.750,21.750,12.000,21.000,26.500,21.750,21.500,43.750,19.250,38.500,20.250
SF/PF,Harrison Barnes,6000,Dal@OKC 08:00PM ET,31.189,Dal,0,0,32.714,24.238,26.250,33.750,11.750,36.000,0.279,9.000,197.000,0.000,39.500,39.500,33.750,14.750,28.250,28.250,26.500,20.250,41.000,35.500,31.000,33.500
PF,Julius Randle,5900,LAL@Uta 10:30PM ET,30.938,LAL,0,0,26.857,21.690,23.688,14.750,1.000,35.400,0.342,14.000,203.000,0.000,0.000,14.750,23.000,31.250,25.750,19.000,15.500,39.000,22.000,41.250,31.000,36.750
SG/SF,Will Barton,5800,Pho@Den 09:00PM ET,25.742,Den,1,0,20.000,16.450,23.750,15.000,20.500,34.800,0.199,-7.000,232.500,0.000,24.000,24.000,15.000,15.500,29.250,35.250,45.000,17.500,24.750,33.750,16.750,9.500
PF,Thaddeus Young,5700,Ind@Min 08:00PM ET,26.057,Ind,0,0,27.500,19.712,29.250,19.750,8.500,34.200,0.194,3.000,213.000,0.000,22.750,22.750,19.750,37.250,36.000,24.000,35.750,13.500,42.250,23.500,23.750,18.750
SF/PF,Wilson Chandler,5600,Pho@Den 09:00PM ET,29.525,Den,1,0,24.714,21.341,23.750,11.250,23.250,33.600,0.359,-7.000,232.500,0.000,28.250,28.250,11.250,27.500,28.250,28.000,25.000,38.750,41.000,24.750,19.750,35.000
PG,Deron Williams,5600,Dal@OKC 08:00PM ET,28.453,Dal,0,1,31.071,20.000,26.125,18.000,22.500,33.600,0.285,9.000,197.000,0.000,0.000,18.000,31.750,32.000,22.750,32.500,38.000,46.500,25.000,19.750,33.500,30.750
SF,Danilo Gallinari,5500,Pho@Den 09:00PM ET,28.494,Den,1,0,26.679,23.793,27.000,21.250,26.000,33.000,0.260,-7.000,232.500,0.000,37.750,37.750,21.250,28.000,27.000,31.750,27.000,26.500,25.750,20.750,37.000,39.500
C,Enes Kanter,5500,Dal@OKC 08:00PM ET,26.451,OKC,1,0,29.250,17.261,28.125,34.750,11.000,33.000,0.278,-9.000,197.000,0.000,12.500,12.500,34.750,20.250,35.250,22.250,50.500,33.000,42.000,41.250,24.500,35.750
PF/C,Gorgui Dieng,5500,Ind@Min 08:00PM ET,26.944,Min,1,0,20.000,19.238,27.562,37.250,22.000,33.000,0.246,-3.000,213.000,0.000,28.250,28.250,37.250,12.750,23.250,37.000,33.000,10.750,16.500,17.750,29.000,37.250
PG,D'Angelo Russell,5500,LAL@Uta 10:30PM ET,28.250,LAL,0,0,26.929,18.906,16.000,-0.500,7.000,33.000,0.343,14.000,203.000,0.000,0.000,-0.500,14.000,32.750,17.750,16.750,35.000,45.500,40.500,32.500,36.000,45.500
PF/C,Derrick Favors,5400,LAL@Uta 10:30PM ET,21.219,Uta,1,0,24.464,14.934,22.875,29.750,28.250,32.400,0.123,-14.000,203.000,0.000,19.500,19.500,29.750,27.000,23.750,11.000,21.000,24.500,25.750,24.750,9.750,34.500
SG,Victor Oladipo,5300,Dal@OKC 08:00PM ET,28.547,OKC,1,0,25.107,20.500,29.125,32.000,4.000,31.800,0.371,-9.000,197.000,0.000,30.750,30.750,32.000,29.000,37.750,17.750,32.750,27.250,24.250,22.500,29.250,32.250
SG,Lou Williams,5200,LAL@Uta 10:30PM ET,28.173,LAL,0,0,24.821,19.146,38.375,52.000,1.000,31.200,0.393,14.000,203.000,0.000,27.250,27.250,52.000,18.000,41.000,42.500,37.750,19.500,15.000,12.000,14.750,30.750
PF/C,Dirk Nowitzki,5100,Dal@OKC 08:00PM ET,25.388,Dal,0,1,27.357,19.068,25.812,33.000,14.250,30.600,0.274,9.000,197.000,0.000,0.000,33.000,24.750,15.500,30.000,29.000,34.500,30.500,40.750,22.250,29.250,22.750
C,Steven Adams,5000,Dal@OKC 08:00PM ET,27.364,OKC,1,0,30.214,20.602,25.125,47.750,11.000,30.000,0.375,-9.000,197.000,0.000,23.250,23.250,47.750,25.000,13.000,14.750,29.500,32.750,34.250,29.500,42.000,41.000
SG,Gary Harris,4800,Pho@Den 09:00PM ET,22.638,Den,1,0,20.679,12.286,20.875,15.500,15.000,28.800,0.265,-7.000,232.500,0.000,16.250,16.250,15.500,34.750,0.000,33.250,18.750,24.250,24.500,29.500,23.500,17.000
PF/C,Kenneth Faried,4700,Pho@Den 09:00PM ET,23.300,Den,1,0,21.607,14.225,16.312,21.250,22.250,28.200,0.331,-7.000,232.500,0.000,24.000,24.000,21.250,2.500,24.750,16.750,33.250,33.250,29.250,17.500,15.500,15.250
PG/SG,Jordan Clarkson,4700,LAL@Uta 10:30PM ET,23.209,LAL,0,0,24.036,16.083,25.438,31.250,4.000,28.200,0.282,14.000,203.000,0.000,28.750,28.750,31.250,12.750,29.750,28.000,20.500,31.000,19.750,16.750,22.500,4.000
SG/SF,Joe Ingles,4600,LAL@Uta 10:30PM ET,15.553,Uta,1,0,13.464,8.058,19.750,10.750,24.500,27.600,0.114,-14.000,203.000,0.000,21.000,21.000,10.750,16.500,24.000,27.750,26.000,11.250,10.750,16.500,8.500,25.500
PG,Jameer Nelson,4500,Pho@Den 09:00PM ET,19.227,Den,1,0,21.286,12.000,22.438,30.250,25.500,27.000,0.212,-7.000,232.500,0.000,37.000,37.000,30.250,12.500,20.000,27.000,9.750,31.500,21.500,26.250,13.000,12.750
SG/SF,Wesley Matthews,4500,Dal@OKC 08:00PM ET,26.023,Dal,0,1,25.107,19.534,25.062,21.500,9.000,27.000,0.451,9.000,197.000,0.000,0.000,21.500,29.000,29.750,20.000,32.750,29.000,13.500,16.500,20.000,20.500,25.000
SG,Seth Curry,4500,Dal@OKC 08:00PM ET,20.439,Dal,0,0,22.750,14.062,25.000,34.250,11.000,27.000,0.217,9.000,197.000,0.000,19.750,19.750,34.250,23.500,21.250,21.000,28.500,16.750,27.500,14.000,1.000,17.250
PG,Emmanuel Mudiay,4400,Pho@Den 09:00PM ET,24.293,Den,1,1,25.536,14.405,26.188,9.500,25.500,26.400,0.430,-7.000,232.500,0.000,0.000,9.500,19.750,29.000,46.500,28.000,8.250,17.750,16.500,18.000,38.000,22.500
SF/PF,P.J. Tucker,4400,Pho@Den 09:00PM ET,18.861,Pho,0,0,20.286,10.250,25.875,34.500,12.250,26.400,0.219,7.000,232.500,0.000,19.500,19.500,34.500,26.500,27.250,15.250,28.250,24.250,13.000,21.000,19.750,20.000
SG,Rodney Hood,4300,LAL@Uta 10:30PM ET,23.547,Uta,1,1,24.464,15.625,28.000,23.500,21.000,25.800,0.408,-14.000,203.000,0.000,10.500,10.500,23.500,39.500,33.250,15.750,13.250,16.500,18.750,20.750,20.500,26.250
SF,Brandon Ingram,4200,LAL@Uta 10:30PM ET,17.776,LAL,0,0,16.179,12.883,20.438,9.000,1.000,25.200,0.163,14.000,203.000,0.000,4.500,4.500,9.000,7.750,30.750,34.250,16.500,30.250,15.000,21.500,25.250,30.500
SF,T.J. Warren,4100,Pho@Den 09:00PM ET,22.234,Pho,0,0,20.464,10.969,15.062,11.000,16.000,24.600,0.428,7.000,232.500,0.000,33.500,33.500,11.000,9.250,10.750,29.250,20.250,16.250,15.000,27.750,15.250,3.500
SG,Nick Young,3900,LAL@Uta 10:30PM ET,20.875,LAL,0,0,17.536,13.211,23.062,21.000,1.000,23.400,0.388,14.000,203.000,0.000,19.750,19.750,21.000,13.500,24.250,33.500,18.750,14.000,10.500,14.500,4.250,13.250
PG,Kris Dunn,3800,Ind@Min 08:00PM ET,12.739,Min,1,0,17.500,7.048,16.938,6.250,16.500,22.800,0.125,-3.000,213.000,0.000,8.000,8.000,6.250,42.000,18.500,1.000,2.250,8.000,14.750,12.750,9.500,4.500
PG,Shelvin Mack,3800,LAL@Uta 10:30PM ET,15.905,Uta,1,0,14.107,8.713,4.938,4.000,27.500,22.800,0.205,-14.000,203.000,0.000,0.000,4.000,4.000,0.750,11.000,3.750,25.500,17.250,26.500,14.000,8.000,12.750
SF,C.J. Miles,3700,Ind@Min 08:00PM ET,18.118,Ind,0,0,15.321,11.487,14.125,18.250,4.500,22.200,0.306,3.000,213.000,0.000,21.500,21.500,18.250,13.500,10.250,14.500,6.250,29.500,25.000,11.000,11.250,11.000
PG/SG,Jamal Murray,3600,Pho@Den 09:00PM ET,15.403,Den,1,0,8.464,8.442,20.500,16.000,20.250,21.600,0.268,-7.000,232.500,0.000,6.750,6.750,16.000,29.750,11.750,24.500,9.250,0.000,13.250,8.750,11.000,4.500
PG,J.J. Barea,3600,Dal@OKC 08:00PM ET,24.167,Dal,0,1,16.393,18.275,21.500,24.250,22.500,21.600,0.614,9.000,197.000,0.000,0.000,24.250,16.250,22.750,22.750,11.250,8.000,22.500,10.750,23.250,22.500,24.750
SF/PF,Luol Deng,3600,LAL@Uta 10:30PM ET,20.244,LAL,0,0,22.607,13.537,13.125,13.000,1.000,21.600,0.443,14.000,203.000,0.000,10.500,10.500,13.000,16.000,14.250,9.250,24.000,15.750,41.000,19.500,8.750,9.000
SG/SF,Shabazz Muhammad,3500,Ind@Min 08:00PM ET,13.091,Min,1,0,19.679,7.466,21.125,22.250,20.500,21.000,0.143,-3.000,213.000,0.000,12.500,12.500,22.250,29.750,12.500,20.000,1.250,8.250,31.250,13.500,9.250,17.750
SF,Andre Roberson,3400,Dal@OKC 08:00PM ET,18.478,OKC,1,0,20.750,10.900,16.750,22.500,3.000,20.400,0.405,-9.000,197.000,0.000,16.500,16.500,22.500,24.750,6.500,13.250,16.750,26.000,20.000,18.000,27.250,29.250
SG,Alec Burks,3400,LAL@Uta 10:30PM ET,9.477,Uta,1,0,15.750,2.042,18.250,21.000,21.000,20.400,0.132,-14.000,203.000,0.000,14.250,14.250,21.000,20.500,21.500,10.000,0.000,19.000,2.000,0.000,5.500,5.250
PG/SG,Brandon Knight,3300,Pho@Den 09:00PM ET,19.417,Pho,0,0,14.321,12.705,13.875,16.000,29.000,19.800,0.483,7.000,232.500,0.000,25.750,25.750,16.000,14.250,22.250,3.000,7.250,7.250,25.000,9.500,0.000,11.000
C,Andrew Bogut,3300,Dal@OKC 08:00PM ET,19.435,Dal,0,0,18.750,14.271,13.062,15.500,12.000,19.800,0.477,9.000,197.000,0.000,8.750,8.750,15.500,11.000,16.750,9.000,12.000,14.250,13.500,9.500,26.250,27.500
