Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,LastGame,dvp,value,fvalue,odds,O/U,penalty,Final,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10
PF/C,Karl-Anthony Towns,10800,Orl@Min 08:00PM ET,47.064,Min,1,0,58.857,38.713,56.938,66.250,14.500,64.800,0.070,-9.500,210.500,0.000,54.000,54.000,66.250,58.000,39.500,64.000,62.500,49.000,36.750,62.250,59.500,62.750
SF,LeBron James,10000,Cle@Dal 08:30PM ET,52.140,Cle,0,0,48.286,43.750,59.375,57.000,3.500,60.000,0.235,-4.500,208.000,0.000,49.750,49.750,57.000,53.250,64.750,62.500,48.500,60.250,32.500,44.500,43.750,51.500
PG,Isaiah Thomas,9400,Det@Bos 08:00PM ET,44.424,Bos,1,0,50.750,36.978,52.000,56.250,25.500,56.400,0.108,-6.000,215.000,0.000,57.500,57.500,56.250,41.250,60.250,50.250,52.750,49.250,49.250,46.500,52.250,39.750
PG,Eric Bledsoe,9000,Mem@Pho 10:30PM ET,40.202,Pho,1,0,44.500,29.815,51.062,64.500,8.000,54.000,0.139,3.500,208.500,0.000,29.750,29.750,64.500,41.500,29.750,68.500,42.250,50.000,57.750,42.000,28.000,52.000
PG,Kyrie Irving,8200,Cle@Dal 08:30PM ET,40.439,Cle,0,0,38.714,32.250,50.500,51.250,1.000,49.200,0.218,-4.500,208.000,0.000,33.250,33.250,51.250,46.000,37.250,67.500,50.750,38.500,24.000,40.000,19.250,32.500
PF/C,Kevin Love,8000,Cle@Dal 08:30PM ET,40.043,Cle,0,1,33.857,32.022,38.875,12.500,6.750,48.000,0.253,-4.500,208.000,0.000,0.000,12.500,39.500,52.000,51.500,32.750,8.250,38.750,29.500,27.750,43.500,37.750
C,Marc Gasol,7800,Mem@Pho 10:30PM ET,39.527,Mem,0,0,40.357,29.393,49.625,33.500,24.000,46.800,0.269,-3.500,208.500,0.000,35.000,35.000,33.500,57.500,61.250,46.250,47.750,42.500,46.750,32.000,38.250,28.500
C,Andre Drummond,7700,Det@Bos 08:00PM ET,38.636,Det,0,0,46.857,30.050,38.562,54.500,21.500,46.200,0.258,6.000,215.000,0.000,69.000,69.000,54.500,36.500,23.000,40.250,48.250,35.750,31.000,44.500,58.500,28.000
PG,Goran Dragic,7600,Bkn@Mia 07:30PM ET,35.881,Mia,1,0,36.321,28.696,41.125,33.500,30.000,45.600,0.180,-8.500,218.000,0.000,41.750,41.750,33.500,54.250,44.750,32.000,37.250,44.000,42.500,30.750,27.000,39.500
C,Hassan Whiteside,7500,Bkn@Mia 07:30PM ET,40.587,Mia,1,0,33.643,29.284,28.188,27.000,29.500,45.000,0.374,-8.500,218.000,0.000,29.250,29.250,27.000,11.250,34.750,39.750,26.500,37.750,34.250,59.500,35.750,26.000
SF,Andrew Wiggins,7200,Orl@Min 08:00PM ET,32.739,Min,1,0,31.179,23.727,38.250,36.250,23.000,43.200,0.176,-9.500,210.500,0.000,43.250,43.250,36.250,31.250,47.000,38.500,39.500,18.750,36.500,30.000,37.500,16.500
PG,Ricky Rubio,7100,Orl@Min 08:00PM ET,28.055,Min,1,0,34.429,20.391,26.438,27.750,17.000,42.600,0.088,-9.500,210.500,0.000,50.500,50.500,27.750,31.000,37.500,9.500,50.000,31.250,47.000,42.250,51.750,27.250
C,Al Horford,7000,Det@Bos 08:00PM ET,36.471,Bos,1,1,38.750,30.013,37.562,47.750,5.000,42.000,0.269,-6.000,215.000,0.000,32.500,32.500,47.750,33.000,36.250,33.250,35.000,31.000,39.750,32.750,32.250,47.000
SG/SF,Dion Waiters,7000,Bkn@Mia 07:30PM ET,27.205,Mia,1,0,36.250,15.583,37.625,29.750,30.000,42.000,0.119,-8.500,218.000,0.000,43.000,43.000,29.750,29.750,42.250,48.750,44.250,19.250,29.250,25.000,27.250,10.500
PG,Mike Conley,7000,Mem@Pho 10:30PM ET,36.142,Mem,0,0,41.429,28.053,32.438,36.750,25.500,42.000,0.282,-3.500,208.500,0.000,65.500,65.500,36.750,38.750,24.250,30.000,41.500,31.250,50.750,42.500,42.500,36.500
SG,Devin Booker,7000,Mem@Pho 10:30PM ET,30.815,Pho,1,0,37.786,23.323,33.625,33.500,8.000,42.000,0.127,3.500,208.500,0.000,33.000,33.000,33.500,33.000,34.500,33.500,33.250,39.750,25.500,44.500,46.250,44.250
PG,Elfrid Payton,6700,Orl@Min 08:00PM ET,29.173,Orl,0,0,34.071,20.464,33.500,35.500,22.000,40.200,0.188,9.500,210.500,0.000,37.000,37.000,35.500,30.250,22.250,46.000,39.500,22.500,43.000,58.750,36.500,12.000
SG,Zach LaVine,6700,Orl@Min 08:00PM ET,30.716,Min,1,0,29.750,21.900,27.500,37.500,24.500,40.200,0.177,-9.500,210.500,0.000,17.250,17.250,37.500,38.750,21.750,12.000,21.000,26.500,21.750,21.500,43.750,19.250
C,Brook Lopez,6500,Bkn@Mia 07:30PM ET,35.232,Bkn,0,0,36.464,27.511,36.625,40.250,17.000,39.000,0.357,8.500,218.000,0.000,27.750,27.750,40.250,45.000,20.500,40.750,43.500,44.750,34.750,33.500,32.000,36.000
C,Nikola Vucevic,6400,Orl@Min 08:00PM ET,34.163,Orl,0,0,38.821,26.019,36.062,57.000,16.000,38.400,0.352,9.500,210.500,0.000,36.750,36.750,57.000,27.250,35.500,24.500,23.000,26.500,28.500,34.000,55.500,43.000
PG,Reggie Jackson,6300,Det@Bos 08:00PM ET,29.750,Det,0,0,28.643,22.429,37.125,36.250,24.000,37.800,0.204,6.000,215.000,0.000,26.500,26.500,36.250,39.250,35.250,37.750,26.750,12.250,22.000,25.500,40.750,41.250
SF/PF,Harrison Barnes,6300,Cle@Dal 08:30PM ET,31.261,Dal,1,0,29.393,24.330,28.562,26.250,20.500,37.800,0.212,4.500,208.000,0.000,44.250,44.250,26.250,39.500,33.750,14.750,28.250,28.250,26.500,20.250,41.000,35.500
SF,Jae Crowder,6100,Det@Bos 08:00PM ET,27.526,Bos,1,0,33.214,21.663,38.625,37.500,3.500,36.600,0.126,-6.000,215.000,0.000,34.500,34.500,37.500,40.500,45.000,31.500,27.000,29.750,33.750,30.750,35.000,14.500
PF/C,Serge Ibaka,6000,Orl@Min 08:00PM ET,29.656,Orl,0,0,25.321,21.810,21.875,23.250,11.750,36.000,0.266,9.500,210.500,0.000,40.500,40.500,23.250,7.500,37.000,19.750,23.000,33.250,22.000,22.750,31.500,37.000
C,Tyson Chandler,5900,Mem@Pho 10:30PM ET,26.961,Pho,1,0,35.857,17.944,33.250,36.250,1.000,35.400,0.205,3.500,208.500,0.000,13.000,13.000,36.250,16.750,48.750,31.250,31.000,46.500,29.250,40.250,31.750,30.000
PF,James Johnson,5800,Bkn@Mia 07:30PM ET,25.657,Mia,1,0,29.429,16.368,27.938,41.500,30.000,34.800,0.179,-8.500,218.000,0.000,39.000,39.000,41.500,33.250,15.500,21.500,20.750,18.250,38.000,36.000,29.000,27.500
