Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,LastGame,dvp,value,fvalue,odds,O/U,penalty,Final,Game0,Game1,Game2,Game3,Game4,Game5,Game6,Game7,Game8,Game9,Game10
PG,Russell Westbrook,13000,OKC@Chi 08:00PM ET,64.553,OKC,0,0,63.036,53.361,68.938,81.250,12.000,78.000,0.170,1.000,1.000,0.000,55.250,55.250,81.250,72.000,70.250,52.250,61.000,29.250,67.750,65.750,82.250,67.500
PF/C,Anthony Davis,11100,NO@NY 07:30PM ET,54.958,NO,0,0,47.643,41.471,54.250,63.500,21.000,66.600,0.243,3.000,215.000,0.000,73.500,73.500,63.500,51.000,51.000,51.500,37.750,56.500,68.000,61.500,59.000,19.000
SG/SF,Jimmy Butler,9300,OKC@Chi 08:00PM ET,44.878,Chi,1,1,54.286,35.476,61.438,67.500,9.500,55.800,0.210,-1.000,1.000,0.000,13.500,13.500,67.500,43.000,85.000,50.250,39.000,67.000,33.250,32.250,39.000,40.750
PF/C,Karl-Anthony Towns,8900,Dal@Min 08:00PM ET,44.601,Min,1,0,49.393,37.852,44.125,39.250,5.250,53.400,0.214,-4.500,196.500,0.000,62.750,62.750,39.250,42.000,55.000,40.250,46.000,51.250,50.250,34.500,45.250,47.500
PF,Kristaps Porzingis,7400,NO@NY 07:30PM ET,37.926,NY,1,0,35.893,29.931,41.625,35.000,26.500,44.400,0.279,-3.000,215.000,0.000,18.500,18.500,35.000,38.500,50.000,43.000,50.500,24.000,39.000,41.000,13.250,57.000
SF,Carmelo Anthony,7200,NO@NY 07:30PM ET,37.389,NY,1,0,39.179,27.947,45.250,27.500,20.000,43.200,0.321,-3.000,215.000,0.000,27.500,27.500,27.500,53.000,60.750,39.750,12.250,48.750,17.750,44.750,31.000,53.500
SG,Zach LaVine,6700,Dal@Min 08:00PM ET,31.986,Min,1,0,36.536,24.389,30.438,43.750,4.000,40.200,0.208,-4.500,196.500,0.000,21.500,21.500,43.750,19.250,38.500,20.250,34.500,28.750,29.750,22.250,55.000,31.500
PG,Jrue Holiday,6600,NO@NY 07:30PM ET,32.565,NO,0,0,28.714,26.904,34.438,25.250,13.000,39.600,0.180,3.000,215.000,0.000,26.000,26.000,25.250,30.000,42.000,40.500,32.000,28.750,37.500,46.000,30.500,20.000
SF,Andrew Wiggins,6500,Dal@Min 08:00PM ET,32.655,Min,1,0,33.250,23.639,31.562,28.250,5.500,39.000,0.293,-4.500,196.500,0.000,16.500,16.500,28.250,48.750,17.500,31.750,47.750,37.750,33.000,33.250,17.500,32.250
SF/PF,Harrison Barnes,6400,Dal@Min 08:00PM ET,31.764,Dal,0,0,32.607,24.868,36.500,31.000,6.000,38.400,0.209,4.500,196.500,0.000,35.500,35.500,31.000,33.500,44.250,37.250,35.750,26.750,24.750,35.500,36.750,25.000
