overUnder,odds,team
195.500,7.500,ORL
195.500,-7.500,DET
214.500,6.000,NO
214.500,-6.000,OKC
209.500,1.500,SAC
209.500,-1.500,NY
207.000,11.500,IND
207.000,-11.500,LAC
