overUnder,odds,team
217.500,5.500,DEN
217.500,-5.500,WAS
213.500,9.500,MIN
213.500,-9.500,TOR
205.000,-2.500,POR
205.000,2.500,MEM
205.000,6.500,PHI
205.000,-6.500,NO
208.000,-11.500,GS
208.000,11.500,UTA
201.000,-3.500,SA
201.000,3.500,CHI
