overUnder,odds,team
202.000,5.500,DET
202.000,-5.500,CHA
195.500,-1.500,BOS
195.500,1.500,ORL
221.500,-4.500,DEN
221.500,4.500,BKN
203.500,9.000,MIA
203.500,-9.000,ATL
222.500,13.500,LAL
222.500,-13.500,HOU
213.000,-8.000,CLE
213.000,8.000,NY
214.500,1.500,POR
214.500,-1.500,MIL
196.000,-3.000,SAC
196.000,3.000,DAL
216.000,-4.000,IND
216.000,4.000,PHO
224.500,-4.000,GS
224.500,4.000,LAC
