overUnder,odds,team
200.500,2.500,ORL
200.500,-2.500,WAS
201.000,5.500,CHI
201.000,-5.500,DET
205.500,1.000,NY
205.500,-1.000,MIA
194.500,7.500,PHI
194.500,-7.500,MEM
205.500,-4.000,SA
205.500,4.000,MIN
204.500,7.000,PHO
204.500,-7.000,UTA
