overUnder,odds,team
203.500,7.000,ORL
203.500,-7.000,CHA
208.000,12.000,MIA
208.000,-12.000,CLE
207.500,2.500,TOR
207.500,-2.500,BOS
205.500,3.000,ATL
205.500,-3.000,MIL
203.000,-3.500,DET
203.000,3.500,MIN
224.000,-1.500,HOU
224.000,1.500,OKC
199.500,-3.500,IND
199.500,3.500,DAL
210.000,5.500,NY
210.000,-5.500,SAC
221.500,1.500,PHO
221.500,-1.500,LAL
