avg_pts,date,fantasy_pts,fpts_diff,nickname,player_id,player_name,pos_main,salary,salary_change,salary_change_html,salary_diff,salary_diff_percentage
16.90,2016-11-04,12.84,-4.06,Clippers,174063,Raymond Felton,PG,"3,600",20.0,"<td class=""width-15 green"" id=""salary-col"">+$600 (20.0%)</td>",600,20.0
9.30,2016-11-04,8.28,-1.02,Wizards,659772,Tomas Satoransky,PG,"3,500",16.7,"<td class=""width-15 green"" id=""salary-col"">+$500 (16.7%)</td>",500,16.7
17.70,2016-11-04,14.31,-3.39,Spurs,65840,David Lee,PF,"4,200",16.7,"<td class=""width-15 green"" id=""salary-col"">+$600 (16.7%)</td>",600,16.7
8.83,2016-11-04,23.93,+15.10,Wizards,605708,Trey Burke,PG,"3,100",-13.9,"<td class=""width-15 red"" id=""salary-col"">-$500 (-13.9%)</td>",-500,-13.9
19.55,2016-11-04,21.35,+1.80,Spurs,411562,Patty Mills,PG,"4,300",13.2,"<td class=""width-15 green"" id=""salary-col"">+$500 (13.2%)</td>",500,13.2
19.44,2016-11-04,10.26,-9.18,Clippers,330421,Marreese Speights,C,"3,500",9.4,"<td class=""width-15 green"" id=""salary-col"">+$300 (9.4%)</td>",300,9.4
41.39,2016-11-04,34.07,-7.32,Clippers,399725,Blake Griffin,PF,"7,500",-8.5,"<td class=""width-15 red"" id=""salary-col"">-$700 (-8.5%)</td>",-700,-8.5
15.16,2016-11-04,13.83,-1.33,Spurs,606642,Dewayne Dedmon,C,"4,000",8.1,"<td class=""width-15 green"" id=""salary-col"">+$300 (8.1%)</td>",300,8.1
20.20,2016-11-04,14.21,-5.99,Clippers,601139,Austin Rivers,PG,"3,400",6.3,"<td class=""width-15 green"" id=""salary-col"">+$200 (6.3%)</td>",200,6.3
9.58,2016-11-04,9.17,-0.41,Spurs,697720,Kyle Anderson,SG,"3,500",6.1,"<td class=""width-15 green"" id=""salary-col"">+$200 (6.1%)</td>",200,6.1
42.44,2016-11-04,40.71,-1.73,Spurs,512591,Kawhi Leonard,SF,"8,800",6.0,"<td class=""width-15 green"" id=""salary-col"">+$500 (6.0%)</td>",500,6.0
44.03,2016-11-04,42.52,-1.51,Clippers,229598,Chris Paul,PG,"8,100",-5.8,"<td class=""width-15 red"" id=""salary-col"">-$500 (-5.8%)</td>",-500,-5.8
35.82,2016-11-04,33.69,-2.13,Clippers,398142,DeAndre Jordan,C,"6,600",-5.7,"<td class=""width-15 red"" id=""salary-col"">-$400 (-5.7%)</td>",-400,-5.7
13.27,2016-11-04,18.34,+5.07,Spurs,553548,Jonathon Simmons,SG,"3,800",5.6,"<td class=""width-15 green"" id=""salary-col"">+$200 (5.6%)</td>",200,5.6
19.41,2016-11-04,18.10,-1.31,Clippers,3388,Jamal Crawford,SG,"3,900",-4.9,"<td class=""width-15 red"" id=""salary-col"">-$200 (-4.9%)</td>",-200,-4.9
33.06,2016-11-04,34.24,+1.18,Spurs,266554,LaMarcus Aldridge,PF,"6,900",4.5,"<td class=""width-15 green"" id=""salary-col"">+$300 (4.5%)</td>",300,4.5
30.19,2016-11-04,24.94,-5.25,Wizards,609256,Otto Porter,SF,"5,000",4.2,"<td class=""width-15 green"" id=""salary-col"">+$200 (4.2%)</td>",200,4.2
35.80,2016-11-04,35.01,-0.79,Hawks,253975,Dwight Howard,C,"8,000",3.9,"<td class=""width-15 green"" id=""salary-col"">+$300 (3.9%)</td>",300,3.9
39.04,2016-11-04,41.40,+2.36,Hawks,237675,Paul Millsap,PF,"7,900",2.6,"<td class=""width-15 green"" id=""salary-col"">+$200 (2.6%)</td>",200,2.6
22.34,2016-11-04,16.76,-5.58,Clippers,172643,J.J. Redick,SG,"3,900",-2.5,"<td class=""width-15 red"" id=""salary-col"">-$100 (-2.5%)</td>",-100,-2.5
22.62,2016-11-04,23.52,+0.90,Bulls,330050,Robin Lopez,C,"4,000",-2.4,"<td class=""width-15 red"" id=""salary-col"">-$100 (-2.4%)</td>",-100,-2.4
22.51,2016-11-04,25.25,+2.74,Hawks,410764,Kent Bazemore,SG,"5,000",2.0,"<td class=""width-15 green"" id=""salary-col"">+$100 (2.0%)</td>",100,2.0
25.10,2016-11-04,23.42,-1.68,Bulls,330057,Taj Gibson,PF,"5,800",1.8,"<td class=""width-15 green"" id=""salary-col"">+$100 (1.8%)</td>",100,1.8
