Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,LastGame,dvp,value,fvalue,odds,O/U,penalty,Final
PG,Russell Westbrook,12300,OKC@Hou 08:00PM ET,63.882,OKC,0,0,58.821,52.735,53.188,70.250,11.500,73.800,0.240,8.000,227.500,8.447,72.000
PG/SG,James Harden,12100,OKC@Hou 08:00PM ET,60.660,Hou,1,0,67.857,53.976,74.750,59.000,15.750,72.600,0.153,0.000,227.500,10.447,57.500
PF/C,Anthony Davis,10000,Atl@NO 08:00PM ET,54.860,NO,1,0,56.214,40.875,49.188,51.000,11.500,60.000,0.381,0.000,208.500,-2.953,51.000
PG/SG,C.J. McCollum,9000,LAL@Por 10:30PM ET,36.676,Por,1,0,33.071,28.619,47.000,57.250,23.750,54.000,0.077,0.000,222.000,6.568,45.000
SF/PF,Paul George,8700,Bkn@Ind 07:00PM ET,39.267,Ind,1,0,39.536,33.283,42.000,46.500,30.000,52.200,0.048,0.000,219.000,4.452,38.750
SF,Kawhi Leonard,8500,SA@Den 09:00PM ET,41.477,SA,0,0,40.857,32.696,42.188,45.500,17.000,51.000,0.159,0.000,213.500,0.573,44.000
PG,Damian Lillard,8000,LAL@Por 10:30PM ET,44.398,Por,1,1,42.929,34.188,40.000,40.250,28.000,48.000,0.387,0.000,222.000,6.568,44.750
PG,Kemba Walker,7900,Cha@Det 07:30PM ET,39.943,Cha,0,0,37.571,33.475,47.438,41.500,25.500,47.400,0.218,5.000,208.000,-3.306,48.750
C,Andre Drummond,7800,Cha@Det 07:30PM ET,38.250,Det,1,0,38.750,29.395,42.500,48.000,25.000,46.800,0.235,0.000,208.000,-3.306,28.000
PG,Kyle Lowry,7800,Uta@Tor 07:30PM ET,42.779,Tor,1,0,42.786,33.929,44.500,13.500,6.000,46.800,0.345,0.000,197.000,-11.064,55.000
SF,Gordon Hayward,7800,Uta@Tor 07:30PM ET,38.216,Uta,0,0,38.429,29.615,37.188,30.500,9.500,46.800,0.192,4.500,197.000,-21.018,23.000
SG/SF,Nicolas Batum,7700,Cha@Det 07:30PM ET,36.707,Cha,0,0,39.071,28.176,40.250,37.250,5.000,46.200,0.174,5.000,208.000,-25.566,20.500
