max(s1.salary),max(s2.salary),avg(s2.salary),min(s2.salary),stddev(s2.salary),avg(t2.DKFPS),std(t2.DKFPS),min(t2.DKFPS),max(t2.DKFPS),player_id,game_id,Target,Name,Position,team,ou,odds,home,OPP
3900,4300,4260.0000,4100,80,16,9.56164211838113,8,34.75,203924,21700283,?,Jerami Grant,SF/PF,OKC,204,-6,0,DAL
4200,4300,4260.0000,4100,80.00000000000006,27.3,7.1596089278675,14.25,34.75,200826,21700283,?,J.J. Barea,PG/SG,DAL,204,6,1,OKC
3000,3000,3000.0000,3000,0,0,0,0,0,203481,21700283,?,Jeff Withey,C,DAL,204,6,1,OKC
3300,3200,3100.0000,3000,100.00000000000006,14.0625,8.34111615732571,2,23.75,203939,21700283,?,Dwight Powell,PF/C,DAL,204,6,1,OKC
3100,3300,3300.0000,3300,0,12.3,6.4389440128021,6.25,24,1626257,21700283,?,Salah Mejri,C,DAL,204,6,1,OKC
3000,3000,3000.0000,3000,0,6.45,2.309761892490219,3.25,9.75,1628467,21700283,?,Maxi Kleber,PF,DAL,204,6,1,OKC
5800,6300,6000.0000,5600,260.76809620810593,33.7,5.402314318882232,27.5,43,203084,21700283,?,Harrison Barnes,SF/PF,DAL,204,6,1,OKC
3800,3800,3800.0000,3800,0,13.25,5.995831885568507,6.25,23.5,1627812,21700283,?,Yogi Ferrell,PG/SG,DAL,204,6,1,OKC
3000,3000,3000.0000,3000,0,1.5,0,1.5,1.5,1628499,21700283,?,Antonius Cleveland,SG,DAL,204,6,1,OKC
4300,4700,4480.0000,4300,146.96938456699075,25.45,13.390668392578469,8.25,43,202083,21700283,?,Wesley Matthews,SG/SF,DAL,204,6,1,OKC
3400,3400,3400.0000,3400,0,2.8,2.4969981978367546,0,6.75,203457,21700283,?,Nerlens Noel,C,DAL,204,6,1,OKC
5400,6200,5820.0000,5500,256.124969497314,25.4,7.380040650294551,15.5,37,1628372,21700283,?,Dennis Smith Jr.,PG/SG,DAL,204,6,1,OKC
4400,4200,4120.0000,4000,74.83314773547883,29.55,4.157523301197481,23.75,35,1717,21700283,?,Dirk Nowitzki,PF/C,DAL,204,6,1,OKC
3500,3500,3500.0000,3500,0,14.125,7.186141175902405,2.5,21.5,2734,21700283,?,Devin Harris,PG/SG,DAL,204,6,1,OKC
3900,3300,3300.0000,3300,0,17.3,8.36570379585603,8,33,1627748,21700285,?,Thon Maker,PF/C,MIL,197,1,0,UTA
3000,3000,3000.0000,3000,0,0.4166666666666667,0.5892556509887895,0,1.25,1628391,21700285,?,D.J. Wilson,PF/C,MIL,197,1,0,UTA
4700,4800,4675.0000,4500,108.97247358851676,25.5,9.993748045653343,9,35.5,203089,21700285,?,John Henson,C,MIL,197,1,0,UTA
10800,11500,11250.0000,10800,269.25824035672537,49.5,5.8282716134373835,42.5,55.75,203507,21700285,?,Giannis Antetokounmpo,SF/PF,MIL,197,1,0,UTA
5100,5400,5180.0000,4900,193.90719429665313,15.8,9.290317540321213,4.25,27,1627763,21700285,?,Malcolm Brogdon,PG/SG,MIL,197,1,0,UTA
6900,6500,6360.0000,6100,149.66629547095758,35.3,10.946917374311363,18,49.5,202339,21700285,?,Eric Bledsoe,PG/SG,MIL,197,1,0,UTA
7100,6900,6700.0000,6500,141.4213562373095,39.25,15.368799562750501,25.5,63.75,203114,21700285,?,Khris Middleton,SG/SF,MIL,197,1,0,UTA
3000,3000,3000.0000,3000,0,3.5,0,3.5,3.5,1626173,21700285,?,Rashad Vaughn,PG/SF,MIL,197,1,0,UTA
3000,3000,3000.0000,3000,0,8.166666666666666,4.189935029992179,2.5,12.5,1627780,21700285,?,Gary Payton II,SG,MIL,197,1,0,UTA
3000,3000,3000.0000,3000,0,4.5,0,4.5,4.5,1628425,21700285,?,Sterling Brown,SG,MIL,197,1,0,UTA
3000,3000,3000.0000,3000,0,2,2,0,4,1891,21700285,?,Jason Terry,PG/SG,MIL,197,1,0,UTA
3500,3000,3000.0000,3000,0,12.9,7.086254299698819,4.75,26,202732,21700285,?,DeAndre Liggins,PG/SF,MIL,197,1,0,UTA
3800,3800,3800.0000,3800,0,17.1,5.204805471869242,9.75,25.5,203503,21700285,?,Tony Snell,SG/SF,MIL,197,1,0,UTA
6600,7100,6620.0000,5600,538.1449618829486,33.7,14.68962218710883,16,60.25,101150,21700286,?,Lou Williams,PG/SG,LAC,203,-5,0,SAC
8800,9300,8920.0000,8700,203.9607805437114,46,8.87693640846886,36.5,58.5,201933,21700286,?,Blake Griffin,PF/C,LAC,203,-5,0,SAC
3000,3000,3000.0000,3000,0,8.25,6.77080128197542,0,16,203186,21700286,?,Willie Reed,C,LAC,203,-5,0,SAC
3000,3200,3200.0000,3200,0,10.083333333333334,4.053462169005103,6.5,15.75,1626149,21700286,?,Montrezl Harrell,PF/C,LAC,203,-5,0,SAC
3000,3000,3000.0000,3000,0,7.65,2.477902338672773,4.25,11.25,1628393,21700286,?,Jawun Evans,PG,LAC,203,-5,0,SAC
3000,3000,3000.0000,3000,0,3.375,2.484325864293974,0,7,203710,21700286,?,C.J. Williams,SG,LAC,203,-5,0,SAC
3000,3000,3000.0000,3000,0,10.4,2.1714050750608465,7,12.75,1626155,21700286,?,Sam Dekker,SF/PF,LAC,203,-5,0,SAC
4000,3900,3820.0000,3700,74.83314773547883,28.7,10.28153685010174,14.75,45.25,202325,21700286,?,Wesley Johnson,SF/PF,LAC,203,-5,0,SAC
3000,3000,3000.0000,3000,0,1.25,0,1.25,1.25,203966,21700286,?,Jamil Wilson,SF/PF,LAC,203,-5,0,SAC
3100,3200,3120.0000,3000,97.97958971132716,9.2,7.637735266425512,0,20.25,1628414,21700286,?,Sindarius Thornwell,SG,LAC,203,-5,0,SAC
6800,7000,6740.0000,6600,149.66629547095766,32.9,16.30076685312688,8.75,56.5,201599,21700286,?,DeAndre Jordan,C,LAC,203,-5,0,SAC
5000,5600,5360.0000,5100,185.47236990991408,23.05,7.4722821145885545,12.75,35.5,203085,21700286,?,Austin Rivers,PG/SG,LAC,203,-5,0,SAC
4600,5200,5125.0000,5000,82.91561975888503,17.1875,5.685439187081329,11.25,26.25,1627741,21700286,?,Buddy Hield,SG/SF,SAC,203,5,1,LAC
3300,3400,3350.0000,3200,86.60254037844383,8.8125,6.127231736273731,0,17,1628382,21700286,?,Justin Jackson,SG/SF,SAC,203,5,1,LAC
3000,3000,3000.0000,3000,0,4.75,0,4.75,4.75,1713,21700286,?,Vince Carter,SG/SF,SAC,203,5,1,LAC
5200,5200,5000.0000,4900,115.47005383792524,25.875,12.071617883835346,6,47.25,2216,21700286,?,Zach Randolph,PF/C,SAC,203,5,1,LAC
3400,3800,3666.6667,3500,110.55415967851327,12.791666666666666,3.25773651823198,8.75,18,1627746,21700286,?,Skal Labissiere,PF/C,SAC,203,5,1,LAC
3400,3400,3350.0000,3300,50.00000000000002,18.083333333333332,9.599985532396506,5.75,32.75,201585,21700286,?,Kosta Koufos,C,SAC,203,5,1,LAC
3500,3600,3533.3333,3500,47.14045207910318,14.25,6.57330459763834,5.25,25.5,202066,21700286,?,Garrett Temple,PG/SG,SAC,203,5,1,LAC
3000,3000,3000.0000,3000,0,4.5,3.0362394503727796,0,8.5,1627781,21700286,?,Malachi Richardson,SG/SF,SAC,203,5,1,LAC
3000,3000,3000.0000,3000,0,17.4,8.581375181169975,4.25,27.75,1628412,21700286,?,,,SAC,203,5,1,LAC
4200,4100,3966.6667,3800,110.55415967851334,22.541666666666668,8.859336725862846,5.25,34.25,201588,21700286,?,George Hill,PG/SG,SAC,203,5,1,LAC
4900,4700,4466.6667,4200,169.96731711975954,26.125,13.3281891118036,7.75,42.5,1626161,21700286,?,Willie Cauley-Stein,PF/C,SAC,203,5,1,LAC
4700,5300,4883.3333,4600,267.18699236468984,19.875,4.926015123809508,9.25,24.25,1628368,21700286,?,De'Aaron Fox,PG,SAC,203,5,1,LAC
3800,3900,3683.3333,3500,134.3709624716425,16.291666666666668,6.416801946625923,9.5,29.25,203992,21700286,?,Bogdan Bogdanovic,SG/SF,SAC,203,5,1,LAC
