Salary,max(s2.salary),avg(s2.salary),min(s2.salary),stddev(s2.salary),DKFPS,std(t2.DKFPS),min(t2.DKFPS),max(t2.DKFPS),player_id,Team,ou,odds,Home,OPP,Target,game_id,Position,Name,DISPLAY_FIRST_LAST,AdaBoost,Neural Network,Random Forest
10600,11000,10440,9800,412.7953488,41.9,11.44727042,28.25,61.25,203076,NOP,229,11,0,GSW,,21700284,PF/C,Anthony Davis,Anthony Davis,54.25,51.5775482,46.85616071
3500,3900,3780,3600,97.97958971,20.15,5.337602458,11.5,27,2749,NOP,229,11,0,GSW,,21700284,PG/SG,Jameer Nelson,Jameer Nelson,16.25,16.19425084,18.99166667
3300,3300,3300,3300,0,6.875,5.075985126,0,11.75,1627767,NOP,229,11,0,GSW,,21700284,PF,Cheick Diallo,Cheick Diallo,12.75,9.45984452,11.41333333
3000,3000,3000,3000,0,1.5,0,1.5,1.5,1628429,NOP,229,11,0,GSW,,21700284,SG,Charles Cooke,Charles Cooke,6.25,8.661324728,8.782083333
11000,11400,11120,10900,203.9607805,44,11.01022252,26,58,202326,NOP,229,11,0,GSW,,21700284,PF/C,DeMarcus Cousins,DeMarcus Cousins,48.5,52.8437302,53.71041667
3000,3000,3000,3000,0,13.5,3,10.5,16.5,2754,NOP,229,11,0,GSW,,21700284,SG/SF,Tony Allen,Tony Allen,12,11.39284211,13.11205357
5100,5200,4740,4400,307.2458299,19.25,7.839005039,4.5,26.5,200765,NOP,229,11,0,GSW,,21700284,PG,Rajon Rondo,Rajon Rondo,22.25,22.64950777,25.3296131
6200,6800,6560,6400,135.6465997,30.55,2.379075451,27.5,34.5,201950,NOP,229,11,0,GSW,,21700284,PG/SG,Jrue Holiday,Jrue Holiday,36.5,29.29800453,34.51443452
3400,3300,3240,3000,120,21.15,7.649509788,8,28.25,203121,NOP,229,11,0,GSW,,21700284,SF,Darius Miller,Darius Miller,18.25,13.95234253,17.93732143
3000,3000,3000,3000,0,3.375,1.375,2,4.75,1627883,NOP,229,11,0,GSW,,21700284,SF,Jalen Jones,Jalen Jones,6.25,8.711643128,7.075535714
3700,4100,3960,3700,149.6662955,21,8.44245225,10,34.5,202734,NOP,229,11,0,GSW,,21700284,SG/SF,E'Twaun Moore,E'Twaun Moore,21.75,17.16855277,21.32261905
3300,3400,3400,3400,0,8.166666667,1.649915823,6,10,203546,NOP,229,11,0,GSW,,21700284,PG/SG,Ian Clark,Ian Clark,10,11.71289802,10.97791667
3000,3000,3000,3000,0,15.875,1.634587104,13.75,18.25,1626172,GSW,229,-11,1,NOP,,21700284,SF/PF,Kevon Looney,Kevon Looney,6.75,11.53486545,7.783194444
3000,3000,3000,3000,0,18.625,17.375,1.25,36,1628395,GSW,229,-11,1,NOP,,21700284,PF/C,Jordan Bell,Jordan Bell,16.5,13.44883208,15.8875
3000,3000,3000,3000,0,6.7,4.019950248,2.75,12.75,201580,GSW,229,-11,1,NOP,,21700284,C,JaVale McGee,JaVale McGee,6.75,11.43407294,8.329444444
3500,3500,3460,3300,80,19.75,5.759774301,12.5,28.25,2561,GSW,229,-11,1,NOP,,21700284,PF/C,David West,David West,17.75,17.75884029,19.24452381
9600,9600,9175,8700,326.9174208,51.1875,13.56969855,31,69.25,201939,GSW,229,-11,1,NOP,,21700284,PG/SG,Stephen Curry,Stephen Curry,52.75,47.83774081,38.49900794
7200,7800,7575,7300,178.5357107,35,0.984250984,33.75,36.5,203110,GSW,229,-11,1,NOP,,21700284,PF/C,Draymond Green,Draymond Green,42.5,36.95327876,37.49473214
3100,3100,3100,3100,0,18.15,6.183849934,13,30.25,2585,GSW,229,-11,1,NOP,,21700284,C,Zaza Pachulia,Zaza Pachulia,15.75,16.3030793,12.16463294
3200,3300,3225,3200,43.30127019,3.875,6.310952781,-0.5,14.75,1627775,GSW,229,-11,1,NOP,,21700284,SG/SF,Patrick McCaw,Patrick McCaw,4,10.38909317,7.601904762
6700,7400,7000,6700,236.6431913,32.95,7.736924454,23.5,44,202691,GSW,229,-11,1,NOP,,21700284,SG,Klay Thompson,Klay Thompson,34.75,33.14323917,38.15035714
3600,3600,3540,3500,48.98979486,12.55,8.88031531,2.5,29,2733,GSW,229,-11,1,NOP,,21700284,PG/SG,Shaun Livingston,Shaun Livingston,13,15.64391941,13.04895833
3300,3300,3300,3300,0,13.3,6.491147818,6,25.5,201156,GSW,229,-11,1,NOP,,21700284,SG,Nick Young,Nick Young,17.25,14.475873,14.78819444
3600,3600,3360,3300,120,16.25,8.411301921,3.25,27.5,201956,GSW,229,-11,1,NOP,,21700284,SF/PF,Omri Casspi,Omri Casspi,16.75,15.89067832,14.22744048
3900,4000,3760,3500,205.9126028,16.7,5.747608198,8,25.75,2738,GSW,229,-11,1,NOP,,21700284,SG/SF,Andre Iguodala,Andre Iguodala,17.75,17.3694791,16.1625
3100,3100,3100,3100,0,5.75,4.482605269,-0.5,10.25,202335,OKC,204,-6,0,DAL,,21700283,PF/C,Patrick Patterson,Patrick Patterson,3.75,8.199906772,6.352083333
10900,10800,10550,10300,180.2775638,54.8125,13.31866055,38.75,70,201566,OKC,204,-6,0,DAL,,21700283,PG,Russell Westbrook,Russell Westbrook,57.5,50.71844895,54.4860119
5400,5700,5533.3333,5200,235.7022604,28.75,6.248333111,20.75,36,203500,OKC,204,-6,0,DAL,,21700283,C,Steven Adams,Steven Adams,25.75,26.13779575,21.45035714
3000,3000,3000,3000,0,2.875,2.253469547,1.25,6.75,203962,OKC,204,-6,0,DAL,,21700283,SF/PF,Josh Huestis,Josh Huestis,4,7.997689152,10.60589286
3300,3400,3325,3300,43.30127019,12,1.686342195,9.25,13.5,101109,OKC,204,-6,0,DAL,,21700283,PG/SG,Raymond Felton,Raymond Felton,16,9.237459178,17.39333333
3000,3000,3000,3000,0,0,0,0,0,1628390,OKC,204,-6,0,DAL,,21700283,SG/SF,Terrance Ferguson,Terrance Ferguson,3.5,7.868768795,3.801964286
3400,3400,3400,3400,0,9.1875,2.752129857,4.75,12.25,203518,OKC,204,-6,0,DAL,,21700283,SG/SF,Alex Abrines,Alex Abrines,9.25,8.786899527,7.673630952
6800,7000,6900,6800,70.71067812,36.375,2.718570396,33.75,40.75,2546,OKC,204,-6,0,DAL,,21700283,SF/PF,Carmelo Anthony,Carmelo Anthony,35,33.91774965,36.38229167
3400,3400,3400,3400,0,3.166666667,2.201640802,1.25,6.25,1626177,OKC,204,-6,0,DAL,,21700283,C,Dakari Johnson,Dakari Johnson,9.5,8.11553994,8.220357143
8900,8700,8500,8300,141.4213562,36.6875,11.17247595,19.75,50.25,202331,OKC,204,-6,0,DAL,,21700283,SF,Paul George,Paul George,43.75,44.31129948,54.38255952
3400,3300,3300,3300,0,14.125,5.227630917,8,22.25,203460,OKC,204,-6,0,DAL,,21700283,SG/SF,Andre Roberson,Andre Roberson,14.75,10.20613415,14.24583333
3900,4300,4250,4100,86.60254038,18,9.709853243,11,34.75,203924,OKC,204,-6,0,DAL,,21700283,SF/PF,Jerami Grant,Jerami Grant,16.25,15.83321182,19.74833333
3100,3300,3300,3300,0,13.0625,6.994138171,6.25,24,1626257,DAL,204,6,1,OKC,,21700283,C,Salah Mejri,Salah Mejri,15,10.84450935,12.46845238
4400,4200,4100,4000,70.71067812,29.0625,4.518624652,23.75,35,1717,DAL,204,6,1,OKC,,21700283,PF/C,Dirk Nowitzki,Dirk Nowitzki,20,24.34608066,28.46041667
3000,3000,3000,3000,0,0,0,0,0,203481,DAL,204,6,1,OKC,,21700283,C,Jeff Withey,Jeff Withey,4,8.190226294,6.052678571
3300,3200,3066.6667,3000,94.28090416,12.25,8.923284149,2,23.75,203939,DAL,204,6,1,OKC,,21700283,PF/C,Dwight Powell,Dwight Powell,11,12.5268161,12.25833333
3800,3800,3800,3800,0,15,5.442885264,8.5,23.5,1627812,DAL,204,6,1,OKC,,21700283,PG/SG,Yogi Ferrell,Yogi Ferrell,11.75,13.40810252,18.82845238
5800,6300,6100,5800,187.0828693,33.4375,6.011382433,27.5,43,203084,DAL,204,6,1,OKC,,21700283,SF/PF,Harrison Barnes,Harrison Barnes,34.75,30.24061931,28.425
4300,4700,4525,4400,129.9038106,29.75,11.47551742,16,43,202083,DAL,204,6,1,OKC,,21700283,SG/SF,Wesley Matthews,Wesley Matthews,28.25,24.76872869,28.04532828
3400,3400,3400,3400,0,3,2.755675961,0,6.75,203457,DAL,204,6,1,OKC,,21700283,C,Nerlens Noel,Nerlens Noel,4,9.004929025,3.716369048
3000,3000,3000,3000,0,5.625,1.807104037,3.25,8.25,1628467,DAL,204,6,1,OKC,,21700283,PF,Maxi Kleber,Maxi Kleber,6.75,8.33964511,8.609583333
3500,3500,3500,3500,0,11.66666667,6.684351543,2.5,18.25,2734,DAL,204,6,1,OKC,,21700283,PG/SG,Devin Harris,Devin Harris,14.5,12.76990356,16.5925
3900,3300,3300,3300,0,13.375,3.233129289,8,16.25,1627748,MIL,197,1,0,UTA,,21700285,PF/C,Thon Maker,Thon Maker,11,12.16210736,17.33666667
5100,5400,5250,5000,150,13.1875,8.588464284,4.25,27,1627763,MIL,197,1,0,UTA,,21700285,PG/SG,Malcolm Brogdon,Malcolm Brogdon,22.75,17.97127739,19.12309524
3000,3000,3000,3000,0,4,0,4,4,1891,MIL,197,1,0,UTA,,21700285,PG/SG,Jason Terry,Jason Terry,5.75,9.469580832,6.800297619
3500,3000,3000,3000,0,9.625,3.023346656,4.75,13,202732,MIL,197,1,0,UTA,,21700285,PG/SF,DeAndre Liggins,DeAndre Liggins,10.5,11.9163164,14.98625
3800,3800,3800,3800,0,18.9375,4.120736433,14.25,25.5,203503,MIL,197,1,0,UTA,,21700285,SG/SF,Tony Snell,Tony Snell,20.5,16.8085209,19.11422619
3000,3000,3000,3000,0,3.5,0,3.5,3.5,1626173,MIL,197,1,0,UTA,,21700285,PG/SF,Rashad Vaughn,Rashad Vaughn,5.5,8.307454997,9.547202381
3000,3000,3000,3000,0,6,3.5,2.5,9.5,1627780,MIL,197,1,0,UTA,,21700285,SG,Gary Payton II,Gary Payton II,7.5,8.790801112,7.55375
4700,4800,4675,4500,108.9724736,25.5,9.993748046,9,35.5,203089,MIL,197,1,0,UTA,,21700285,C,John Henson,John Henson,26.25,21.81590036,21.49202381
10800,11500,11250,10800,269.2582404,49.5,5.828271613,42.5,55.75,203507,MIL,197,1,0,UTA,,21700285,SF/PF,Giannis Antetokounmpo,Giannis Antetokounmpo,54,47.69301672,55.20079545
6900,6500,6325,6100,147.9019946,31.75,9.315645442,18,43.5,202339,MIL,197,1,0,UTA,,21700285,PG/SG,Eric Bledsoe,Eric Bledsoe,37.25,27.33467567,38.3125
7100,6800,6650,6500,111.8033989,33.125,10.37650591,25.5,51,203114,MIL,197,1,0,UTA,,21700285,SG/SF,Khris Middleton,Khris Middleton,33.75,27.76462414,30.17032107
3000,3000,3000,3000,0,9.8125,2.041560371,7,12,1626155,LAC,203,-5,0,SAC,,21700286,SF/PF,Sam Dekker,Sam Dekker,9,9.896114918,13.07801587
3100,3200,3100,3000,100,11.5,6.816799102,1.25,20.25,1628414,LAC,203,-5,0,SAC,,21700286,SG,Sindarius Thornwell,Sindarius Thornwell,6.5,11.20678992,9.412291667
8800,8900,8825,8700,82.91561976,42.875,7.04782768,36.5,53.5,201933,LAC,203,-5,0,SAC,,21700286,PF/C,Blake Griffin,Blake Griffin,40,41.88562171,41.58857143
3000,3000,3000,3000,0,9.916666667,7.072049836,0,16,203186,LAC,203,-5,0,SAC,,21700286,C,Willie Reed,Willie Reed,9.25,12.3657505,11.39630952
3000,3000,3000,3000,0,1.25,0,1.25,1.25,203966,LAC,203,-5,0,SAC,,21700286,SF/PF,Jamil Wilson,Jamil Wilson,4.5,9.208248634,7.301488095
6600,7000,6500,5600,538.5164807,33.6875,16.4234731,16,60.25,101150,LAC,203,-5,0,SAC,,21700286,PG/SG,Lou Williams,Lou Williams,32.5,32.64592267,36.79380952
4000,3900,3825,3700,82.91561976,27.4375,11.14306819,14.75,45.25,202325,LAC,203,-5,0,SAC,,21700286,SF/PF,Wesley Johnson,Wesley Johnson,22.25,24.78072757,22.89803571
3000,3200,3200,3200,0,10.08333333,4.053462169,6.5,15.75,1626149,LAC,203,-5,0,SAC,,21700286,PF/C,Montrezl Harrell,Montrezl Harrell,12.75,10.49708361,12.20277778
3000,3000,3000,3000,0,7.625,2.769814976,4.25,11.25,1628393,LAC,203,-5,0,SAC,,21700286,PG,Jawun Evans,Jawun Evans,9.5,9.378708563,8.22125
6800,6800,6675,6600,82.91561976,30.625,17.50044642,8.75,56.5,201599,LAC,203,-5,0,SAC,,21700286,C,DeAndre Jordan,DeAndre Jordan,34.5,33.70824667,31.15934524
5000,5600,5425,5200,147.9019946,19.9375,4.621197761,12.75,25.25,203085,LAC,203,-5,0,SAC,,21700286,PG/SG,Austin Rivers,Austin Rivers,22.5,27.87599841,27.82875
3000,3000,3000,3000,0,6,1.814295088,4.25,8.5,1627781,SAC,203,5,1,LAC,,21700286,SG/SF,Malachi Richardson,Malachi Richardson,6.75,13.81551909,6.583988095
4900,4600,4420,4200,146.9693846,23.75,13.39122847,7.75,42.5,1626161,SAC,203,5,1,LAC,,21700286,PF/C,Willie Cauley-Stein,Willie Cauley-Stein,19.5,22.05441631,22.19770833
4700,5300,4940,4600,257.6819745,19.25,5.174456493,9.25,24.25,1628368,SAC,203,5,1,LAC,,21700286,PG,De'Aaron Fox,De'Aaron Fox,23.75,22.19180634,28.22083333
3400,3400,3340,3300,48.98979486,19.35,10.04813416,5.75,32.75,201585,SAC,203,5,1,LAC,,21700286,C,Kosta Koufos,Kosta Koufos,17.75,16.98370863,15.72020833
3500,3600,3540,3500,48.98979486,14.45,7.184010022,5.25,25.5,202066,SAC,203,5,1,LAC,,21700286,PG/SG,Garrett Temple,Garrett Temple,14.25,17.08781925,15.36666667
4600,5200,5166.6667,5100,47.14045208,18.33333333,6.152009608,11.25,26.25,1627741,SAC,203,5,1,LAC,,21700286,SG/SF,Buddy Hield,Buddy Hield,23.75,22.4172228,25.00761905
3300,3400,3333.3333,3200,94.28090416,11.75,3.942292058,7.5,17,1628382,SAC,203,5,1,LAC,,21700286,SG/SF,Justin Jackson,Justin Jackson,11.5,15.8087344,11.61619048
4200,4100,3940,3800,101.9803903,26,4.735504197,20.5,34.25,201588,SAC,203,5,1,LAC,,21700286,PG/SG,George Hill,George Hill,19,18.11103752,15.4890873
3800,3900,3700,3500,141.4213562,13.7,3.018277655,9.5,18.75,203992,SAC,203,5,1,LAC,,21700286,SG/SF,Bogdan Bogdanovic,Bogdan Bogdanovic,19.5,17.24677785,18.88261364
3400,3800,3700,3600,89.4427191,12.25,3.312853755,8.75,18,1627746,SAC,203,5,1,LAC,,21700286,PF/C,Skal Labissiere,Skal Labissiere,14,16.7667622,12.92777778
5200,5200,5000,4900,126.4911064,21.6,8.075580474,6,29,2216,SAC,203,5,1,LAC,,21700286,PF/C,Zach Randolph,Zach Randolph,26.75,22.64431084,25.17922619
