max(s1.salary),max(s2.salary),avg(s2.salary),min(s2.salary),stddev(s2.salary),avg(t2.DKFPS),std(t2.DKFPS),min(t2.DKFPS),max(t2.DKFPS),player_id,game_id,Target,Name,Position,DISPLAY_FIRST_LAST,team,ou,odds,home,OPP
3900,4000,3760.0000,3500,205.91260281974002,16.7,5.747608198198622,8,25.75,2738,21700284,?,Andre Iguodala,SG/SF,Andre Iguodala,GSW,229,-11,1,NOP
3100,3100,3100.0000,3100,0,5.75,4.482605269260277,-0.5,10.25,202335,21700283,?,Patrick Patterson,PF/C,Patrick Patterson,OKC,204,-6,0,DAL
10900,10800,10550.0000,10300,180.27756377319946,54.8125,13.318660546391294,38.75,70,201566,21700283,?,Russell Westbrook,PG,Russell Westbrook,OKC,204,-6,0,DAL
5400,5700,5533.3333,5200,235.70226039551574,28.75,6.248333111051832,20.75,36,203500,21700283,?,Steven Adams,C,Steven Adams,OKC,204,-6,0,DAL
3000,3000,3000.0000,3000,0,2.875,2.2534695471649933,1.25,6.75,203962,21700283,?,Josh Huestis,SF/PF,Josh Huestis,OKC,204,-6,0,DAL
3300,3400,3325.0000,3300,43.30127018922197,12,1.686342195404005,9.25,13.5,101109,21700283,?,Raymond Felton,PG/SG,Raymond Felton,OKC,204,-6,0,DAL
3000,3000,3000.0000,3000,0,0,0,0,0,1628390,21700283,?,Terrance Ferguson,SG/SF,Terrance Ferguson,OKC,204,-6,0,DAL
3400,3400,3400.0000,3400,0,9.1875,2.7521298570379997,4.75,12.25,203518,21700283,?,Alex Abrines,SG/SF,Alex Abrines,OKC,204,-6,0,DAL
6800,7000,6900.0000,6800,70.71067811865476,36.375,2.7185703963664425,33.75,40.75,2546,21700283,?,Carmelo Anthony,SF/PF,Carmelo Anthony,OKC,204,-6,0,DAL
3400,3400,3400.0000,3400,0,3.1666666666666665,2.2016408022704845,1.25,6.25,1626177,21700283,?,Dakari Johnson,C,Dakari Johnson,OKC,204,-6,0,DAL
8900,8700,8500.0000,8300,141.4213562373095,36.6875,11.17247594537576,19.75,50.25,202331,21700283,?,Paul George,SF,Paul George,OKC,204,-6,0,DAL
3400,3300,3300.0000,3300,0,14.125,5.227630916581621,8,22.25,203460,21700283,?,Andre Roberson,SG/SF,Andre Roberson,OKC,204,-6,0,DAL
3900,4300,4250.0000,4100,86.60254037844386,18,9.709853242969226,11,34.75,203924,21700283,?,Jerami Grant,SF/PF,Jerami Grant,OKC,204,-6,0,DAL
3100,3300,3300.0000,3300,0,13.0625,6.994138170639754,6.25,24,1626257,21700283,?,Salah Mejri,C,Salah Mejri,DAL,204,6,1,OKC
4400,4200,4100.0000,4000,70.71067811865476,29.0625,4.51862465248,23.75,35,1717,21700283,?,Dirk Nowitzki,PF/C,Dirk Nowitzki,DAL,204,6,1,OKC
3000,3000,3000.0000,3000,0,0,0,0,0,203481,21700283,?,Jeff Withey,C,Jeff Withey,DAL,204,6,1,OKC
3300,3200,3066.6667,3000,94.2809041582064,12.25,8.923284148787374,2,23.75,203939,21700283,?,Dwight Powell,PF/C,Dwight Powell,DAL,204,6,1,OKC
3800,3800,3800.0000,3800,0,15,5.44288526426931,8.5,23.5,1627812,21700283,?,Yogi Ferrell,PG/SG,Yogi Ferrell,DAL,204,6,1,OKC
5800,6300,6100.0000,5800,187.08286933869707,33.4375,6.011382432519162,27.5,43,203084,21700283,?,Harrison Barnes,SF/PF,Harrison Barnes,DAL,204,6,1,OKC
4300,4700,4525.0000,4400,129.90381056766591,29.75,11.475517417528502,16,43,202083,21700283,?,Wesley Matthews,SG/SF,Wesley Matthews,DAL,204,6,1,OKC
3400,3400,3400.0000,3400,0,3,2.7556759606310752,0,6.75,203457,21700283,?,Nerlens Noel,C,Nerlens Noel,DAL,204,6,1,OKC
3000,3000,3000.0000,3000,0,5.625,1.80710403685012,3.25,8.25,1628467,21700283,?,Maxi Kleber,PF,Maxi Kleber,DAL,204,6,1,OKC
3500,3500,3500.0000,3500,0,11.666666666666666,6.6843515433851595,2.5,18.25,2734,21700283,?,Devin Harris,PG/SG,Devin Harris,DAL,204,6,1,OKC
3900,3300,3300.0000,3300,0,13.375,3.2331292890943906,8,16.25,1627748,21700285,?,Thon Maker,PF/C,Thon Maker,MIL,197,1,0,UTA
5100,5400,5250.0000,5000,149.99999999999991,13.1875,8.588464283560828,4.25,27,1627763,21700285,?,Malcolm Brogdon,PG/SG,Malcolm Brogdon,MIL,197,1,0,UTA
3000,3000,3000.0000,3000,0,4,0,4,4,1891,21700285,?,Jason Terry,PG/SG,Jason Terry,MIL,197,1,0,UTA
3500,3000,3000.0000,3000,0,9.625,3.023346655611956,4.75,13,202732,21700285,?,DeAndre Liggins,PG/SF,DeAndre Liggins,MIL,197,1,0,UTA
3800,3800,3800.0000,3800,0,18.9375,4.120736432969233,14.25,25.5,203503,21700285,?,Tony Snell,SG/SF,Tony Snell,MIL,197,1,0,UTA
3000,3000,3000.0000,3000,0,3.5,0,3.5,3.5,1626173,21700285,?,Rashad Vaughn,PG/SF,Rashad Vaughn,MIL,197,1,0,UTA
3000,3000,3000.0000,3000,0,6,3.5,2.5,9.5,1627780,21700285,?,Gary Payton II,SG,Gary Payton II,MIL,197,1,0,UTA
4700,4800,4675.0000,4500,108.97247358851676,25.5,9.993748045653343,9,35.5,203089,21700285,?,John Henson,C,John Henson,MIL,197,1,0,UTA
10800,11500,11250.0000,10800,269.25824035672537,49.5,5.8282716134373835,42.5,55.75,203507,21700285,?,Giannis Antetokounmpo,SF/PF,Giannis Antetokounmpo,MIL,197,1,0,UTA
6900,6500,6325.0000,6100,147.9019945774903,31.75,9.315645441943355,18,43.5,202339,21700285,?,Eric Bledsoe,PG/SG,Eric Bledsoe,MIL,197,1,0,UTA
7100,6800,6650.0000,6500,111.80339887498948,33.125,10.376505914805811,25.5,51,203114,21700285,?,Khris Middleton,SG/SF,Khris Middleton,MIL,197,1,0,UTA
3000,3000,3000.0000,3000,0,9.8125,2.0415603713826345,7,12,1626155,21700286,?,Sam Dekker,SF/PF,Sam Dekker,LAC,203,-5,0,SAC
3100,3200,3100.0000,3000,100.00000000000006,11.5,6.81679910221799,1.25,20.25,1628414,21700286,?,Sindarius Thornwell,SG,Sindarius Thornwell,LAC,203,-5,0,SAC
8800,8900,8825.0000,8700,82.915619758885,42.875,7.047827679505224,36.5,53.5,201933,21700286,?,Blake Griffin,PF/C,Blake Griffin,LAC,203,-5,0,SAC
3000,3000,3000.0000,3000,0,9.916666666666666,7.072049836425709,0,16,203186,21700286,?,Willie Reed,C,Willie Reed,LAC,203,-5,0,SAC
3000,3000,3000.0000,3000,0,1.25,0,1.25,1.25,203966,21700286,?,Jamil Wilson,SF/PF,Jamil Wilson,LAC,203,-5,0,SAC
6600,7000,6500.0000,5600,538.5164807134505,33.6875,16.42347310254442,16,60.25,101150,21700286,?,Lou Williams,PG/SG,Lou Williams,LAC,203,-5,0,SAC
4000,3900,3825.0000,3700,82.915619758885,27.4375,11.143068192827323,14.75,45.25,202325,21700286,?,Wesley Johnson,SF/PF,Wesley Johnson,LAC,203,-5,0,SAC
3000,3200,3200.0000,3200,0,10.083333333333334,4.053462169005103,6.5,15.75,1626149,21700286,?,Montrezl Harrell,PF/C,Montrezl Harrell,LAC,203,-5,0,SAC
3000,3000,3000.0000,3000,0,7.625,2.7698149757700423,4.25,11.25,1628393,21700286,?,Jawun Evans,PG,Jawun Evans,LAC,203,-5,0,SAC
6800,6800,6675.0000,6600,82.915619758885,30.625,17.50044642287733,8.75,56.5,201599,21700286,?,DeAndre Jordan,C,DeAndre Jordan,LAC,203,-5,0,SAC
5000,5600,5425.0000,5200,147.9019945774904,19.9375,4.621197761403422,12.75,25.25,203085,21700286,?,Austin Rivers,PG/SG,Austin Rivers,LAC,203,-5,0,SAC
3000,3000,3000.0000,3000,0,6,1.8142950880897701,4.25,8.5,1627781,21700286,?,Malachi Richardson,SG/SF,Malachi Richardson,SAC,203,5,1,LAC
4900,4600,4420.0000,4200,146.96938456699078,23.75,13.391228472399387,7.75,42.5,1626161,21700286,?,Willie Cauley-Stein,PF/C,Willie Cauley-Stein,SAC,203,5,1,LAC
4700,5300,4940.0000,4600,257.68197453450244,19.25,5.174456493198102,9.25,24.25,1628368,21700286,?,De'Aaron Fox,PG,De'Aaron Fox,SAC,203,5,1,LAC
3400,3400,3340.0000,3300,48.98979485566358,19.35,10.048134155155374,5.75,32.75,201585,21700286,?,Kosta Koufos,C,Kosta Koufos,SAC,203,5,1,LAC
3500,3600,3540.0000,3500,48.98979485566356,14.45,7.184010022264724,5.25,25.5,202066,21700286,?,Garrett Temple,PG/SG,Garrett Temple,SAC,203,5,1,LAC
4600,5200,5166.6667,5100,47.14045207910311,18.333333333333332,6.152009608430584,11.25,26.25,1627741,21700286,?,Buddy Hield,SG/SF,Buddy Hield,SAC,203,5,1,LAC
3300,3400,3333.3333,3200,94.28090415820631,11.75,3.942292057504957,7.5,17,1628382,21700286,?,Justin Jackson,SG/SF,Justin Jackson,SAC,203,5,1,LAC
4200,4100,3940.0000,3800,101.9803902718557,26,4.73550419702063,20.5,34.25,201588,21700286,?,George Hill,PG/SG,George Hill,SAC,203,5,1,LAC
3800,3900,3700.0000,3500,141.4213562373095,13.7,3.018277654557314,9.5,18.75,203992,21700286,?,Bogdan Bogdanovic,SG/SF,Bogdan Bogdanovic,SAC,203,5,1,LAC
3400,3800,3700.0000,3600,89.44271909999155,12.25,3.3128537546954893,8.75,18,1627746,21700286,?,Skal Labissiere,PF/C,Skal Labissiere,SAC,203,5,1,LAC
5200,5200,5000.0000,4900,126.49110640673527,21.6,8.07558047449222,6,29,2216,21700286,?,Zach Randolph,PF/C,Zach Randolph,SAC,203,5,1,LAC
