max(s1.salary),max(s2.salary),avg(s2.salary),min(s2.salary),stddev(s2.salary),avg(t2.DKFPS),std(t2.DKFPS),min(t2.DKFPS),max(t2.DKFPS),player_id,game_id,Target,Position,team,ou,odds,home,OPP,Name,AdaBoost,Neural Network
5700.0,6500.0,6200.0,5900.0,200.0,26.8,9.17523841652,14.25,38.75,2200.0,21700277.0,,PF/C,SAS,201.0,1.0,0,CHA,Pau Gasol,19.75,23.28541339625597
4400.0,4600.0,4420.0,4300.0,146.969384567,15.0,8.98331787259,6.75,30.75,1627749.0,21700277.0,,PG,SAS,201.0,1.0,0,CHA,Dejounte Murray,20.75,20.749892639044006
3700.0,3800.0,3760.0,3600.0,80.0,12.95,6.75906798309,4.0,24.5,1938.0,21700277.0,,SG/SF,SAS,201.0,1.0,0,CHA,Manu Ginobili,20.75,20.24488724280575
4500.0,4600.0,4540.0,4400.0,80.0,23.75,12.1511316345,10.5,44.5,201980.0,21700277.0,,SG/SF,SAS,201.0,1.0,0,CHA,Danny Green,20.75,22.67457418614834
3700.0,3900.0,3860.0,3700.0,80.0,8.75,5.57000897665,1.5,15.25,1627854.0,21700277.0,,PG/SG,SAS,201.0,1.0,0,CHA,Bryn Forbes,20.5,19.10191272588221
7700.0,8500.0,8200.0,8000.0,167.332005307,36.35,9.17414846185,21.5,48.75,200746.0,21700277.0,,PF/C,SAS,201.0,1.0,0,CHA,LaMarcus Aldridge,24.25,25.015117881618142
4400.0,4500.0,4320.0,4000.0,193.907194297,25.6,10.0319489632,12.25,37.25,201988.0,21700277.0,,PG,SAS,201.0,1.0,0,CHA,Patty Mills,12.0,23.048291322667705
3000.0,3000.0,3000.0,3000.0,0.0,7.9,3.79670910131,1.5,12.75,203530.0,21700277.0,,PF/C,SAS,201.0,1.0,0,CHA,Joffrey Lauvergne,20.5,18.848624054625347
3700.0,4000.0,3850.0,3800.0,76.3762615826,21.1666666667,7.06910335348,8.5,31.0,101107.0,21700277.0,,SF/PF,CHA,201.0,-1.0,1,SAS,Marvin Williams,26.75,22.135707041439645
3600.0,4100.0,3775.0,3600.0,204.633819297,3.125,3.00780235388,0.0,8.0,1628370.0,21700277.0,,PG/SG,CHA,201.0,-1.0,1,SAS,Malik Monk,20.5,17.26484654760828
7600.0,8200.0,7866.6667,7400.0,262.466929134,40.6666666667,11.2765119706,27.0,64.0,202689.0,21700277.0,,PG,CHA,201.0,-1.0,1,SAS,Kemba Walker,24.25,25.696688278575945
3800.0,4000.0,3983.3333,3900.0,37.267799625,16.875,10.159919209,0.5,33.75,1626163.0,21700277.0,,PF/C,CHA,201.0,-1.0,1,SAS,Frank Kaminsky,20.75,21.18937282373825
3400.0,3400.0,3400.0,3400.0,0.0,5.54166666667,2.72112364454,1.5,9.0,1628407.0,21700277.0,,SG/SF,CHA,201.0,-1.0,1,SAS,Dwayne Bacon,20.5,18.100967319932273
6000.0,6300.0,5880.0,4600.0,649.30732323,24.15,10.4410248539,7.25,33.75,201587.0,21700277.0,,SG/SF,CHA,201.0,-1.0,1,SAS,Nicolas Batum,20.5,22.756219538157453
3600.0,4000.0,3700.0,3600.0,152.752523165,14.0,3.06526235962,8.75,17.5,203469.0,21700277.0,,C,CHA,201.0,-1.0,1,SAS,Cody Zeller,20.75,20.507113450401135
4000.0,4200.0,4083.3333,4000.0,68.7184270936,22.9583333333,8.0278378506,15.5,37.5,203077.0,21700277.0,,SF,CHA,201.0,-1.0,1,SAS,Michael Kidd-Gilchrist,17.5,22.511595399742998
3200.0,3200.0,3200.0,3200.0,0.0,18.25,7.13486159642,12.5,30.25,203487.0,21700277.0,,PG,CHA,201.0,-1.0,1,SAS,Michael Carter-Williams,20.75,21.500584054126563
6700.0,7200.0,6966.6667,6700.0,169.96731712,38.0,14.8884742894,15.25,57.0,2730.0,21700277.0,,C,CHA,201.0,-1.0,1,SAS,Dwight Howard,24.25,25.283355034000863
5400.0,5700.0,5266.6667,5100.0,205.480466766,31.9583333333,7.61634299093,24.75,47.25,203087.0,21700277.0,,SG/SF,CHA,201.0,-1.0,1,SAS,Jeremy Lamb,23.5,24.25590421561932
3700.0,3900.0,3720.0,3500.0,132.664991614,5.65,6.71118469423,-0.5,16.75,1628403.0,21700279.0,,PF,POR,202.0,4.0,0,WAS,Caleb Swanigan,18.75,18.202680503246754
3400.0,3700.0,3471.4286,3400.0,103.015750728,14.8928571429,3.54777883948,10.25,22.0,202334.0,21700279.0,,PF/C,POR,202.0,4.0,0,WAS,Ed Davis,20.75,20.77457776295408
3200.0,3200.0,3100.0,3000.0,100.0,9.125,8.88907334878,0.0,21.25,203086.0,21700279.0,,PF/C,POR,202.0,4.0,0,WAS,Meyers Leonard,18.75,19.269728332852402
6900.0,7300.0,7085.7143,6900.0,145.686271817,31.8928571429,9.61291648072,11.75,40.5,203468.0,21700279.0,,PG/SG,POR,202.0,4.0,0,WAS,C.J. McCollum,23.5,24.285220799162676
6300.0,7100.0,6785.7143,6500.0,203.038148622,30.4285714286,14.4757890765,16.25,63.25,203994.0,21700279.0,,C,POR,202.0,4.0,0,WAS,Jusuf Nurkic,23.5,24.01842017369653
3000.0,3000.0,3000.0,3000.0,0.0,7.92857142857,3.27248891113,5.0,15.5,1626192.0,21700279.0,,SG/SF,POR,202.0,4.0,0,WAS,Pat Connaughton,18.75,18.918270224312053
3500.0,3700.0,3528.5714,3500.0,69.9854212224,10.5357142857,5.3191509987,1.0,15.75,203090.0,21700279.0,,SF/PF,POR,202.0,4.0,0,WAS,Maurice Harkless,17.75,19.66455737527848
3000.0,3000.0,3000.0,3000.0,0.0,3.45,2.12367605816,0.0,6.0,1627774.0,21700279.0,,SF/PF,POR,202.0,4.0,0,WAS,Jake Layman,18.75,17.451944733141033
3900.0,3700.0,3428.5714,3100.0,243.276948085,19.8571428571,9.02759375358,5.75,32.0,203894.0,21700279.0,,PG/SG,POR,202.0,4.0,0,WAS,Shabazz Napier,22.5,21.90103201480043
3000.0,3000.0,3000.0,3000.0,0.0,2.08333333333,2.18263347562,-1.0,3.75,1628380.0,21700279.0,,PF/C,POR,202.0,4.0,0,WAS,Zach Collins,18.75,16.95758143461353
4200.0,4500.0,4371.4286,4200.0,88.0630571853,13.8214285714,8.37909205544,2.5,26.25,202323.0,21700279.0,,SG/SF,POR,202.0,4.0,0,WAS,Evan Turner,20.75,20.5146202321224
8500.0,9200.0,8857.1429,8300.0,266.496544374,42.9642857143,8.60899505856,30.25,57.0,203081.0,21700279.0,,PG,POR,202.0,4.0,0,WAS,Damian Lillard,23.5,26.067985221619217
3500.0,3600.0,3542.8571,3500.0,49.4871659305,21.5357142857,9.26150690785,14.25,42.0,203943.0,21700279.0,,PF/C,POR,202.0,4.0,0,WAS,Noah Vonleh,23.5,22.25973328631079
3000.0,3000.0,3000.0,3000.0,0.0,3.5,0.0,3.5,3.5,1626191.0,21700279.0,,PF/C,WAS,202.0,-4.0,1,POR,Chris McCullough,18.75,17.46964401562792
3400.0,3400.0,3400.0,3400.0,0.0,8.41666666667,4.70076825872,2.5,15.75,101133.0,21700279.0,,C,WAS,202.0,-4.0,1,POR,Ian Mahinmi,18.75,19.06358223543331
3500.0,3500.0,3500.0,3500.0,0.0,5.75,0.0,5.75,5.75,201160.0,21700279.0,,PF/C,WAS,202.0,-4.0,1,POR,Jason Smith,18.75,18.235408064005185
4500.0,4800.0,4716.6667,4600.0,68.7184270936,19.0833333333,6.12145589074,11.5,27.0,202693.0,21700279.0,,SF/PF,WAS,202.0,-4.0,1,POR,Markieff Morris,22.5,21.732383432624562
6000.0,6300.0,6200.0,6100.0,57.735026919,27.0,7.97391580927,15.75,38.75,203490.0,21700279.0,,SF/PF,WAS,202.0,-4.0,1,POR,Otto Porter,19.75,23.367874856411756
3600.0,3600.0,3500.0,3400.0,81.6496580928,11.6666666667,6.84298099434,6.25,26.5,204025.0,21700279.0,,PG,WAS,202.0,-4.0,1,POR,Tim Frazier,18.75,19.96724286849335
4900.0,5400.0,5266.6667,5100.0,110.554159679,29.4583333333,8.85580867127,11.75,41.0,101162.0,21700279.0,,C,WAS,202.0,-4.0,1,POR,Marcin Gortat,19.75,23.83793456903019
3400.0,3400.0,3400.0,3400.0,0.0,9.20833333333,2.03826246811,5.25,12.0,201975.0,21700279.0,,SG,WAS,202.0,-4.0,1,POR,Jodie Meeks,18.75,19.293622272031183
7400.0,8000.0,7583.3333,7200.0,279.384243571,38.1666666667,5.64886911003,33.5,50.0,203078.0,21700279.0,,SG,WAS,202.0,-4.0,1,POR,Bradley Beal,23.5,25.347799133047797
3200.0,3200.0,3200.0,3200.0,0.0,7.625,5.625,2.0,13.25,203107.0,21700279.0,,PG/SG,WAS,202.0,-4.0,1,POR,Tomas Satoransky,18.75,18.826511936628314
4300.0,4700.0,4516.6667,4400.0,89.7527467856,18.5416666667,6.94084629006,9.5,30.5,1626162.0,21700279.0,,SG/SF,WAS,202.0,-4.0,1,POR,Kelly Oubre Jr.,21.5,21.612990109382615
3500.0,3500.0,3375.0,3200.0,108.972473589,13.5,7.08651889153,3.5,21.25,203118.0,21700279.0,,PF,WAS,202.0,-4.0,1,POR,Mike Scott,20.75,20.435159929415335
3800.0,3800.0,3700.0,3600.0,100.0,20.5416666667,7.26208284325,9.75,32.5,1627783.0,21700280.0,,PF,TOR,209.0,-7.0,0,ATL,Pascal Siakam,22.0,22.394956311321778
8200.0,8400.0,8100.0,7600.0,294.392028878,41.1666666667,10.9636393998,23.75,58.0,201942.0,21700280.0,,SG/SF,TOR,209.0,-7.0,0,ATL,DeMar DeRozan,19.25,26.08271958736345
3300.0,3600.0,3466.6667,3300.0,137.436854187,9.83333333333,3.71277823499,2.25,14.5,1627751.0,21700280.0,,PF/C,TOR,209.0,-7.0,0,ATL,Jakob Poeltl,20.75,19.887582932734773
3500.0,3500.0,3250.0,3000.0,250.0,20.7916666667,7.28642668864,13.25,35.25,1627832.0,21700280.0,,PG,TOR,209.0,-7.0,0,ATL,Fred VanVleet,22.25,22.447551743302107
7700.0,8200.0,7866.6667,7300.0,329.983164554,46.9583333333,9.02013565431,28.75,57.0,200768.0,21700280.0,,PG,TOR,209.0,-7.0,0,ATL,Kyle Lowry,19.25,26.85848622061799
4800.0,5200.0,4933.3333,4700.0,169.96731712,19.3333333333,6.53622385038,10.75,31.0,202685.0,21700280.0,,C,TOR,209.0,-7.0,0,ATL,Jonas Valanciunas,23.25,22.137947889463383
3000.0,3000.0,3000.0,3000.0,0.0,5.16666666667,2.55223213852,2.0,8.25,203485.0,21700280.0,,PG,TOR,209.0,-7.0,0,ATL,Lorenzo Brown,20.75,18.524323935579066
3400.0,3400.0,3400.0,3400.0,0.0,5.625,7.56051971318,0.0,20.0,203512.0,21700280.0,,C,TOR,209.0,-7.0,0,ATL,Lucas Nogueira,20.75,18.669014688095935
3900.0,3700.0,3700.0,3700.0,0.0,23.625,2.125,21.5,25.75,1626181.0,21700280.0,,SG/SF,TOR,209.0,-7.0,0,ATL,Norman Powell,21.0,23.03055069038287
3700.0,3800.0,3483.3333,3000.0,343.592135468,11.4583333333,5.78326729069,6.25,23.5,1628384.0,21700280.0,,SF/PF,TOR,209.0,-7.0,0,ATL,OG Anunoby,20.75,20.312140098626337
4900.0,5300.0,5140.0,5000.0,101.980390272,20.2,2.56612548407,15.25,22.75,201586.0,21700280.0,,PF/C,TOR,209.0,-7.0,0,ATL,Serge Ibaka,22.5,22.3227600676723
3400.0,3700.0,3540.0,3500.0,80.0,9.75,4.51386752132,4.75,18.0,1627098.0,21700280.0,,PG/SG,ATL,209.0,7.0,1,TOR,Malcolm Delaney,20.75,19.865199788987322
3300.0,3400.0,3250.0,3000.0,180.277563773,12.125,8.91715341351,1.5,28.5,1628463.0,21700280.0,,PF,ATL,209.0,7.0,1,TOR,Tyler Cavanaugh,20.75,20.48027264577678
4800.0,5300.0,5050.0,4600.0,221.735578261,29.875,12.1481737311,17.5,55.0,203473.0,21700280.0,,C,ATL,209.0,7.0,1,TOR,Dewayne Dedmon,19.5,24.233315777471137
3700.0,3900.0,3850.0,3800.0,50.0,10.875,6.63442725486,2.75,20.0,101141.0,21700280.0,,SF/PF,ATL,209.0,7.0,1,TOR,Ersan Ilyasova,20.75,20.16224561525587
4900.0,5300.0,5066.6667,4800.0,159.861050777,26.125,9.38388467889,10.75,41.25,1627752.0,21700280.0,,SG/SF,ATL,209.0,7.0,1,TOR,Taurean Prince,27.25,23.525583679826163
5200.0,4800.0,4650.0,4400.0,138.443731049,28.375,7.11622266375,20.0,39.5,1628381.0,21700280.0,,PF/C,ATL,209.0,7.0,1,TOR,John Collins,33.25,23.955387854580284
4000.0,4100.0,3916.6667,3800.0,106.718737291,23.8333333333,7.56040489803,9.5,31.25,201158.0,21700280.0,,SG,ATL,209.0,7.0,1,TOR,Marco Belinelli,19.25,23.07249347415611
5300.0,5500.0,5233.3333,4900.0,221.108319357,28.875,9.13754844948,19.25,44.5,203145.0,21700280.0,,SG/SF,ATL,209.0,7.0,1,TOR,Kent Bazemore,23.25,24.04881137876087
3000.0,3000.0,3000.0,3000.0,0.0,4.375,3.90712490202,0.0,8.75,1627761.0,21700280.0,,SG/SF,ATL,209.0,7.0,1,TOR,DeAndre' Bembry,20.75,18.268455425242536
6700.0,7100.0,6683.3333,6300.0,240.947204913,34.75,6.70198975429,23.0,43.0,203471.0,21700280.0,,PG,ATL,209.0,7.0,1,TOR,Dennis Schroder,19.0,25.085957276721807
3000.0,3000.0,3000.0,3000.0,0.0,11.25,5.25,6.0,16.5,203705.0,21700280.0,,PG,ATL,209.0,7.0,1,TOR,Josh Magette,20.75,20.25891351767141
6300.0,6700.0,6516.6667,6300.0,121.335164821,31.5416666667,6.29056281707,20.75,40.25,1627759.0,21700281.0,,SG/SF,BOS,205.0,-4.0,0,IND,Jaylen Brown,23.5,24.35074431556796
4300.0,5300.0,4616.6667,4400.0,323.608130649,16.375,12.1481737311,2.5,38.0,1626179.0,21700281.0,,PG/SG,BOS,205.0,-4.0,0,IND,Terry Rozier,22.5,21.27473135094801
3000.0,3000.0,3000.0,3000.0,0.0,4.0,0.0,4.0,4.0,1627824.0,21700281.0,,PF/C,BOS,205.0,-4.0,0,IND,Guerschon Yabusele,20.75,17.856620444124427
3200.0,3200.0,3200.0,3200.0,0.0,5.125,5.21765831895,0.0,15.25,1628400.0,21700281.0,,SF/PF,BOS,205.0,-4.0,0,IND,Semi Ojeleye,20.75,18.232969924754915
5100.0,6300.0,5550.0,5100.0,373.050488093,20.4166666667,5.29478254721,13.75,31.25,203935.0,21700281.0,,SG/SF,BOS,205.0,-4.0,0,IND,Marcus Smart,22.5,22.16566485385087
3000.0,3000.0,3000.0,3000.0,0.0,2.5,3.0,-0.5,5.5,1627846.0,21700281.0,,PF,BOS,205.0,-4.0,0,IND,Abdel Nader,20.75,17.33146966546628
3300.0,3300.0,3300.0,3300.0,0.0,5.3,4.4955533586,2.5,14.25,1628464.0,21700281.0,,PF/C,BOS,205.0,-4.0,0,IND,Daniel Theis,20.75,18.290128978452934
3500.0,3800.0,3600.0,3500.0,115.470053838,11.6666666667,8.90653630144,5.5,30.75,203382.0,21700281.0,,C,BOS,205.0,-4.0,0,IND,Aron Baynes,20.75,20.134208795951324
6000.0,6200.0,5983.3333,5700.0,177.169096879,29.2916666667,7.07904281822,18.5,37.75,1628369.0,21700281.0,,SF/PF,BOS,205.0,-4.0,0,IND,Jayson Tatum,23.0,23.93872941093815
7000.0,7600.0,7366.6667,6900.0,274.873708375,30.2916666667,3.81722157538,24.5,36.25,201143.0,21700281.0,,PF/C,BOS,205.0,-4.0,0,IND,Al Horford,19.5,24.123821727750382
8300.0,8500.0,8300.0,8100.0,152.752523165,42.9166666667,9.61083011792,34.25,62.75,202681.0,21700281.0,,PG,BOS,205.0,-4.0,0,IND,Kyrie Irving,19.5,26.1716659706722
3200.0,3500.0,3275.0,3200.0,129.903810568,3.75,2.45586033805,0.0,6.5,203499.0,21700281.0,,PG,BOS,205.0,-4.0,0,IND,Shane Larkin,20.75,17.770914217273795
6300.0,7200.0,6860.0,6700.0,185.47236991,28.6,11.1731821788,17.75,49.75,1626167.0,21700281.0,,C,IND,205.0,4.0,1,BOS,Myles Turner,23.75,23.80889922834244
3000.0,3000.0,3000.0,3000.0,0.0,4.5,3.19667796314,0.0,8.75,1628388.0,21700281.0,,SF/PF,IND,205.0,4.0,1,BOS,TJ Leaf,20.75,18.02578243838301
5900.0,6300.0,6080.0,5700.0,222.710574513,29.55,6.67345487735,17.0,36.75,201152.0,21700281.0,,SF/PF,IND,205.0,4.0,1,BOS,Thaddeus Young,19.5,23.986843096825094
3500.0,3700.0,3620.0,3600.0,40.0,17.95,7.07354225265,6.25,26.25,202709.0,21700281.0,,PG,IND,205.0,4.0,1,BOS,Cory Joseph,22.5,21.629526304828754
7800.0,8000.0,7600.0,7100.0,289.827534924,43.85,13.5135117568,27.75,65.75,203506.0,21700281.0,,PG/SG,IND,205.0,4.0,1,BOS,Victor Oladipo,19.5,26.300970030622306
5800.0,6100.0,5940.0,5500.0,224.499443206,33.9,5.66259657754,30.0,45.0,201954.0,21700281.0,,PG,IND,205.0,4.0,1,BOS,Darren Collison,19.25,24.764982959546384
4600.0,4500.0,4420.0,4300.0,74.8331477355,29.05,8.20731381147,21.75,40.75,202711.0,21700281.0,,SG/SF,IND,205.0,4.0,1,BOS,Bojan Bogdanovic,23.25,23.8935335395281
3000.0,3000.0,3000.0,3000.0,0.0,1.0,0.0,1.0,1.0,1626202.0,21700281.0,,PG/SG,IND,205.0,4.0,1,BOS,Joe Young,20.75,16.782023549043338
3500.0,3700.0,3560.0,3500.0,80.0,21.65,6.29007154172,9.25,26.25,202362.0,21700281.0,,SG/SF,IND,205.0,4.0,1,BOS,Lance Stephenson,22.5,22.426019895171926
3000.0,3000.0,3000.0,3000.0,0.0,2.0,0.0,2.0,2.0,2863.0,21700281.0,,SG/SF,IND,205.0,4.0,1,BOS,Damien Wilkins,20.75,17.15083455184771
5600.0,5900.0,5680.0,5300.0,203.960780544,23.7,4.20238027789,15.5,27.5,1627734.0,21700281.0,,PF/C,IND,205.0,4.0,1,BOS,Domantas Sabonis,16.5,22.84853968333538
3700.0,3900.0,3750.0,3700.0,76.3762615826,20.875,9.10557292724,10.5,37.0,101127.0,21700282.0,,PG,NYK,217.0,15.0,0,HOU,Jarrett Jack,28.75,22.900351565776887
6800.0,6700.0,6516.6667,6200.0,177.169096879,42.625,12.2514880049,27.75,61.0,203501.0,21700282.0,,SG/SF,NYK,217.0,15.0,0,HOU,Tim Hardaway Jr.,23.5,26.637485586775757
3400.0,3500.0,3466.6667,3400.0,47.1404520791,7.83333333333,6.66562491861,2.75,17.25,1626195.0,21700282.0,,,NYK,217.0,15.0,0,HOU,,21.25,19.858571232139635
3300.0,3400.0,3400.0,3400.0,0.0,9.375,3.375,6.0,12.75,201196.0,21700282.0,,PG,NYK,217.0,15.0,0,HOU,Ramon Sessions,21.25,20.270579309656128
4800.0,4700.0,4433.3333,4100.0,213.437474581,29.875,6.63442725486,19.0,37.75,201584.0,21700282.0,,SG/SF,NYK,217.0,15.0,0,HOU,Courtney Lee,10.25,24.63839133049588
3400.0,3400.0,3400.0,3400.0,0.0,6.70833333333,3.42605417678,2.0,12.5,202498.0,21700282.0,,SF/PF,NYK,217.0,15.0,0,HOU,Lance Thomas,21.25,19.544045869066096
3500.0,3700.0,3533.3333,3500.0,74.53559925,15.0,5.80050285176,6.0,25.25,203926.0,21700282.0,,SF/PF,NYK,217.0,15.0,0,HOU,Doug McDermott,21.75,21.63152968368142
3300.0,3400.0,3400.0,3400.0,0.0,11.125,6.875,4.25,18.0,201563.0,21700282.0,,SF/PF,NYK,217.0,15.0,0,HOU,Michael Beasley,21.25,20.715108106094753
6000.0,6600.0,6380.0,6000.0,213.541565041,31.2,10.8148046677,19.0,47.0,202683.0,21700282.0,,PF/C,NYK,217.0,15.0,0,HOU,Enes Kanter,19.5,24.872732548319583
3800.0,4000.0,3916.6667,3800.0,89.7527467856,12.8333333333,7.65896352141,-0.5,24.25,1628373.0,21700282.0,,PG/SG,NYK,217.0,15.0,0,HOU,Frank Ntilikina,25.0,21.129188352926924
3500.0,3900.0,3666.6667,3500.0,124.721912892,12.875,3.3408768809,8.0,18.5,203124.0,21700282.0,,PF/C,NYK,217.0,15.0,0,HOU,Kyle O'Quinn,25.0,21.139073511867004
8600.0,9600.0,8950.0,8600.0,320.156211872,38.3333333333,6.54100315106,25.5,46.0,204001.0,21700282.0,,PF/C,NYK,217.0,15.0,0,HOU,Kristaps Porzingis,23.5,26.029164670337853
3800.0,3800.0,3775.0,3700.0,43.3012701892,18.5,6.7592529173,7.25,25.25,200782.0,21700282.0,,SF/PF,HOU,217.0,-15.0,1,NYK,P.J. Tucker,21.75,22.401388275262434
4700.0,4700.0,4533.3333,4400.0,124.721912892,24.8333333333,6.18241233033,19.5,33.5,201583.0,21700282.0,,PF/C,HOU,217.0,-15.0,1,NYK,Ryan Anderson,24.5,23.694862172820372
11500.0,12700.0,11850.0,11100.0,668.954408013,56.1875,9.90166494838,41.5,67.5,201935.0,21700282.0,,PG/SG,HOU,217.0,-15.0,1,NYK,James Harden,23.5,28.161253114668895
3500.0,3500.0,3375.0,3000.0,216.506350946,15.25,7.59317127424,3.75,24.75,204028.0,21700282.0,,PF/C,HOU,217.0,-15.0,1,NYK,Tarik Black,21.75,21.688086984306757
3400.0,3300.0,3266.6667,3200.0,47.1404520791,19.8333333333,6.15877873897,14.75,28.5,2403.0,21700282.0,,C,HOU,217.0,-15.0,1,NYK,Nene Hilario,29.75,22.683631065637357
3000.0,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,1627743.0,21700282.0,,PG,HOU,217.0,-15.0,1,NYK,Demetrius Jackson,21.25,17.378040980868946
3600.0,3600.0,3533.3333,3500.0,47.1404520791,16.8333333333,8.98455464796,6.0,28.0,201601.0,21700282.0,,SF/PF,HOU,217.0,-15.0,1,NYK,Luc Richard Mbah a Moute,21.75,22.040410247009007
