max(s1.salary),max(s2.salary),avg(s2.salary),min(s2.salary),stddev(s2.salary),avg(t2.DKFPS),std(t2.DKFPS),min(t2.DKFPS),max(t2.DKFPS),player_id,game_id,Target,Position,team,ou,odds,home,OPP,Name,AdaBoost,Neural Network
6600.0,7200.0,6950.0,6700.0,206.155281281,30.25,8.16049937197,17.0,39.25,203991.0,21700282.0,,C,HOU,217.0,-15.0,1,NYK,Clint Capela,10.25,24.705312239768716
5200.0,5200.0,5150.0,5100.0,50.0,28.875,8.1576267995,18.0,37.0,2772.0,21700282.0,,SG/SF,HOU,217.0,-15.0,1,NYK,Trevor Ariza,19.0,24.4576634039304
7800.0,7500.0,7366.6667,7100.0,188.561808316,41.5,7.82091213777,35.0,52.5,101108.0,21700282.0,,PG/SG,HOU,217.0,-15.0,1,NYK,Chris Paul,23.5,26.484322505133395
5500.0,6600.0,6266.6667,6000.0,249.443825785,19.0,3.40954542425,15.25,23.5,201569.0,21700282.0,,SG,HOU,217.0,-15.0,1,NYK,Eric Gordon,23.25,22.50788260194348
3100.0,3100.0,3100.0,3100.0,0.0,2.75,2.7726341266,0.5,7.5,201628.0,21700282.0,,PG,HOU,217.0,-15.0,1,NYK,Bobby Brown,21.25,18.328804438392638
3500.0,3500.0,3500.0,3500.0,0.0,11.9583333333,4.84857510569,4.0,18.0,201967.0,21700284.0,,SF/PF,NOP,229.0,11.0,0,GSW,Dante Cunningham,27.75,21.659796427545142
10600.0,11000.0,10300.0,9600.0,489.897948557,43.5416666667,11.075890358,28.25,61.25,203076.0,21700284.0,,PF/C,NOP,229.0,11.0,0,GSW,Anthony Davis,20.0,27.33143080625506
3500.0,3900.0,3766.6667,3600.0,94.2809041582,18.125,6.651675854,8.0,27.0,2749.0,21700284.0,,PG/SG,NOP,229.0,11.0,0,GSW,Jameer Nelson,32.25,23.0249551548606
3300.0,3300.0,3300.0,3300.0,0.0,6.2,4.73655993312,0.0,11.75,1627767.0,21700284.0,,PF,NOP,229.0,11.0,0,GSW,Cheick Diallo,26.25,20.21855395993032
3000.0,3000.0,3000.0,3000.0,0.0,1.5,0.0,1.5,1.5,1628429.0,21700284.0,,SG,NOP,229.0,11.0,0,GSW,Charles Cooke,26.25,18.837416662658697
11000.0,11400.0,10983.3333,10300.0,357.848509226,45.375,10.5106592721,26.0,58.0,202326.0,21700284.0,,PF/C,NOP,229.0,11.0,0,GSW,DeMarcus Cousins,20.0,27.554333705640644
3000.0,3000.0,3000.0,3000.0,0.0,11.3333333333,3.92286743198,7.0,16.5,2754.0,21700284.0,,SG/SF,NOP,229.0,11.0,0,GSW,Tony Allen,26.25,21.512963490583886
5100.0,5200.0,4750.0,4400.0,281.365716936,19.3333333333,7.15842549417,4.5,26.5,200765.0,21700284.0,,PG,NOP,229.0,11.0,0,GSW,Rajon Rondo,32.0,23.277746335874514
6200.0,6800.0,6483.3333,6100.0,211.476292341,28.1666666667,5.75482889021,16.25,34.5,201950.0,21700284.0,,PG/SG,NOP,229.0,11.0,0,GSW,Jrue Holiday,20.0,24.99136434724967
3400.0,3300.0,3250.0,3000.0,111.803398875,21.4166666667,7.00842746667,8.0,28.25,203121.0,21700284.0,,SF,NOP,229.0,11.0,0,GSW,Darius Miller,39.25,23.703450745814344
3000.0,3000.0,3000.0,3000.0,0.0,3.375,1.375,2.0,4.75,1627883.0,21700284.0,,SF,NOP,229.0,11.0,0,GSW,Jalen Jones,26.25,19.415798054577124
3700.0,4100.0,3933.3333,3700.0,149.0711985,20.2083333333,7.90756055234,10.0,34.5,202734.0,21700284.0,,SG/SF,NOP,229.0,11.0,0,GSW,E'Twaun Moore,36.75,23.45810115671563
3300.0,3400.0,3400.0,3400.0,0.0,6.8125,2.74644656784,2.75,10.0,203546.0,21700284.0,,PG/SG,NOP,229.0,11.0,0,GSW,Ian Clark,26.25,20.382937746330995
3000.0,3000.0,3000.0,3000.0,0.0,14.9,2.43721152139,11.0,18.25,1626172.0,21700284.0,,SF/PF,GSW,229.0,-11.0,1,NOP,Kevon Looney,31.25,22.328056195490696
3000.0,3000.0,3000.0,3000.0,0.0,18.625,17.375,1.25,36.0,1628395.0,21700284.0,,PF/C,GSW,229.0,-11.0,1,NOP,Jordan Bell,23.25,23.13008668999929
3000.0,3000.0,3000.0,3000.0,0.0,6.04166666667,3.95394493583,2.75,12.75,201580.0,21700284.0,,C,GSW,229.0,-11.0,1,NOP,JaVale McGee,26.25,20.175540592318576
3500.0,3500.0,3466.6667,3300.0,74.53559925,17.4166666667,7.40729745289,5.75,28.25,2561.0,21700284.0,,PF/C,GSW,229.0,-11.0,1,NOP,David West,37.5,22.874723696142734
9600.0,9600.0,9220.0,8700.0,305.941170816,48.9,12.9707362937,31.0,69.25,201939.0,21700284.0,,PG/SG,GSW,229.0,-11.0,1,NOP,Stephen Curry,20.0,27.95213533116435
7200.0,7800.0,7580.0,7300.0,160.0,33.4,3.31888535506,27.0,36.5,203110.0,21700284.0,,PF/C,GSW,229.0,-11.0,1,NOP,Draymond Green,15.25,25.884157817635842
3100.0,3100.0,3100.0,3100.0,0.0,16.75,6.45497224368,9.75,30.25,2585.0,21700284.0,,C,GSW,229.0,-11.0,1,NOP,Zaza Pachulia,33.25,22.731914187273965
3200.0,3300.0,3220.0,3200.0,40.0,3.95,5.64668044075,-0.5,14.75,1627775.0,21700284.0,,SG/SF,GSW,229.0,-11.0,1,NOP,Patrick McCaw,26.25,19.585573616856195
6700.0,7400.0,7033.3333,6700.0,228.521820013,30.7916666667,8.5542590107,20.0,44.0,202691.0,21700284.0,,SG,GSW,229.0,-11.0,1,NOP,Klay Thompson,11.25,25.45139182256759
3600.0,3600.0,3550.0,3500.0,50.0,11.7916666667,8.28202957547,2.5,29.0,2733.0,21700284.0,,PG/SG,GSW,229.0,-11.0,1,NOP,Shaun Livingston,27.75,21.62082531501047
3300.0,3300.0,3300.0,3300.0,0.0,12.5833333333,6.13844895357,6.0,25.5,201156.0,21700284.0,,SG,GSW,229.0,-11.0,1,NOP,Nick Young,27.75,21.804795994184147
3600.0,3600.0,3400.0,3300.0,141.421356237,16.5416666667,7.70608075195,3.25,27.5,201956.0,21700284.0,,SF/PF,GSW,229.0,-11.0,1,NOP,Omri Casspi,34.25,22.6869987509454
3900.0,4000.0,3800.0,3500.0,208.166599947,16.5416666667,5.25875592597,8.0,25.75,2738.0,21700284.0,,SG/SF,GSW,229.0,-11.0,1,NOP,Andre Iguodala,34.25,22.6869987509454
3400.0,3400.0,3400.0,3400.0,0.0,2.6875,2.07947559495,1.25,6.25,1626177.0,21700283.0,,C,OKC,204.0,-6.0,0,DAL,Dakari Johnson,20.75,17.324702296199973
3000.0,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,1628390.0,21700283.0,,SG/SF,OKC,204.0,-6.0,0,DAL,Terrance Ferguson,20.75,16.325901748465803
3100.0,3100.0,3100.0,3100.0,0.0,5.65,4.01434926233,-0.5,10.25,202335.0,21700283.0,,PF/C,OKC,204.0,-6.0,0,DAL,Patrick Patterson,20.75,18.335969724604556
10900.0,10800.0,10520.0,10300.0,172.046505341,57.25,12.8714801014,38.75,70.0,201566.0,21700283.0,,PG,OKC,204.0,-6.0,0,DAL,Russell Westbrook,19.5,27.81638379582269
5400.0,5700.0,5550.0,5200.0,206.155281281,29.8125,5.71558997392,20.75,36.0,203500.0,21700283.0,,C,OKC,204.0,-6.0,0,DAL,Steven Adams,19.5,23.990901203684306
3000.0,3000.0,3000.0,3000.0,0.0,3.75,2.66926956301,1.25,7.25,203962.0,21700283.0,,SF/PF,OKC,204.0,-6.0,0,DAL,Josh Huestis,20.75,17.699367815310936
3400.0,3400.0,3400.0,3400.0,0.0,7.75,3.78483817356,2.0,12.25,203518.0,21700283.0,,SG/SF,OKC,204.0,-6.0,0,DAL,Alex Abrines,20.75,18.98876633263663
6800.0,7000.0,6860.0,6700.0,101.980390272,35.55,2.93853705098,32.25,40.75,2546.0,21700283.0,,SF/PF,OKC,204.0,-6.0,0,DAL,Carmelo Anthony,22.25,25.001950373825068
3300.0,3400.0,3320.0,3300.0,40.0,12.25,1.58902485821,9.25,13.5,101109.0,21700283.0,,PG/SG,OKC,204.0,-6.0,0,DAL,Raymond Felton,20.75,20.22806807223092
8900.0,8700.0,8500.0,8300.0,126.491106407,39.4,11.3705760628,19.75,50.25,202331.0,21700283.0,,SF,OKC,204.0,-6.0,0,DAL,Paul George,19.5,25.61748132986736
3400.0,3300.0,3300.0,3300.0,0.0,14.4,4.70797196253,8.0,22.25,203460.0,21700283.0,,SG/SF,OKC,204.0,-6.0,0,DAL,Andre Roberson,22.5,20.7598867446519
3900.0,4300.0,4260.0,4100.0,80.0,16.0,9.56164211838,8.0,34.75,203924.0,21700283.0,,SF/PF,OKC,204.0,-6.0,0,DAL,Jerami Grant,23.0,21.13699253966248
4200.0,4300.0,4260.0,4100.0,80.0,27.3,7.15960892787,14.25,34.75,200826.0,21700283.0,,PG/SG,DAL,204.0,6.0,1,OKC,J.J. Barea,26.25,23.515206406514043
3000.0,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,203481.0,21700283.0,,C,DAL,204.0,6.0,1,OKC,Jeff Withey,20.75,16.325901748465803
3300.0,3200.0,3100.0,3000.0,100.0,14.0625,8.34111615733,2.0,23.75,203939.0,21700283.0,,PF/C,DAL,204.0,6.0,1,OKC,Dwight Powell,20.75,20.67845029793098
3100.0,3300.0,3300.0,3300.0,0.0,12.3,6.4389440128,6.25,24.0,1626257.0,21700283.0,,C,DAL,204.0,6.0,1,OKC,Salah Mejri,20.75,20.24081166817803
3000.0,3000.0,3000.0,3000.0,0.0,6.45,2.30976189249,3.25,9.75,1628467.0,21700283.0,,PF,DAL,204.0,6.0,1,OKC,Maxi Kleber,20.75,18.590864416119945
5800.0,6300.0,6000.0,5600.0,260.768096208,33.7,5.40231431888,27.5,43.0,203084.0,21700283.0,,SF/PF,DAL,204.0,6.0,1,OKC,Harrison Barnes,19.25,24.687881812558896
3800.0,3800.0,3800.0,3800.0,0.0,13.25,5.99583188557,6.25,23.5,1627812.0,21700283.0,,PG/SG,DAL,204.0,6.0,1,OKC,Yogi Ferrell,20.75,20.47939428815046
3000.0,3000.0,3000.0,3000.0,0.0,1.5,0.0,1.5,1.5,1628499.0,21700283.0,,SG,DAL,204.0,6.0,1,OKC,Antonius Cleveland,20.75,16.891487140370796
4300.0,4700.0,4480.0,4300.0,146.969384567,25.45,13.3906683926,8.25,43.0,202083.0,21700283.0,,SG/SF,DAL,204.0,6.0,1,OKC,Wesley Matthews,16.5,23.15298112081706
3400.0,3400.0,3400.0,3400.0,0.0,2.8,2.49699819784,0.0,6.75,203457.0,21700283.0,,C,DAL,204.0,6.0,1,OKC,Nerlens Noel,20.75,17.364976043949696
5400.0,6200.0,5820.0,5500.0,256.124969497,25.4,7.38004065029,15.5,37.0,1628372.0,21700283.0,,PG/SG,DAL,204.0,6.0,1,OKC,Dennis Smith Jr.,16.0,23.143053550112633
4400.0,4200.0,4120.0,4000.0,74.8331477355,29.55,4.1575233012,23.75,35.0,1717.0,21700283.0,,PF/C,DAL,204.0,6.0,1,OKC,Dirk Nowitzki,19.5,23.942100620901762
3500.0,3500.0,3500.0,3500.0,0.0,14.125,7.1861411759,2.5,21.5,2734.0,21700283.0,,PG/SG,DAL,204.0,6.0,1,OKC,Devin Harris,20.75,20.69358453495189
3900.0,3300.0,3300.0,3300.0,0.0,17.3,8.36570379586,8.0,33.0,1627748.0,21700285.0,,PF/C,MIL,197.0,1.0,0,UTA,Thon Maker,21.25,21.101430166130033
3000.0,3000.0,3000.0,3000.0,0.0,0.416666666667,0.589255650989,0.0,1.25,1628391.0,21700285.0,,PF/C,MIL,197.0,1.0,0,UTA,D.J. Wilson,21.0,15.957309119481815
4700.0,4800.0,4675.0,4500.0,108.972473589,25.5,9.99374804565,9.0,35.5,203089.0,21700285.0,,C,MIL,197.0,1.0,0,UTA,John Henson,23.0,22.86126006908057
10800.0,11500.0,11250.0,10800.0,269.258240357,49.5,5.82827161344,42.5,55.75,203507.0,21700285.0,,SF/PF,MIL,197.0,1.0,0,UTA,Giannis Antetokounmpo,23.5,26.770028424732306
5100.0,5400.0,5180.0,4900.0,193.907194297,15.8,9.29031754032,4.25,27.0,1627763.0,21700285.0,,PG/SG,MIL,197.0,1.0,0,UTA,Malcolm Brogdon,21.75,20.749470427790875
6900.0,6500.0,6360.0,6100.0,149.666295471,35.3,10.9469173743,18.0,49.5,202339.0,21700285.0,,PG/SG,MIL,197.0,1.0,0,UTA,Eric Bledsoe,23.5,24.690343478393068
7100.0,6900.0,6700.0,6500.0,141.421356237,39.25,15.3687995628,25.5,63.75,203114.0,21700285.0,,SG/SF,MIL,197.0,1.0,0,UTA,Khris Middleton,23.5,25.33923864928479
3000.0,3000.0,3000.0,3000.0,0.0,3.5,0.0,3.5,3.5,1626173.0,21700285.0,,PG/SF,MIL,197.0,1.0,0,UTA,Rashad Vaughn,21.0,17.122613384318598
3000.0,3000.0,3000.0,3000.0,0.0,8.16666666667,4.18993502999,2.5,12.5,1627780.0,21700285.0,,SG,MIL,197.0,1.0,0,UTA,Gary Payton II,21.0,18.692816813406935
3000.0,3000.0,3000.0,3000.0,0.0,4.5,0.0,4.5,4.5,1628425.0,21700285.0,,SG,MIL,197.0,1.0,0,UTA,Sterling Brown,21.0,17.48109810926374
3000.0,3000.0,3000.0,3000.0,0.0,2.0,2.0,0.0,4.0,1891.0,21700285.0,,PG/SG,MIL,197.0,1.0,0,UTA,Jason Terry,21.0,16.56537579586067
3500.0,3000.0,3000.0,3000.0,0.0,12.9,7.0862542997,4.75,26.0,202732.0,21700285.0,,PG/SF,MIL,197.0,1.0,0,UTA,DeAndre Liggins,20.75,20.02863263761986
3800.0,3800.0,3800.0,3800.0,0.0,17.1,5.20480547187,9.75,25.5,203503.0,21700285.0,,SG/SF,MIL,197.0,1.0,0,UTA,Tony Snell,21.0,21.055197634793686
6600.0,7100.0,6620.0,5600.0,538.144961883,33.7,14.6896221871,16.0,60.25,101150.0,21700286.0,,PG/SG,LAC,203.0,-5.0,0,SAC,Lou Williams,19.5,24.64599842869628
8800.0,9300.0,8920.0,8700.0,203.960780544,46.0,8.87693640847,36.5,58.5,201933.0,21700286.0,,PF/C,LAC,203.0,-5.0,0,SAC,Blake Griffin,22.25,26.516507618256934
3000.0,3000.0,3000.0,3000.0,0.0,8.25,6.77080128198,0.0,16.0,203186.0,21700286.0,,C,LAC,203.0,-5.0,0,SAC,Willie Reed,20.75,19.07517284827349
3000.0,3200.0,3200.0,3200.0,0.0,10.0833333333,4.05346216901,6.5,15.75,1626149.0,21700286.0,,PF/C,LAC,203.0,-5.0,0,SAC,Montrezl Harrell,20.75,19.597655180676316
3000.0,3000.0,3000.0,3000.0,0.0,7.65,2.47790233867,4.25,11.25,1628393.0,21700286.0,,PG,LAC,203.0,-5.0,0,SAC,Jawun Evans,20.75,18.896222236843585
3000.0,3000.0,3000.0,3000.0,0.0,3.375,2.48432586429,0.0,7.0,203710.0,21700286.0,,SG,LAC,203.0,-5.0,0,SAC,C.J. Williams,20.75,17.49672317899375
3000.0,3000.0,3000.0,3000.0,0.0,10.4,2.17140507506,7.0,12.75,1626155.0,21700286.0,,SF/PF,LAC,203.0,-5.0,0,SAC,Sam Dekker,20.75,19.68443126188118
4000.0,3900.0,3820.0,3700.0,74.8331477355,28.7,10.2815368501,14.75,45.25,202325.0,21700286.0,,SF/PF,LAC,203.0,-5.0,0,SAC,Wesley Johnson,29.0,23.738320831960035
3000.0,3000.0,3000.0,3000.0,0.0,1.25,0.0,1.25,1.25,203966.0,21700286.0,,SF/PF,LAC,203.0,-5.0,0,SAC,Jamil Wilson,20.75,16.722469617027734
3100.0,3200.0,3120.0,3000.0,97.9795897113,9.2,7.63773526643,0.0,20.25,1628414.0,21700286.0,,SG,LAC,203.0,-5.0,0,SAC,Sindarius Thornwell,20.75,19.35032689749561
6800.0,7000.0,6740.0,6600.0,149.666295471,32.9,16.3007668531,8.75,56.5,201599.0,21700286.0,,C,LAC,203.0,-5.0,0,SAC,DeAndre Jordan,22.25,24.506192439226403
5000.0,5600.0,5360.0,5100.0,185.47236991,23.05,7.47228211459,12.75,35.5,203085.0,21700286.0,,PG/SG,LAC,203.0,-5.0,0,SAC,Austin Rivers,17.5,22.62155111169323
4600.0,5200.0,5125.0,5000.0,82.9156197589,17.1875,5.68543918708,11.25,26.25,1627741.0,21700286.0,,SG/SF,SAC,203.0,5.0,1,LAC,Buddy Hield,23.0,21.358430614693734
3300.0,3400.0,3350.0,3200.0,86.6025403784,8.8125,6.12723173627,0.0,17.0,1628382.0,21700286.0,,SG/SF,SAC,203.0,5.0,1,LAC,Justin Jackson,20.75,19.23927492925334
3000.0,3000.0,3000.0,3000.0,0.0,4.75,0.0,4.75,4.75,1713.0,21700286.0,,SG/SF,SAC,203.0,5.0,1,LAC,Vince Carter,20.75,17.971004522980255
5200.0,5200.0,5000.0,4900.0,115.470053838,25.875,12.0716178838,6.0,47.25,2216.0,21700286.0,,PF/C,SAC,203.0,5.0,1,LAC,Zach Randolph,19.75,23.19152781638681
3400.0,3800.0,3666.6667,3500.0,110.554159679,12.7916666667,3.25773651823,8.75,18.0,1627746.0,21700286.0,,PF/C,SAC,203.0,5.0,1,LAC,Skal Labissiere,20.75,20.310949072232038
3400.0,3400.0,3350.0,3300.0,50.0,18.0833333333,9.5999855324,5.75,32.75,201585.0,21700286.0,,C,SAC,203.0,5.0,1,LAC,Kosta Koufos,22.5,21.55961124103299
3500.0,3600.0,3533.3333,3500.0,47.1404520791,14.25,6.57330459764,5.25,25.5,202066.0,21700286.0,,PG/SG,SAC,203.0,5.0,1,LAC,Garrett Temple,20.75,20.67127757068146
3000.0,3000.0,3000.0,3000.0,0.0,4.5,3.03623945037,0.0,8.5,1627781.0,21700286.0,,SG/SF,SAC,203.0,5.0,1,LAC,Malachi Richardson,20.75,17.886452278401062
3000.0,3000.0,3000.0,3000.0,0.0,17.4,8.58137518117,4.25,27.75,1628412.0,21700286.0,,,SAC,203.0,5.0,1,LAC,,22.5,21.406466364838472
4200.0,4100.0,3966.6667,3800.0,110.554159679,22.5416666667,8.85933672586,5.25,34.25,201588.0,21700286.0,,PG/SG,SAC,203.0,5.0,1,LAC,George Hill,17.5,22.516516212879182
4900.0,4700.0,4466.6667,4200.0,169.96731712,26.125,13.3281891118,7.75,42.5,1626161.0,21700286.0,,PF/C,SAC,203.0,5.0,1,LAC,Willie Cauley-Stein,19.75,23.240857979803792
4700.0,5300.0,4883.3333,4600.0,267.186992365,19.875,4.92601512381,9.25,24.25,1628368.0,21700286.0,,PG,SAC,203.0,5.0,1,LAC,De'Aaron Fox,22.5,21.952376430301758
3800.0,3900.0,3683.3333,3500.0,134.370962472,16.2916666667,6.41680194663,9.5,29.25,203992.0,21700286.0,,SG/SF,SAC,203.0,5.0,1,LAC,Bogdan Bogdanovic,23.0,21.153637310826447
