GAME_ID,tdate,player_id,Target,avg(t2.DKFPS),std(t2.DKFPS),min(t2.DKFPS),max(t2.DKFPS),avg(t2.MIN),min(s1.salary),max(s1.salary),avg(s1.salary),team,ou,odds,home,OPP
21600116,21600116-201939,201939,38.25,46.1875,13.698055290806792,35.75,69.75,32.2500,8800,9200,8950.0000,GSW,206,-18,1,DAL
21600119,21600119-201939,201939,51.75,46.8125,13.257515557222627,38.25,69.75,31.5000,8800,9200,8975.0000,GSW,223,-7,0,DEN
21600126,21600126-201566,201566,63,50.5,8.531192765375778,36.25,58.75,31.7500,11900,12900,12375.0000,OKC,206,5,1,LAC
21600141,21600141-201566,201566,83.5,53.125,10.19574053220265,36.25,63,32.2500,11300,12500,11975.0000,OKC,204,-10,1,ORL
21600143,21600143-201939,201939,51.5,49.083333333333336,14.61924150639226,38.25,69.75,32.3333,8800,9000,8900.0000,GSW,227,-17,1,PHX
21600147,21600147-201566,201566,61.75,59.2,15.191609526314188,36.25,83.5,33.4000,11200,12500,11820.0000,OKC,203,-1,0,DET
21600165,21600165-201939,201939,51.25,53.166666666666664,12.913709338872735,38.25,69.75,34.6667,8900,9200,9033.3333,GSW,223,-6,0,TOR
21600164,21600164-201566,201566,54.25,60.375,16.780289776997297,36.25,83.5,34.7500,11200,12200,11650.0000,OKC,219,-3,1,HOU
21600178,21600178-201566,201566,67,64.875,11.18942022626731,54.25,83.5,37.0000,11200,11900,11575.0000,OKC,217,-10,1,BKN
21600179,21600179-201939,201939,41.75,47,6.188026071912324,38.25,51.5,35.0000,9000,9400,9200.0000,GSW,226,-9,0,BOS
21600191,21600191-201939,201939,34.75,45.6875,5.821230003186612,38.25,51.5,35.2500,9000,9400,9200.0000,GSW,218,-9,0,MIL
21600195,21600195-201566,201566,71.25,66.9375,10.615988825823058,54.25,83.5,35.7500,11200,12000,11600.0000,OKC,211,-10,1,IND
21600202,21600202-201939,201939,41,48.166666666666664,4.538416268063367,41.75,51.5,36.6667,9200,9400,9266.6667,GSW,219,-15,0,IND
21600211,21600211-201566,201566,67,68.25,11.973930014828047,54.25,83.5,36.0000,11200,12000,11700.0000,OKC,220,-4,0,LAL
21600224,21600224-201566,201566,62.75,67.9375,10.38384412200029,54.25,83.5,36.0000,11200,12500,11900.0000,OKC,214,2,0,SAC
21600223,21600223-201939,201939,55.75,46.375,5.007806406002532,41,51.5,34.7500,9200,9400,9250.0000,GSW,230,-18,1,LAL
21600235,21600235-201566,201566,81.75,62.75,6.010407640085654,54.25,67,35.3333,11900,12500,12133.3333,OKC,215,-3,0,DEN
21600238,21600238-201939,201939,44.25,47.4375,6.2733937187139786,41,55.75,32.7500,8900,9400,9175.0000,GSW,231,-14,0,LAL
21600242,21600242-201566,201566,61.75,67.5,9.735566239310376,54.25,81.75,36.7500,11900,12500,12100.0000,OKC,203,-5,1,DET
21600244,21600244-201939,201939,54,46.8,5.754128952326321,41,55.75,33.4000,8900,9400,9140.0000,GSW,224,-13,1,MIN
21600255,21600255-201566,201566,75.25,71.91666666666667,6.9532166816677154,67,81.75,37.0000,12000,12500,12166.6667,OKC,216,-1,0,NYK
21600259,21600259-201939,201939,37.75,45.6875,5.932892949480887,41,55.75,32.5000,8900,9200,9075.0000,GSW,218,-14,1,ATL
21600270,21600270-201566,201566,75.5,74.66666666666667,6.035772987410606,67,81.75,37.6667,12000,12500,12333.3333,OKC,216,-6,1,WAS
21600281,21600281-201939,201939,46.75,44.6875,6.787799256754726,37.75,55.75,33.0000,8900,9300,9100.0000,GSW,233,-12,1,HOU
21600299,21600299-201939,201939,38,46.125,6.455375666837678,37.75,55.75,35.2500,8900,9300,9100.0000,GSW,228,-17,1,PHX
21600301,21600301-201566,201566,69.75,77.5,3.0069364254447857,75.25,81.75,39.3333,12000,12600,12366.6667,OKC,215,-6,1,NOP
21600307,21600307-201566,201566,74.25,75.5625,4.247701584386549,69.75,81.75,39.0000,12000,12800,12475.0000,OKC,213,4,0,ATL
21600314,21600314-201939,201939,43,41.6875,3.9146160411973994,37.75,46.75,35.5000,9000,9300,9150.0000,GSW,225,-15,1,IND
21600330,21600330-201939,201939,45.5,41.375,3.7437447829679846,37.75,46.75,33.7500,9000,9300,9150.0000,GSW,225,-4,0,LAC
21600335,21600335-201939,201939,39.25,42.2,3.732961290986018,37.75,46.75,33.6000,8500,9300,9020.0000,GSW,208,-12,0,UTA
21600341,21600341-201566,201566,61,72.625,2.875,69.75,75.5,39.5000,12600,12800,12700.0000,OKC,224,2,1,HOU
21600351,21600351-201939,201939,31,43.3125,3.3511891546136274,38,46.75,32.5000,8500,9200,8950.0000,GSW,212,-13,0,MEM
21600357,21600357-201566,201566,64,65.375,4.375,61,69.75,37.0000,12800,12800,12800.0000,OKC,207,-3,1,BOS
21600358,21600358-201939,201939,43.5,40.85,5.76541412215983,31,46.75,32.2000,8400,9200,8840.0000,GSW,226,-11,0,MIN
21600371,21600371-201939,201939,49,39.375,5.53821947921893,31,45.5,30.7500,8400,9100,8750.0000,GSW,226,-11,0,NOP
21600373,21600373-201566,201566,35.5,64.91666666666667,3.630503485131994,61,69.75,36.6667,12400,12800,12666.6667,OKC,219,3,0,POR
21600382,21600382-201566,201566,42.5,57.5625,13.120088366699365,35.5,69.75,34.2500,12400,12800,12675.0000,OKC,199,8,0,UTA
21600388,21600388-201939,201939,34,42.125,6.767338841819582,31,49,31.7500,8400,9000,8575.0000,GSW,223,-18,1,NYK
21600399,21600399-201566,201566,81.25,53.5,12.786711852544421,35.5,64,33.0000,12400,12800,12633.3333,OKC,216,-7,1,PHX
21600405,21600405-201939,201939,32.75,39.875,7.552938170010396,31,49,33.0000,8400,8600,8475.0000,GSW,234,-14,1,POR
21600415,21600415-201566,201566,73.25,60.4375,16.340493222360212,35.5,81.25,33.2500,12400,12800,12650.0000,OKC,212,-3,1,ATL
21600427,21600427-201939,201939,42.75,36.6875,7.1880434577150405,31,49,31.5000,8400,8600,8475.0000,GSW,211,-13,1,UTA
21600433,21600433-201566,201566,67.5,63.5,17.27986545086506,35.5,81.25,33.0000,12400,12800,12650.0000,OKC,209,-2,0,NOP
21600437,21600437-201939,201939,38.5,39.625,6.643841132959156,32.75,49,31.2500,7900,8600,8350.0000,GSW,231,-14,0,BKN
21600446,21600446-201939,201939,44.75,39.4,5.959446283003145,32.75,49,31.6000,7900,8600,8300.0000,GSW,215,-8,0,DET
21600445,21600445-201566,201566,82.25,64.375,17.371402505267096,35.5,81.25,32.5000,12600,12800,12700.0000,OKC,212,6,0,BOS
21600457,21600457-201939,201939,28.75,37,3.9488922497328285,32.75,42.75,31.0000,7900,8600,8275.0000,GSW,220,-4,0,CLE
21600459,21600459-201566,201566,65.75,76.0625,6.0502453462648935,67.5,82.25,34.5000,12600,12800,12700.0000,OKC,212,-4,1,MIN
21600473,21600473-201566,201566,67.75,74,6.8044103344816,65.75,82.25,34.2000,12500,12800,12660.0000,OKC,203,-5,0,MIA
21600485,21600485-201939,201939,47.75,36.666666666666664,5.860650324172413,28.75,42.75,33.3333,7900,8500,8166.6667,GSW,228,-10,1,TOR
21600487,21600487-201566,201566,29.25,71.3,6.025777958073132,65.75,82.25,34.8000,12500,12800,12620.0000,OKC,198,1,0,MEM
21600501,21600501-201939,201939,29.5,39.4375,6.985196400245307,28.75,47.75,34.0000,7900,8500,8150.0000,GSW,214,-18,1,DAL
21600507,21600507-201566,201566,61,62.5,17.656443583009576,29.25,82.25,32.4000,12500,12700,12600.0000,OKC,210,-9,1,LAC
21600513,21600513-201566,201566,52.25,61.2,17.478844355391463,29.25,82.25,31.4000,12500,12700,12580.0000,OKC,214,2,0,MIL
21600520,21600520-201939,201939,33.25,35.333333333333336,8.785246470962301,28.75,47.75,34.3333,8100,8500,8333.3333,GSW,232,-16,1,DEN
21600529,21600529-201566,201566,70.25,55.2,14.03246236410417,29.25,67.75,31.6000,12300,12700,12500.0000,OKC,209,2,0,CHA
21600534,21600534-201939,201939,53.25,34.8125,7.661541538750541,28.75,47.75,34.5000,8100,8600,8400.0000,GSW,223,-16,1,POR
21600540,21600540-201566,201566,72,56.1,14.803377992877166,29.25,70.25,31.8000,12300,12700,12520.0000,OKC,228,8,0,HOU
21600550,21600550-201939,201939,57.25,40.9375,9.847866202888827,29.5,53.25,34.2500,8100,8600,8350.0000,GSW,216,-14,1,MEM
21600555,21600555-201566,201566,81.25,53.1875,15.215509151848979,29.25,70.25,30.5000,12300,12700,12525.0000,OKC,221,-8,1,DEN
21600566,21600566-201939,201939,48.5,43.3125,12.09387112342446,29.5,57.25,35.7500,8300,8600,8450.0000,GSW,226,-12,0,SAC
21600569,21600569-201566,201566,55.25,66.1875,10.776674753837568,52.25,81.25,33.5000,12300,12900,12575.0000,OKC,1,1,0,CHI
21600578,21600578-201939,201939,52,48.0625,9.095629101387106,33.25,57.25,37.5000,8300,9000,8600.0000,GSW,218,-15,1,MIA
21600581,21600581-201566,201566,65.75,64.75,11.715374513859981,52.25,81.25,34.5000,12300,13000,12700.0000,OKC,204,-5,1,MEM
21600590,21600590-201939,201939,44.5,48.85,8.286434697745467,33.25,57.25,37.2000,8300,9000,8620.0000,GSW,219,-14,1,DET
21600596,21600596-201566,201566,56.75,68.125,9.329891478468548,55.25,81.25,34.7500,11800,13000,12575.0000,OKC,208,-2,0,MIN
21600610,21600610-201566,201566,75.75,64.75,10.338036564067666,55.25,81.25,35.2500,11800,13000,12600.0000,OKC,214,-2,0,SAC
21600619,21600619-201939,201939,49.5,50.5625,4.684999332977541,44.5,57.25,36.2500,8500,9000,8750.0000,GSW,228,-9,1,CLE
21600621,21600621-201566,201566,39.25,66.95,10.240117186829456,55.25,81.25,35.4000,11800,13000,12640.0000,OKC,218,9,0,LAC
21600634,21600634-201566,201566,73.25,63.375,8.195844983892753,55.25,75.75,35.5000,11800,13000,12575.0000,OKC,231,15,0,GSW
21600634,21600634-201939,201939,46.5,48.625,2.701272848121789,44.5,52,33.5000,8700,9000,8875.0000,GSW,231,-15,1,OKC
21600646,21600646-201939,201939,39.75,48.125,2.858649156507318,44.5,52,32.7500,8700,9000,8875.0000,GSW,242,-6,0,HOU
21600661,21600661-201939,201939,43,45.0625,3.546014488126071,39.75,49.5,32.0000,8700,9000,8875.0000,GSW,225,-14,0,ORL
21600668,21600668-201939,201939,45.75,44.6875,3.663054565523151,39.75,49.5,32.0000,8700,9000,8850.0000,GSW,219,-11,0,MIA
21600673,21600673-201566,201566,79.75,68.58333333333333,8.429445744267861,56.75,75.75,35.6667,12100,12800,12533.3333,OKC,203,5,0,UTA
21600687,21600687-201939,201939,46,44.9,3.3037857073363583,39.75,49.5,33.0000,8500,9000,8780.0000,GSW,224,-10,0,CHA
21600686,21600686-201566,201566,63.5,76.25,2.6770630673681683,73.25,79.75,35.6667,11500,12800,12133.3333,OKC,218,-2,0,NOP
21600690,21600690-201566,201566,63.5,72.16666666666667,6.67811516988306,63.5,79.75,35.6667,11500,12600,12066.6667,OKC,197,-9,1,DAL
21600707,21600707-201939,201939,66.75,43.75,2.651650429449553,39.75,46.5,33.5000,8500,9000,8725.0000,GSW,225,-13,1,LAC
21600712,21600712-201566,201566,57,71.625,8.125,63.5,79.75,36.0000,11500,12600,12050.0000,OKC,218,8,0,CLE
21600727,21600727-201566,201566,57.5,66.75,9.567740938521835,57,79.75,36.0000,11500,12700,12266.6667,OKC,211,10,0,SAS
21600740,21600740-201566,201566,51.75,64.4375,9.203217847579182,57,79.75,35.5000,11500,12700,12275.0000,OKC,207,-3,1,CHI
21600741,21600741-201939,201939,69.75,51.833333333333336,10.607256426092889,43,66.75,32.0000,8500,8700,8600.0000,GSW,227,-15,1,CHA
21600745,21600745-201939,201939,56.25,60.75,10.677078252031311,45.75,69.75,32.0000,8500,8600,8533.3333,GSW,230,-8,0,LAC
21600750,21600750-201566,201566,82.75,59.333333333333336,2.953340857778225,57,63.5,35.3333,12300,12700,12533.3333,OKC,205,1,1,MEM
21600764,21600764-201939,201939,62,68.25,1.5,66.75,69.75,29.5000,8500,8600,8550.0000,GSW,225,-15,0,SAC
21600767,21600767-201566,201566,57.5,65.75,12.022548260109694,57,82.75,36.0000,11500,12700,12166.6667,OKC,218,-5,1,POR
21600770,21600770-201566,201566,70.5,63.6875,11.007632295366701,57,82.75,35.7500,11500,12800,12325.0000,OKC,212,5,0,IND
21600792,21600792-201939,201939,24.75,65.875,3.875,62,69.75,36.0000,8500,9600,9050.0000,GSW,223,-19,1,CHI
21600796,21600796-201566,201566,70.5,65.91666666666667,11.90296414997355,57.5,82.75,35.6667,11500,12800,12200.0000,OKC,219,-1,1,CLE
21600803,21600803-201939,201939,30,52.166666666666664,19.642994227515878,24.75,69.75,33.3333,8500,10000,9366.6667,GSW,216,-8,0,MEM
21600813,21600813-201939,201939,55.5,46.625,19.532424964658123,24.75,69.75,33.7500,8500,10000,9400.0000,GSW,227,-8,0,OKC
21600813,21600813-201566,201566,75.25,70.25,10.30978499614161,57.5,82.75,36.0000,11500,12800,12333.3333,OKC,227,8,1,GSW
21600820,21600820-201566,201566,31,71.5,9.18728741250648,57.5,82.75,36.2500,11500,12800,12400.0000,OKC,218,6,0,WAS
21600827,21600827-201939,201939,23,38.916666666666664,16.46249947270732,24.75,62,35.0000,9500,10000,9700.0000,GSW,237,-12,0,DEN
21600845,21600845-201566,201566,84.5,58.5625,17.18863632607311,31,75.25,32.7500,12600,12800,12700.0000,OKC,218,-8,1,NYK
21600847,21600847-201939,201939,37.5,25.916666666666668,2.974428049595791,23,30,30.0000,9500,10000,9833.3333,GSW,226,-19,1,SAC
21600854,21600854-201939,201939,60.25,30.25,7.25,23,37.5,28.5000,9600,10000,9800.0000,GSW,230,-14,1,LAC
21600861,21600861-201566,201566,73,84.5,0,84.5,84.5,38.0000,12500,12500,12500.0000,OKC,222,-10,1,LAL
21600873,21600873-201939,201939,47.25,48.875,11.375,37.5,60.25,31.0000,9500,9600,9550.0000,GSW,235,-21,1,BKN
21600880,21600880-201566,201566,74.25,73,0,73,73,35.0000,13000,13000,13000.0000,OKC,218,-7,1,NOP
21600883,21600883-201939,201939,35,53.75,6.5,47.25,60.25,33.5000,9500,9800,9650.0000,GSW,228,-14,0,PHI
21600889,21600889-201939,201939,42.25,47.5,10.30978499614161,35,60.25,34.0000,9500,9900,9733.3333,GSW,232,-7,0,WAS
21600893,21600893-201566,201566,75.25,73.625,0.625,73,74.25,36.0000,12900,13000,12950.0000,OKC,203,2,1,UTA
21600906,21600906-201939,201939,47,47.5,10.30978499614161,35,60.25,34.0000,9500,9900,9733.3333,GSW,218,-8,0,CHI
21600908,21600908-201566,201566,64.75,74.16666666666667,0.9204467514322703,73,75.25,37.0000,12100,13000,12666.6667,OKC,223,-1,0,POR
21600916,21600916-201566,201566,89.75,71.8125,4.154722463655064,64.75,75.25,37.0000,12100,13300,12825.0000,OKC,226,-5,0,PHX
21600928,21600928-201939,201939,55.5,47.375,8.931160338948125,35,60.25,34.2500,9500,10000,9800.0000,GSW,220,-11,0,NYK
21600932,21600932-201566,201566,50.5,71.8125,4.154722463655064,64.75,75.25,37.0000,12100,13300,12825.0000,OKC,207,1,0,DAL
21600937,21600937-201939,201939,44.5,46.1875,7.308759727204062,35,55.5,35.5000,9800,10300,10000.0000,GSW,218,-6,0,ATL
21600946,21600946-201566,201566,82.75,66.1875,9.941037106358673,50.5,75.25,36.7500,12100,13300,12825.0000,OKC,222,-7,1,POR
21600959,21600959-201939,201939,39.25,45.5,7.305819598101229,35,55.5,35.5000,9900,10300,10075.0000,GSW,224,-8,1,BOS
21600962,21600962-201566,201566,66.25,68.3125,12.109364919350643,50.5,82.75,36.5000,12100,13400,12950.0000,OKC,210,3,1,SAS
21600968,21600968-201939,201939,43.5,49,4.708148963941845,44.5,55.5,35.6667,10000,10300,10133.3333,GSW,213,-6,0,MIN
21600973,21600973-201566,201566,79.25,66,13.195643220396647,50.5,82.75,35.6667,13000,13400,13233.3333,OKC,207,-5,1,UTA
21601000,21601000-201566,201566,77.5,70.83333333333333,14.448663913624987,50.5,82.75,35.3333,12500,13400,12966.6667,OKC,226,-7,0,BKN
21601003,21601003-201939,201939,50,47.833333333333336,5.436502143433364,43.5,55.5,35.6667,10100,10300,10166.6667,GSW,221,-17,1,PHI
21601015,21601015-201566,201566,68,79.83333333333333,2.182633475618131,77.5,82.75,35.6667,12500,13400,13100.0000,OKC,208,2,0,TOR
21601019,21601019-201939,201939,45.75,46,2.857738033247041,43.5,50,35.6667,9800,10100,10000.0000,GSW,220,-14,1,ORL
21601028,21601028-201566,201566,61,74.91666666666667,4.942727542112308,68,79.25,33.0000,12500,13600,13166.6667,OKC,212,-13,1,SAC
21601035,21601035-201939,201939,44.5,46.416666666666664,2.695160271466038,43.5,50,33.3333,9500,10100,9800.0000,GSW,215,-11,1,MIL
21601049,21601049-201939,201939,38,45.9375,2.4772401478258015,43.5,50,32.5000,9400,10100,9700.0000,GSW,224,-2,0,OKC
21601049,21601049-201566,201566,37.5,71.4375,7.391665492296037,61,79.25,33.7500,12500,13600,13200.0000,OKC,224,2,1,GSW
21601055,21601055-201939,201939,42.25,44.5625,4.302524694873929,38,50,31.2500,9200,9800,9475.0000,GSW,208,-5,0,DAL
21601062,21601062-201566,201566,58.75,61,14.77751670613165,37.5,77.5,31.5000,13100,13600,13350.0000,OKC,219,-12,1,PHI
21601081,21601081-201939,201939,68.25,44.1,3.9579034854326602,38,50,31.0000,9000,9800,9380.0000,GSW,215,-19,1,SAC
21601091,21601091-201566,201566,75.75,56.3125,11.384439764432855,37.5,68,29.7500,13000,13600,13250.0000,OKC,231,6,0,HOU
21601094,21601094-201939,201939,48.25,47.75,10.5841863173321,38,68.25,30.2000,9000,9500,9240.0000,GSW,209,-12,1,MEM
21601108,21601108-201939,201939,59,48.25,10.536840133550474,38,68.25,31.8000,9000,9400,9220.0000,GSW,235,2,0,HOU
21601112,21601112-201566,201566,99.75,61.6875,15.50844024233256,37.5,75.75,32.5000,12500,13200,12950.0000,OKC,221,-5,0,ORL
21601118,21601118-201939,201939,55,51.15,11.086703748184128,38,68.25,32.4000,8800,9400,9100.0000,GSW,208,5,0,SAS
21601135,21601135-201566,201566,70.25,77.25,14.637281168304447,58.75,99.75,36.2500,12500,13200,12900.0000,OKC,208,3,1,SAS
21601136,21601136-201939,201939,45.25,54.55,8.929445671484876,42.25,68.25,33.4000,8800,9500,9160.0000,GSW,232,-9,1,HOU
21601142,21601142-201566,201566,79.25,80.125,11.518327786619029,70.25,99.75,38.5000,12500,13300,12975.0000,OKC,212,-5,1,CHA
21601152,21601152-201939,201939,61.25,55.15,8.149539864311357,45.25,68.25,34.4000,8800,9600,9280.0000,GSW,224,-10,1,WAS
21601159,21601159-201566,201566,55.75,80.125,11.518327786619029,70.25,99.75,38.5000,12500,13300,12975.0000,OKC,210,-6,1,MIL
21601162,21601162-201939,201939,46.25,51.875,5.42131211055036,45.25,59,34.7500,8800,9600,9325.0000,GSW,218,-15,1,MIN
21601167,21601167-201566,201566,81.25,75.25,14.184498581197715,55.75,99.75,36.2000,12500,13500,13080.0000,OKC,199,-3,0,MEM
21601171,21601171-201939,201939,75.5,50.75,5.3455589043616385,45.25,59,33.8000,8800,9700,9400.0000,GSW,229,-9,0,PHX
21601186,21601186-201566,201566,50.5,76.75,16.066269013059628,55.75,99.75,36.0000,12900,14000,13425.0000,OKC,229,-9,0,PHX
21601198,21601198-201566,201566,93,64.4375,12.105493329476499,50.5,81.25,34.5000,13300,14000,13675.0000,OKC,230,5,0,DEN
21601211,21601211-201939,201939,43.5,45.75,0.5,45.25,46.25,32.5000,9600,9700,9650.0000,GSW,206,-11,1,UTA
21601225,21601225-201566,201566,24.25,62.5,13.430376018563292,50.5,81.25,33.6667,13500,14000,13800.0000,OKC,225,-6,1,DEN
21601229,21601229-201939,201939,41.75,44.875,1.375,43.5,46.25,30.0000,8600,9700,9150.0000,GSW,223,-14,1,LAL
21700025,21700025-201939,201939,45.25,36.75,0,36.75,36.75,30.0000,8800,8800,8800.0000,GSW,221,-9,0,NOP
21700033,21700033-201939,201939,51,41,4.25,36.75,45.25,32.5000,8700,8800,8750.0000,GSW,213,-9,0,MEM
21700036,21700036-201566,201566,36.75,60.5,0,60.5,60.5,33.0000,11100,11100,11100.0000,OKC,200,-4,0,UTA
21700039,21700039-201566,201566,57.25,48.625,11.875,36.75,60.5,34.5000,11100,11500,11300.0000,OKC,212,-4,1,MIN
21700045,21700045-201939,201939,49.5,44.333333333333336,5.853536442945314,36.75,51,31.6667,8700,8800,8733.3333,GSW,217,-14,0,DAL
21700060,21700060-201566,201566,72.5,51.5,10.513879715246254,36.75,60.5,35.3333,11100,11500,11333.3333,OKC,218,-14,1,IND
21700063,21700063-201939,201939,51.5,45.625,5.541040064825375,36.75,51,31.5000,8700,8800,8725.0000,GSW,230,-13,1,TOR
21700074,21700074-201566,201566,51,56.75,12.868323511631187,36.75,72.5,35.2500,11100,11500,11350.0000,OKC,218,-2,0,MIN
21700075,21700075-201939,201939,42.75,46.8,5.4849794894785155,36.75,51.5,32.8000,8700,8900,8760.0000,GSW,231,-12,1,WAS
21700079,21700079-201566,201566,55.25,55.6,11.737333598394484,36.75,72.5,35.6000,11100,11500,11320.0000,OKC,204,-9,0,CHI
21700091,21700091-201939,201939,47.5,48,3.424178733652786,42.75,51.5,34.0000,8700,9100,8820.0000,GSW,221,-15,1,DET
21700100,21700100-201939,201939,55.25,47.916666666666664,3.131382371342656,42.75,51.5,34.1667,8700,9100,8866.6667,GSW,223,-6,0,LAC
21700103,21700103-201566,201566,42,54.55,11.484119469946313,36.75,72.5,34.6000,11200,11500,11340.0000,OKC,210,-3,0,MIL
21700117,21700117-201939,201939,45,47.8125,3.246993801965134,42.75,51.5,35.0000,8700,9100,8950.0000,GSW,220,-9,0,SAS
21700129,21700129-201566,201566,45,55.1875,11.081198885950924,42,72.5,31.7500,11100,11400,11225.0000,OKC,207,-7,1,BOS
21700135,21700135-201939,201939,45,46.6875,3.2469938019651345,42.75,51.5,35.2500,8900,9500,9150.0000,GSW,233,-9,0,DEN
21700144,21700144-201566,201566,50.5,48.3125,5.151986874012781,42,55.25,32.5000,10600,11200,11025.0000,OKC,212,-3,0,POR
21700148,21700148-201939,201939,32.75,45.0625,1.6805412074685941,42.75,47.5,33.2500,9100,9600,9325.0000,GSW,224,-15,1,MIA
21700158,21700158-201566,201566,49,48.1875,5.090969333044543,42,55.25,32.2500,10600,11200,10900.0000,OKC,203,-11,0,SAC
21700163,21700163-201939,201939,48.5,42.5625,5.756450186529889,32.75,47.5,32.7500,9100,9600,9375.0000,GSW,227,-9,1,MIN
21700168,21700168-201566,201566,34.25,46.625,3.3424354892802337,42,50.5,34.5000,10200,11100,10650.0000,OKC,216,-2,0,DEN
21700172,21700172-201566,201566,42.25,44.15,5.7827329179203835,34.25,50.5,34.6000,10200,11100,10680.0000,OKC,210,-6,1,LAC
21700184,21700184-201939,201939,43,42.8125,5.982722519890087,32.75,48.5,31.5000,9300,9600,9475.0000,GSW,232,-14,1,PHI
21700191,21700191-201566,201566,47.5,44.2,5.764980485656478,34.25,50.5,36.0000,10200,11000,10660.0000,OKC,203,-10,1,DAL
21700212,21700212-201566,201566,44.75,44.7,5.919037083850718,34.25,50.5,35.0000,10200,11000,10700.0000,OKC,204,-13,1,CHI
21700215,21700215-201939,201939,31,40.625,7.875,32.75,48.5,32.0000,9300,9500,9400.0000,GSW,219,-7,0,BOS
21700223,21700223-201566,201566,38.75,43.55,5.194708846509109,34.25,49,34.2000,10200,11000,10620.0000,OKC,200,-2,0,SAS
21700231,21700231-201939,201939,51.75,39.75,8.75,31,48.5,30.5000,9100,9500,9300.0000,GSW,230,-9,0,PHI
21700236,21700236-201939,201939,69.25,41.375,10.375,31,51.75,33.0000,9100,9300,9200.0000,GSW,231,-12,0,BKN
21700248,21700248-201566,201566,70,43.3125,3.222843271088435,38.75,47.5,34.2500,10300,11000,10650.0000,OKC,214,-3,0,NOP
21700263,21700263-201939,201939,39.75,41.375,10.375,31,51.75,33.0000,9100,9300,9200.0000,GSW,222,-6,0,OKC
21700263,21700263-201566,201566,67,43.666666666666664,3.6533850361304947,38.75,47.5,34.3333,10300,10800,10533.3333,OKC,222,6,1,GSW
