GAME_ID,tdate,player_id,Target,avg(t2.DKFPS),std(t2.DKFPS),min(t2.DKFPS),max(t2.DKFPS),avg(t2.MIN),min(s1.salary),max(s1.salary),avg(s1.salary),DISPLAY_FIRST_LAST,team,ou,odds,home,OPP
21700269,21700269-203901,203901,33.590000,26.3125,9.042218685145809,18.75,41.5,28.2500,5700,5700,5700.0000,Elfrid Payton,ORL,209,8,0,BOS
21700269,21700269-203932,203932,31.860000,33.1875,7.446423218566078,23.75,44.25,33.5000,6500,6500,6500.0000,Aaron Gordon,ORL,209,8,0,BOS
21700269,21700269-203935,203935,28.450000,20.6,5.782732917920384,13.75,31.25,32.4000,5100,5100,5100.0000,Marcus Smart,BOS,209,-8,1,ORL
21700270,21700270-101107,101107,22.250000,19.2,6.063002556489648,8.5,26,27.6000,3800,3800,3800.0000,Marvin Williams,CHA,221,5,0,CLE
21700270,21700270-101112,101112,14.170000,14.75,6.033759193073585,6.25,23,17.2500,3400,3400,3400.0000,Channing Frye,CLE,221,-5,1,CHA
21700270,21700270-101181,101181,13.350000,12.916666666666666,8.856102729505544,3,24.5,19.3333,3000,3000,3000.0000,Jose Calderon,CLE,221,-5,1,CHA
21700270,21700270-1626163,1626163,20.510000,20.15,7.714596554584044,10.5,33.75,21.6000,3900,3900,3900.0000,Frank Kaminsky,CHA,221,5,0,CLE
21700270,21700270-1626224,1626224,5.740000,6.75,6.214901447328026,0,15,7.0000,3000,3000,3000.0000,Cedi Osman,CLE,221,-5,1,CHA
21700270,21700270-1627790,1627790,1.260000,0,0,0,0,0.0000,3300,3300,3300.0000,Ante Zizic,CLE,221,-5,1,CHA
21700270,21700270-1628370,1628370,2.000000,3.6666666666666665,3.299831645537222,0,8,6.6667,3600,3600,3600.0000,Malik Monk,CHA,221,5,0,CLE
21700270,21700270-1628407,1628407,10.570000,5,2.669269563007828,1.5,9,13.6000,3400,3400,3400.0000,Dwayne Bacon,CHA,221,5,0,CLE
21700270,21700270-201145,201145,16.140000,15.375,4.881406047441659,9.5,22.75,19.0000,3700,3700,3700.0000,Jeff Green,CLE,221,-5,1,CHA
21700270,21700270-201567,201567,38.390000,40.5625,2.647965020539357,38,45,31.5000,7700,7700,7700.0000,Kevin Love,CLE,221,-5,1,CHA
21700270,21700270-202689,202689,41.080000,41.5,12.182979931034936,27,64,37.4000,8200,8200,8200.0000,Kemba Walker,CHA,221,5,0,CLE
21700270,21700270-203077,203077,23.170000,22.6,8.750142855976696,15.5,37.5,31.4000,4000,4000,4000.0000,Michael Kidd-Gilchrist,CHA,221,5,0,CLE
21700270,21700270-203087,203087,34.370000,31.2,8.133879763065101,24.75,47.25,25.2000,5100,5100,5100.0000,Jeremy Lamb,CHA,221,5,0,CLE
21700270,21700270-203109,203109,21.540000,19.5,4.479118216792229,13.25,25.25,26.7500,3800,3800,3800.0000,Jae Crowder,CLE,221,-5,1,CHA
21700270,21700270-203469,203469,15.270000,14.5,3.1264996401726965,8.75,17.5,19.0000,3600,3600,3600.0000,Cody Zeller,CHA,221,5,0,CLE
21700270,21700270-203487,203487,13.230000,14.25,1.9685019685029528,12.5,17,15.6667,3200,3200,3200.0000,Michael Carter-Williams,CHA,221,5,0,CLE
21700270,21700270-204066,204066,1.600000,1,1,0,2,5.0000,3000,3000,3000.0000,John Holland,CLE,221,-5,1,CHA
21700270,21700270-2544,2544,57.870000,53.375,10.120369311443135,38,66,35.7500,11200,11200,11200.0000,LeBron James,CLE,221,-5,1,CHA
21700270,21700270-2548,2548,27.400000,33.125,11.880261992060612,22,52.75,26.0000,5200,5200,5200.0000,Dwyane Wade,CLE,221,-5,1,CHA
21700270,21700270-2594,2594,18.090000,17.25,3.7914377220257753,13.25,22.75,24.0000,3600,3600,3600.0000,Kyle Korver,CLE,221,-5,1,CHA
21700270,21700270-2730,2730,36.900000,37.25,16.205708870641853,15.25,57,29.6000,7000,7000,7000.0000,Dwight Howard,CHA,221,5,0,CLE
21700270,21700270-2747,2747,18.830000,15.8125,5.9879436161340065,9,25.25,31.7500,4000,4000,4000.0000,JR Smith,CLE,221,-5,1,CHA
21700271,21700271-1626167,1626167,31.090000,29.125,12.436714799335071,17.75,49.75,30.7500,6700,6700,6700.0000,Myles Turner,IND,217,2,1,TOR
21700271,21700271-1626181,1626181,17.160000,21.5,0,21.5,21.5,23.0000,3700,3700,3700.0000,Norman Powell,TOR,217,-2,0,IND
21700271,21700271-1626202,1626202,0.550000,1,0,1,1,3.0000,3000,3000,3000.0000,Joe Young,IND,217,2,1,TOR
21700271,21700271-1627734,1627734,24.320000,23.375,4.641861156906786,15.5,27.5,21.7500,5700,5700,5700.0000,Domantas Sabonis,IND,217,2,1,TOR
21700271,21700271-1627751,1627751,10.390000,9.7,4.054010360124897,2.25,14.5,12.6000,3300,3300,3300.0000,Jakob Poeltl,TOR,217,-2,0,IND
21700271,21700271-1627783,1627783,24.060000,21.05,7.857162337638187,9.75,32.5,27.6000,3800,3800,3800.0000,Pascal Siakam,TOR,217,-2,0,IND
21700271,21700271-1627816,1627816,0.800000,1.25,0,1.25,1.25,3.0000,3000,3000,3000.0000,Alex Poythress,IND,217,2,1,TOR
21700271,21700271-1627832,1627832,15.870000,17.9,3.6796738985948196,13.25,22.25,19.6000,3500,3500,3500.0000,Fred VanVleet,TOR,217,-2,0,IND
21700271,21700271-1628384,1628384,14.410000,11.9,6.242195126716242,6.25,23.5,22.0000,3700,3700,3700.0000,OG Anunoby,TOR,217,-2,0,IND
21700271,21700271-1628388,1628388,2.530000,4.083333333333333,3.5959081683985694,0,8.75,4.0000,3000,3000,3000.0000,TJ Leaf,IND,217,2,1,TOR
21700271,21700271-200768,200768,38.040000,44.95,8.569422384268382,28.75,52,34.8000,8100,8100,8100.0000,Kyle Lowry,TOR,217,-2,0,IND
21700271,21700271-201152,201152,28.360000,27.75,6.282415936564532,17,32.75,33.5000,6000,6000,6000.0000,Thaddeus Young,IND,217,2,1,TOR
21700271,21700271-201586,201586,28.280000,19.5625,2.4898230358802613,15.25,21,27.5000,5000,5000,5000.0000,Serge Ibaka,TOR,217,-2,0,IND
21700271,21700271-201942,201942,42.220000,44.65,8.452218643646175,32.5,58,33.6000,8400,8400,8400.0000,DeMar DeRozan,TOR,217,-2,0,IND
21700271,21700271-201954,201954,30.130000,34.0625,6.320539435048246,30,45,34.7500,6000,6000,6000.0000,Darren Collison,IND,217,2,1,TOR
21700271,21700271-202362,202362,19.990000,20.5,6.545513730793023,9.25,25.5,20.7500,3600,3600,3600.0000,Lance Stephenson,IND,217,2,1,TOR
21700271,21700271-202685,202685,20.340000,21.05,5.795256681114306,13.25,31,20.0000,4800,4800,4800.0000,Jonas Valanciunas,TOR,217,-2,0,IND
21700271,21700271-202709,202709,19.230000,20.875,4.4458548109446845,16,26.25,24.7500,3600,3600,3600.0000,Cory Joseph,IND,217,2,1,TOR
21700271,21700271-202711,202711,26.580000,30.625,8.473303665041163,21.75,40.75,33.5000,4500,4500,4500.0000,Bojan Bogdanovic,IND,217,2,1,TOR
21700271,21700271-203485,203485,1.450000,6.75,1.5,5.25,8.25,13.0000,3000,3000,3000.0000,Lorenzo Brown,TOR,217,-2,0,IND
21700271,21700271-203506,203506,37.490000,47.875,12.13530489934225,34,65.75,35.2500,8000,8000,8000.0000,Victor Oladipo,IND,217,2,1,TOR
21700271,21700271-203512,203512,6.950000,6.75,7.810249675906654,0,20,9.4000,3400,3400,3400.0000,Lucas Nogueira,TOR,217,-2,0,IND
21700271,21700271-2863,2863,1.250000,2,0,2,2,3.0000,3000,3000,3000.0000,Damien Wilkins,IND,217,2,1,TOR
21700272,21700272-1626145,1626145,7.950000,9.2,2.930017064796722,5.25,14,12.2000,3000,3000,3000.0000,Tyus Jones,MIN,208,-5,1,MIA
21700272,21700272-1626157,1626157,43.970000,40.25,8.510287891722582,32.25,56.5,36.2000,8700,8700,8700.0000,Karl-Anthony Towns,MIN,208,-5,1,MIA
21700272,21700272-1626159,1626159,18.060000,20.5625,3.680077275003882,17.25,26.75,22.2500,4100,4100,4100.0000,Justise Winslow,MIA,208,5,0,MIN
21700272,21700272-1626175,1626175,0.410000,5.25,0,5.25,5.25,3.0000,3000,3000,3000.0000,Jordan Mickey,MIA,208,5,0,MIN
21700272,21700272-1626196,1626196,21.090000,13.1875,6.520101130350663,6.25,23.75,32.5000,4500,4500,4500.0000,Josh Richardson,MIA,208,5,0,MIN
21700272,21700272-1627875,1627875,0.650000,3.375,3.375,0,6.75,1.5000,3000,3000,3000.0000,Marcus Georges-Hunt,MIN,208,-5,1,MIA
21700272,21700272-1628389,1628389,1.090000,2.625,0.875,1.75,3.5,6.0000,3600,3600,3600.0000,Bam Adebayo,MIA,208,5,0,MIN
21700272,21700272-201166,201166,0.820000,2.5,2.5,0,5,2.0000,3000,3000,3000.0000,Aaron Brooks,MIN,208,-5,1,MIA
21700272,21700272-201609,201609,30.980000,29.4375,7.406447782169264,21.25,40.75,32.5000,6700,6700,6700.0000,Goran Dragic,MIA,208,5,0,MIN
21700272,21700272-201949,201949,25.220000,19.5625,9.354769839498992,10,32.75,26.5000,5800,5800,5800.0000,James Johnson,MIA,208,5,0,MIN
21700272,21700272-201952,201952,32.720000,34.5,9.350133688883812,21,49.75,35.4000,6400,6400,6400.0000,Jeff Teague,MIN,208,-5,1,MIA
21700272,21700272-201959,201959,22.840000,26.2,9.964185867395289,14.5,44.25,32.8000,5100,5100,5100.0000,Taj Gibson,MIN,208,-5,1,MIA
21700272,21700272-201961,201961,12.010000,14.5,9.901073174156425,3,29,19.0000,3400,3400,3400.0000,Wayne Ellington,MIA,208,5,0,MIN
21700272,21700272-202332,202332,0.770000,0,0,0,0,1.0000,3000,3000,3000.0000,Cole Aldrich,MIN,208,-5,1,MIA
21700272,21700272-202355,202355,38.880000,35.25,10.16888636970637,23.5,48,28.7500,8500,8500,8500.0000,Hassan Whiteside,MIA,208,5,0,MIN
21700272,21700272-202357,202357,11.070000,12.5,6.842879510849216,2,23.5,14.6000,3400,3400,3400.0000,Nemanja Bjelica,MIN,208,-5,1,MIA
21700272,21700272-202710,202710,37.540000,37.55,10.76963323423783,24.75,54.5,36.2000,6800,6800,6800.0000,Jimmy Butler,MIN,208,-5,1,MIA
21700272,21700272-203079,203079,28.830000,25.375,11.34336259669063,7.5,39,32.2500,5600,5600,5600.0000,Dion Waiters,MIA,208,5,0,MIN
21700272,21700272-203476,203476,11.460000,7.375,2.019436802675439,4.75,10,12.5000,3700,3700,3700.0000,Gorgui Dieng,MIN,208,-5,1,MIA
21700272,21700272-203482,203482,14.760000,13.1875,4.218171256599239,8,19.5,14.5000,4000,4000,4000.0000,Kelly Olynyk,MIA,208,5,0,MIN
21700272,21700272-203498,203498,6.550000,7.5,4.083503397819084,3.5,13.5,9.0000,3500,3500,3500.0000,Shabazz Muhammad,MIN,208,-5,1,MIA
21700272,21700272-2037,2037,11.260000,13.8,6.227760432129676,5,24.5,13.6000,3600,3600,3600.0000,Jamal Crawford,MIN,208,-5,1,MIA
21700272,21700272-203952,203952,32.230000,27.6,8.664006001844642,15.75,36.5,38.2000,6300,6300,6300.0000,Andrew Wiggins,MIN,208,-5,1,MIA
21700272,21700272-204020,204020,21.140000,21.875,4.651948516482099,16,28.25,26.2500,4000,4000,4000.0000,Tyler Johnson,MIA,208,5,0,MIN
21700272,21700272-2617,2617,0.400000,2,0,2,2,3.0000,3000,3000,3000.0000,Udonis Haslem,MIA,208,5,0,MIN
21700273,21700273-101109,101109,11.250000,13,0.5863019699779286,12,13.5,16.7500,3300,3300,3300.0000,Raymond Felton,OKC,203,-8,1,DET
21700273,21700273-1626169,1626169,17.520000,13.4375,5.721054863397135,7.75,22,27.2500,3800,3800,3800.0000,Stanley Johnson,DET,203,8,0,OKC
21700273,21700273-1626177,1626177,1.430000,2.6875,2.0794755949517656,1.25,6.25,5.0000,3400,3400,3400.0000,Dakari Johnson,OKC,203,-8,1,DET
21700273,21700273-1627740,1627740,1.550000,13,0,13,13,12.0000,3000,3000,3000.0000,Henry Ellenson,DET,203,8,0,OKC
21700273,21700273-1628379,1628379,9.830000,13.3125,6.428391614548698,4.25,21.25,16.2500,3300,3300,3300.0000,Luke Kennard,DET,203,8,0,OKC
21700273,21700273-1628390,1628390,1.550000,0,0,0,0,3.0000,3000,3000,3000.0000,Terrance Ferguson,OKC,203,-8,1,DET
21700273,21700273-201229,201229,11.070000,14.1875,6.389383284011064,8.25,23.75,18.2500,3500,3500,3500.0000,Anthony Tolliver,DET,203,8,0,OKC
21700273,21700273-201566,201566,59.850000,55.125,13.583652859227522,38.75,70,36.5000,10600,10600,10600.0000,Russell Westbrook,OKC,203,-8,1,DET
21700273,21700273-202331,202331,44.060000,40.5,12.472469683266421,19.75,50.25,38.7500,8500,8500,8500.0000,Paul George,OKC,203,-8,1,DET
21700273,21700273-202335,202335,7.240000,6.1875,4.3242593296424765,-0.5,10.25,12.5000,3100,3100,3100.0000,Patrick Patterson,OKC,203,-8,1,DET
21700273,21700273-202340,202340,26.580000,26.8125,8.929191942723596,15.5,40.5,31.7500,6100,6100,6100.0000,Avery Bradley,DET,203,8,0,OKC
21700273,21700273-202397,202397,17.280000,14.625,4.49131105580542,8,20.5,20.5000,3700,3700,3700.0000,Ish Smith,DET,203,8,0,OKC
21700273,21700273-202699,202699,29.630000,26.75,6.072478900745559,20.25,35.75,32.2500,6500,6500,6500.0000,Tobias Harris,DET,203,8,0,OKC
21700273,21700273-202704,202704,27.450000,21.875,7.989250590637397,9.25,29,26.0000,6000,6000,6000.0000,Reggie Jackson,DET,203,8,0,OKC
21700273,21700273-203083,203083,41.770000,39.5,10.869970101154832,21.5,50.5,30.5000,8800,8800,8800.0000,Andre Drummond,DET,203,8,0,OKC
21700273,21700273-203460,203460,17.220000,12.4375,2.9067539885583713,8,15.5,26.0000,3300,3300,3300.0000,Andre Roberson,OKC,203,-8,1,DET
21700273,21700273-203493,203493,2.580000,7.125,7.125,0,14.25,8.5000,3000,3000,3000.0000,Reggie Bullock,DET,203,8,0,OKC
21700273,21700273-203500,203500,29.110000,27.75,5.151860505357911,20.75,33,32.6667,5200,5200,5200.0000,Steven Adams,OKC,203,-8,1,DET
21700273,21700273-203518,203518,8.200000,8.5,3.885067566980013,2,12.25,15.7500,3400,3400,3400.0000,Alex Abrines,OKC,203,-8,1,DET
21700273,21700273-203924,203924,15.060000,16.6875,10.579128922080493,8,34.75,20.5000,4100,4100,4100.0000,Jerami Grant,OKC,203,-8,1,DET
21700273,21700273-203961,203961,11.460000,12.625,5.694020986965187,5.25,19.75,17.0000,3000,3000,3000.0000,Eric Moreland,DET,203,8,0,OKC
21700273,21700273-203962,203962,8.550000,4.1875,2.8194358921599902,1.25,7.25,9.0000,3000,3000,3000.0000,Josh Huestis,OKC,203,-8,1,DET
21700273,21700273-204038,204038,9.120000,11,3.960744879438715,6.25,16.25,13.2500,3000,3000,3000.0000,Langston Galloway,DET,203,8,0,OKC
21700273,21700273-2546,2546,33.920000,35.3125,3.2421780873357338,32.25,40.75,33.0000,6900,6900,6900.0000,Carmelo Anthony,OKC,203,-8,1,DET
21700274,21700274-1626144,1626144,22.140000,17.9375,13.407524706298327,4.5,33.5,23.2500,4200,4200,4200.0000,Emmanuel Mudiay,DEN,211,-7,1,MEM
21700274,21700274-1626150,1626150,2.520000,5.375,3.375,2,8.75,7.5000,3400,3400,3400.0000,Andrew Harrison,MEM,211,7,0,DEN
21700274,21700274-1626168,1626168,13.780000,14.8125,7.502864036486334,2,21,15.7500,3200,3200,3200.0000,Trey Lyles,DEN,211,-7,1,MEM
21700274,21700274-1626185,1626185,9.230000,6.333333333333333,3.842380627799501,3.25,11.75,9.3333,3400,3400,3400.0000,Jarell Martin,MEM,211,7,0,DEN
21700274,21700274-1627736,1627736,2.410000,9.083333333333334,4.593171259840223,3.5,14.75,5.3333,3000,3000,3000.0000,Malik Beasley,DEN,211,-7,1,MEM
21700274,21700274-1627738,1627738,11.700000,14.416666666666666,8.806563209081938,6.75,26.75,12.6667,3000,3000,3000.0000,Deyonta Davis,MEM,211,7,0,DEN
21700274,21700274-1627750,1627750,24.880000,25.9375,8.73279558617972,19.75,41,26.5000,5200,5200,5200.0000,Jamal Murray,DEN,211,-7,1,MEM
21700274,21700274-1628415,1628415,20.040000,17.875,4.339138739427446,11.5,23.25,29.7500,4100,4100,4100.0000,Dillon Brooks,MEM,211,7,0,DEN
21700274,21700274-201163,201163,24.310000,25.166666666666668,10.540266705459697,11.25,36.75,30.0000,4900,4900,4900.0000,Wilson Chandler,DEN,211,-7,1,MEM
21700274,21700274-201188,201188,44.310000,48.125,14.680450435868785,34.5,70.75,36.2500,7900,7900,7900.0000,Marc Gasol,MEM,211,7,0,DEN
