GAME_ID,tdate,player_id,Target,avg(t2.DKFPS),std(t2.DKFPS),min(t2.DKFPS),max(t2.DKFPS),avg(t2.MIN),min(s1.salary),max(s1.salary),avg(s1.salary),DISPLAY_FIRST_LAST,id,fantasy_pts,avg_pts,fpts_diff,player_name,date,salary,salary_change,salary_diff,salary_diff_percentage,GAME_ID,GAME_DATE,Player_ID,team,ou,odds,home,OPP
21700273,21700273-203924,203924,?,16.6875,10.57912892,8,34.75,20.5,4100,4100,4100,Jerami Grant,28,15.06,18.69,-3.63,Jerami Grant,11/22/17,4100,-4.7,-200,-4.7,21700273,11/24/17,203924,OKC,203,-8,1,DET
21700273,21700273-203962,203962,?,4.1875,2.819435892,1.25,7.25,9,3000,3000,3000,Josh Huestis,236,8.55,6.98,1.57,Josh Huestis,11/22/17,3000,0,0,0,21700273,11/24/17,203962,OKC,203,-8,1,DET
21700273,21700273-2546,2546,?,35.3125,3.242178087,32.25,40.75,33,6900,6900,6900,Carmelo Anthony,55,33.92,34.44,-0.52,Carmelo Anthony,11/22/17,6900,3,200,3,21700273,11/24/17,2546,OKC,203,-8,1,DET
21700273,21700273-202331,202331,?,40.5,12.47246968,19.75,50.25,38.75,8500,8500,8500,Paul George,252,44.06,40.28,3.78,Paul George,11/22/17,8500,0,0,0,21700273,11/24/17,202331,OKC,203,-8,1,DET
21700272,21700272-2617,2617,?,2,0,2,2,3,3000,3000,3000,Udonis Haslem,121,0.4,2,-1.6,Udonis Haslem,11/22/17,3000,0,0,0,21700272,11/24/17,2617,MIA,208,5,0,MIN
21700272,21700272-201949,201949,?,19.5625,9.354769839,10,32.75,26.5,5800,5800,5800,James Johnson,43,25.22,27.27,-2.05,James Johnson,11/22/17,5800,3.6,200,3.6,21700272,11/24/17,201949,MIA,208,5,0,MIN
21700272,21700272-203079,203079,?,25.375,11.3433626,7.5,39,32.25,5600,5600,5600,Dion Waiters,98,28.83,26.67,2.16,Dion Waiters,11/22/17,5600,1.8,100,1.8,21700272,11/24/17,203079,MIA,208,5,0,MIN
21700272,21700272-1626159,1626159,?,20.5625,3.680077275,17.25,26.75,22.25,4100,4100,4100,Justise Winslow,75,18.06,18.26,-0.2,Justise Winslow,11/22/17,4100,-2.4,-100,-2.4,21700272,11/24/17,1626159,MIA,208,5,0,MIN
21700272,21700272-203482,203482,?,13.1875,4.218171257,8,19.5,14.5,4000,4000,4000,Kelly Olynyk,77,14.76,19.56,-4.8,Kelly Olynyk,11/22/17,4000,-2.4,-100,-2.4,21700272,11/24/17,203482,MIA,208,5,0,MIN
21700272,21700272-1626196,1626196,?,13.1875,6.52010113,6.25,23.75,32.5,4500,4500,4500,Josh Richardson,200,21.09,19.78,1.31,Josh Richardson,11/22/17,4500,0,0,0,21700272,11/24/17,1626196,MIA,208,5,0,MIN
21700272,21700272-1628389,1628389,?,2.625,0.875,1.75,3.5,6,3600,3600,3600,Bam Adebayo,205,1.09,9.5,-8.41,Bam Adebayo,11/22/17,3600,0,0,0,21700272,11/24/17,1628389,MIA,208,5,0,MIN
21700272,21700272-204020,204020,?,21.875,4.651948516,16,28.25,26.25,4000,4000,4000,Tyler Johnson,74,21.14,20.03,1.11,Tyler Johnson,11/22/17,4000,-2.4,-100,-2.4,21700272,11/24/17,204020,MIA,208,5,0,MIN
21700272,21700272-201609,201609,?,29.4375,7.406447782,21.25,40.75,32.5,6700,6700,6700,Goran Dragic,29,30.98,32.75,-1.77,Goran Dragic,11/22/17,6700,4.7,300,4.7,21700272,11/24/17,201609,MIA,208,5,0,MIN
