max(s1.salary),max(s2.salary),avg(s2.salary),min(s2.salary),stddev(s2.salary),avg(t2.DKFPS),std(t2.DKFPS),min(t2.DKFPS),max(t2.DKFPS),player_id,game_id,DISPLAY_FIRST_LAST,team,ou,odds,home,OPP
4200,4900,4375.0000,4100,311.24748994971833,18.5625,7.519505884697478,7.25,26.75,1628455,21700275,Mike James,PHX,228,7,1,NOP
4900,5200,4700.0000,4400,331.66247903554,17.4375,7.770889186573182,4.5,25.25,200765,21700275,Rajon Rondo,NOP,228,-7,0,PHX
6500,6800,6575.0000,6400,147.9019945774903,30.3125,2.6063324327491304,27.5,34.5,201950,21700275,Jrue Holiday,NOP,228,-7,0,PHX
3500,3500,3500.0000,3500,0,10.1875,5.035421407389852,4,18,201967,21700275,Dante Cunningham,NOP,228,-7,0,PHX
11400,11300,11050.0000,10900,165.83123951777,44,12.30980300411018,26,58,202326,21700275,DeMarcus Cousins,NOP,228,-7,0,PHX
4700,4700,4300.0000,4100,282.842712474619,25.666666666666668,13.497427738482452,9.75,42.75,202328,21700275,Greg Monroe,PHX,228,7,1,NOP
3700,4100,4025.0000,3900,82.91561975888499,23.75,7.161092793701252,17.25,34.5,202734,21700275,E'Twaun Moore,NOP,228,-7,0,PHX
10700,11000,10375.0000,9800,438.0353866983806,42.6875,12.676719557914026,28.25,61.25,203076,21700275,Anthony Davis,NOP,228,-7,0,PHX
3300,3300,3225.0000,3000,129.9038105676658,19.875,8.06322671143507,8,28.25,203121,21700275,Darius Miller,NOP,228,-7,0,PHX
4500,5400,4900.0000,4400,380.7886552931955,27.9375,12.173710147280492,14,47.5,203458,21700275,Alex Len,PHX,228,7,1,NOP
3400,3400,3400.0000,3400,0,7.25,1.25,6,8.5,203546,21700275,Ian Clark,NOP,228,-7,0,PHX
3300,3000,3000.0000,3000,0,17.25,11.97262502544868,-0.5,31.75,203584,21700275,Troy Daniels,PHX,228,7,1,NOP
6600,6600,6450.0000,6200,150,34.4375,7.41488157356542,23.75,43.25,203933,21700275,TJ Warren,PHX,228,7,1,NOP
4400,4400,4400.0000,4400,0,28.75,0,28.75,28.75,2199,21700275,Tyson Chandler,PHX,228,7,1,NOP
3600,3900,3825.0000,3800,43.30127018922197,20.0625,5.96441269112056,11.5,27,2749,21700275,Jameer Nelson,NOP,228,-7,0,PHX
3000,3000,3000.0000,3000,0,16.5,0,16.5,16.5,2754,21700275,Tony Allen,NOP,228,-7,0,PHX
4400,5000,4825.0000,4600,147.9019945774904,13.8125,5.731969011605,8.5,23,1626170,21700276,Jerian Grant,CHI,211,15,0,GSW
5200,6300,5900.0000,5200,430.1162633521312,20,4.069705149024927,14.25,25.75,1626171,21700276,Bobby Portis,CHI,211,15,0,GSW
3000,3000,3000.0000,3000,0,15.083333333333334,1.027402333828163,13.75,16.25,1626172,21700276,Kevon Looney,GSW,211,-15,1,CHI
3000,3000,3000.0000,3000,0,0,0,0,0,1626188,21700276,Quinn Cook,GSW,211,-15,1,CHI
3000,3000,3000.0000,3000,0,10.25,5.648561763847502,2.5,16.25,1626245,21700276,Cristiano Felicio,CHI,211,15,0,GSW
5500,5600,5200.0000,4900,273.86127875258296,31.875,10.450029904263431,16.5,45.25,1627739,21700276,Kris Dunn,CHI,211,15,0,GSW
5400,5300,4650.0000,4300,409.26763859362256,30.875,7.511449593786808,23.25,40.25,1627756,21700276,Denzel Valentine,CHI,211,15,0,GSW
3000,3000,3000.0000,3000,0,0,0,0,0,1627770,21700276,Kay Felder,CHI,211,15,0,GSW
3200,3300,3233.3333,3200,47.1404520791032,0.25,0.7359800721939872,-0.5,1.25,1627775,21700276,Patrick McCaw,GSW,211,-15,1,CHI
3800,3900,3900.0000,3900,0,4.25,4.25,0,8.5,1627835,21700276,Paul Zipser,CHI,211,15,0,GSW
6400,6500,6300.0000,6000,187.08286933869718,37.5,5.631940163034405,34,47.25,1628374,21700276,Lauri Markkanen,CHI,211,15,0,GSW
3000,3000,3000.0000,3000,0,1.25,0,1.25,1.25,1628395,21700276,Jordan Bell,GSW,211,-15,1,CHI
3000,3000,3000.0000,3000,0,14.1875,4.947774120753695,7.75,19,1628469,21700276,Antonio Blakeney,CHI,211,15,0,GSW
9900,9700,9666.6667,9600,47.14045207910296,40.5,2.1505813167606567,37.75,43,201142,21700276,Kevin Durant,GSW,211,-15,1,CHI
3300,3300,3300.0000,3300,0,10.25,2.481179155159901,6,12.25,201156,21700276,Nick Young,GSW,211,-15,1,CHI
4700,5500,5250.0000,5000,180.27756377319938,18.625,7.751007998963748,10,29.5,201577,21700276,Robin Lopez,CHI,211,15,0,GSW
3000,3000,3000.0000,3000,0,5.875,4.09839907768875,2.75,12.75,201580,21700276,JaVale McGee,GSW,211,-15,1,CHI
9600,9300,9033.3333,8700,249.44382578492926,50.666666666666664,15.634275024942973,31,69.25,201939,21700276,Stephen Curry,GSW,211,-15,1,CHI
3600,3300,3300.0000,3300,0,14.5625,8.613896838829683,3.25,27.5,201956,21700276,Omri Casspi,GSW,211,-15,1,CHI
3000,3000,3000.0000,3000,0,3.0833333333333335,2.592724864350674,1.25,6.75,202347,21700276,Quincy Pondexter,CHI,211,15,0,GSW
7100,7400,6975.0000,6700,258.6020108197151,31.1875,7.700192773560932,23.5,44,202691,21700276,Klay Thompson,GSW,211,-15,1,CHI
7500,7800,7575.0000,7300,178.53571071357126,35,0.9842509842514757,33.75,36.5,203110,21700276,Draymond Green,GSW,211,-15,1,CHI
5600,6400,6233.3333,6000,169.96731711975954,31.083333333333332,6.292632376217621,25,39.75,203200,21700276,Justin Holiday,CHI,211,15,0,GSW
3500,3500,3450.0000,3300,86.60254037844383,19.8125,6.438106767521023,12.5,28.25,2561,21700276,David West,GSW,211,-15,1,CHI
3100,3100,3100.0000,3100,0,15.125,1.4306903927824497,13,17,2585,21700276,Zaza Pachulia,GSW,211,-15,1,CHI
3600,3600,3525.0000,3500,43.30127018922193,15.0625,8.186068577162056,8,29,2733,21700276,Shaun Livingston,GSW,211,-15,1,CHI
4000,4000,3700.0000,3500,187.08286933869707,16.1875,6.323011050915537,8,25.75,2738,21700276,Andre Iguodala,GSW,211,-15,1,CHI
