Player_ID,,Name,Team,ou,odds,Position,GAME_DATE,Game_ID,Home,OPP,MIN,salary,DKFPS,MINavg,salaryavg,DKFPSavg,MINstd,salarystd,DKFPSstd
201960,44606,DeMarre Carroll,BKN,207.0,11.0,SF/PF,2017-12-26,21700502.0,0.0,SAS,0.0,5000.0,0.0,25.3,5220.0,23.475,9.866328823044794,361.4784456460256,12.833576837516679
201961,44670,Wayne Ellington,MIA,205.0,-7.0,SG/SF,2017-12-26,21700500.0,1.0,ORL,0.0,3900.0,0.0,27.4,3810.0,20.475,10.885260166339107,119.72189997378648,10.797665642782855
201973,44592,Jonas Jerebko,UTA,205.0,6.0,SF/PF,2017-12-26,21700503.0,0.0,DEN,0.0,3600.0,0.0,16.4,3640.0,13.375,7.381658952355417,84.32740427115678,8.941359889114556
201980,44642,Danny Green,SAS,207.0,-11.0,SG/SF,2017-12-26,21700502.0,1.0,BKN,0.0,5100.0,0.0,22.5,4620.0,15.35,9.52482137481969,301.1090610836324,8.956840960963858
201988,44579,Patty Mills,SAS,207.0,-11.0,PG,2017-12-26,21700502.0,1.0,BKN,0.0,3900.0,0.0,21.2,4200.0,14.575,7.6710132606093495,163.29931618554522,7.080930965158
202066,44559,Garrett Temple,SAC,205.0,5.0,PG/SG,2017-12-26,21700505.0,0.0,LAC,0.0,4100.0,0.0,20.3,3740.0,12.775,10.154911236550632,201.10804171997808,10.701408266620282
202083,44632,Wesley Matthews,DAL,209.0,6.0,SG/SF,2017-12-26,21700499.0,1.0,TOR,0.0,4400.0,0.0,31.1,4530.0,20.6,11.57055650251004,163.6391694484477,10.504099728730257
202324,44609,Derrick Favors,UTA,205.0,6.0,PF/C,2017-12-26,21700503.0,0.0,DEN,0.0,5900.0,0.0,23.4,5810.0,17.15,10.243697249203205,536.3456596884755,8.170237314654791
202327,44591,Ekpe Udoh,UTA,205.0,6.0,PF/C,2017-12-26,21700503.0,0.0,DEN,0.0,3600.0,0.0,13.7,3460.0,10.375,13.157591809378426,527.4677451960662,12.92835492671481
202328,44605,Greg Monroe,PHX,205.0,2.0,PF/C,2017-12-26,21700504.0,1.0,MEM,0.0,4500.0,0.0,10.6,4850.0,12.575,13.817862835233722,259.27248643506744,16.58523858402069
202339,44558,Eric Bledsoe,MIL,213.0,-7.0,PG/SG,2017-12-26,21700501.0,1.0,CHI,0.0,7500.0,0.0,30.3,6750.0,32.55,10.80174882960059,377.85946829182114,14.418737808837504
202347,44679,Quincy Pondexter,CHI,213.0,7.0,SG/SF,2017-12-26,21700501.0,0.0,MIL,0.0,3000.0,0.0,1.6,3000.0,0.425,2.633122354417529,0.0,1.178805892983803
202355,44652,Hassan Whiteside,MIA,205.0,-7.0,C,2017-12-26,21700500.0,1.0,ORL,0.0,7100.0,0.0,23.9,8280.0,32.025,9.73481723848303,567.2545969648706,14.130075292714375
202362,44628,Lance Stephenson,IND,208.0,2.0,SG/SF,2017-12-26,21700498.0,0.0,DET,0.0,4300.0,0.0,21.7,4260.0,20.0,9.753062197188234,96.6091783079296,9.138593375836834
202389,44674,Timofey Mozgov,BKN,207.0,11.0,C,2017-12-26,21700502.0,0.0,SAS,0.0,3000.0,0.0,5.0,3020.0,3.775,5.206833117271084,63.24555320336718,5.103715966496034
202397,44656,Ish Smith,DET,208.0,-2.0,PG,2017-12-26,21700498.0,1.0,IND,0.0,3800.0,0.0,18.8,3910.0,15.325,8.310635755865286,119.72189997378648,9.21732215872797
202685,44567,Jonas Valanciunas,TOR,209.0,-6.0,C,2017-12-26,21700499.0,0.0,DAL,0.0,4900.0,0.0,19.7,4890.0,23.2,8.56413711032492,366.51512019742563,13.991961978221633
202687,44553,Bismack Biyombo,ORL,205.0,7.0,PF/C,2017-12-26,21700500.0,0.0,MIA,0.0,3800.0,0.0,12.7,3280.0,9.425,6.01941303893772,204.39612955674522,5.478556683409724
202692,44604,Alec Burks,UTA,205.0,6.0,PG/SG,2017-12-26,21700503.0,0.0,DEN,0.0,4400.0,0.0,18.3,4660.0,18.15,8.731170215574382,236.64319132398464,10.507404796406936
202695,44704,Kawhi Leonard,SAS,207.0,-11.0,SF/PF,2017-12-26,21700502.0,1.0,BKN,0.0,6100.0,0.0,6.9,8650.0,9.075,8.974655672751107,2050.609665440988,12.298402109397886
202699,44647,Tobias Harris,DET,208.0,-2.0,SF/PF,2017-12-26,21700498.0,1.0,IND,0.0,6100.0,0.0,29.1,6240.0,23.825,11.580155439371277,164.65452046971316,11.312511510123052
202702,44746,Kenneth Faried,DEN,205.0,-6.0,PF/C,2017-12-26,21700503.0,1.0,UTA,0.0,3600.0,0.0,8.4,4390.0,8.975,12.954621654923857,683.861584435525,14.208492178975227
202703,44686,Nikola Mirotic,CHI,213.0,7.0,PF/C,2017-12-26,21700501.0,0.0,MIL,0.0,6500.0,0.0,22.7,5730.0,28.55,9.866328823044794,758.7270040447135,14.674619056195109
202704,44692,Reggie Jackson,DET,208.0,-2.0,PG,2017-12-26,21700498.0,1.0,IND,0.0,5500.0,0.0,23.0,5730.0,18.8,8.881941729649482,200.27758514399736,8.301438964955949
202709,44593,Cory Joseph,IND,208.0,2.0,PG,2017-12-26,21700498.0,0.0,DET,0.0,3700.0,0.0,23.6,3860.0,14.875,9.27601446982724,206.5591117977274,8.144740975350645
202711,44629,Bojan Bogdanovic,IND,208.0,2.0,SG/SF,2017-12-26,21700498.0,0.0,DET,0.0,4200.0,0.0,30.1,4600.0,18.425,11.435325385255412,244.94897427831782,9.55179593351719
202714,44672,Shelvin Mack,ORL,205.0,7.0,PG/SG,2017-12-26,21700500.0,0.0,MIA,0.0,3400.0,0.0,14.5,3400.0,8.375,10.091250335480403,182.57418583505253,8.686076022385855
202722,44718,Davis Bertans,SAS,207.0,-11.0,SF/PF,2017-12-26,21700502.0,1.0,BKN,0.0,3400.0,0.0,13.6,3390.0,11.075,8.733078876700173,242.44128727957576,9.230121282458256
202732,44710,DeAndre Liggins,MIL,213.0,-7.0,SG/SF,2017-12-26,21700501.0,1.0,CHI,0.0,3300.0,0.0,13.2,3350.0,6.575,7.405703507732706,84.98365855987974,5.001458120721727
203083,44575,Andre Drummond,DET,208.0,-2.0,C,2017-12-26,21700498.0,1.0,IND,0.0,9300.0,0.0,27.0,9190.0,35.65,10.402991022884821,255.8211180579987,17.97343719060003
203084,44599,Harrison Barnes,DAL,209.0,6.0,SF/PF,2017-12-26,21700499.0,1.0,TOR,0.0,6200.0,0.0,30.7,6520.0,27.65,10.985343771488344,187.3795909674029,11.086904186671964
203085,44554,Austin Rivers,LAC,205.0,-5.0,PG/SG,2017-12-26,21700505.0,1.0,SAC,0.0,6600.0,0.0,29.4,5920.0,31.15,11.880890351970931,373.57135269658403,16.71335128306443
203089,44566,John Henson,MIL,213.0,-7.0,C,2017-12-26,21700501.0,1.0,CHI,0.0,4700.0,0.0,22.9,4530.0,21.15,9.182713227702479,141.81364924121365,9.237754657443078
203092,44612,Tyler Zeller,BKN,207.0,11.0,C,2017-12-26,21700502.0,0.0,SAS,0.0,3500.0,0.0,18.5,3470.0,16.225,6.9801305304573065,82.32726023485533,7.470729921202851
203112,44734,Quincy Acy,BKN,207.0,11.0,PF/C,2017-12-26,21700502.0,0.0,SAS,0.0,3300.0,0.0,16.5,3210.0,9.575,7.975657409336938,99.44289260117532,6.8910670839540895
203114,44564,Khris Middleton,MIL,213.0,-7.0,SG/SF,2017-12-26,21700501.0,1.0,CHI,0.0,8400.0,0.0,34.4,7160.0,36.3,12.276445377677975,583.4761729877617,14.016755845931124
203115,44655,Will Barton,DEN,205.0,-6.0,SG/SF,2017-12-26,21700503.0,1.0,UTA,0.0,5800.0,0.0,30.3,6510.0,28.725,12.37425643108394,583.9520528262573,13.619048139360636
203186,44731,Willie Reed,LAC,205.0,-5.0,C,2017-12-26,21700505.0,1.0,SAC,0.0,3000.0,0.0,5.5,3000.0,5.275,6.276056794587586,0.0,7.5594403819918305
203200,44644,Justin Holiday,CHI,213.0,7.0,SG/SF,2017-12-26,21700501.0,0.0,MIL,0.0,5200.0,0.0,28.1,5210.0,23.4,11.49347641055567,264.3650674519757,10.508726532426907
203458,44590,Alex Len,PHX,205.0,2.0,PF/C,2017-12-26,21700504.0,1.0,MEM,0.0,5300.0,0.0,17.0,4960.0,22.5,9.763879010584539,533.7498373666158,15.752865700493283
203459,44735,Allen Crabbe,BKN,207.0,11.0,SG/SF,2017-12-26,21700502.0,0.0,SAS,0.0,4200.0,0.0,28.3,4390.0,18.75,10.530906893520612,144.9137674618944,8.26219637196363
203463,44709,Ben McLemore,MEM,205.0,-2.0,SG/SF,2017-12-26,21700504.0,0.0,PHX,0.0,3200.0,0.0,13.0,3340.0,9.425,9.910712498212346,84.32740427115678,8.717041100944499
203477,44639,Isaiah Canaan,PHX,205.0,2.0,SG,2017-12-26,21700504.0,1.0,MEM,0.0,4700.0,0.0,13.0,3820.0,14.1,13.856406460551014,961.2491872558332,15.589437307213997
203482,44610,Kelly Olynyk,MIA,205.0,-7.0,PF/C,2017-12-26,21700500.0,1.0,ORL,0.0,6100.0,0.0,25.2,5420.0,23.15,10.325803708294188,379.47331922020567,12.75800402361852
203485,44695,Lorenzo Brown,TOR,209.0,-6.0,PG,2017-12-26,21700499.0,0.0,DAL,0.0,3000.0,0.0,0.4,3000.0,0.125,0.8432740427115776,0.0,0.39528470752105144
203486,44603,Mason Plumlee,DEN,205.0,-6.0,PF/C,2017-12-26,21700503.0,1.0,UTA,0.0,4400.0,0.0,23.3,4340.0,24.275,9.32201694913715,222.11108331943575,11.18310357439093
203493,44696,Reggie Bullock,DET,208.0,-2.0,SG/SF,2017-12-26,21700498.0,1.0,IND,0.0,3800.0,0.0,17.1,3300.0,11.775,13.787675656179323,377.12361663282536,11.801277002464134
203503,44571,Tony Snell,MIL,213.0,-7.0,SG/SF,2017-12-26,21700501.0,1.0,CHI,0.0,3800.0,0.0,26.3,3750.0,11.725,11.441153787970862,97.18253158075501,7.51891134259328
203506,44637,Victor Oladipo,IND,208.0,2.0,PG/SG,2017-12-26,21700498.0,0.0,DET,0.0,9400.0,0.0,34.6,9110.0,44.475,12.703455347966472,276.6867462592951,18.996509182244797
203507,44608,Giannis Antetokounmpo,MIL,213.0,-7.0,SF/PF,2017-12-26,21700501.0,1.0,CHI,0.0,11500.0,0.0,36.0,11100.0,50.425,12.788884062167241,397.2125095937664,18.918336930666552
203512,44693,Lucas Nogueira,TOR,209.0,-6.0,C,2017-12-26,21700499.0,0.0,DAL,0.0,3300.0,0.0,8.3,3390.0,6.5,6.429964575675717,31.622776601683793,7.947746011710916
203516,44676,James Ennis III,MEM,205.0,-2.0,SG/SF,2017-12-26,21700504.0,0.0,PHX,0.0,3200.0,0.0,15.0,3410.0,8.925,9.752492558885198,179.19573407620808,6.226121050327672
203521,44747,Matthew Dellavedova,MIL,213.0,-7.0,PG/SG,2017-12-26,21700501.0,1.0,CHI,0.0,3200.0,0.0,14.2,3200.0,10.425,5.76965240624506,7.193062145859248e-06,6.156579587906117
203530,44741,Joffrey Lauvergne,SAS,207.0,-11.0,PF/C,2017-12-26,21700502.0,1.0,BKN,0.0,3000.0,0.0,8.4,3000.0,7.975,8.40898989838322,0.0,7.653475971376949
203584,44737,Troy Daniels,PHX,205.0,2.0,SG,2017-12-26,21700504.0,1.0,MEM,0.0,3800.0,0.0,23.2,3920.0,18.2,9.06519595914935,122.92725943057184,10.313691008665236
203613,44568,Jonathon Simmons,ORL,205.0,7.0,SG/SF,2017-12-26,21700500.0,0.0,MIA,0.0,7100.0,0.0,30.6,6320.0,28.8,11.625642156696369,612.4631508189788,14.21354987327234
203710,44570,C.J. Williams,LAC,205.0,-5.0,SG,2017-12-26,21700505.0,1.0,SAC,0.0,3700.0,0.0,21.5,3180.0,12.8,11.1280426550824,252.98221281347034,5.999768514053039
203901,44561,Elfrid Payton,ORL,205.0,7.0,PG,2017-12-26,21700500.0,0.0,MIA,0.0,6600.0,0.0,28.0,6240.0,25.8,10.7496769977314,573.8757124441958,15.767758947365412
203914,44658,Gary Harris,DEN,205.0,-6.0,SG,2017-12-26,21700503.0,1.0,UTA,0.0,6300.0,0.0,33.2,6360.0,29.975,13.053735097664573,267.49870196985177,13.754014565452033
203915,44650,Spencer Dinwiddie,BKN,207.0,11.0,PG/SG,2017-12-26,21700502.0,0.0,SAS,0.0,6300.0,0.0,25.7,6450.0,28.475,11.076000080253602,227.3030282830976,14.670667068072337
203917,44691,Nik Stauskas,PHI,,,PG/SG,2017-12-26,21700502.0,,SAS,0.0,3400.0,0.0,9.1,3420.0,7.9,8.999382694879072,239.44379994757296,11.87679810947939
203918,44723,Rodney Hood,UTA,205.0,6.0,SG/SF,2017-12-26,21700503.0,0.0,DEN,0.0,6400.0,0.0,26.0,5710.0,24.475,9.649409884086756,428.0446497997869,12.13148452031599
203920,44697,Khem Birch,ORL,205.0,7.0,PF/C,2017-12-26,21700500.0,0.0,MIA,0.0,3000.0,0.0,,,,,,
203925,44668,Joe Harris,BKN,207.0,11.0,SG/SF,2017-12-26,21700502.0,0.0,SAS,0.0,3800.0,0.0,20.7,3810.0,12.4,11.44115378797086,87.55950357709132,7.940053176424231
203930,44580,Sean Kilpatrick,BKN,,,PG/SG,2017-12-26,21700501.0,,MIL,0.0,3200.0,0.0,13.7,3330.0,11.35,7.832269431297931,216.28170930011115,7.7299920942894795
203933,44601,T.J. Warren,PHX,205.0,2.0,SF/PF,2017-12-26,21700504.0,1.0,MEM,0.0,6900.0,0.0,30.8,6530.0,30.025,12.117938952001879,279.08580918579304,12.924701801846984
203937,44640,Kyle Anderson,SAS,207.0,-11.0,PG/SF,2017-12-26,21700502.0,1.0,BKN,0.0,4600.0,0.0,23.9,5010.0,19.9,9.24301538099626,331.4949304120485,11.284945724282416
203939,44720,Dwight Powell,DAL,209.0,6.0,PF/C,2017-12-26,21700499.0,1.0,TOR,0.0,3100.0,0.0,17.2,3510.0,15.025,7.814516406449402,296.08557321603274,8.576008201177666
203940,44557,Adreian Payne,ORL,205.0,7.0,PF,2017-12-26,21700500.0,0.0,MIA,0.0,3600.0,0.0,4.1,3060.0,3.425,7.187179944564875,189.73665961010275,5.87609327889051
203961,44705,Eric Moreland,DET,208.0,-2.0,PF/C,2017-12-26,21700498.0,1.0,IND,0.0,3000.0,0.0,10.9,3000.0,10.2,7.475143997126596,0.0,8.391298403041624
203966,44669,Jamil Wilson,LAC,205.0,-5.0,SF/PF,2017-12-26,21700505.0,1.0,SAC,0.0,3700.0,0.0,18.9,3320.0,12.125,8.974655672751151,335.9894178227774,8.522233992458917
203992,44625,Bogdan Bogdanovic,SAC,205.0,5.0,SG/SF,2017-12-26,21700505.0,0.0,LAC,0.0,4000.0,0.0,24.8,4000.0,18.525,10.39016629104441,240.3700850309325,8.718952855067453
203999,44607,Nikola Jokic,DEN,205.0,-6.0,C,2017-12-26,21700503.0,1.0,UTA,0.0,7900.0,0.0,23.5,8120.0,29.675,14.331395217803777,532.9165037789692,19.407204418290977
204020,44587,Tyler Johnson,MIA,205.0,-7.0,PG/SG,2017-12-26,21700500.0,1.0,ORL,0.0,5700.0,0.0,28.3,4740.0,25.35,11.402241495035575,581.5687596683837,11.036052031611868
204038,44619,Langston Galloway,DET,208.0,-2.0,PG/SG,2017-12-26,21700498.0,1.0,IND,0.0,3600.0,0.0,11.9,3440.0,11.725,9.409805760186797,316.92971530679233,11.282022326594543
204060,44641,Joe Ingles,UTA,205.0,6.0,SG/SF,2017-12-26,21700503.0,0.0,DEN,0.0,4900.0,0.0,29.7,4910.0,21.6,11.294541454466692,99.44289260117532,9.11972830979325
1626143,44707,Jahlil Okafor,PHI,,,C,2017-12-26,21700502.0,,SAS,0.0,3500.0,0.0,2.3,3640.0,1.6,7.273238618387272,406.0651288757616,5.0596442562694275
1626144,44727,Emmanuel Mudiay,DEN,205.0,-6.0,PG,2017-12-26,21700503.0,1.0,UTA,0.0,3800.0,0.0,14.4,3960.0,12.2,10.002221975363474,250.3331114069145,11.496859474559896
1626149,44738,Montrezl Harrell,LAC,205.0,-5.0,PF/C,2017-12-26,21700505.0,1.0,SAC,0.0,3500.0,0.0,13.3,3600.0,14.675,5.012207320355195,81.64965809277261,7.503749062968466
1626150,44595,Andrew Harrison,MEM,205.0,-2.0,PG/SG,2017-12-26,21700504.0,0.0,PHX,0.0,4100.0,0.0,24.2,3930.0,19.8,10.22850048747235,388.87301554906355,10.444828598136228
1626153,44572,Delon Wright,TOR,209.0,-6.0,PG/SG,2017-12-26,21700499.0,0.0,DAL,0.0,3800.0,0.0,16.0,3550.0,13.125,7.944250191875328,108.01234497346434,6.75694087586979
1626155,44673,Sam Dekker,LAC,205.0,-5.0,SF/PF,2017-12-26,21700505.0,1.0,SAC,0.0,3600.0,0.0,17.7,3610.0,12.7,10.022751895340694,137.03203194062976,8.598934042465185
1626161,44586,Willie Cauley-Stein,SAC,205.0,5.0,PF/C,2017-12-26,21700505.0,0.0,LAC,0.0,5500.0,0.0,23.2,5260.0,21.6,10.860734577161685,134.98971154211057,11.934543700256562
1626164,44653,Devin Booker,PHX,205.0,2.0,SG/SF,2017-12-26,21700504.0,1.0,MEM,0.0,8000.0,0.0,31.5,7850.0,36.85,11.834506984051144,195.7890020745119,18.995686644896804
1626167,44611,Myles Turner,IND,208.0,2.0,C,2017-12-26,21700498.0,0.0,DET,0.0,6700.0,0.0,30.2,6420.0,30.775,11.311744142949648,193.2183566158592,15.343950128814795
1626168,44690,Trey Lyles,DEN,205.0,-6.0,SF/PF,2017-12-26,21700503.0,1.0,UTA,0.0,4500.0,0.0,24.9,4410.0,23.575,9.480389115314718,242.44128727957576,11.557855673860002
1626169,44626,Stanley Johnson,DET,208.0,-2.0,SG/SF,2017-12-26,21700498.0,1.0,IND,0.0,4100.0,0.0,20.7,3840.0,14.875,10.11105006086575,195.50504398153572,9.892652997721756
1626170,44589,Jerian Grant,CHI,213.0,7.0,PG/SG,2017-12-26,21700501.0,0.0,MIL,0.0,3900.0,0.0,16.4,4040.0,17.225,7.471427053931668,201.10804171997808,8.422399038014976
1626171,44689,Bobby Portis,CHI,213.0,7.0,PF,2017-12-26,21700501.0,0.0,MIL,0.0,4600.0,0.0,17.7,4650.0,23.425,7.803845206050667,158.11388300841898,13.379633153914698
1626173,44722,Rashad Vaughn,MIL,213.0,-7.0,SG/SF,2017-12-26,21700501.0,1.0,CHI,0.0,3000.0,0.0,9.7,3000.0,6.95,10.022751895340699,0.0,8.397916408252707
1626175,44576,Jordan Mickey,MIA,205.0,-7.0,PF/C,2017-12-26,21700500.0,1.0,ORL,0.0,4200.0,0.0,13.3,3390.0,12.1,11.479934184867476,479.4672969962486,11.058053877403363
1626178,44597,Rondae Hollis-Jefferson,BKN,207.0,11.0,SF/PF,2017-12-26,21700502.0,0.0,SAS,0.0,5900.0,0.0,28.2,5920.0,29.85,11.438725647747864,278.0887148615228,14.431447143882234
1626181,44613,Norman Powell,TOR,209.0,-6.0,SG/SF,2017-12-26,21700499.0,0.0,DAL,0.0,3500.0,0.0,14.0,3650.0,8.975,7.023769168568501,177.95130420052186,8.053165354208373
1626185,44749,Jarell Martin,MEM,205.0,-2.0,PF/C,2017-12-26,21700504.0,0.0,PHX,0.0,3500.0,0.0,10.1,3350.0,7.825,8.399074023036372,143.37208778404377,8.953622792541081
