max(s1.salary),max(s2.salary),avg(s2.salary),min(s2.salary),stddev(s2.salary),avg(t2.DKFPS),std(t2.DKFPS),min(t2.DKFPS),max(t2.DKFPS),player_id,Position,team,ou,odds,home,OPP,Target,game_id,Name,AdaBoost,Random Forest,Neural Network
continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,discrete,discrete,continuous,continuous,discrete,discrete,continuous,continuous,string,continuous,continuous,continuous
,,,,,,,,,,,,,,,,class,meta,meta,meta,meta,meta
3000.0,3000.0,3000.0,3000.0,0.0,2.0,0.0,2.0,2.0,2863.0,SG/SF,IND,205.0,4.0,1,BOS,,21700281.0,Damien Wilkins,22.75,12.807068452380953,11.63265303527273
5600.0,5900.0,5680.0,5300.0,203.960780544,23.7,4.20238027789,15.5,27.5,1627734.0,PF/C,IND,205.0,4.0,1,BOS,,21700281.0,Domantas Sabonis,25.0,24.738306290064106,26.60652237715659
3700.0,3900.0,3750.0,3700.0,76.3762615826,20.875,9.10557292724,10.5,37.0,101127.0,PG,NYK,217.0,15.0,0,HOU,,21700282.0,Jarrett Jack,22.5,20.28045944940476,26.436524593686155
6800.0,6700.0,6516.6667,6200.0,177.169096879,42.625,12.2514880049,27.75,61.0,203501.0,SG/SF,NYK,217.0,15.0,0,HOU,,21700282.0,Tim Hardaway Jr.,25.5,32.22676711309524,25.38801556947689
3400.0,3500.0,3466.6667,3400.0,47.1404520791,7.83333333333,6.66562491861,2.75,17.25,1626195.0,,NYK,217.0,15.0,0,HOU,,21700282.0,,17.5,18.65300409226191,36.94123637520205
3300.0,3400.0,3400.0,3400.0,0.0,9.375,3.375,6.0,12.75,201196.0,PG,NYK,217.0,15.0,0,HOU,,21700282.0,Ramon Sessions,21.0,17.061483134920636,30.766106810334495
4800.0,4700.0,4433.3333,4100.0,213.437474581,29.875,6.63442725486,19.0,37.75,201584.0,SG/SF,NYK,217.0,15.0,0,HOU,,21700282.0,Courtney Lee,23.75,23.52002418154762,36.913766247974365
3400.0,3400.0,3400.0,3400.0,0.0,6.70833333333,3.42605417678,2.0,12.5,202498.0,SF/PF,NYK,217.0,15.0,0,HOU,,21700282.0,Lance Thomas,20.75,16.591598462301587,26.251741345723463
3500.0,3700.0,3533.3333,3500.0,74.53559925,15.0,5.80050285176,6.0,25.25,203926.0,SF/PF,NYK,217.0,15.0,0,HOU,,21700282.0,Doug McDermott,21.0,19.63073846726191,43.930017878173686
3300.0,3400.0,3400.0,3400.0,0.0,11.125,6.875,4.25,18.0,201563.0,SF/PF,NYK,217.0,15.0,0,HOU,,21700282.0,Michael Beasley,18.25,17.267420014880955,39.987289319896234
6000.0,6600.0,6380.0,6000.0,213.541565041,31.2,10.8148046677,19.0,47.0,202683.0,PF/C,NYK,217.0,15.0,0,HOU,,21700282.0,Enes Kanter,21.5,29.831975446428572,24.52395241315479
3800.0,4000.0,3916.6667,3800.0,89.7527467856,12.8333333333,7.65896352141,-0.5,24.25,1628373.0,PG/SG,NYK,217.0,15.0,0,HOU,,21700282.0,Frank Ntilikina,18.25,18.84817116477273,40.34867928252129
3500.0,3900.0,3666.6667,3500.0,124.721912892,12.875,3.3408768809,8.0,18.5,203124.0,PF/C,NYK,217.0,15.0,0,HOU,,21700282.0,Kyle O'Quinn,20.75,22.510844775883836,41.78911527512348
8600.0,9600.0,8950.0,8600.0,320.156211872,38.3333333333,6.54100315106,25.5,46.0,204001.0,PF/C,NYK,217.0,15.0,0,HOU,,21700282.0,Kristaps Porzingis,28.5,36.51484375,26.485185965361474
3800.0,3800.0,3775.0,3700.0,43.3012701892,18.5,6.7592529173,7.25,25.25,200782.0,SF/PF,HOU,217.0,-15.0,1,NYK,,21700282.0,P.J. Tucker,22.25,16.949600074404763,15.163825714078921
4700.0,4700.0,4533.3333,4400.0,124.721912892,24.8333333333,6.18241233033,19.5,33.5,201583.0,PF/C,HOU,217.0,-15.0,1,NYK,,21700282.0,Ryan Anderson,27.0,23.346391369047616,13.329822117114102
11500.0,12700.0,11850.0,11100.0,668.954408013,56.1875,9.90166494838,41.5,67.5,201935.0,PG/SG,HOU,217.0,-15.0,1,NYK,,21700282.0,James Harden,34.75,48.74763454861111,33.77540260131691
3500.0,3500.0,3375.0,3000.0,216.506350946,15.25,7.59317127424,3.75,24.75,204028.0,PF/C,HOU,217.0,-15.0,1,NYK,,21700282.0,Tarik Black,19.75,19.047712053571427,15.682504406181305
3400.0,3300.0,3266.6667,3200.0,47.1404520791,19.8333333333,6.15877873897,14.75,28.5,2403.0,C,HOU,217.0,-15.0,1,NYK,,21700282.0,Nene Hilario,22.25,17.043861607142855,14.090122953365865
3000.0,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,1627743.0,PG,HOU,217.0,-15.0,1,NYK,,21700282.0,Demetrius Jackson,22.25,14.650390624999998,16.741555607999764
3600.0,3600.0,3533.3333,3500.0,47.1404520791,16.8333333333,8.98455464796,6.0,28.0,201601.0,SF/PF,HOU,217.0,-15.0,1,NYK,,21700282.0,Luc Richard Mbah a Moute,23.0,18.391874379960317,14.17797924312192
6600.0,7200.0,6950.0,6700.0,206.155281281,30.25,8.16049937197,17.0,39.25,203991.0,C,HOU,217.0,-15.0,1,NYK,,21700282.0,Clint Capela,27.75,31.61293712797619,12.169310610605539
5200.0,5200.0,5150.0,5100.0,50.0,28.875,8.1576267995,18.0,37.0,2772.0,SG/SF,HOU,217.0,-15.0,1,NYK,,21700282.0,Trevor Ariza,24.0,26.391772073412692,15.266830112501072
7800.0,7500.0,7366.6667,7100.0,188.561808316,41.5,7.82091213777,35.0,52.5,101108.0,PG/SG,HOU,217.0,-15.0,1,NYK,,21700282.0,Chris Paul,25.5,34.240156870039684,24.47124421391429
5500.0,6600.0,6266.6667,6000.0,249.443825785,19.0,3.40954542425,15.25,23.5,201569.0,SG,HOU,217.0,-15.0,1,NYK,,21700282.0,Eric Gordon,13.5,27.627759176587297,10.376229857453383
3100.0,3100.0,3100.0,3100.0,0.0,2.75,2.7726341266,0.5,7.5,201628.0,PG,HOU,217.0,-15.0,1,NYK,,21700282.0,Bobby Brown,21.75,16.02232142857143,17.09441878705923
3500.0,3500.0,3500.0,3500.0,0.0,11.9583333333,4.84857510569,4.0,18.0,201967.0,SF/PF,NOP,229.0,11.0,0,GSW,,21700284.0,Dante Cunningham,23.25,16.610766989087303,7.5916559081844674
10600.0,11000.0,10300.0,9600.0,489.897948557,43.5416666667,11.075890358,28.25,61.25,203076.0,PF/C,NOP,229.0,11.0,0,GSW,,21700284.0,Anthony Davis,32.0,44.98911830357143,25.476968973517078
3500.0,3900.0,3766.6667,3600.0,94.2809041582,18.125,6.651675854,8.0,27.0,2749.0,PG/SG,NOP,229.0,11.0,0,GSW,,21700284.0,Jameer Nelson,22.25,18.713076636904763,26.58828733334537
3300.0,3300.0,3300.0,3300.0,0.0,6.2,4.73655993312,0.0,11.75,1627767.0,PF,NOP,229.0,11.0,0,GSW,,21700284.0,Cheick Diallo,22.0,15.42660900297619,7.067431331337828
3000.0,3000.0,3000.0,3000.0,0.0,1.5,0.0,1.5,1.5,1628429.0,SG,NOP,229.0,11.0,0,GSW,,21700284.0,Charles Cooke,23.5,13.658051215277776,9.526025624423989
11000.0,11400.0,10983.3333,10300.0,357.848509226,45.375,10.5106592721,26.0,58.0,202326.0,PF/C,NOP,229.0,11.0,0,GSW,,21700284.0,DeMarcus Cousins,31.75,40.995861235119044,26.658560856739005
3000.0,3000.0,3000.0,3000.0,0.0,11.3333333333,3.92286743198,7.0,16.5,2754.0,SG/SF,NOP,229.0,11.0,0,GSW,,21700284.0,Tony Allen,25.75,16.126922123015873,6.895592820024292
5100.0,5200.0,4750.0,4400.0,281.365716936,19.3333333333,7.15842549417,4.5,26.5,200765.0,PG,NOP,229.0,11.0,0,GSW,,21700284.0,Rajon Rondo,14.0,23.293117559523814,30.08129766463864
6200.0,6800.0,6483.3333,6100.0,211.476292341,28.1666666667,5.75482889021,16.25,34.5,201950.0,PG/SG,NOP,229.0,11.0,0,GSW,,21700284.0,Jrue Holiday,27.75,31.396112351190478,36.710812833544225
3400.0,3300.0,3250.0,3000.0,111.803398875,21.4166666667,7.00842746667,8.0,28.25,203121.0,SF,NOP,229.0,11.0,0,GSW,,21700284.0,Darius Miller,21.0,20.64829799107143,29.493243037306552
3000.0,3000.0,3000.0,3000.0,0.0,3.375,1.375,2.0,4.75,1627883.0,SF,NOP,229.0,11.0,0,GSW,,21700284.0,Jalen Jones,22.75,12.801801215277777,9.207768133737424
3700.0,4100.0,3933.3333,3700.0,149.0711985,20.2083333333,7.90756055234,10.0,34.5,202734.0,SG/SF,NOP,229.0,11.0,0,GSW,,21700284.0,E'Twaun Moore,24.25,21.201730192550507,38.71725090702773
3300.0,3400.0,3400.0,3400.0,0.0,6.8125,2.74644656784,2.75,10.0,203546.0,PG/SG,NOP,229.0,11.0,0,GSW,,21700284.0,Ian Clark,20.25,15.311356026785715,7.458265835696871
3000.0,3000.0,3000.0,3000.0,0.0,14.9,2.43721152139,11.0,18.25,1626172.0,SF/PF,GSW,229.0,-11.0,1,NOP,,21700284.0,Kevon Looney,22.5,15.216951884920631,14.485442628900223
3000.0,3000.0,3000.0,3000.0,0.0,18.625,17.375,1.25,36.0,1628395.0,PF/C,GSW,229.0,-11.0,1,NOP,,21700284.0,Jordan Bell,24.25,17.549646577380948,21.371674500163497
3000.0,3000.0,3000.0,3000.0,0.0,6.04166666667,3.95394493583,2.75,12.75,201580.0,C,GSW,229.0,-11.0,1,NOP,,21700284.0,JaVale McGee,19.0,14.561709449404761,14.566774646941797
3500.0,3500.0,3466.6667,3300.0,74.53559925,17.4166666667,7.40729745289,5.75,28.25,2561.0,PF/C,GSW,229.0,-11.0,1,NOP,,21700284.0,David West,23.5,17.229076197240257,12.262291728413603
9600.0,9600.0,9220.0,8700.0,305.941170816,48.9,12.9707362937,31.0,69.25,201939.0,PG/SG,GSW,229.0,-11.0,1,NOP,,21700284.0,Stephen Curry,31.75,47.297619047619044,31.05520156800438
7200.0,7800.0,7580.0,7300.0,160.0,33.4,3.31888535506,27.0,36.5,203110.0,PF/C,GSW,229.0,-11.0,1,NOP,,21700284.0,Draymond Green,29.0,31.12490699404762,21.649574872543795
3100.0,3100.0,3100.0,3100.0,0.0,16.75,6.45497224368,9.75,30.25,2585.0,C,GSW,229.0,-11.0,1,NOP,,21700284.0,Zaza Pachulia,23.0,17.086021205357145,12.802926555254908
3200.0,3300.0,3220.0,3200.0,40.0,3.95,5.64668044075,-0.5,14.75,1627775.0,SG/SF,GSW,229.0,-11.0,1,NOP,,21700284.0,Patrick McCaw,23.0,14.112844122023809,11.314250439259881
6700.0,7400.0,7033.3333,6700.0,228.521820013,30.7916666667,8.5542590107,20.0,44.0,202691.0,SG,GSW,229.0,-11.0,1,NOP,,21700284.0,Klay Thompson,28.75,31.39093812003968,20.839019491638663
3600.0,3600.0,3550.0,3500.0,50.0,11.7916666667,8.28202957547,2.5,29.0,2733.0,PG/SG,GSW,229.0,-11.0,1,NOP,,21700284.0,Shaun Livingston,21.0,16.824106579184704,9.334889489468688
3300.0,3300.0,3300.0,3300.0,0.0,12.5833333333,6.13844895357,6.0,25.5,201156.0,SG,GSW,229.0,-11.0,1,NOP,,21700284.0,Nick Young,23.0,17.59063683712121,11.271042337830734
3600.0,3600.0,3400.0,3300.0,141.421356237,16.5416666667,7.70608075195,3.25,27.5,201956.0,SF/PF,GSW,229.0,-11.0,1,NOP,,21700284.0,Omri Casspi,20.0,18.445938176406926,11.35015317765709
3900.0,4000.0,3800.0,3500.0,208.166599947,16.5416666667,5.25875592597,8.0,25.75,2738.0,SG/SF,GSW,229.0,-11.0,1,NOP,,21700284.0,Andre Iguodala,26.75,18.35542224702381,13.336473288630007
3400.0,3400.0,3400.0,3400.0,0.0,2.6875,2.07947559495,1.25,6.25,1626177.0,C,OKC,204.0,-6.0,0,DAL,,21700283.0,Dakari Johnson,20.75,12.455958581349206,11.01655756789881
3000.0,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,1628390.0,SG/SF,OKC,204.0,-6.0,0,DAL,,21700283.0,Terrance Ferguson,21.0,11.867708333333331,11.917439038786869
3100.0,3100.0,3100.0,3100.0,0.0,5.65,4.01434926233,-0.5,10.25,202335.0,PF/C,OKC,204.0,-6.0,0,DAL,,21700283.0,Patrick Patterson,18.5,11.866059027777776,7.8805642854905384
10900.0,10800.0,10520.0,10300.0,172.046505341,57.25,12.8714801014,38.75,70.0,201566.0,PG,OKC,204.0,-6.0,0,DAL,,21700283.0,Russell Westbrook,32.75,47.59591703869048,42.549605323250134
5400.0,5700.0,5550.0,5200.0,206.155281281,29.8125,5.71558997392,20.75,36.0,203500.0,C,OKC,204.0,-6.0,0,DAL,,21700283.0,Steven Adams,17.25,23.284505208333332,28.225989050665437
3000.0,3000.0,3000.0,3000.0,0.0,3.75,2.66926956301,1.25,7.25,203962.0,SF/PF,OKC,204.0,-6.0,0,DAL,,21700283.0,Josh Huestis,20.75,11.87752976190476,9.420674399512134
3400.0,3400.0,3400.0,3400.0,0.0,7.75,3.78483817356,2.0,12.25,203518.0,SG/SF,OKC,204.0,-6.0,0,DAL,,21700283.0,Alex Abrines,18.5,12.96600322420635,11.321128053509833
6800.0,7000.0,6860.0,6700.0,101.980390272,35.55,2.93853705098,32.25,40.75,2546.0,SF/PF,OKC,204.0,-6.0,0,DAL,,21700283.0,Carmelo Anthony,28.5,30.445566716269838,27.10939984471064
3300.0,3400.0,3320.0,3300.0,40.0,12.25,1.58902485821,9.25,13.5,101109.0,PG/SG,OKC,204.0,-6.0,0,DAL,,21700283.0,Raymond Felton,21.0,16.096019345238098,33.01028849513813
8900.0,8700.0,8500.0,8300.0,126.491106407,39.4,11.3705760628,19.75,50.25,202331.0,SF,OKC,204.0,-6.0,0,DAL,,21700283.0,Paul George,26.5,36.29682877886003,33.5621983450786
3400.0,3300.0,3300.0,3300.0,0.0,14.4,4.70797196253,8.0,22.25,203460.0,SG/SF,OKC,204.0,-6.0,0,DAL,,21700283.0,Andre Roberson,21.75,18.2765873015873,24.505623348841844
3900.0,4300.0,4260.0,4100.0,80.0,16.0,9.56164211838,8.0,34.75,203924.0,SF/PF,OKC,204.0,-6.0,0,DAL,,21700283.0,Jerami Grant,23.0,21.986805555555556,14.497925625246866
4200.0,4300.0,4260.0,4100.0,80.0,27.3,7.15960892787,14.25,34.75,200826.0,PG/SG,DAL,204.0,6.0,1,OKC,,21700283.0,J.J. Barea,27.0,24.560863095238094,17.48726678053483
3000.0,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,203481.0,C,DAL,204.0,6.0,1,OKC,,21700283.0,Jeff Withey,21.5,13.553444320436508,8.419863112922592
3300.0,3200.0,3100.0,3000.0,100.0,14.0625,8.34111615733,2.0,23.75,203939.0,PF/C,DAL,204.0,6.0,1,OKC,,21700283.0,Dwight Powell,20.75,14.162853422619047,28.38102239558628
3100.0,3300.0,3300.0,3300.0,0.0,12.3,6.4389440128,6.25,24.0,1626257.0,C,DAL,204.0,6.0,1,OKC,,21700283.0,Salah Mejri,20.75,14.897535342261904,27.99789515971816
3000.0,3000.0,3000.0,3000.0,0.0,6.45,2.30976189249,3.25,9.75,1628467.0,PF,DAL,204.0,6.0,1,OKC,,21700283.0,Maxi Kleber,20.25,13.328760540674603,10.10202089181312
5800.0,6300.0,6000.0,5600.0,260.768096208,33.7,5.40231431888,27.5,43.0,203084.0,SF/PF,DAL,204.0,6.0,1,OKC,,21700283.0,Harrison Barnes,28.5,28.10045572916667,16.992959033475934
3800.0,3800.0,3800.0,3800.0,0.0,13.25,5.99583188557,6.25,23.5,1627812.0,PG/SG,DAL,204.0,6.0,1,OKC,,21700283.0,Yogi Ferrell,21.75,18.262081473214284,30.946313991075787
3000.0,3000.0,3000.0,3000.0,0.0,1.5,0.0,1.5,1.5,1628499.0,SG,DAL,204.0,6.0,1,OKC,,21700283.0,Antonius Cleveland,21.75,13.58209015376984,8.64847268444801
4300.0,4700.0,4480.0,4300.0,146.969384567,25.45,13.3906683926,8.25,43.0,202083.0,SG/SF,DAL,204.0,6.0,1,OKC,,21700283.0,Wesley Matthews,25.5,22.244912574404765,15.665891938481217
3400.0,3400.0,3400.0,3400.0,0.0,2.8,2.49699819784,0.0,6.75,203457.0,C,DAL,204.0,6.0,1,OKC,,21700283.0,Nerlens Noel,21.0,12.750635540674603,9.517013437404671
5400.0,6200.0,5820.0,5500.0,256.124969497,25.4,7.38004065029,15.5,37.0,1628372.0,PG/SG,DAL,204.0,6.0,1,OKC,,21700283.0,Dennis Smith Jr.,25.0,25.61060267857143,18.495125895082754
4400.0,4200.0,4120.0,4000.0,74.8331477355,29.55,4.1575233012,23.75,35.0,1717.0,PF/C,DAL,204.0,6.0,1,OKC,,21700283.0,Dirk Nowitzki,32.75,29.41075148809524,19.490049181642537
3500.0,3500.0,3500.0,3500.0,0.0,14.125,7.1861411759,2.5,21.5,2734.0,PG/SG,DAL,204.0,6.0,1,OKC,,21700283.0,Devin Harris,22.25,15.020712425595237,32.1347484529567
3900.0,3300.0,3300.0,3300.0,0.0,17.3,8.36570379586,8.0,33.0,1627748.0,PF/C,MIL,197.0,1.0,0,UTA,,21700285.0,Thon Maker,19.25,18.573152281746033,26.68185072836765
3000.0,3000.0,3000.0,3000.0,0.0,0.416666666667,0.589255650989,0.0,1.25,1628391.0,PF/C,MIL,197.0,1.0,0,UTA,,21700285.0,D.J. Wilson,20.25,12.912611607142859,21.001220197654785
4700.0,4800.0,4675.0,4500.0,108.972473589,25.5,9.99374804565,9.0,35.5,203089.0,C,MIL,197.0,1.0,0,UTA,,21700285.0,John Henson,29.5,21.218880208333335,31.087256525328936
10800.0,11500.0,11250.0,10800.0,269.258240357,49.5,5.82827161344,42.5,55.75,203507.0,SF/PF,MIL,197.0,1.0,0,UTA,,21700285.0,Giannis Antetokounmpo,28.5,43.93221416170635,19.991661784508185
5100.0,5400.0,5180.0,4900.0,193.907194297,15.8,9.29031754032,4.25,27.0,1627763.0,PG/SG,MIL,197.0,1.0,0,UTA,,21700285.0,Malcolm Brogdon,28.5,22.780905877976195,18.34190088747914
6900.0,6500.0,6360.0,6100.0,149.666295471,35.3,10.9469173743,18.0,49.5,202339.0,PG/SG,MIL,197.0,1.0,0,UTA,,21700285.0,Eric Bledsoe,24.5,29.358835565476184,16.055349271196647
7100.0,6900.0,6700.0,6500.0,141.421356237,39.25,15.3687995628,25.5,63.75,203114.0,SG/SF,MIL,197.0,1.0,0,UTA,,21700285.0,Khris Middleton,29.25,29.630921378968257,23.725466310246258
3000.0,3000.0,3000.0,3000.0,0.0,3.5,0.0,3.5,3.5,1626173.0,PG/SF,MIL,197.0,1.0,0,UTA,,21700285.0,Rashad Vaughn,19.0,12.574590773809524,20.582562447453057
3000.0,3000.0,3000.0,3000.0,0.0,8.16666666667,4.18993502999,2.5,12.5,1627780.0,SG,MIL,197.0,1.0,0,UTA,,21700285.0,Gary Payton II,19.75,13.916313244047618,24.441973622419745
3000.0,3000.0,3000.0,3000.0,0.0,4.5,0.0,4.5,4.5,1628425.0,SG,MIL,197.0,1.0,0,UTA,,21700285.0,Sterling Brown,19.0,12.564955357142859,20.546128639618303
3000.0,3000.0,3000.0,3000.0,0.0,2.0,2.0,0.0,4.0,1891.0,PG/SG,MIL,197.0,1.0,0,UTA,,21700285.0,Jason Terry,19.75,13.085974702380954,22.664886527797684
3500.0,3000.0,3000.0,3000.0,0.0,12.9,7.0862542997,4.75,26.0,202732.0,PG/SF,MIL,197.0,1.0,0,UTA,,21700285.0,DeAndre Liggins,18.5,15.537010168650793,22.481341669453013
3800.0,3800.0,3800.0,3800.0,0.0,17.1,5.20480547187,9.75,25.5,203503.0,SG/SF,MIL,197.0,1.0,0,UTA,,21700285.0,Tony Snell,20.75,19.206225480248918,23.996177565929347
6600.0,7100.0,6620.0,5600.0,538.144961883,33.7,14.6896221871,16.0,60.25,101150.0,PG/SG,LAC,203.0,-5.0,0,SAC,,21700286.0,Lou Williams,19.25,31.298232886904763,33.42476345261406
8800.0,9300.0,8920.0,8700.0,203.960780544,46.0,8.87693640847,36.5,58.5,201933.0,PF/C,LAC,203.0,-5.0,0,SAC,,21700286.0,Blake Griffin,25.5,39.38048735119048,37.168257800738544
3000.0,3000.0,3000.0,3000.0,0.0,8.25,6.77080128198,0.0,16.0,203186.0,C,LAC,203.0,-5.0,0,SAC,,21700286.0,Willie Reed,20.75,15.310407366071427,13.87949606616872
3000.0,3200.0,3200.0,3200.0,0.0,10.0833333333,4.05346216901,6.5,15.75,1626149.0,PF/C,LAC,203.0,-5.0,0,SAC,,21700286.0,Montrezl Harrell,20.75,14.546106150793651,11.46066555996195
3000.0,3000.0,3000.0,3000.0,0.0,7.65,2.47790233867,4.25,11.25,1628393.0,PG,LAC,203.0,-5.0,0,SAC,,21700286.0,Jawun Evans,20.0,13.358035714285714,9.846941972109128
3000.0,3000.0,3000.0,3000.0,0.0,3.375,2.48432586429,0.0,7.0,203710.0,SG,LAC,203.0,-5.0,0,SAC,,21700286.0,C.J. Williams,20.25,12.481175595238094,9.97460954390899
3000.0,3000.0,3000.0,3000.0,0.0,10.4,2.17140507506,7.0,12.75,1626155.0,SF/PF,LAC,203.0,-5.0,0,SAC,,21700286.0,Sam Dekker,20.75,13.649451264880952,11.017469808776431
4000.0,3900.0,3820.0,3700.0,74.8331477355,28.7,10.2815368501,14.75,45.25,202325.0,SF/PF,LAC,203.0,-5.0,0,SAC,,21700286.0,Wesley Johnson,21.0,21.74946986607143,25.624292515011817
3000.0,3000.0,3000.0,3000.0,0.0,1.25,0.0,1.25,1.25,203966.0,SF/PF,LAC,203.0,-5.0,0,SAC,,21700286.0,Jamil Wilson,20.75,12.765624999999998,10.590478526660227
3100.0,3200.0,3120.0,3000.0,97.9795897113,9.2,7.63773526643,0.0,20.25,1628414.0,SG,LAC,203.0,-5.0,0,SAC,,21700286.0,Sindarius Thornwell,20.75,14.585946800595236,15.88056896017575
6800.0,7000.0,6740.0,6600.0,149.666295471,32.9,16.3007668531,8.75,56.5,201599.0,C,LAC,203.0,-5.0,0,SAC,,21700286.0,DeAndre Jordan,27.0,29.156110209235212,24.993258225424054
5000.0,5600.0,5360.0,5100.0,185.47236991,23.05,7.47228211459,12.75,35.5,203085.0,PG/SG,LAC,203.0,-5.0,0,SAC,,21700286.0,Austin Rivers,24.75,26.10499751984127,27.672705102229582
4600.0,5200.0,5125.0,5000.0,82.9156197589,17.1875,5.68543918708,11.25,26.25,1627741.0,SG/SF,SAC,203.0,5.0,1,LAC,,21700286.0,Buddy Hield,21.0,25.554349578373017,22.358863300533518
3300.0,3400.0,3350.0,3200.0,86.6025403784,8.8125,6.12723173627,0.0,17.0,1628382.0,SG/SF,SAC,203.0,5.0,1,LAC,,21700286.0,Justin Jackson,20.75,16.055394345238092,24.146756237838108
3000.0,3000.0,3000.0,3000.0,0.0,4.75,0.0,4.75,4.75,1713.0,SG/SF,SAC,203.0,5.0,1,LAC,,21700286.0,Vince Carter,19.0,14.429854910714285,10.209090623761103
5200.0,5200.0,5000.0,4900.0,115.470053838,25.875,12.0716178838,6.0,47.25,2216.0,PF/C,SAC,203.0,5.0,1,LAC,,21700286.0,Zach Randolph,32.75,25.26312934027778,20.36469009994811
3400.0,3800.0,3666.6667,3500.0,110.554159679,12.7916666667,3.25773651823,8.75,18.0,1627746.0,PF/C,SAC,203.0,5.0,1,LAC,,21700286.0,Skal Labissiere,21.25,18.12408854166667,19.147348711620207
3400.0,3400.0,3350.0,3300.0,50.0,18.0833333333,9.5999855324,5.75,32.75,201585.0,C,SAC,203.0,5.0,1,LAC,,21700286.0,Kosta Koufos,20.0,15.678016493055555,25.606355779627098
3500.0,3600.0,3533.3333,3500.0,47.1404520791,14.25,6.57330459764,5.25,25.5,202066.0,PG/SG,SAC,203.0,5.0,1,LAC,,21700286.0,Garrett Temple,21.75,17.35655071924603,27.993390974253575
3000.0,3000.0,3000.0,3000.0,0.0,4.5,3.03623945037,0.0,8.5,1627781.0,SG/SF,SAC,203.0,5.0,1,LAC,,21700286.0,Malachi Richardson,19.75,14.919977678571428,13.59370532835969
3000.0,3000.0,3000.0,3000.0,0.0,17.4,8.58137518117,4.25,27.75,1628412.0,,SAC,203.0,5.0,1,LAC,,21700286.0,,19.75,17.328124999999993,29.38664719266605
4200.0,4100.0,3966.6667,3800.0,110.554159679,22.5416666667,8.85933672586,5.25,34.25,201588.0,PG/SG,SAC,203.0,5.0,1,LAC,,21700286.0,George Hill,23.25,19.6831287202381,21.998867701713774
4900.0,4700.0,4466.6667,4200.0,169.96731712,26.125,13.3281891118,7.75,42.5,1626161.0,PF/C,SAC,203.0,5.0,1,LAC,,21700286.0,Willie Cauley-Stein,29.25,23.70042162698413,18.94315665380602
4700.0,5300.0,4883.3333,4600.0,267.186992365,19.875,4.92601512381,9.25,24.25,1628368.0,PG,SAC,203.0,5.0,1,LAC,,21700286.0,De'Aaron Fox,21.75,24.742857142857147,19.312495613070773
3800.0,3900.0,3683.3333,3500.0,134.370962472,16.2916666667,6.41680194663,9.5,29.25,203992.0,SG/SF,SAC,203.0,5.0,1,LAC,,21700286.0,Bogdan Bogdanovic,20.75,20.77393353174603,24.33390411983675
