5.913096852600576270e+00,3.000000000000000000e+03,3.000000000000000000e+03,3.000000000000000000e+03,3.000000000000000455e+03,0.000000000000000000e+00,2.874999999999998224e+00,3.750000000000002220e-01,2.499999999999999556e+00,3.250000000000000000e+00
7.674748398363592017e+00,3.000000000000000000e+03,3.400000000000000000e+03,3.266666700000000219e+03,3.200000000000000000e+03,9.428090415999997731e+01,3.833333332999999676e+00,4.012134372000001115e+00,7.500000000000005551e-01,9.500000000000000000e+00
1.658664789050817845e+01,3.600000000000000000e+03,3.800000000000000000e+03,3.725000000000000000e+03,3.700000000000000000e+03,4.330127019000001809e+01,2.300000000000000000e+01,9.625811653999999606e+00,1.025000000000000000e+01,3.450000000000000000e+01
1.255646844953298746e+01,3.200000000000000000e+03,3.300000000000000000e+03,3.280000000000000000e+03,3.200000000000000000e+03,4.000000000000002132e+01,1.509999999999999787e+01,7.239820440000000801e+00,4.249999999999999112e+00,2.400000000000000000e+01
1.697297175228596089e+01,3.900000000000000000e+03,4.100000000000000000e+03,3.860000000000000000e+03,3.700000000000000000e+03,1.356465996999999959e+02,1.945000000000000284e+01,3.234192326000000950e+00,1.625000000000000000e+01,2.474999999999999645e+01
2.990748196095228550e+01,6.300000000000000000e+03,6.700000000000000000e+03,6.620000000000000000e+03,6.500000000000000000e+03,9.797958970999999906e+01,3.100000000000000000e+01,4.785394445999999746e+00,2.600000000000000000e+01,3.950000000000000000e+01
7.990473903715612281e+00,3.100000000000000000e+03,3.400000000000000000e+03,3.225000000000000000e+03,3.100000000000000000e+03,1.089724736000000007e+02,3.812500000000000888e+00,4.385255835999999796e+00,0.000000000000000000e+00,1.125000000000000000e+01
2.257346631959081051e+01,4.800000000000000000e+03,5.000000000000000000e+03,4.820000000000000000e+03,4.600000000000000000e+03,1.469693845999999837e+02,2.705000000000000071e+01,4.624391851999999581e+00,1.925000000000000000e+01,3.125000000000000355e+01
5.975389681756498206e+00,3.000000000000000000e+03,3.000000000000000000e+03,3.000000000000000000e+03,3.000000000000000455e+03,0.000000000000000000e+00,3.000000000000000444e+00,1.541103501000000042e+00,9.999999999999985567e-01,4.750000000000000000e+00
2.050696673244238255e+01,4.500000000000000000e+03,5.100000000000000000e+03,4.780000000000000000e+03,4.400000000000000000e+03,2.481934729000000175e+02,1.914999999999999503e+01,4.202975137000001027e+00,1.525000000000000000e+01,2.575000000000000000e+01
5.406375199556350708e+01,1.140000000000000000e+04,1.120000000000000000e+04,1.080000000000000000e+04,1.010000000000000000e+04,3.847076811999999677e+02,6.525000000000000000e+01,1.568996494999999847e+01,5.025000000000000000e+01,8.525000000000000000e+01
3.080415311828256009e+01,6.300000000000000000e+03,6.900000000000000000e+03,6.700000000000000909e+03,6.400000000000000000e+03,1.673320053000000200e+02,3.454999999999999716e+01,8.457836602999998732e+00,2.050000000000000000e+01,4.375000000000000000e+01
2.213671132922172902e+01,4.700000000000000000e+03,5.100000000000000000e+03,4.760000000000000000e+03,4.500000000000000000e+03,1.959591794000000391e+02,2.339999999999999858e+01,1.448585516999999889e+01,1.174999999999999822e+01,5.125000000000000711e+01
1.430884947627782999e+01,3.600000000000000000e+03,3.700000000000000000e+03,3.650000000000000000e+03,3.600000000000000000e+03,4.999999999999998579e+01,1.525000000000000355e+01,2.999999999999999112e+00,1.225000000000000000e+01,1.824999999999999645e+01
1.448278992623090922e+01,3.500000000000000000e+03,3.700000000000000000e+03,3.600000000000000000e+03,3.500000000000000000e+03,6.324555320000000336e+01,1.515000000000000213e+01,9.597655963999999429e+00,5.999999999999998224e+00,3.375000000000000000e+01
1.951527412980795262e+01,4.500000000000000000e+03,4.200000000000000000e+03,4.100000000000000000e+03,3.900000000000000000e+03,1.264911064000000067e+02,2.225000000000000000e+01,1.239455525999999885e+01,4.750000000000001776e+00,4.325000000000000000e+01
9.804952561855317938e+00,3.400000000000000000e+03,3.600000000000000000e+03,3.450000000000000000e+03,3.100000000000000000e+03,2.061552813000000128e+02,6.062500000000000000e+00,5.449698960000000092e+00,0.000000000000000000e+00,1.474999999999999822e+01
3.500019017234444618e+01,7.300000000000000000e+03,7.700000000000000000e+03,7.520000000000000000e+03,7.400000000000000000e+03,9.797958970999999906e+01,3.454999999999999716e+01,1.605490578999999940e+01,1.650000000000000000e+01,6.300000000000000000e+01
1.744171030819416401e+01,3.900000000000000000e+03,4.600000000000000000e+03,4.420000000000000000e+03,4.200000000000000000e+03,1.599999999999999716e+02,1.529999999999999893e+01,8.553361911999999734e+00,7.750000000000000000e+00,3.125000000000000355e+01
5.233402009494602680e+01,1.080000000000000000e+04,1.160000000000000000e+04,1.096000000000000000e+04,1.040000000000000000e+04,4.630334761000000299e+02,6.360000000000000142e+01,1.498382460999999921e+01,4.850000000000000000e+01,9.225000000000000000e+01
1.551333513110876261e+01,3.800000000000000000e+03,3.800000000000000000e+03,3.780000000000000000e+03,3.700000000000000000e+03,4.000000000000002132e+01,1.640000000000000213e+01,6.290071542000000626e+00,6.500000000000000888e+00,2.525000000000000000e+01
1.488866655528545557e+01,3.600000000000000000e+03,4.000000000000000000e+03,3.900000000000000000e+03,3.700000000000000000e+03,1.095445114999999987e+02,1.519999999999999929e+01,2.342007685999999644e+00,1.249999999999999822e+01,1.850000000000000355e+01
1.986520598083734868e+01,4.300000000000000000e+03,4.700000000000000000e+03,4.540000000000000000e+03,4.300000000000000000e+03,1.356465996999999959e+02,1.925000000000000000e+01,7.309240727000001492e+00,1.275000000000000000e+01,2.949999999999999645e+01
1.999019028246403096e+01,4.400000000000000000e+03,4.800000000000000000e+03,4.660000000000000000e+03,4.500000000000000000e+03,1.200000000000000142e+02,1.844999999999999929e+01,1.052306989000000037e+01,9.750000000000000000e+00,3.850000000000000000e+01
9.132927909493448126e+00,3.000000000000000000e+03,3.000000000000000000e+03,3.000000000000000000e+03,3.000000000000000455e+03,0.000000000000000000e+00,9.750000000000001776e+00,0.000000000000000000e+00,9.750000000000000000e+00,9.750000000000000000e+00
1.872876736521721242e+01,4.300000000000000000e+03,4.400000000000000000e+03,4.340000000000000000e+03,4.300000000000000000e+03,4.898979485999998928e+01,2.050000000000000000e+01,6.180614856000000046e+00,9.000000000000000000e+00,2.650000000000000355e+01
1.293650474399328409e+01,3.300000000000000000e+03,3.000000000000000000e+03,3.000000000000000000e+03,3.000000000000000455e+03,0.000000000000000000e+00,1.794999999999999929e+01,1.330920734000000216e+01,3.250000000000000444e+00,3.650000000000000000e+01
2.437514027953148243e+01,5.400000000000000000e+03,5.800000000000000000e+03,5.350000000000000000e+03,5.100000000000000000e+03,2.692582403999999769e+02,2.475000000000000000e+01,1.425109644999999858e+01,5.250000000000000888e+00,4.550000000000000000e+01
2.791319592297077534e+01,5.900000000000000000e+03,5.800000000000000000e+03,5.620000000000000000e+03,5.300000000000000000e+03,1.939071943000000431e+02,3.089999999999999858e+01,1.187918346999999919e+01,1.525000000000000000e+01,4.725000000000000000e+01
1.065791729092598139e+01,3.000000000000000000e+03,3.200000000000000000e+03,3.180000000000000000e+03,3.100000000000000000e+03,4.000000000000002132e+01,1.190000000000000213e+01,8.946507698999999647e+00,0.000000000000000000e+00,2.700000000000000000e+01
1.491934009641409098e+01,3.500000000000000000e+03,3.500000000000000000e+03,3.280000000000000000e+03,3.000000000000000455e+03,1.939071943000000431e+02,1.994999999999999929e+01,5.292447448999999970e+00,1.450000000000000000e+01,2.900000000000000000e+01
9.150344498455526221e+00,3.000000000000000000e+03,3.000000000000000000e+03,3.000000000000000000e+03,3.000000000000000455e+03,0.000000000000000000e+00,1.012499999999999645e+01,9.125000000000000000e+00,9.999999999999985567e-01,1.925000000000000000e+01
2.384889811277389882e+01,6.100000000000000000e+03,6.200000000000000000e+03,5.300000000000000000e+03,4.700000000000000000e+03,6.957010852000000796e+02,2.805000000000000071e+01,8.251363524000000282e+00,1.750000000000000000e+01,4.225000000000000000e+01
7.757058620452882636e+00,3.000000000000000000e+03,3.000000000000000000e+03,3.000000000000000000e+03,3.000000000000000455e+03,0.000000000000000000e+00,5.541666667000000324e+00,3.871414111000000435e+00,7.500000000000005551e-01,1.200000000000000178e+01
2.310769922286272404e+01,5.100000000000000000e+03,4.900000000000000000e+03,4.716666699999999764e+03,4.300000000000000000e+03,2.034425936000000092e+02,2.633333332999999854e+01,6.735581307999998657e+00,1.650000000000000000e+01,3.700000000000000000e+01
2.796822107210755703e+01,5.800000000000000000e+03,6.100000000000000000e+03,5.833333300000000236e+03,5.500000000000000000e+03,2.285218200000000195e+02,3.212500000000000000e+01,1.344491075000000002e+01,1.900000000000000000e+01,5.850000000000000000e+01
2.802309776097536442e+01,6.000000000000000000e+03,6.100000000000000000e+03,5.850000000000000000e+03,5.399999999999999091e+03,2.217355783000000429e+02,3.000000000000000000e+01,7.913595896000000351e+00,1.600000000000000000e+01,4.100000000000000000e+01
2.967395395785570500e+01,6.500000000000000000e+03,7.300000000000000000e+03,6.740000000000000000e+03,6.000000000000000000e+03,5.003998401000000626e+02,2.794999999999999929e+01,6.952337735999999602e+00,1.525000000000000000e+01,3.450000000000000000e+01
2.123730053007603047e+01,4.500000000000000000e+03,5.100000000000000000e+03,4.850000000000000000e+03,4.500000000000000000e+03,2.140872095999999658e+02,2.570833332999999854e+01,2.279513228000000780e+00,2.250000000000000000e+01,2.925000000000000000e+01
2.071868207305670140e+01,4.600000000000000000e+03,4.400000000000000000e+03,4.166666699999999764e+03,4.000000000000000000e+03,1.374368541999999991e+02,2.579166667000000146e+01,6.193774877000000068e+00,1.800000000000000000e+01,3.450000000000000000e+01
2.743803783506155369e+01,5.800000000000000000e+03,5.700000000000000000e+03,5.450000000000000000e+03,5.200000000000000000e+03,1.802775638000000242e+02,3.268750000000000000e+01,7.645208874999999793e+00,2.275000000000000000e+01,4.025000000000000000e+01
2.070375906676054356e+01,4.500000000000000000e+03,4.700000000000000000e+03,4.440000000000000000e+03,4.100000000000000000e+03,1.959591794000000391e+02,2.325000000000000000e+01,8.909264841000000601e+00,1.150000000000000000e+01,3.575000000000000000e+01
5.239989590272307396e+01,1.120000000000000000e+04,1.250000000000000000e+04,1.140000000000000000e+04,1.050000000000000000e+04,7.456540752999999313e+02,5.129999999999999716e+01,7.189228052999999896e+00,4.350000000000000000e+01,6.150000000000000000e+01
3.647423156350851059e+01,7.500000000000000000e+03,7.200000000000000000e+03,6.925000000000000000e+03,6.700000000000000000e+03,1.920286436999999751e+02,4.356250000000000000e+01,1.487801965000000237e+01,2.400000000000000000e+01,6.225000000000000000e+01
1.116457644850015818e+01,3.200000000000000000e+03,3.200000000000000000e+03,3.200000000000000000e+03,3.200000000000000000e+03,0.000000000000000000e+00,1.214999999999999858e+01,2.337733945999999285e+00,8.499999999999998224e+00,1.524999999999999645e+01
2.725538771599531529e+01,6.400000000000000000e+03,6.000000000000000000e+03,6.000000000000000000e+03,6.000000000000000000e+03,0.000000000000000000e+00,2.950000000000000000e+01,0.000000000000000000e+00,2.950000000000000000e+01,2.949999999999999645e+01
1.179725363105535685e+01,3.300000000000000000e+03,3.600000000000000000e+03,3.320000000000000000e+03,3.100000000000000000e+03,1.599999999999999716e+02,1.115000000000000036e+01,3.132890039999999932e+00,5.750000000000000000e+00,1.450000000000000000e+01
6.458556376397611487e+00,3.000000000000000000e+03,3.000000000000000000e+03,3.000000000000000000e+03,3.000000000000000455e+03,0.000000000000000000e+00,3.750000000000001776e+00,2.307596152000000345e+00,0.000000000000000000e+00,7.250000000000002665e+00
1.640111654251814244e+01,3.800000000000000000e+03,3.800000000000000000e+03,3.660000000000000000e+03,3.600000000000000000e+03,7.999999999999998579e+01,2.135000000000000142e+01,2.887905815999999959e+00,1.800000000000000000e+01,2.600000000000000000e+01
9.225682586431505072e+00,3.000000000000000000e+03,3.000000000000000000e+03,3.000000000000000000e+03,3.000000000000000455e+03,0.000000000000000000e+00,8.850000000000001421e+00,3.652396474000000115e+00,4.750000000000001776e+00,1.325000000000000355e+01
8.282036125659944403e+00,3.000000000000000000e+03,3.000000000000000000e+03,3.000000000000000000e+03,3.000000000000000455e+03,0.000000000000000000e+00,7.666666667000001212e+00,5.516389720999999469e+00,0.000000000000000000e+00,1.275000000000000000e+01
7.453352898359300482e+00,3.000000000000000000e+03,3.000000000000000000e+03,3.000000000000000000e+03,3.000000000000000455e+03,0.000000000000000000e+00,4.999999999999999112e+00,4.990616193999999339e+00,0.000000000000000000e+00,1.224999999999999645e+01
2.138573330640793202e+01,4.600000000000000000e+03,5.400000000000000000e+03,5.060000000000000909e+03,4.800000000000000000e+03,1.959591794000000391e+02,2.330000000000000071e+01,1.087818919000000051e+01,6.749999999999998224e+00,4.100000000000000000e+01
2.160027626529336331e+01,4.500000000000000000e+03,4.900000000000000000e+03,4.760000000000000000e+03,4.700000000000000000e+03,7.999999999999998579e+01,2.514999999999999858e+01,6.977822009999999686e+00,1.600000000000000000e+01,3.250000000000000000e+01
1.359907192736864268e+01,3.900000000000000000e+03,3.900000000000000000e+03,3.720000000000000000e+03,3.600000000000000000e+03,1.469693845999999837e+02,9.999999999999998224e+00,4.977449146000000546e+00,2.750000000000000888e+00,1.800000000000000000e+01
2.670095734298229573e+01,5.900000000000000000e+03,6.100000000000000000e+03,5.850000000000000000e+03,5.600000000000000000e+03,2.500000000000000000e+02,4.200000000000000000e+01,3.250000000000000000e+00,3.875000000000000000e+01,4.525000000000000000e+01
2.428851096332073567e+01,5.000000000000000000e+03,5.700000000000000000e+03,5.480000000000000000e+03,5.300000000000000000e+03,1.469693845999999837e+02,2.655000000000000071e+01,5.494087731000000474e+00,1.675000000000000000e+01,3.350000000000000000e+01
