3800,4100,3950,3800,150
6900,7200,6833.3333,6500,235.7022604
4600,5300,4966.6667,4700,197.2026594
3200,3500,3383.3333,3300,89.75274679
4100,4400,3366.6667,3100,464.2796092
3000,3400,3300,3200,100
3600,4200,3966.6667,3700,159.8610508
5000,5200,5116.6667,4900,106.7187373
7600,8600,8000,7400,420.3173404
4400,4300,3916.6667,3700,233.9278141
5000,5200,4940,4800,149.6662955
6300,6900,6266.6667,5800,430.7615994
3300,3700,3650,3500,86.60254038
4600,4700,4460,4300,135.6465997
3500,3600,3240,3000,293.9387691
4400,4700,4383.3333,3800,285.2873795
4100,4400,4016.6667,3800,273.3536578
5200,5800,5350,4900,335.4101966
5900,6300,5800,5400,316.227766
6100,6200,5900,5500,216.0246899
3600,3800,3683.3333,3600,89.75274679
4700,4200,4083.3333,4000,68.71842709
3500,3500,3250,3200,111.8033989
3900,3700,3633.3333,3600,47.14045208
5400,5700,5266.6667,5000,228.52182
8200,9200,8600,8000,394.9683532
3200,3200,3200,3200,0
3400,3000,3000,3000,0
4000,4200,3750,3300,450
6700,7000,6875,6700,129.9038106
3600,3600,3550,3400,86.60254038
4000,3900,3850,3800,50
9000,9400,9050,8700,269.2582404
3500,3600,3550,3500,50
3000,3000,3000,3000,0
4800,4600,4350,4200,150
3400,3400,3400,3400,0
3800,4200,4050,3900,111.8033989
5600,5900,5640,5400,174.3559577
4100,4200,3980,3800,160
3600,3800,3720,3700,40
5300,6400,5880,5400,348.7119155
5400,5500,4880,4400,440
4500,4800,4620,4500,97.97958971
4000,4000,3940,3900,48.98979486
6200,7000,6500,6200,309.8386677
4100,3900,3800,3700,57.73502692
4200,4600,4366.6667,4200,149.0711985
6300,6200,6033.3333,5800,137.4368542
4700,4800,4600,4400,141.4213562
4600,5700,5300,4800,270.8012802
5200,4900,4866.6667,4800,47.14045208
3300,3500,3483.3333,3400,37.26779962
4700,5600,5150,4900,243.241992
4900,5800,5550,5100,236.2907813
4700,4900,4780,4700,74.83314774
3300,3500,3480,3400,40
6800,6900,6600,6300,252.9822128
3000,3000,3000,3000,0
3000,3000,3000,3000,0
11300,11600,10940,10400,417.6122604
3600,3800,3700,3600,63.2455532
6800,7100,6640,6100,320
4700,4800,4580,4400,132.6649916
7200,7100,6528.5714,6000,361.4031612
3400,3500,3440,3400,48.98979486
3700,3600,3433.3333,3300,137.4368542
4800,4600,4085.7143,3500,438.9226142
3700,4100,3742.8571,3400,249.8979384
6300,6000,5266.6667,4600,534.3739847
11000,11800,11057.1429,10400,423.7827707
10200,10500,10400,10300,81.64965809
3000,3000,3000,3000,0
3800,3900,3640,3400,205.9126028
3500,3600,3520,3500,40
5700,5700,5300,4800,346.4101615
3800,3900,3760,3600,101.9803903
3700,3700,3540,3400,120
8300,8500,8160,7800,272.7636339
3000,3000,3000,3000,0
3600,4000,3860,3700,120
8300,8700,8380,8100,231.5167381
3700,4100,3920,3800,97.97958971
4700,4800,4620,4400,160
4000,4100,3950,3900,76.37626158
4400,4500,4475,4400,43.30127019
4300,4400,4283.3333,4100,106.7187373
4200,4400,4183.3333,3900,157.2330189
4800,5000,4775,4500,192.0286437
3800,4100,3650,3300,354.7299442
3400,3400,3400,3400,0
4200,4500,4300,4000,163.2993162
6700,6900,6600,6400,182.5741858
4900,4700,3966.6667,3700,359.0109871
5400,5800,5460,5000,287.0540019
3600,4200,3840,3700,195.9591794
3600,4500,3900,3600,391.5780041
4000,4000,3925,3800,82.91561976
3200,3300,3300,3300,0
6000,6300,5960,5700,233.2380758
7500,8200,7860,7500,257.6819745
3000,3000,3000,3000,0
7600,7700,7516.6667,7300,121.3351648
3000,3000,3000,3000,0
4400,4200,4083.3333,4000,89.75274679
4900,4900,4825,4700,82.91561976
3100,3100,3100,3100,0
3100,3300,3200,3100,100
8400,8400,8000,7600,291.5475947
4300,4800,4700,4600,70.71067812
11600,11900,11450,11000,335.4101966
3300,3400,3400,3400,0
3600,3700,3650,3500,86.60254038
3300,3400,3400,3400,0
6700,7100,6600,6300,300
4900,5100,4875,4700,147.9019946
3000,3000,3000,3000,0
3200,3400,3283.3333,3200,89.75274679
3600,3600,3433.3333,3300,94.28090416
6300,6600,6350,6200,138.443731
3500,3100,3100,3100,0
3700,3700,3700,3700,0
5800,6100,5950,5800,95.74271078
5100,5600,5316.6667,5100,157.2330189
9300,9400,9066.6667,8600,292.4988129
3000,3000,3000,3000,0
4000,4100,3933.3333,3800,110.5541597
3000,3000,3000,3000,0
5300,5200,4816.6667,4500,203.4425936
5700,6000,5483.3333,5200,279.3842436
5700,5600,5366.6667,5200,124.7219129
3000,3000,3000,3000,0
3600,4300,3866.6667,3700,221.1083194
7200,8500,8016.6667,7600,279.3842436
3600,3900,3783.3333,3700,89.75274679
4100,3800,3500,3300,223.6067977
3300,3600,3533.3333,3400,94.28090416
3400,3300,3283.3333,3200,37.26779962
4000,4700,4266.6667,4100,221.1083194
3400,3600,3516.6667,3400,89.75274679
5500,5800,5383.3333,5000,285.2873795
6600,6500,6316.6667,6000,167.497927
3600,3700,3466.6667,3300,137.4368542
4400,4500,4200,3900,244.9489743
3300,3300,3075,3000,129.9038106
9600,8500,8350,8100,150
3800,3600,3516.6667,3500,37.26779962
3700,4200,3850,3500,262.995564
3200,3200,3200,3200,0
3800,4300,4050,3900,160.7275127
5400,5600,5120,4700,331.0589071
4400,5100,4620,4400,263.8181192
5300,5900,5640,5400,215.4065923
3500,3700,3480,3300,132.6649916
6700,7000,6560,6100,382.6225294
6100,6300,5760,5400,300.6659276
3000,3200,3066.6667,3000,94.28090416
3100,3300,3240,3100,80
3400,3600,3440,3400,80
3700,4500,4050,3700,295.8039892
4500,5500,5020,4700,292.5747768
7000,6800,6640,6500,101.9803903
3000,3000,3000,3000,0
5500,5600,5380,5200,146.9693846
5000,5200,4940,4800,135.6465997
6500,6900,6520,6300,240
3000,3000,3000,3000,0
4700,5000,4540,4300,249.7999199
5100,5100,4860,4700,162.4807681
3300,3000,3000,3000,0
4300,4400,4083.3333,3800,219.215774
3700,3800,3683.3333,3600,68.71842709
11900,11800,11650,11400,138.443731
5300,5800,5620,5500,97.97958971
3000,3000,3000,3000,0
7900,8500,8200,7700,275.680975
3800,3700,3650,3600,50
3200,3400,3383.3333,3300,37.26779962
4100,4100,3983.3333,3900,89.75274679
4400,4800,4640,4500,101.9803903
3300,3400,3320,3300,40
3600,4000,3860,3700,101.9803903
3300,3300,3300,3300,0
4200,4100,4000,3900,70.71067812
3900,3800,3760,3600,80
5100,5300,5250,5200,50
3900,3900,3780,3700,97.97958971
6800,7100,6020,5000,818.2909018
3400,3400,3400,3400,0
3000,3000,3000,3000,0
3500,4200,3760,3500,241.6609195
6200,6900,6480,6000,312.409987
9100,8700,8420,8100,240
8700,8000,7540,6900,377.3592453
6400,6600,6520,6400,74.83314774
3800,3800,3720,3600,97.97958971
5900,6200,6060,5900,101.9803903
3600,3600,3520,3500,40
5600,5200,4800,4500,258.1988897
4600,4900,4450,4200,236.2907813
3700,4000,3833.3333,3700,94.28090416
3500,3600,3333.3333,3200,149.0711985
3000,3000,3000,3000,0
6700,6700,6500,6300,152.7525232
4600,4000,3816.6667,3700,89.75274679
4400,5000,4683.3333,4400,177.1690969
3000,3000,3000,3000,0
3400,3900,3700,3500,152.7525232
3300,3500,3300,3000,216.0246899
3600,3700,3440,3300,174.3559577
4200,4500,4175,3700,311.2474899
11300,10900,9960,9000,788.9233169
6900,7400,7100,6700,244.9489743
3600,3600,3560,3500,48.98979486
3400,3400,3400,3400,0
3000,3000,3000,3000,0
3800,4400,4033.3333,3800,262.4669291
3000,3000,3000,3000,0
3500,3400,3380,3300,40
4500,4800,4600,4500,109.5445115
3800,3700,3680,3600,40
4400,4500,4225,3900,238.4848004
5100,5500,5080,4500,401.9950248
6400,6700,6340,6200,195.9591794
3000,3000,3000,3000,0
4200,4200,3980,3800,160
5900,5700,5580,5400,116.6190379
5500,6000,5660,5300,293.9387691
5200,5800,5400,5000,260.7680962
4600,4900,4166.6667,3700,471.4045208
3000,3000,3000,3000,0
5800,6300,5960,5700,233.2380758
7300,8200,7800,7500,270.8012802
3900,4000,3925,3800,82.91561976
3400,3900,3720,3600,97.97958971
4600,4400,4116.6667,4000,146.2494065
3400,4500,3766.6667,3600,329.9831646
8100,7700,7533.3333,7300,124.7219129
3000,3000,3000,3000,0
3700,3700,3700,3700,0
3600,3600,3466.6667,3300,110.5541597
6300,6600,6333.3333,6200,137.4368542
9100,9400,9183.3333,8800,211.4762923
3500,3500,3180,3100,160
3200,3400,3250,3200,76.37626158
5700,6000,5900,5800,81.64965809
3100,3000,3000,3000,0
3900,4100,3933.3333,3800,110.5541597
3000,3000,3000,3000,0
5700,6100,5875,5700,147.9019946
3000,3000,3000,3000,0
4200,4500,4280,4100,146.9693846
4000,4200,3720,3500,256.1249695
8900,9200,8940,8700,162.4807681
6400,6300,6220,6100,74.83314774
5000,5600,5300,5100,167.3320053
6200,6100,5900,5600,167.3320053
4700,4900,4760,4500,149.6662955
3500,3600,3550,3500,50
3500,4200,3975,3800,147.9019946
3400,3400,3133.3333,3000,188.5618083
3900,4000,3875,3800,82.91561976
6700,7200,7200,7200,0
3400,3600,3600,3600,0
4900,4800,4475,4200,238.4848004
6900,7000,6875,6700,129.9038106
3900,4200,3925,3300,369.9662147
9400,9400,9075,8700,258.6020108
3000,3200,3120,3100,40
3300,3300,3300,3300,0
8500,8800,7833.3333,7100,615.5395104
6000,7200,6550,6000,390.5124838
3400,3500,3100,3000,200
3600,3700,3325,3200,216.5063509
7600,8400,8050,7800,229.1287847
4300,3800,3425,3300,216.5063509
4100,4300,3966.6667,3800,188.5618083
6600,6400,5466.6667,4900,508.8112507
3000,3000,3000,3000,0
7700,8400,8075,7700,258.6020108
6600,6700,6550,6500,76.37626158
3400,3400,3250,3100,150
6600,6400,5950,5600,250
3000,3000,3000,3000,0
3100,3300,3216.6667,3100,68.71842709
11400,12000,11050,10100,553.0220008
3600,3300,3266.6667,3200,47.14045208
3800,3800,3600,3500,122.4744871
3600,3800,3700,3600,63.2455532
3800,3800,3650,3600,86.60254038
6100,6300,6166.6667,6000,124.7219129
9800,10100,10000,9800,141.4213562
5500,5400,5260,5100,101.9803903
9500,10100,9880,9800,116.6190379
5600,5700,5375,5100,277.2634127
3500,3700,3580,3500,74.83314774
3400,3500,3440,3300,80
4200,4300,4300,4300,0
7400,7300,7080,6800,203.9607805
3000,3000,3000,3000,0
3600,3800,3740,3700,48.98979486
3000,3000,3000,3000,0
3700,3500,3450,3400,50
3100,3200,3140,3100,48.98979486
3000,3000,3000,3000,0
7600,7700,7400,7000,289.8275349
4200,4400,4260,4100,101.9803903
3000,3200,3120,3000,97.97958971
5300,5200,5133.3333,5000,74.53559925
3000,3000,3000,3000,0
4800,5200,4880,4700,222.7105745
3500,4100,3866.6667,3600,169.9673171
3200,3500,3333.3333,3200,94.28090416
7200,8600,7950,7400,446.280928
6500,7200,6900,6600,182.5741858
3200,3400,3275,3200,82.91561976
8000,7900,7900,7900,0
3500,4100,3950,3800,150
4400,5300,4933.3333,4600,235.7022604
3000,3400,3200,3000,163.2993162
4000,4400,3516.6667,3100,527.309734
5800,6100,5883.3333,5500,195.0783318
4200,3900,3666.6667,3600,110.5541597
5200,5400,5216.6667,5000,146.2494065
4500,4700,4166.6667,4000,242.6703296
6600,7600,7480,7300,116.6190379
3400,3500,3300,3200,141.4213562
8000,8800,8400,8000,275.680975
3400,3200,3200,3200,0
5700,6000,5720,5400,213.541565
3500,3800,3650,3600,76.37626158
5200,5600,5200,4700,340.5877273
3000,3200,3050,3000,86.60254038
6400,7000,6500,6100,328.6335345
5800,6100,5720,5400,231.5167381
3500,3500,3440,3300,80
3700,4100,3850,3700,165.8312395
3200,3200,3200,3200,0
3100,3300,3200,3100,89.4427191
3800,3900,3720,3400,172.0465053
3700,3700,3600,3400,109.5445115
3000,3000,3000,3000,0
8200,8700,8420,8200,193.9071943
4900,4800,4600,4400,141.4213562
3700,3900,3840,3700,80
3500,3600,3520,3500,40
6100,5700,5480,5000,263.8181192
3400,4000,3780,3600,132.6649916
8400,8500,8240,7800,241.6609195
5900,5700,5383.3333,5200,157.2330189
3200,3600,3516.6667,3400,89.75274679
7000,8200,7800,7200,321.4550254
3500,3900,3733.3333,3600,94.28090416
5700,5700,5433.3333,5200,197.2026594
3300,3400,3300,3200,57.73502692
3500,4000,3750,3600,125.8305739
5200,5300,4950,4800,214.0872096
5500,5500,5500,5500,0
3900,4400,4150,4000,125.8305739
4600,3700,3516.6667,3400,106.7187373
3700,3900,3866.6667,3800,47.14045208
7900,8100,7850,7600,170.7825128
4100,5300,4600,3800,469.041576
3200,3400,3320,3200,74.83314774
7000,7600,7340,7100,185.4723699
4800,5300,4733.3333,4400,286.7441756
3000,3200,3200,3200,0
4100,4000,3850,3800,86.60254038
3400,3500,3433.3333,3400,47.14045208
4600,5400,5116.6667,4600,307.7697552
3300,3500,3450,3300,76.37626158
