Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,LastGame,dvp,value,fvalue,odds,O/U,penalty,Final
PG,Jeff Teague,7600,Ind@Chi 08:00PM ET,36.073,Ind,0,0,37.714,26.550,48.000,49.000,12.000,45.600,0.193,2.000,206.000,-13.410,15.000
PF/C,Joel Embiid,7500,Phi@Sac 10:30PM ET,35.613,Phi,0,0,33.750,27.389,36.938,40.250,17.500,45.000,0.157,8.500,205.500,-4.672,41.000
PG,Dennis Schroder,7400,Atl@Min 08:00PM ET,32.183,Atl,0,0,41.214,24.333,37.000,43.500,20.000,44.400,0.114,-2.000,208.500,-10.701,17.500
C,DeAndre Jordan,7300,Den@LAC 10:30PM ET,33.387,LAC,1,0,32.750,28.079,30.688,26.500,17.000,43.800,0.103,4.500,208.500,-0.521,34.750
C,Marc Gasol,7200,Mem@Orl 07:00PM ET,38.958,Mem,0,0,45.071,29.875,39.500,32.750,18.500,43.200,0.350,-3.000,193.000,-23.286,24.000
C,Dwight Howard,7000,Atl@Min 08:00PM ET,36.913,Atl,0,0,33.964,24.200,40.188,43.250,15.000,42.000,0.339,-2.000,208.500,-0.521,44.000
C,Andre Drummond,6900,Cle@Det 07:30PM ET,37.581,Det,1,0,37.393,28.941,30.562,33.750,6.000,41.400,0.374,-5.500,204.500,-3.389,43.250
SF/PF,Jabari Parker,6900,Mil@Was 07:00PM ET,33.250,Mil,0,0,26.821,25.350,36.812,43.500,20.000,41.400,0.209,3.500,213.000,2.705,27.500
PG/SG,C.J. McCollum,6800,Tor@Por 10:00PM ET,35.172,Por,1,0,33.821,28.000,29.438,32.000,5.500,40.800,0.305,8.000,215.500,2.497,44.750
SG,Devin Booker,6700,Pho@Hou 08:00PM ET,29.466,Pho,0,0,29.643,22.353,39.812,43.500,26.000,40.200,0.157,13.000,230.000,12.892,26.500
SF,Andrew Wiggins,6600,Atl@Min 08:00PM ET,32.034,Min,1,0,28.393,20.917,30.500,33.250,26.000,39.600,0.265,2.000,208.500,-0.521,33.000
SG,Zach LaVine,6500,Atl@Min 08:00PM ET,32.634,Min,1,0,34.893,25.735,36.562,22.250,26.000,39.000,0.260,2.000,208.500,-0.521,29.750
PG,Jrue Holiday,6500,Dal@NO 08:00PM ET,32.265,NO,1,0,35.250,25.972,33.500,37.500,1.000,39.000,0.208,-4.500,199.500,-26.974,28.750
C,Brook Lopez,6400,Cha@Bkn 07:30PM ET,35.606,Bkn,1,0,39.000,28.067,41.250,24.750,24.500,38.400,0.402,6.500,217.500,3.931,40.250
SG,Dwyane Wade,6400,Ind@Chi 08:00PM ET,33.398,Chi,1,0,34.250,25.635,30.688,39.250,24.000,38.400,0.308,-2.000,206.000,-2.314,39.250
C,Myles Turner,6400,Ind@Chi 08:00PM ET,32.108,Ind,0,0,30.929,23.635,31.625,19.750,8.500,38.400,0.263,2.000,206.000,-2.314,30.500
PG,Mike Conley,6400,Mem@Orl 07:00PM ET,35.114,Mem,0,0,39.464,26.979,32.062,38.750,19.000,38.400,0.383,-3.000,193.000,-22.701,24.000
SG,Bradley Beal,6300,Mil@Was 07:00PM ET,33.962,Was,1,0,38.750,25.596,34.438,22.500,16.000,37.800,0.358,-3.500,213.000,2.705,38.500
PF/C,Serge Ibaka,6300,Mem@Orl 07:00PM ET,30.508,Orl,1,0,32.214,22.431,36.625,51.250,2.250,37.800,0.256,3.000,193.000,-26.078,28.500
C,Nikola Vucevic,6300,Mem@Orl 07:00PM ET,33.448,Orl,1,0,39.357,25.088,31.438,27.250,1.000,37.800,0.356,3.000,193.000,-31.634,27.750
SF,Rudy Gay,6200,Phi@Sac 10:30PM ET,34.804,Sac,1,0,27.429,26.792,29.250,22.250,19.000,37.200,0.412,-8.500,205.500,-2.672,31.750
SF/PF,Harrison Barnes,6200,Dal@NO 08:00PM ET,31.400,Dal,0,0,30.071,23.731,33.750,35.500,23.250,37.200,0.249,4.500,199.500,-6.974,24.750
SF/PF,Wilson Chandler,6100,Den@LAC 10:30PM ET,30.787,Den,0,0,28.321,21.500,28.625,39.750,15.000,36.600,0.318,-4.500,208.500,-12.024,9.000
PG,Ricky Rubio,6000,Atl@Min 08:00PM ET,25.708,Min,1,0,28.429,19.625,32.625,29.500,23.000,36.000,0.114,2.000,208.500,-0.521,21.750
PG,Rajon Rondo,6000,Ind@Chi 08:00PM ET,29.800,Chi,1,0,35.679,21.300,31.562,19.500,17.500,36.000,0.286,-2.000,206.000,-2.314,19.750
PG,Elfrid Payton,6000,Mem@Orl 07:00PM ET,27.961,Orl,1,0,26.500,20.940,32.938,47.750,8.000,36.000,0.256,3.000,193.000,-11.634,33.500
SG/SF,Evan Fournier,6000,Mem@Orl 07:00PM ET,28.742,Orl,1,0,32.821,21.000,31.562,34.750,6.250,36.000,0.215,3.000,193.000,-11.634,0.000
C,Nikola Jokic,6000,Den@LAC 10:30PM ET,27.991,Den,0,0,33.250,19.641,34.812,29.750,14.000,36.000,0.280,-4.500,208.500,-0.521,50.000
PG,Jeremy Lin,5900,Cha@Bkn 07:30PM ET,30.477,Bkn,1,0,34.938,25.344,29.500,21.000,14.500,35.400,0.305,6.500,217.500,3.931,26.500
SG,Eric Gordon,5900,Pho@Hou 08:00PM ET,28.508,Hou,1,0,30.143,22.406,32.438,31.000,15.000,35.400,0.206,-13.000,230.000,14.892,28.250
PF,Thaddeus Young,5800,Ind@Chi 08:00PM ET,25.371,Ind,0,0,20.179,19.171,32.625,40.500,18.000,34.800,0.170,2.000,206.000,-2.314,25.000
C,Marcin Gortat,5800,Mil@Was 07:00PM ET,31.586,Was,1,0,28.714,25.906,28.438,19.500,13.000,34.800,0.344,-3.500,213.000,2.705,25.500
PG,Patrick Beverley,5800,Pho@Hou 08:00PM ET,27.475,Hou,1,0,30.893,19.781,30.312,27.500,26.000,34.800,0.197,-13.000,230.000,14.892,29.250
PG,Deron Williams,5800,Dal@NO 08:00PM ET,27.852,Dal,0,0,29.393,18.438,33.562,32.750,27.000,34.800,0.233,4.500,199.500,-6.974,42.500
PF/C,Gorgui Dieng,5700,Atl@Min 08:00PM ET,27.319,Min,1,0,25.036,19.967,25.375,16.500,11.500,34.200,0.209,2.000,208.500,-0.521,32.250
PF,Trevor Booker,5700,Cha@Bkn 07:30PM ET,28.509,Bkn,1,0,31.964,19.500,18.312,17.250,13.000,34.200,0.285,6.500,217.500,3.931,23.500
SF,Robert Covington,5700,Phi@Sac 10:30PM ET,23.875,Phi,0,0,22.857,15.438,26.562,27.000,17.000,34.200,0.166,8.500,205.500,-4.672,20.500
SF,Danilo Gallinari,5600,Den@LAC 10:30PM ET,28.009,Den,0,0,26.250,22.643,29.938,40.750,21.000,33.600,0.211,-4.500,208.500,-0.521,45.750
SG/SF,Will Barton,5500,Den@LAC 10:30PM ET,26.306,Den,0,0,29.786,17.156,29.188,27.000,13.750,33.000,0.254,-4.500,208.500,-0.521,43.500
SG,Wesley Matthews,5500,Dal@NO 08:00PM ET,26.862,Dal,0,0,25.714,18.577,26.625,35.000,17.500,33.000,0.241,4.500,199.500,-6.974,26.000
C,Mason Plumlee,5500,Tor@Por 10:00PM ET,29.547,Por,1,0,31.536,22.868,29.688,18.250,10.000,33.000,0.370,8.000,215.500,2.497,38.750
PG,Reggie Jackson,5400,Cle@Det 07:30PM ET,25.045,Det,1,0,28.000,20.821,28.750,29.250,22.000,32.400,0.168,-5.500,204.500,-3.389,23.250
SF,T.J. Warren,5400,Pho@Hou 08:00PM ET,26.162,Pho,0,0,16.357,14.281,17.438,30.750,24.000,32.400,0.327,13.000,230.000,12.892,17.500
PF,Ryan Anderson,5400,Pho@Hou 08:00PM ET,24.621,Hou,1,0,20.643,17.625,33.625,46.750,21.500,32.400,0.213,-13.000,230.000,14.892,23.750
SG,Kentavious Caldwell-Pope,5300,Cle@Det 07:30PM ET,26.379,Det,1,0,29.714,16.617,24.125,36.750,28.000,31.800,0.313,-5.500,204.500,-3.389,35.750
SF/PF,Tobias Harris,5300,Cle@Det 07:30PM ET,27.156,Det,1,0,26.643,19.853,25.250,37.750,20.500,31.800,0.308,-5.500,204.500,-3.389,35.500
SF/PF,Otto Porter,5300,Mil@Was 07:00PM ET,29.259,Was,1,0,23.571,21.031,24.750,26.250,22.750,31.800,0.420,-3.500,213.000,2.705,54.750
SF,Trevor Ariza,5300,Pho@Hou 08:00PM ET,27.274,Hou,1,0,29.964,21.141,24.250,18.000,23.000,31.800,0.282,-13.000,230.000,14.892,36.500
PF,Ersan Ilyasova,5300,Phi@Sac 10:30PM ET,25.328,Phi,0,0,30.607,18.882,26.812,23.250,24.000,31.800,0.262,8.500,205.500,-4.672,30.000
C,Jonas Valanciunas,5300,Tor@Por 10:00PM ET,27.917,Tor,0,0,29.250,21.179,29.375,26.750,28.000,31.800,0.333,-8.000,215.500,4.497,35.250
SG/SF,Kent Bazemore,5200,Atl@Min 08:00PM ET,22.455,Atl,0,0,25.036,13.062,25.938,16.500,5.250,31.200,0.191,-2.000,208.500,-10.557,10.000
PF/C,Zach Randolph,5200,Mem@Orl 07:00PM ET,26.220,Mem,0,0,26.500,21.295,24.562,29.250,14.750,31.200,0.224,-3.000,193.000,-11.634,28.250
PG,Sergio Rodriguez,5200,Phi@Sac 10:30PM ET,24.286,Phi,0,0,22.536,16.554,22.688,34.500,17.500,31.200,0.233,8.500,205.500,-4.672,36.250
SG,J.J. Redick,5200,Den@LAC 10:30PM ET,21.142,LAC,1,0,19.929,14.650,26.500,32.500,29.000,31.200,0.132,4.500,208.500,-0.521,0.000
SG,Gary Harris,5100,Den@LAC 10:30PM ET,23.175,Den,0,0,16.250,14.438,23.500,24.500,6.500,30.600,0.232,-4.500,208.500,-0.521,17.000
PF,Jon Leuer,5000,Cle@Det 07:30PM ET,23.315,Det,1,0,21.286,17.767,27.000,21.750,14.000,30.000,0.174,-5.500,204.500,-3.389,25.750
C,Cody Zeller,5000,Cha@Bkn 07:30PM ET,23.861,Cha,0,0,24.107,19.203,29.062,33.250,29.000,30.000,0.200,-6.500,217.500,5.931,31.250
C,Tyson Chandler,5000,Pho@Hou 08:00PM ET,24.955,Pho,0,0,20.643,17.500,22.188,32.500,26.000,30.000,0.297,13.000,230.000,12.892,15.500
C,Jahlil Okafor,5000,Phi@Sac 10:30PM ET,21.390,Phi,0,0,20.643,13.350,20.938,14.000,11.000,30.000,0.146,8.500,205.500,-13.049,12.000
PG,Emmanuel Mudiay,5000,Den@LAC 10:30PM ET,25.138,Den,0,0,16.429,13.519,28.062,27.750,2.000,30.000,0.345,-4.500,208.500,-15.521,14.500
C,Tristan Thompson,4900,Cle@Det 07:30PM ET,24.786,Cle,0,0,27.714,17.517,28.875,20.000,5.000,29.400,0.295,5.500,204.500,-15.389,22.500
PF/C,Taj Gibson,4900,Ind@Chi 08:00PM ET,26.526,Chi,1,0,22.679,20.422,25.938,23.250,23.250,29.400,0.346,-2.000,206.000,-10.272,13.500
SF/PF,Markieff Morris,4900,Mil@Was 07:00PM ET,25.750,Was,1,0,27.464,19.250,26.688,16.500,22.750,29.400,0.363,-3.500,213.000,2.705,28.500
C,Clint Capela,4900,Pho@Hou 08:00PM ET,26.804,Hou,1,0,26.679,20.607,20.062,14.500,24.500,29.400,0.362,-13.000,230.000,6.711,0.000
PF,Marvin Williams,4800,Cha@Bkn 07:30PM ET,21.479,Cha,0,0,19.821,14.979,25.188,18.500,30.000,28.800,0.180,-6.500,217.500,5.931,21.000
PF/C,Kenneth Faried,4800,Den@LAC 10:30PM ET,24.026,Den,0,0,18.964,13.982,22.562,12.000,11.500,28.800,0.345,-4.500,208.500,-0.521,26.000
SG,Tony Allen,4700,Mem@Orl 07:00PM ET,22.230,Mem,0,0,23.036,15.596,21.125,23.000,22.000,28.200,0.245,-3.000,193.000,-11.634,14.500
SF/PF,Aaron Gordon,4700,Mem@Orl 07:00PM ET,20.648,Orl,1,0,22.893,15.014,14.688,21.750,3.750,28.200,0.186,3.000,193.000,-24.300,40.000
PF,Dirk Nowitzki,4700,Dal@NO 08:00PM ET,24.417,Dal,0,0,27.562,18.875,21.438,22.500,26.500,28.200,0.357,4.500,199.500,-6.974,19.500
SF,Thabo Sefolosha,4600,Atl@Min 08:00PM ET,21.417,Atl,0,0,24.964,15.196,22.375,32.500,5.500,27.600,0.222,-2.000,208.500,-0.521,26.250
SG,Sean Kilpatrick,4600,Cha@Bkn 07:30PM ET,26.328,Bkn,1,0,36.179,18.125,20.250,28.750,20.500,27.600,0.456,6.500,217.500,3.931,36.250
PF,JaMychal Green,4600,Mem@Orl 07:00PM ET,23.305,Mem,0,0,26.964,15.733,24.188,13.750,11.000,27.600,0.313,-3.000,193.000,-11.634,17.000
PF/C,Montrezl Harrell,4600,Pho@Hou 08:00PM ET,14.614,Hou,1,0,14.607,6.708,20.250,27.500,23.000,27.600,0.112,-13.000,230.000,14.892,22.250
PG,Darren Collison,4600,Phi@Sac 10:30PM ET,22.886,Sac,1,0,25.000,16.833,12.062,13.750,16.000,27.600,0.230,-8.500,205.500,-2.672,17.750
PF,Terrence Jones,4600,Dal@NO 08:00PM ET,23.492,NO,1,0,23.429,14.967,27.375,28.500,3.500,27.600,0.350,-4.500,199.500,-31.917,10.250
SF,Maurice Harkless,4600,Tor@Por 10:00PM ET,24.008,Por,1,0,28.250,15.442,24.000,15.500,9.000,27.600,0.333,8.000,215.500,2.497,23.750
SF/PF,Marcus Morris,4500,Cle@Det 07:30PM ET,23.234,Det,1,0,21.857,16.706,13.750,16.250,20.500,27.000,0.327,-5.500,204.500,-3.389,30.000
C,Robin Lopez,4500,Ind@Chi 08:00PM ET,23.733,Chi,1,0,22.357,17.891,18.438,14.500,18.500,27.000,0.308,-2.000,206.000,-2.314,27.500
C,Greg Monroe,4500,Mil@Was 07:00PM ET,24.139,Mil,0,0,19.143,16.417,25.000,36.250,8.500,27.000,0.395,3.500,213.000,2.705,24.750
PG/SG,Brandon Knight,4500,Pho@Hou 08:00PM ET,21.483,Pho,0,0,20.643,16.319,22.062,15.750,18.000,27.000,0.247,13.000,230.000,12.892,29.250
C,Bismack Biyombo,4400,Mem@Orl 07:00PM ET,21.661,Orl,1,0,23.321,15.897,26.500,26.750,1.000,26.400,0.272,3.000,193.000,-9011.634,23.500
PG,Austin Rivers,4400,Den@LAC 10:30PM ET,16.533,LAC,1,0,17.429,9.578,18.125,14.500,30.000,26.400,0.127,4.500,208.500,-0.521,30.750
SG,Jamal Crawford,4400,Den@LAC 10:30PM ET,18.790,LAC,1,0,23.036,13.236,22.438,27.000,29.000,26.400,0.179,4.500,208.500,-0.521,41.500
SG/SF,Tyreke Evans,4400,Dal@NO 08:00PM ET,15.813,NO,1,0,15.750,12.250,15.812,22.750,4.750,26.400,0.070,-4.500,199.500,-9017.713,3.500
SF,Michael Kidd-Gilchrist,4300,Cha@Bkn 07:30PM ET,22.664,Cha,0,0,19.000,16.691,20.250,36.250,30.000,25.800,0.364,-6.500,217.500,5.931,33.000
SF,P.J. Tucker,4300,Pho@Hou 08:00PM ET,17.892,Pho,0,0,15.821,8.911,23.625,34.000,24.000,25.800,0.231,13.000,230.000,1.419,7.000
PF/C,Marreese Speights,4300,Den@LAC 10:30PM ET,18.589,LAC,1,0,22.500,13.137,22.250,25.000,11.000,25.800,0.215,4.500,208.500,-0.521,16.000
PG,Tim Frazier,4300,Dal@NO 08:00PM ET,27.960,NO,1,0,21.250,18.778,21.500,4.500,1.000,25.800,0.564,-4.500,199.500,-9022.052,5.750
SG/SF,Kyle Korver,4200,Atl@Min 08:00PM ET,18.241,Atl,0,0,16.536,12.179,22.625,27.750,5.250,25.200,0.176,-2.000,208.500,-0.521,12.250
SG/SF,Bojan Bogdanovic,4200,Cha@Bkn 07:30PM ET,21.388,Bkn,1,0,22.750,15.750,13.938,3.000,21.250,25.200,0.323,6.500,217.500,1.931,36.000
PG,J.J. Barea,4200,Dal@NO 08:00PM ET,27.932,Dal,0,0,25.143,21.708,20.312,10.750,27.000,25.200,0.630,4.500,199.500,-15.833,0.000
SF/PF,DeMarre Carroll,4200,Tor@Por 10:00PM ET,19.052,Tor,0,0,20.536,13.804,13.625,10.000,23.500,25.200,0.227,-8.000,215.500,4.497,10.500
SF,C.J. Miles,4100,Ind@Chi 08:00PM ET,19.820,Ind,0,0,18.250,13.712,19.250,24.000,12.500,24.600,0.282,2.000,206.000,-10.659,6.500
PG/SG,Iman Shumpert,4000,Cle@Det 07:30PM ET,15.731,Cle,0,0,13.071,10.875,18.562,20.250,16.750,24.000,0.104,5.500,204.500,-3.389,19.750
SG,J.R. Smith,4000,Cle@Det 07:30PM ET,17.321,Cle,0,0,13.429,11.300,19.688,8.250,8.500,24.000,0.196,5.500,204.500,-11.071,0.000
PF/C,Mike Muscala,4000,Atl@Min 08:00PM ET,17.858,Atl,0,0,16.500,12.071,13.188,22.250,10.750,24.000,0.194,-2.000,208.500,-0.521,12.000
SG,Marco Belinelli,4000,Cha@Bkn 07:30PM ET,18.967,Cha,0,0,20.750,13.033,16.688,0.000,30.000,24.000,0.273,-6.500,217.500,-1.718,0.000
SF,Rondae Hollis-Jefferson,4000,Cha@Bkn 07:30PM ET,19.462,Bkn,1,0,17.571,13.150,23.750,14.250,22.000,24.000,0.320,6.500,217.500,1.931,22.500
PF,Frank Kaminsky,4000,Cha@Bkn 07:30PM ET,21.732,Cha,0,0,18.036,15.567,19.125,23.250,30.000,24.000,0.396,-6.500,217.500,5.931,18.750
SG,Monta Ellis,4000,Ind@Chi 08:00PM ET,21.781,Ind,0,0,18.857,13.688,12.312,17.500,14.000,24.000,0.414,2.000,206.000,-2.314,0.000
C,John Henson,4000,Mil@Was 07:00PM ET,19.923,Mil,0,0,24.571,12.615,20.438,11.750,8.500,24.000,0.335,3.500,213.000,2.705,12.750
PG,Ty Lawson,4000,Phi@Sac 10:30PM ET,20.250,Sac,1,0,25.321,12.589,27.250,29.250,16.000,24.000,0.334,-8.500,205.500,-2.672,25.500
SF/PF,Omri Casspi,4000,Phi@Sac 10:30PM ET,14.859,Sac,1,0,16.750,7.167,21.812,17.250,12.750,24.000,0.115,-8.500,205.500,-2.672,10.250
SG,Seth Curry,4000,Dal@NO 08:00PM ET,19.933,Dal,0,0,22.893,14.433,22.625,21.250,17.500,24.000,0.320,4.500,199.500,-6.974,28.250
PF/C,Dwight Powell,4000,Dal@NO 08:00PM ET,18.400,Dal,0,0,21.107,12.891,22.750,14.500,23.500,24.000,0.216,4.500,199.500,-6.974,12.250
C,Andrew Bogut,4000,Dal@NO 08:00PM ET,22.188,Dal,0,0,21.250,17.562,23.062,9.500,20.500,24.000,0.375,4.500,199.500,-14.181,0.000
SG/SF,Evan Turner,4000,Tor@Por 10:00PM ET,20.629,Por,1,0,26.214,14.281,22.312,9.250,5.500,24.000,0.338,8.000,215.500,0.497,22.250
PF/C,Channing Frye,3900,Cle@Det 07:30PM ET,17.262,Cle,0,0,15.143,11.417,17.500,12.000,8.500,23.400,0.204,5.500,204.500,-3.389,17.500
C,Cole Aldrich,3900,Atl@Min 08:00PM ET,10.565,Min,1,0,6.429,6.172,6.562,2.500,4.000,23.400,0.059,2.000,208.500,-9007.476,0.000
SF/PF,Nikola Mirotic,3900,Ind@Chi 08:00PM ET,20.972,Chi,1,0,22.357,14.328,26.562,29.250,19.500,23.400,0.420,-2.000,206.000,-2.314,30.250
PG/SG,Malcolm Brogdon,3900,Mil@Was 07:00PM ET,17.705,Mil,0,0,18.214,12.125,23.812,35.250,4.750,23.400,0.240,3.500,213.000,-8997.295,10.250
C,Alex Len,3900,Pho@Hou 08:00PM ET,22.902,Pho,0,0,24.714,15.714,18.812,19.000,26.000,23.400,0.479,13.000,230.000,10.892,17.000
PG/SG,Garrett Temple,3900,Phi@Sac 10:30PM ET,16.867,Sac,1,0,16.714,10.750,21.312,22.500,16.750,23.400,0.212,-8.500,205.500,-2.672,12.750
PG,T.J. McConnell,3900,Phi@Sac 10:30PM ET,16.534,Phi,0,0,22.179,11.986,20.000,12.500,17.500,23.400,0.190,8.500,205.500,-6.672,16.000
PG,Cory Joseph,3900,Tor@Por 10:00PM ET,17.875,Tor,0,0,18.321,12.453,24.062,11.750,11.000,23.400,0.228,-8.000,215.500,4.497,12.000
SG/SF,Norman Powell,3900,Tor@Por 10:00PM ET,12.520,Tor,0,0,16.607,5.567,13.312,5.250,14.000,23.400,0.166,-8.000,215.500,4.497,3.250
C,Aron Baynes,3800,Cle@Det 07:30PM ET,10.984,Det,1,0,10.786,6.528,7.250,10.000,6.000,22.800,0.047,-5.500,204.500,-3.389,6.500
PG/SG,Tim Hardaway Jr.,3800,Atl@Min 08:00PM ET,17.784,Atl,0,0,20.464,10.589,18.688,2.000,12.500,22.800,0.281,-2.000,208.500,-10.342,0.000
PG,Ramon Sessions,3800,Cha@Bkn 07:30PM ET,13.367,Cha,0,0,14.500,9.721,15.312,9.750,29.000,22.800,0.049,-6.500,217.500,5.931,15.000
PF/C,Justin Hamilton,3800,Cha@Bkn 07:30PM ET,15.823,Bkn,1,0,11.286,8.636,13.688,16.500,18.750,22.800,0.212,6.500,217.500,1.931,10.250
SF/PF,Matt Barnes,3800,Phi@Sac 10:30PM ET,18.866,Sac,1,0,19.786,12.067,16.312,23.250,12.750,22.800,0.339,-8.500,205.500,-11.614,8.000
SF/PF,Dario Saric,3800,Phi@Sac 10:30PM ET,19.845,Phi,0,0,21.000,11.269,15.000,17.500,20.500,22.800,0.378,8.500,205.500,-6.672,28.750
PF,Richaun Holmes,3800,Phi@Sac 10:30PM ET,16.393,Phi,0,0,17.107,7.667,16.438,10.750,24.000,22.800,0.230,8.500,205.500,-6.672,0.000
PF,Al-Farouq Aminu,3800,Tor@Por 10:00PM ET,18.050,Por,1,0,15.833,13.031,18.188,11.000,21.500,22.800,0.354,8.000,215.500,0.497,25.500
C,Lucas Nogueira,3800,Tor@Por 10:00PM ET,17.443,Tor,0,0,11.286,11.096,19.375,24.000,28.000,22.800,0.279,-8.000,215.500,4.497,20.500
SG/SF,Glenn Robinson III,3700,Ind@Chi 08:00PM ET,13.043,Ind,0,0,13.679,5.938,15.062,11.500,13.250,22.200,0.178,2.000,206.000,-2.314,16.000
PG/SG,Matthew Dellavedova,3700,Mil@Was 07:00PM ET,20.241,Mil,0,0,16.607,14.589,13.688,11.000,4.750,22.200,0.392,3.500,213.000,-8997.295,31.750
SG,Jodie Meeks,3700,Mem@Orl 07:00PM ET,14.417,Orl,1,0,10.833,6.792,12.625,21.250,8.500,22.200,0.209,3.000,193.000,-11.634,25.250
C,Nerlens Noel,3700,Phi@Sac 10:30PM ET,10.563,Phi,0,0,12.125,9.333,10.562,14.250,11.000,22.200,0.034,8.500,205.500,-6.672,6.250
SF,Luc Richard Mbah a Moute,3700,Den@LAC 10:30PM ET,13.543,LAC,1,0,15.000,9.237,16.875,8.500,16.000,22.200,0.098,4.500,208.500,-0.521,21.250
PF,Patrick Patterson,3700,Tor@Por 10:00PM ET,20.214,Tor,0,0,20.321,15.054,16.875,11.500,29.000,22.200,0.375,-8.000,215.500,4.497,27.000
PG,D.J. Augustin,3600,Mem@Orl 07:00PM ET,16.359,Orl,1,0,19.750,11.544,14.062,19.000,8.000,21.600,0.198,3.000,193.000,-11.634,23.000
C,Nene Hilario,3600,Pho@Hou 08:00PM ET,14.760,Hou,1,0,13.500,9.481,15.625,11.250,24.500,21.600,0.147,-13.000,230.000,14.892,12.250
PG/SG,Raymond Felton,3600,Den@LAC 10:30PM ET,12.095,LAC,1,0,14.250,7.594,23.438,36.500,29.500,21.600,0.128,4.500,208.500,-0.521,19.000
PG,Jameer Nelson,3600,Den@LAC 10:30PM ET,19.525,Den,0,0,22.571,11.985,11.312,14.250,2.000,21.600,0.421,-4.500,208.500,-9000.521,17.750
SF,Dorian Finney-Smith,3600,Dal@NO 08:00PM ET,12.362,Dal,0,0,11.679,6.897,14.500,11.500,20.000,21.600,0.149,4.500,199.500,-6.974,8.750
