Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,LastGame,dvp,value,fvalue,odds,O/U,penalty,Final
PF,James Johnson,5600,Det@Mia 07:30PM ET,25.280,Mia,1,0,29.214,16.368,22.750,33.250,11.000,33.600,0.196,3.000,202.500,-6.673,41.500
PF/C,Zach Randolph,5600,Mem@Uta 09:00PM ET,28.244,Mem,0,0,30.714,22.818,32.812,40.750,1.500,33.600,0.255,7.500,188.500,-35.249,42.250
SG,Kentavious Caldwell-Pope,5500,Det@Mia 07:30PM ET,26.848,Det,0,0,27.714,16.434,28.250,34.750,3.000,33.000,0.295,-3.000,202.500,-31.503,8.500
C,Greg Monroe,5400,Bos@Mil 08:00PM ET,25.494,Mil,1,0,35.393,16.315,27.062,13.000,20.000,32.400,0.268,-1.000,217.000,3.589,44.750
SG/SF,Will Barton,5400,Den@Pho 09:00PM ET,25.750,Den,0,0,33.929,16.922,20.938,24.000,20.500,32.400,0.262,3.000,228.000,11.375,17.250
SF,Michael Kidd-Gilchrist,5300,Sac@Cha 07:00PM ET,24.076,Cha,1,0,28.964,17.800,28.875,23.000,13.500,31.800,0.184,-7.500,206.000,-4.196,26.500
PG,Jameer Nelson,5300,Den@Pho 09:00PM ET,19.622,Den,0,0,17.214,12.000,24.938,37.000,26.000,31.800,0.114,3.000,228.000,11.375,31.750
SG,J.J. Redick,5200,LAC@GS 08:30PM ET,22.523,LAC,0,0,22.679,15.179,24.188,26.250,12.000,31.200,0.164,11.500,222.000,5.128,15.750
PG,Tyler Johnson,5100,Det@Mia 07:30PM ET,28.488,Mia,1,1,30.179,22.038,31.938,31.000,24.500,30.600,0.395,3.000,202.500,-6.673,0.000
PG,Jeremy Lin,5000,Bkn@Min 09:00PM ET,30.146,Bkn,0,1,27.929,25.472,29.125,26.500,22.000,30.000,0.506,11.000,219.500,3.359,0.000
PG/SF,Raymond Felton,5000,LAC@GS 08:30PM ET,16.622,LAC,0,0,21.357,9.942,22.188,9.750,13.250,30.000,0.090,11.500,222.000,5.128,27.750
C,Cody Zeller,5000,Sac@Cha 07:00PM ET,24.375,Cha,1,1,24.500,19.060,25.312,36.250,8.500,30.000,0.224,-7.500,206.000,-4.196,0.000
PF/C,Derrick Favors,5000,Mem@Uta 09:00PM ET,21.167,Uta,1,0,24.250,15.162,25.000,19.500,2.500,30.000,0.174,-7.500,188.500,-30.582,0.000
PF,Kenneth Faried,5000,Den@Pho 09:00PM ET,23.317,Den,0,1,18.821,14.225,18.125,24.000,21.000,30.000,0.274,3.000,228.000,11.375,49.750
PG/SG,Malcolm Brogdon,4900,Bos@Mil 08:00PM ET,20.995,Mil,1,0,28.107,12.978,19.000,10.000,18.750,29.400,0.194,-1.000,217.000,3.589,20.500
PG,Darren Collison,4900,Sac@Cha 07:00PM ET,23.921,Sac,0,0,27.214,17.763,30.750,45.000,18.000,29.400,0.251,7.500,206.000,-6.196,22.000
PF,Marvin Williams,4800,Sac@Cha 07:00PM ET,22.671,Cha,1,0,26.571,16.263,27.125,24.750,24.000,28.800,0.203,-7.500,206.000,-4.196,19.000
C,Willie Reed,4800,Det@Mia 07:30PM ET,14.283,Mia,1,0,13.107,7.641,20.562,29.750,5.000,28.800,0.105,3.000,202.500,-18.673,13.750
SG,Gary Harris,4700,Den@Pho 09:00PM ET,22.274,Den,0,0,20.179,12.781,16.625,16.250,15.000,28.200,0.272,3.000,228.000,11.375,35.500
PF,Trevor Booker,4600,Bkn@Min 09:00PM ET,27.500,Bkn,0,0,22.964,20.000,18.750,17.500,8.000,27.600,0.496,11.000,219.500,-5.973,13.250
SG,Tony Allen,4600,Mem@Uta 09:00PM ET,22.543,Mem,0,0,23.214,15.830,23.375,16.750,1.000,27.600,0.284,7.500,188.500,-38.582,16.500
SF,T.J. Warren,4600,Den@Pho 09:00PM ET,22.576,Pho,1,0,15.143,10.969,16.125,33.500,16.000,27.600,0.350,-3.000,228.000,11.375,11.750
SG,Jamal Crawford,4500,LAC@GS 08:30PM ET,19.569,LAC,0,0,21.071,12.625,26.812,34.750,12.000,27.000,0.211,11.500,222.000,5.128,12.750
SG/SF,Josh Richardson,4500,Det@Mia 07:30PM ET,22.473,Mia,1,1,22.643,15.467,23.500,9.750,5.000,27.000,0.326,3.000,202.500,-28.700,0.000
PF,Jon Leuer,4500,Det@Mia 07:30PM ET,22.906,Det,0,0,23.464,15.562,18.062,26.500,9.000,27.000,0.301,-3.000,202.500,-14.541,10.750
PG/SG,Matthew Dellavedova,4400,Bos@Mil 08:00PM ET,19.622,Mil,1,0,19.250,13.667,24.312,19.000,18.750,26.400,0.190,-1.000,217.000,3.589,27.250
PG/SG,Sean Kilpatrick,4400,Bkn@Min 09:00PM ET,24.611,Bkn,0,0,24.929,15.587,25.312,29.500,14.000,26.400,0.437,11.000,219.500,1.359,16.750
PG,Emmanuel Mudiay,4400,Den@Pho 09:00PM ET,24.293,Den,0,1,17.893,14.405,26.188,9.500,26.000,26.400,0.430,3.000,228.000,-0.570,0.000
SF/PF,P.J. Tucker,4400,Den@Pho 09:00PM ET,18.875,Pho,1,0,23.000,10.250,26.938,19.500,11.250,26.400,0.216,-3.000,228.000,11.375,30.000
SG/SF,Garrett Temple,4300,Sac@Cha 07:00PM ET,17.940,Sac,0,0,23.036,12.312,20.250,8.500,21.500,25.800,0.152,7.500,206.000,-8.196,12.250
PF/C,Spencer Hawes,4300,Sac@Cha 07:00PM ET,16.977,Cha,1,0,14.857,9.235,19.000,18.750,16.250,25.800,0.193,-7.500,206.000,-4.196,23.750
SF,Wayne Ellington,4300,Det@Mia 07:30PM ET,18.861,Mia,1,0,18.893,10.981,28.000,30.250,4.000,25.800,0.234,3.000,202.500,-9006.673,26.000
C,Jusuf Nurkic,4300,Den@Pho 09:00PM ET,20.231,Den,0,0,20.000,11.369,11.438,7.500,25.500,25.800,0.313,3.000,228.000,-0.035,8.500
PF/C,Kelly Olynyk,4200,Bos@Mil 08:00PM ET,18.938,Bos,0,0,21.714,11.421,16.500,23.750,16.000,25.200,0.244,1.000,217.000,3.589,32.250
SG,Bojan Bogdanovic,4200,Bkn@Min 09:00PM ET,22.071,Bkn,0,0,23.321,15.540,22.938,26.000,6.000,25.200,0.360,11.000,219.500,-7.271,13.250
PF,JaMychal Green,4200,Mem@Uta 09:00PM ET,22.864,Mem,0,0,21.536,16.135,24.000,17.250,1.000,25.200,0.391,7.500,188.500,-9020.582,17.500
SG/SF,Joe Ingles,4100,Mem@Uta 09:00PM ET,15.667,Uta,1,0,15.571,8.058,18.062,21.000,6.500,24.600,0.182,-7.500,188.500,-16.582,7.250
SG/SF,Caris LeVert,4000,Bkn@Min 09:00PM ET,15.156,Bkn,0,1,18.821,8.596,25.875,19.250,6.000,24.000,0.169,11.000,219.500,1.359,23.500
PG,Ty Lawson,4000,Sac@Cha 07:00PM ET,20.517,Sac,0,0,23.964,12.637,24.688,29.500,18.000,24.000,0.346,7.500,206.000,-8.196,19.500
SG,Jeremy Lamb,4000,Sac@Cha 07:00PM ET,18.536,Cha,1,1,15.429,8.188,19.812,25.750,22.000,24.000,0.309,-7.500,206.000,-4.196,0.000
SG,Rodney Hood,4000,Mem@Uta 09:00PM ET,23.204,Uta,1,0,22.357,14.903,26.688,10.500,8.000,24.000,0.467,-7.500,188.500,-16.582,30.500
SF/PF,Rondae Hollis-Jefferson,3900,Bkn@Min 09:00PM ET,19.417,Bkn,0,0,18.000,13.844,17.312,21.750,7.000,23.400,0.318,11.000,219.500,-7.191,3.750
SG/SF,Marco Belinelli,3900,Sac@Cha 07:00PM ET,18.851,Cha,1,0,17.250,13.307,22.812,21.000,17.750,23.400,0.278,-7.500,206.000,-4.196,13.750
SF/PF,Matt Barnes,3900,Sac@Cha 07:00PM ET,18.686,Sac,0,0,16.429,11.946,15.312,8.000,17.000,23.400,0.300,7.500,206.000,-17.138,9.000
PG,Kris Dunn,3800,Bkn@Min 09:00PM ET,12.636,Min,1,0,17.607,7.083,18.688,8.000,30.000,22.800,0.121,-11.000,219.500,5.359,22.250
PF/C,Marreese Speights,3800,LAC@GS 08:30PM ET,19.457,LAC,0,0,20.071,13.192,15.562,10.750,16.000,22.800,0.353,11.500,222.000,3.128,14.250
C,Zaza Pachulia,3800,LAC@GS 08:30PM ET,18.333,GS,1,0,21.250,12.420,21.812,10.500,13.000,22.800,0.288,-11.500,222.000,7.128,17.500
PF,Frank Kaminsky,3800,Sac@Cha 07:00PM ET,20.517,Cha,1,0,23.071,14.520,15.250,13.500,24.000,22.800,0.394,-7.500,206.000,-4.196,25.000
PG,Shelvin Mack,3800,Mem@Uta 09:00PM ET,15.875,Uta,1,0,14.107,8.713,4.938,4.000,8.000,22.800,0.205,-7.500,188.500,-24.913,0.000
PF/C,Amir Johnson,3700,Bos@Mil 08:00PM ET,16.867,Bos,0,0,12.750,9.891,13.375,21.500,16.000,22.200,0.281,1.000,217.000,3.589,25.250
SF,Andre Iguodala,3700,LAC@GS 08:30PM ET,18.097,GS,1,0,18.821,12.550,22.188,23.000,20.000,22.200,0.248,-11.500,222.000,7.128,26.500
C,Aron Baynes,3700,Det@Mia 07:30PM ET,10.545,Det,0,0,7.571,6.606,13.250,7.750,15.500,22.200,0.036,-3.000,202.500,-6.673,9.250
PG,Andrew Harrison,3700,Mem@Uta 09:00PM ET,16.561,Mem,0,0,11.786,10.571,10.625,11.000,6.000,22.200,0.270,7.500,188.500,-20.582,8.250
PG/SG,Brandon Knight,3700,Den@Pho 09:00PM ET,19.564,Pho,1,0,15.750,12.705,19.562,25.750,29.000,22.200,0.384,-3.000,228.000,2.238,6.250
SG/SF,Vince Carter,3600,Mem@Uta 09:00PM ET,17.768,Mem,0,0,17.786,13.043,18.875,19.500,1.000,21.600,0.288,7.500,188.500,-9027.632,4.500
SF,James Ennis III,3600,Mem@Uta 09:00PM ET,16.963,Mem,0,0,16.071,10.721,13.938,5.500,1.000,21.600,0.276,7.500,188.500,-9020.582,14.000
SF/PF,Michael Beasley,3500,Bos@Mil 08:00PM ET,15.901,Mil,1,0,18.393,7.625,10.812,0.250,18.250,21.000,0.308,-1.000,217.000,3.589,28.000
PG,Spencer Dinwiddie,3500,Bkn@Min 09:00PM ET,14.446,Bkn,0,0,15.107,7.455,16.938,13.750,22.000,21.000,0.209,11.000,219.500,1.359,27.000
SG/SF,Shabazz Muhammad,3500,Bkn@Min 09:00PM ET,13.077,Min,1,0,18.000,7.685,19.250,12.500,30.000,21.000,0.140,-11.000,219.500,5.359,31.250
SF,Omri Casspi,3500,Sac@Cha 07:00PM ET,13.614,Sac,0,1,16.964,7.100,9.062,4.750,22.000,21.000,0.155,7.500,206.000,-15.299,0.000
PF,Okaro White,3500,Det@Mia 07:30PM ET,10.700,Mia,1,0,4.083,5.688,13.188,10.500,11.000,21.000,0.203,3.000,202.500,-6.673,10.000
PG/SG,Jamal Murray,3500,Den@Pho 09:00PM ET,15.222,Den,0,0,16.679,8.380,16.062,6.750,20.500,21.000,0.281,3.000,228.000,11.375,22.250
PG,Shaun Livingston,3400,LAC@GS 08:30PM ET,11.313,GS,1,0,13.679,8.152,11.938,9.750,2.000,20.400,0.019,-11.500,222.000,-8992.872,16.000
PG,Ramon Sessions,3400,Sac@Cha 07:00PM ET,13.149,Cha,1,0,14.321,9.090,11.438,6.000,20.000,20.400,0.103,-7.500,206.000,-9.822,7.500
SG,Reggie Bullock,3400,Det@Mia 07:30PM ET,13.139,Det,0,0,10.250,5.438,17.625,14.000,3.000,20.400,0.215,-3.000,202.500,-9006.673,5.250
PF/C,Justin Hamilton,3300,Bkn@Min 09:00PM ET,16.306,Bkn,0,0,19.036,9.724,11.812,22.250,11.750,19.800,0.334,11.000,219.500,1.359,19.750
SF/PF,Anthony Tolliver,3300,Sac@Cha 07:00PM ET,13.831,Sac,0,0,11.643,6.972,10.688,16.250,17.000,19.800,0.252,7.500,206.000,-8.196,35.250
SG/SF,Stanley Johnson,3300,Det@Mia 07:30PM ET,10.714,Det,0,0,16.536,5.207,16.250,2.000,6.000,19.800,0.110,-3.000,202.500,-6.673,10.750
C,John Henson,3200,Bos@Mil 08:00PM ET,18.085,Mil,1,0,18.286,11.607,19.375,23.250,20.000,19.200,0.449,-1.000,217.000,3.589,10.250
PG,Isaiah Whitehead,3200,Bkn@Min 09:00PM ET,16.059,Bkn,0,0,15.679,11.125,17.625,25.250,22.000,19.200,0.315,11.000,219.500,1.359,29.000
SG,Alec Burks,3200,Mem@Uta 09:00PM ET,9.875,Uta,1,0,15.450,2.042,19.312,14.250,8.000,19.200,0.158,-7.500,188.500,-16.582,16.000
SF,Chandler Parsons,3200,Mem@Uta 09:00PM ET,12.825,Mem,0,0,12.500,8.389,16.562,14.500,1.000,19.200,0.137,7.500,188.500,-9020.582,0.000
C,Alex Len,3200,Den@Pho 09:00PM ET,19.926,Pho,1,0,14.500,13.054,14.750,10.750,17.000,19.200,0.531,-3.000,228.000,2.045,4.500
SF,Tony Snell,3100,Bos@Mil 08:00PM ET,16.194,Mil,1,0,15.571,11.300,14.688,14.500,13.500,18.600,0.359,-1.000,217.000,3.589,19.750
PF,Marquese Chriss,3100,Den@Pho 09:00PM ET,14.375,Pho,1,0,18.429,9.356,15.250,9.000,6.500,18.600,0.288,-3.000,228.000,11.375,13.750
PG,Demetrius Jackson,3000,Bos@Mil 08:00PM ET,5.000,Bos,0,1,2.375,1.583,5.000,2.750,5.000,18.000,0.082,1.000,217.000,-8996.411,0.000
PG,Terry Rozier,3000,Bos@Mil 08:00PM ET,14.134,Bos,0,0,9.643,8.536,16.688,13.500,5.000,18.000,0.295,1.000,217.000,-9003.623,3.250
SG/SF,Gerald Green,3000,Bos@Mil 08:00PM ET,9.971,Bos,0,0,10.500,4.833,5.562,7.250,22.500,18.000,0.140,1.000,217.000,3.589,8.750
SG,Jason Terry,3000,Bos@Mil 08:00PM ET,8.469,Mil,1,0,10.821,4.263,9.062,11.000,13.000,18.000,0.039,-1.000,217.000,3.589,9.750
SG,Khris Middleton,3000,Bos@Mil 08:00PM ET,0.000,Mil,1,0,0.000,0.000,0.000,0.000,13.000,18.000,0.000,-1.000,217.000,0.000,0.000
SG,James Young,3000,Bos@Mil 08:00PM ET,3.893,Bos,0,0,5.208,0.528,4.250,8.250,16.000,18.000,0.025,1.000,217.000,3.589,0.000
SG,Rashad Vaughn,3000,Bos@Mil 08:00PM ET,7.775,Mil,1,0,10.036,2.125,9.375,16.500,13.000,18.000,0.125,-1.000,217.000,3.589,0.000
SF,Steve Novak,3000,Bos@Mil 08:00PM ET,1.156,Mil,1,0,0.417,0.000,1.688,2.000,13.500,18.000,0.003,-1.000,217.000,3.589,0.000
SF,Jaylen Brown,3000,Bos@Mil 08:00PM ET,9.967,Bos,0,0,7.036,4.710,15.875,33.500,29.000,18.000,0.154,1.000,217.000,3.589,26.500
PF,Jonas Jerebko,3000,Bos@Mil 08:00PM ET,11.761,Bos,0,0,11.036,6.534,17.312,26.500,18.000,18.000,0.165,1.000,217.000,3.589,9.500
PF,Mirza Teletovic,3000,Bos@Mil 08:00PM ET,12.355,Mil,1,0,10.857,6.289,6.688,1.250,23.000,18.000,0.237,-1.000,217.000,-4.258,0.000
PF,Jordan Mickey,3000,Bos@Mil 08:00PM ET,5.750,Bos,0,0,5.500,1.850,5.938,6.500,18.000,18.000,0.005,1.000,217.000,3.589,0.000
PF,Thon Maker,3000,Bos@Mil 08:00PM ET,4.648,Mil,1,0,5.708,1.729,6.250,12.000,23.000,18.000,0.002,-1.000,217.000,3.589,10.000
C,Tyler Zeller,3000,Bos@Mil 08:00PM ET,10.821,Bos,0,0,8.071,4.078,8.000,20.750,14.000,18.000,0.227,1.000,217.000,3.589,11.750
C,Miles Plumlee,3000,Bos@Mil 08:00PM ET,6.383,Mil,1,0,8.429,1.847,12.125,7.000,20.000,18.000,0.039,-1.000,217.000,3.589,0.000
PG,Randy Foye,3000,Bkn@Min 09:00PM ET,12.826,Bkn,0,0,20.286,7.697,19.562,34.500,22.000,18.000,0.244,11.000,219.500,1.359,8.000
PG,Tyus Jones,3000,Bkn@Min 09:00PM ET,9.170,Min,1,0,5.357,2.042,10.062,19.000,30.000,18.000,0.177,-11.000,219.500,5.359,1.500
SG,Brandon Rush,3000,Bkn@Min 09:00PM ET,7.938,Min,1,0,11.000,3.229,15.062,0.000,30.000,18.000,0.159,-11.000,219.500,5.359,0.000
SF/PF,Nemanja Bjelica,3000,Bkn@Min 09:00PM ET,12.903,Min,1,0,12.607,6.341,7.625,11.250,30.000,18.000,0.281,-11.000,219.500,5.359,5.000
SF,Joe Harris,3000,Bkn@Min 09:00PM ET,15.806,Bkn,0,1,17.179,9.816,14.312,16.000,6.000,18.000,0.384,11.000,219.500,1.359,0.000
PF,Jordan Hill,3000,Bkn@Min 09:00PM ET,5.350,Min,1,0,2.667,0.625,5.000,1.250,30.000,18.000,0.048,-11.000,219.500,5.359,0.000
PF,Quincy Acy,3000,Bkn@Min 09:00PM ET,9.217,Bkn,0,0,13.036,3.750,12.938,15.250,8.000,18.000,0.154,11.000,219.500,1.359,10.000
PF,Adreian Payne,3000,Bkn@Min 09:00PM ET,9.000,Min,1,0,10.750,4.625,4.812,2.750,30.000,18.000,0.102,-11.000,219.500,-1.268,1.250
PF,Chris McCullough,3000,Bkn@Min 09:00PM ET,4.981,Bkn,0,0,7.714,2.000,4.562,7.250,8.000,18.000,0.034,11.000,219.500,1.359,0.000
C,Luis Scola,3000,Bkn@Min 09:00PM ET,12.689,Bkn,0,0,13.964,6.283,15.625,26.250,15.500,18.000,0.243,11.000,219.500,-6.218,5.000
C,Cole Aldrich,3000,Bkn@Min 09:00PM ET,8.811,Min,1,0,5.357,4.576,4.688,4.000,29.000,18.000,0.098,-11.000,219.500,-1.596,-0.500
C,Nikola Pekovic,3000,Bkn@Min 09:00PM ET,0.000,Min,1,1,0.000,0.000,0.000,0.000,29.000,18.000,0.000,-11.000,219.500,0.000,0.000
PG/SG,Ian Clark,3000,LAC@GS 08:30PM ET,11.458,GS,1,0,11.250,6.198,6.375,4.000,4.000,18.000,0.209,-11.500,222.000,-8992.872,7.750
SG/SF,Patrick McCaw,3000,LAC@GS 08:30PM ET,6.389,GS,1,0,2.357,2.750,8.562,8.500,13.000,18.000,0.023,-11.500,222.000,7.128,9.500
SG,Alan Anderson,3000,LAC@GS 08:30PM ET,5.412,LAC,0,0,7.429,2.450,4.812,5.500,12.000,18.000,0.013,11.500,222.000,3.128,10.500
SF,Paul Pierce,3000,LAC@GS 08:30PM ET,6.917,LAC,0,0,9.542,3.500,6.938,8.250,11.000,18.000,0.012,11.500,222.000,3.128,0.000
SF,Luc Richard Mbah a Moute,3000,LAC@GS 08:30PM ET,13.489,LAC,0,0,12.607,9.120,14.938,4.500,11.000,18.000,0.255,11.500,222.000,3.128,10.250
SF,Wesley Johnson,3000,LAC@GS 08:30PM ET,10.619,LAC,0,0,13.143,5.830,12.188,8.250,11.000,18.000,0.137,11.500,222.000,3.128,6.000
PF/C,Brandon Bass,3000,LAC@GS 08:30PM ET,10.097,LAC,0,0,14.071,5.574,13.188,8.500,16.000,18.000,0.122,11.500,222.000,3.128,17.750
PF,David West,3000,LAC@GS 08:30PM ET,12.405,GS,1,1,12.357,7.287,12.250,15.750,6.500,18.000,0.172,-11.500,222.000,7.128,0.000
PF,James Michael McAdoo,3000,LAC@GS 08:30PM ET,4.184,GS,1,0,3.179,1.589,9.250,23.750,6.500,18.000,0.017,-11.500,222.000,7.128,17.500
PF,Brice Johnson,3000,LAC@GS 08:30PM ET,0.000,LAC,0,1,0.000,0.000,0.000,0.000,10.000,18.000,0.000,11.500,222.000,0.000,0.000
PF,Kevon Looney,3000,LAC@GS 08:30PM ET,7.735,GS,1,0,4.929,2.797,5.562,3.750,6.500,18.000,0.046,-11.500,222.000,7.128,13.500
C,Anderson Varejao,3000,LAC@GS 08:30PM ET,5.295,GS,1,0,5.321,2.500,3.312,0.000,13.000,18.000,0.015,-11.500,222.000,7.128,9.250
C,JaVale McGee,3000,LAC@GS 08:30PM ET,10.274,GS,1,0,9.000,4.772,12.125,3.250,13.000,18.000,0.139,-11.500,222.000,7.128,16.250
