name, active, seasonAvg,svnDayAvg, 4dayAvg, penalty, bonus, overunder, odds
Strategy,1,1,0,0,1,0,1,0,0,0,0,0
Strategy2,1,1,0,0,1,0,1,0,0,0,0,0
Strategy3,1,1,0,0,1,0,1,0,0,0,0,0
Strategy4,1,1,0,0,1,0,1,0,0,0,0,0
Strategy5,1,1,0,0,1,0,1,0,0,0,0,0
