avg_pts,date,fantasy_pts,fpts_diff,nickname,player_id,player_name,pos_main,salary,salary_change,salary_change_html,salary_diff,salary_diff_percentage
26.66,2017-10-18,27.94,+1.28,Celtics,937647,Jayson Tatum,SF,"5,800",41.5,"<td class=""width-15 green"" id=""salary-col"">+$1700 (41.5%)</td>",1700,41.5
26.68,2017-10-18,29.69,+3.01,Celtics,883436,Jaylen Brown,SG,"5,500",41.0,"<td class=""width-15 green"" id=""salary-col"">+$1600 (41.0%)</td>",1600,41.0
13.73,2017-10-17,5.37,-8.36,Warriors,743701,Jordan Bell,PF,"3,800",26.7,"<td class=""width-15 green"" id=""salary-col"">+$800 (26.7%)</td>",800,26.7
7.47,2017-10-12,1.69,-5.78,Warriors,601140,Quinn Cook,PG,"3,000",-25.0,"<td class=""width-15 red"" id=""salary-col"">-$1000 (-25.0%)</td>",-1000,-25.0
11.09,2017-10-17,6.51,-4.58,Warriors,263228,Nick Young,SG,"4,000",25.0,"<td class=""width-15 green"" id=""salary-col"">+$800 (25.0%)</td>",800,25.0
17.67,2017-10-18,17.17,-0.50,Trail Blazers,398068,Evan Turner,SG,"4,500",-18.2,"<td class=""width-15 red"" id=""salary-col"">-$1000 (-18.2%)</td>",-1000,-18.2
12.19,2017-10-18,16.72,+4.53,76ers,946824,Markelle Fultz,PG,"5,000",-18.0,"<td class=""width-15 red"" id=""salary-col"">-$1100 (-18.0%)</td>",-1100,-18.0
12.04,2017-10-18,11.84,-0.20,Pistons,551321,Langston Galloway,PG,"3,500",16.7,"<td class=""width-15 green"" id=""salary-col"">+$500 (16.7%)</td>",500,16.7
22.38,2017-10-18,25.57,+3.19,Wizards,843271,Kelly Oubre Jr.,SG,"4,400",15.8,"<td class=""width-15 green"" id=""salary-col"">+$600 (15.8%)</td>",600,15.8
11.44,2017-10-17,1.31,-10.13,Cavaliers,296475,Jose Calderon,PG,"3,000",-14.3,"<td class=""width-15 red"" id=""salary-col"">-$500 (-14.3%)</td>",-500,-14.3
31.90,2017-10-18,28.32,-3.58,76ers,525052,Robert Covington,SF,"5,700",14.0,"<td class=""width-15 green"" id=""salary-col"">+$700 (14.0%)</td>",700,14.0
18.63,2017-10-17,19.67,+1.04,Warriors,173004,Andre Iguodala,SG,"4,100",13.9,"<td class=""width-15 green"" id=""salary-col"">+$500 (13.9%)</td>",500,13.9
35.02,2017-10-18,34.56,-0.46,Pelicans,457576,Jrue Holiday,PG,"6,100",-12.9,"<td class=""width-15 red"" id=""salary-col"">-$900 (-12.9%)</td>",-900,-12.9
10.48,2017-10-18,16.24,+5.76,Nets,552679,Timofey Mozgov,C,"3,400",-12.8,"<td class=""width-15 red"" id=""salary-col"">-$500 (-12.8%)</td>",-500,-12.8
19.08,2017-10-18,25.40,+6.32,Hornets,263884,Marvin Williams,SF,"4,400",-12.0,"<td class=""width-15 red"" id=""salary-col"">-$600 (-12.0%)</td>",-600,-12.0
5.61,2017-10-18,5.64,+0.03,Mavericks,846868,Gian Clavell,PG,"3,000",-11.8,"<td class=""width-15 red"" id=""salary-col"">-$400 (-11.8%)</td>",-400,-11.8
9.41,2017-10-17,9.20,-0.21,Warriors,847005,Patrick McCaw,SG,"3,900",11.4,"<td class=""width-15 green"" id=""salary-col"">+$400 (11.4%)</td>",400,11.4
23.60,2017-10-18,23.26,-0.34,Bucks,467468,Greg Monroe,PF,"4,800",-11.1,"<td class=""width-15 red"" id=""salary-col"">-$600 (-11.1%)</td>",-600,-11.1
28.64,2017-10-18,27.03,-1.61,Hawks,410764,Kent Bazemore,SG,"5,000",-10.7,"<td class=""width-15 red"" id=""salary-col"">-$600 (-10.7%)</td>",-600,-10.7
44.13,2017-10-18,44.07,-0.06,Trail Blazers,463121,Damian Lillard,PG,"9,300",-10.6,"<td class=""width-15 red"" id=""salary-col"">-$1100 (-10.6%)</td>",-1100,-10.6
36.46,2017-10-18,39.68,+3.22,Nets,844038,D'Angelo Russell,PG,"7,300",10.6,"<td class=""width-15 green"" id=""salary-col"">+$700 (10.6%)</td>",700,10.6
19.77,2017-10-18,22.66,+2.89,Kings,957489,De'Aaron Fox,PG,"5,100",-10.5,"<td class=""width-15 red"" id=""salary-col"">-$600 (-10.5%)</td>",-600,-10.5
19.48,2017-10-18,22.71,+3.23,Celtics,786293,Terry Rozier,PG,"4,200",10.5,"<td class=""width-15 green"" id=""salary-col"">+$400 (10.5%)</td>",400,10.5
17.57,2017-10-18,1.44,-16.13,Nets,549969,Joe Harris,SG,"3,300",10.0,"<td class=""width-15 green"" id=""salary-col"">+$300 (10.0%)</td>",300,10.0
34.94,2017-10-18,32.61,-2.33,Celtics,280587,Al Horford,PF,"6,800",9.7,"<td class=""width-15 green"" id=""salary-col"">+$600 (9.7%)</td>",600,9.7
47.55,2017-10-18,36.45,-11.10,76ers,794508,Joel Embiid,C,"8,000",9.6,"<td class=""width-15 green"" id=""salary-col"">+$700 (9.6%)</td>",700,9.6
25.98,2017-10-18,23.27,-2.71,Pacers,850111,Domantas Sabonis,PF,"3,500",9.4,"<td class=""width-15 green"" id=""salary-col"">+$300 (9.4%)</td>",300,9.4
27.77,2017-10-18,28.03,+0.26,Pacers,295432,Darren Collison,PG,"5,800",9.4,"<td class=""width-15 green"" id=""salary-col"">+$500 (9.4%)</td>",500,9.4
15.75,2017-10-17,26.35,+10.60,Cavaliers,552381,Jae Crowder,SF,"4,700",9.3,"<td class=""width-15 green"" id=""salary-col"">+$400 (9.3%)</td>",400,9.3
5.24,2017-10-18,3.82,-1.42,Pelicans,887902,Cheick Diallo,PF,"3,100",-8.8,"<td class=""width-15 red"" id=""salary-col"">-$300 (-8.8%)</td>",-300,-8.8
20.15,2017-10-18,12.33,-7.82,76ers,551787,T.J. McConnell,PG,"3,100",-8.8,"<td class=""width-15 red"" id=""salary-col"">-$300 (-8.8%)</td>",-300,-8.8
9.74,2017-10-18,15.43,+5.69,Kings,842955,Justin Jackson,SG,"3,100",-8.8,"<td class=""width-15 red"" id=""salary-col"">-$300 (-8.8%)</td>",-300,-8.8
10.68,2017-10-18,11.25,+0.57,76ers,920091,Timothe Luwawu-Cabarrot,SG,"3,200",-8.6,"<td class=""width-15 red"" id=""salary-col"">-$300 (-8.6%)</td>",-300,-8.6
9.22,2017-10-18,12.63,+3.41,Pelicans,504523,Ian Clark,PG,"3,200",-8.6,"<td class=""width-15 red"" id=""salary-col"">-$300 (-8.6%)</td>",-300,-8.6
26.64,2017-10-18,19.93,-6.71,Jazz,603106,Rodney Hood,SG,"5,300",-8.6,"<td class=""width-15 red"" id=""salary-col"">-$500 (-8.6%)</td>",-500,-8.6
15.28,2017-10-18,9.37,-5.91,76ers,292407,Amir Johnson,PF,"3,300",-8.3,"<td class=""width-15 red"" id=""salary-col"">-$300 (-8.3%)</td>",-300,-8.3
