avg_pts,date,fantasy_pts,fpts_diff,nickname,player_id,player_name,pos_main,salary,salary_change,salary_change_html,salary_diff,salary_diff_percentage
41.82,2017-03-15,43.64,+1.82,Clippers,229598,Chris Paul,PG,"9,800",10.1,"<td class=""width-15 green"" id=""salary-col"">+$900 (10.1%)</td>",900,10.1
17.01,2017-03-14,21.60,+4.59,Nets,698991,Caris LeVert,SG,"4,400",10.0,"<td class=""width-15 green"" id=""salary-col"">+$400 (10.0%)</td>",400,10.0
35.52,2017-03-14,38.85,+3.33,Knicks,172890,Carmelo Anthony,SF,"8,400",9.1,"<td class=""width-15 green"" id=""salary-col"">+$700 (9.1%)</td>",700,9.1
17.71,2017-03-14,17.13,-0.58,Nets,602411,Spencer Dinwiddie,PG,"3,500",-7.9,"<td class=""width-15 red"" id=""salary-col"">-$300 (-7.9%)</td>",-300,-7.9
21.62,2017-03-13,6.19,-15.43,Nuggets,877870,Emmanuel Mudiay,PG,"3,900",-7.1,"<td class=""width-15 red"" id=""salary-col"">-$300 (-7.1%)</td>",-300,-7.1
29.33,2017-03-13,25.46,-3.87,Raptors,456450,Serge Ibaka,PF,"6,000",-6.3,"<td class=""width-15 red"" id=""salary-col"">-$400 (-6.3%)</td>",-400,-6.3
51.25,2017-03-14,42.76,-8.49,Cavaliers,214152,LeBron James,SF,"10,500",-6.3,"<td class=""width-15 red"" id=""salary-col"">-$700 (-6.3%)</td>",-700,-6.3
38.21,2017-03-13,41.41,+3.20,Nuggets,830650,Nikola Jokic,PF,"10,600",6.0,"<td class=""width-15 green"" id=""salary-col"">+$600 (6.0%)</td>",600,6.0
9.88,2017-03-14,6.27,-3.61,Thunder,739963,Alex Abrines,SG,"3,700",5.7,"<td class=""width-15 green"" id=""salary-col"">+$200 (5.7%)</td>",200,5.7
12.71,2017-03-13,9.22,-3.49,Hawks,696209,Taurean Waller-Prince,SF,"3,500",-5.4,"<td class=""width-15 red"" id=""salary-col"">-$200 (-5.4%)</td>",-200,-5.4
25.83,2017-03-13,26.08,+0.25,Nuggets,712593,Gary Harris,SG,"5,900",5.4,"<td class=""width-15 green"" id=""salary-col"">+$300 (5.4%)</td>",300,5.4
17.56,2017-03-13,19.22,+1.66,Nuggets,891352,Jamal Murray,PG,"4,000",5.3,"<td class=""width-15 green"" id=""salary-col"">+$200 (5.3%)</td>",200,5.3
20.25,2017-03-14,34.54,+14.29,Knicks,840567,Guillermo Hernangomez,C,"6,000",5.3,"<td class=""width-15 green"" id=""salary-col"">+$300 (5.3%)</td>",300,5.3
19.15,2017-03-15,20.59,+1.44,Clippers,3388,Jamal Crawford,SG,"4,000",5.3,"<td class=""width-15 green"" id=""salary-col"">+$200 (5.3%)</td>",200,5.3
38.03,2017-03-14,34.88,-3.15,Warriors,468895,Draymond Green,PF,"8,300",5.1,"<td class=""width-15 green"" id=""salary-col"">+$400 (5.1%)</td>",400,5.1
14.21,2017-03-13,14.30,+0.09,Raptors,609861,Norman Powell,SG,"4,100",5.1,"<td class=""width-15 green"" id=""salary-col"">+$200 (5.1%)</td>",200,5.1
22.56,2017-03-14,19.25,-3.31,Thunder,330057,Taj Gibson,PF,"4,200",5.0,"<td class=""width-15 green"" id=""salary-col"">+$200 (5.0%)</td>",200,5.0
29.82,2017-03-14,33.01,+3.19,Knicks,399612,Derrick Rose,PG,"6,800",4.6,"<td class=""width-15 green"" id=""salary-col"">+$300 (4.6%)</td>",300,4.6
30.57,2017-03-13,29.75,-0.82,Magic,608661,Elfrid Payton,PG,"7,200",4.3,"<td class=""width-15 green"" id=""salary-col"">+$300 (4.3%)</td>",300,4.3
31.37,2017-03-13,31.02,-0.35,Hawks,739958,Dennis Schroder,PG,"7,400",4.2,"<td class=""width-15 green"" id=""salary-col"">+$300 (4.2%)</td>",300,4.2
18.84,2017-03-13,15.95,-2.89,Magic,599797,Bismack Biyombo,C,"4,600",-4.2,"<td class=""width-15 red"" id=""salary-col"">-$200 (-4.2%)</td>",-200,-4.2
21.31,2017-03-14,19.90,-1.41,Warriors,173004,Andre Iguodala,SF,"4,700",-4.1,"<td class=""width-15 red"" id=""salary-col"">-$200 (-4.1%)</td>",-200,-4.1
26.22,2017-03-13,24.90,-1.32,Nuggets,551760,Will Barton,SG,"5,300",3.9,"<td class=""width-15 green"" id=""salary-col"">+$200 (3.9%)</td>",200,3.9
36.72,2017-03-15,34.60,-2.12,Grizzlies,329468,Mike Conley,PG,"7,700",-3.8,"<td class=""width-15 red"" id=""salary-col"">-$300 (-3.8%)</td>",-300,-3.8
15.85,2017-03-13,13.29,-2.56,Magic,266367,Jeff Green,SF,"3,600",2.9,"<td class=""width-15 green"" id=""salary-col"">+$100 (2.9%)</td>",100,2.9
11.58,2017-03-14,13.31,+1.73,Nets,172692,Randy Foye,SG,"3,600",2.9,"<td class=""width-15 green"" id=""salary-col"">+$100 (2.9%)</td>",100,2.9
16.41,2017-03-13,11.16,-5.25,Raptors,399599,Patrick Patterson,PF,"3,600",2.9,"<td class=""width-15 green"" id=""salary-col"">+$100 (2.9%)</td>",100,2.9
10.78,2017-03-13,23.25,+12.47,Nuggets,920082,Juan Hernangomez,PF,"3,600",2.9,"<td class=""width-15 green"" id=""salary-col"">+$100 (2.9%)</td>",100,2.9
17.23,2017-03-14,9.11,-8.12,Cavaliers,253997,J.R. Smith,SG,"3,600",2.9,"<td class=""width-15 green"" id=""salary-col"">+$100 (2.9%)</td>",100,2.9
