overUnder,odds,team
212.500,-5.500,LAC
212.500,5.500,WAS
215.500,1.500,BKN
215.500,-1.500,PHI
202.500,-4.500,BOS
202.500,4.500,MIA
212.000,-5.500,TOR
212.000,5.500,ORL
185.500,-1.500,UTA
185.500,1.500,MEM
194.000,-1.000,SAC
194.000,1.000,DAL
208.000,12.000,NO
208.000,-12.000,SA
