overUnder,odds,team
214.500,10.000,BKN
214.500,-10.000,MIL
210.500,6.000,MIN
210.500,-6.000,CHA
207.000,8.500,ATL
207.000,-8.500,TOR
207.500,-10.000,BOS
207.500,10.000,PHI
198.000,2.500,LAL
198.000,-2.500,MEM
190.500,-3.500,CHI
190.500,3.500,DAL
201.000,7.500,DEN
201.000,-7.500,UTA
216.000,6.000,MIA
216.000,-6.000,POR
228.000,16.500,PHO
228.000,-16.500,GS
